# _root_ La d' aquest any serà la tercera edició del Festival_de_Cinema_Negre_de_Manresa , la cinquena si no es té_en_compte l' especialització , que el converteix en l' únic certamen de l' Estat dedicat a aquest gènere .
#goldHeads=2,5,4,2,0,8,8,5,8,9,5,13,5,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
#predictedHeads=2,5,4,2,0,8,8,5,8,9,13,13,8,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
(23,26),(23,31),-0.186681 # DEPENDENCYPART_SIBL
(23,26),(23,32),-0.15277 # DEPENDENCYPART_SIBL
(23,26),(23,34),-0.0509108 # DEPENDENCYPART_SIBL
(23,26),(23,35),0.000514621 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0646544 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.265407 # DEPENDENCYPART_SIBL
(23,27),(23,31),-0.0510105 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.032924 # DEPENDENCYPART_SIBL
(23,27),(23,34),-0.254639 # DEPENDENCYPART_SIBL
(23,27),(23,35),-0.044493 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.0632764 # DEPENDENCYPART_SIBL
(23,28),(23,31),-0.1129 # DEPENDENCYPART_SIBL
(23,28),(23,32),-0.00267285 # DEPENDENCYPART_SIBL
(23,28),(23,34),-0.0581413 # DEPENDENCYPART_SIBL
(23,28),(23,35),-0.0291767 # DEPENDENCYPART_SIBL
(23,30),(23,31),-0.0627419 # DEPENDENCYPART_SIBL
(23,30),(23,32),0.0214901 # DEPENDENCYPART_SIBL
(23,30),(23,34),-0.251502 # DEPENDENCYPART_SIBL
(23,30),(23,35),-0.0640381 # DEPENDENCYPART_SIBL
(23,31),(23,32),-0.149317 # DEPENDENCYPART_SIBL
(23,31),(23,34),-0.0537172 # DEPENDENCYPART_SIBL
(23,31),(23,35),-0.00544596 # DEPENDENCYPART_SIBL
(23,32),(23,34),0.00991743 # DEPENDENCYPART_SIBL
(23,32),(23,35),0.00644128 # DEPENDENCYPART_SIBL
(23,34),(23,35),-0.0519977 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.14837 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0222543 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0435771 # DEPENDENCYPART_SIBL
(24,12),(24,27),0.00815089 # DEPENDENCYPART_SIBL
(24,12),(24,28),0.061363 # DEPENDENCYPART_SIBL
(24,12),(24,30),0.00600747 # DEPENDENCYPART_SIBL
(24,12),(24,31),-0.0409642 # DEPENDENCYPART_SIBL
(24,12),(24,32),0.0915457 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.133163 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0106343 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0187189 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0102883 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0385457 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.00966302 # DEPENDENCYPART_SIBL
(24,23),(24,32),0.00543091 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0805494 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.227839 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0920791 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.232051 # DEPENDENCYPART_SIBL
(24,25),(24,31),-0.0810418 # DEPENDENCYPART_SIBL
(24,25),(24,32),-0.0723506 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.542707 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.195803 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.538033 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.262835 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.228885 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.137127 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.997091 # DEPENDENCYPART_SIBL
(24,27),(24,31),-0.37983 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.106808 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.168892 # DEPENDENCYPART_SIBL
(24,28),(24,31),-0.0274961 # DEPENDENCYPART_SIBL
(24,28),(24,32),-0.156948 # DEPENDENCYPART_SIBL
(24,30),(24,31),-0.363519 # DEPENDENCYPART_SIBL
(24,30),(24,32),-0.0722502 # DEPENDENCYPART_SIBL
(24,31),(24,32),-0.231128 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0196735 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.043848 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0526194 # DEPENDENCYPART_SIBL
(26,24),(26,31),0.0135759 # DEPENDENCYPART_SIBL
(26,24),(26,32),0.107461 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.379815 # DEPENDENCYPART_SIBL
(26,25),(26,31),0.0677899 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.204313 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.104138 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.0612884 # DEPENDENCYPART_SIBL
(26,31),(26,32),0.0286188 # DEPENDENCYPART_SIBL
(27,2),(27,9),-0.0474461 # DEPENDENCYPART_SIBL
(27,2),(27,20),-0.12402 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.0394887 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.0122556 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.0907229 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.0663838 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.0405263 # DEPENDENCYPART_SIBL
(27,2),(27,30),-0.0115485 # DEPENDENCYPART_SIBL
(27,2),(27,31),-0.0142181 # DEPENDENCYPART_SIBL
(27,2),(27,32),0.0248236 # DEPENDENCYPART_SIBL
(27,2),(27,34),0.0205986 # DEPENDENCYPART_SIBL
(27,2),(27,35),0.0636272 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.0674228 # DEPENDENCYPART_SIBL
(27,9),(27,22),0.0156878 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.0305691 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.0448817 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.0721502 # DEPENDENCYPART_SIBL
(27,9),(27,28),-0.0351252 # DEPENDENCYPART_SIBL
(27,9),(27,30),-0.0522151 # DEPENDENCYPART_SIBL
(27,9),(27,31),0.0187692 # DEPENDENCYPART_SIBL
(27,9),(27,32),0.0892492 # DEPENDENCYPART_SIBL
(27,9),(27,34),-0.0179274 # DEPENDENCYPART_SIBL
(27,9),(27,35),0.0124592 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0805799 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.421277 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0122972 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.202245 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0241269 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.0428085 # DEPENDENCYPART_SIBL
(27,20),(27,31),0.00688172 # DEPENDENCYPART_SIBL
(27,20),(27,32),0.0225851 # DEPENDENCYPART_SIBL
(27,20),(27,34),-0.0518278 # DEPENDENCYPART_SIBL
(27,20),(27,35),-0.316385 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.0703623 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.258008 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0297696 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.224725 # DEPENDENCYPART_SIBL
(27,22),(27,30),0.207156 # DEPENDENCYPART_SIBL
(27,22),(27,31),-0.0164303 # DEPENDENCYPART_SIBL
(27,22),(27,32),0.131821 # DEPENDENCYPART_SIBL
(27,22),(27,34),0.258898 # DEPENDENCYPART_SIBL
(27,22),(27,35),-0.0952215 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0250675 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0285103 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0823066 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0356097 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.0223293 # DEPENDENCYPART_SIBL
(27,24),(27,32),0.0301957 # DEPENDENCYPART_SIBL
(27,24),(27,34),0.00326042 # DEPENDENCYPART_SIBL
(27,24),(27,35),0.0714109 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.181933 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.33202 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.143464 # DEPENDENCYPART_SIBL
(27,25),(27,31),0.0287252 # DEPENDENCYPART_SIBL
(27,25),(27,32),0.140392 # DEPENDENCYPART_SIBL
(27,25),(27,34),0.174134 # DEPENDENCYPART_SIBL
(27,25),(27,35),0.0523454 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0374316 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0266383 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.033167 # DEPENDENCYPART_SIBL
(27,26),(27,32),0.0502402 # DEPENDENCYPART_SIBL
(27,26),(27,34),0.008643 # DEPENDENCYPART_SIBL
(27,26),(27,35),0.0472109 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.0118574 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.0651145 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.0922156 # DEPENDENCYPART_SIBL
(27,28),(27,34),0.0100134 # DEPENDENCYPART_SIBL
(27,28),(27,35),0.00479923 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.0165634 # DEPENDENCYPART_SIBL
(27,30),(27,32),-0.0408546 # DEPENDENCYPART_SIBL
(27,30),(27,34),0.0214957 # DEPENDENCYPART_SIBL
(27,30),(27,35),-0.0207665 # DEPENDENCYPART_SIBL
(27,31),(27,32),-0.0439223 # DEPENDENCYPART_SIBL
(27,31),(27,34),-0.0265176 # DEPENDENCYPART_SIBL
(27,31),(27,35),-0.0390623 # DEPENDENCYPART_SIBL
(27,32),(27,34),0.0712036 # DEPENDENCYPART_SIBL
(27,32),(27,35),0.215589 # DEPENDENCYPART_SIBL
(27,34),(27,35),-0.0092346 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.153065 # DEPENDENCYPART_SIBL
(28,29),(28,31),-0.104971 # DEPENDENCYPART_SIBL
(28,29),(28,32),-0.187034 # DEPENDENCYPART_SIBL
(28,29),(28,34),-0.149532 # DEPENDENCYPART_SIBL
(28,30),(28,31),-0.428126 # DEPENDENCYPART_SIBL
(28,30),(28,32),-0.252995 # DEPENDENCYPART_SIBL
(28,30),(28,34),-0.914119 # DEPENDENCYPART_SIBL
(28,31),(28,32),-0.313275 # DEPENDENCYPART_SIBL
(28,31),(28,34),-0.442159 # DEPENDENCYPART_SIBL
(28,32),(28,34),-0.138685 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.102009 # DEPENDENCYPART_SIBL
(30,29),(30,32),0.0846824 # DEPENDENCYPART_SIBL
(30,29),(30,34),0.184305 # DEPENDENCYPART_SIBL
(30,31),(30,32),-0.0796951 # DEPENDENCYPART_SIBL
(30,31),(30,34),0.00603549 # DEPENDENCYPART_SIBL
(30,32),(30,34),0.105081 # DEPENDENCYPART_SIBL
(31,28),(31,29),0.101423 # DEPENDENCYPART_SIBL
(31,28),(31,32),0.111308 # DEPENDENCYPART_SIBL
(31,28),(31,34),-0.0117062 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.171466 # DEPENDENCYPART_SIBL
(31,29),(31,34),0.10929 # DEPENDENCYPART_SIBL
(31,32),(31,34),0.0154175 # DEPENDENCYPART_SIBL
(32,14),(32,29),0.140962 # DEPENDENCYPART_SIBL
(32,14),(32,31),0.0858055 # DEPENDENCYPART_SIBL
(32,14),(32,34),0.00285851 # DEPENDENCYPART_SIBL
(32,29),(32,31),0.170844 # DEPENDENCYPART_SIBL
(32,29),(32,34),-0.0330357 # DEPENDENCYPART_SIBL
(32,31),(32,34),-0.0232289 # DEPENDENCYPART_SIBL
(34,28),(34,29),-0.0449532 # DEPENDENCYPART_SIBL
(34,28),(34,31),-0.0746834 # DEPENDENCYPART_SIBL
(34,28),(34,33),-0.101473 # DEPENDENCYPART_SIBL
(34,29),(34,31),0.172574 # DEPENDENCYPART_SIBL
(34,29),(34,33),-0.670047 # DEPENDENCYPART_SIBL
(34,31),(34,33),-0.372074 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.668623 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.00353728 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),1.06899 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0564524 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.392035 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.37207 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-1.07194 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.65963 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.128799 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.149704 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0571391 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0160927 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.354289 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.144161 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.106794 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.230663 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0965643 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.584787 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.285057 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.239188 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.518223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.34894 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),0.0755568 # DEPENDENCYPART_GRANDPAR
(0,5),(5,27),-0.433202 # DEPENDENCYPART_GRANDPAR
(0,5),(5,32),-0.400259 # DEPENDENCYPART_GRANDPAR
(0,5),(5,35),2.89823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.545059 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),1.22067 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.782982 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.352193 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.21361 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.347444 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.245176 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.147878 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-1.12583 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.567228 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.479875 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.532736 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.618249 # DEPENDENCYPART_GRANDPAR
(0,8),(8,27),-0.678035 # DEPENDENCYPART_GRANDPAR
(0,8),(8,35),2.78265 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.252807 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0744284 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),1.10148 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.373454 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.226471 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.635305 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.777381 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.7179 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.26167 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-1.77475 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.381928 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.690862 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.27457 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.653273 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.265672 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.40046 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),0.0117522 # DEPENDENCYPART_GRANDPAR
(0,17),(17,27),-0.468585 # DEPENDENCYPART_GRANDPAR
(0,17),(17,28),-0.310337 # DEPENDENCYPART_GRANDPAR
(0,17),(17,30),-0.532588 # DEPENDENCYPART_GRANDPAR
(0,17),(17,31),0.0682717 # DEPENDENCYPART_GRANDPAR
(0,17),(17,32),-0.48759 # DEPENDENCYPART_GRANDPAR
(0,17),(17,34),-0.659553 # DEPENDENCYPART_GRANDPAR
(0,17),(17,35),2.80884 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.224867 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),1.07829 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),0.206698 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.663244 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.809372 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.737956 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.281214 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-1.80273 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.501553 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.564759 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.402018 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-1.09693 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-2.19268 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.625923 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.0247199 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.0918171 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),-0.490906 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),-0.31376 # DEPENDENCYPART_GRANDPAR
(0,23),(23,30),-0.55491 # DEPENDENCYPART_GRANDPAR
(0,23),(23,31),0.0524638 # DEPENDENCYPART_GRANDPAR
(0,23),(23,32),-0.489393 # DEPENDENCYPART_GRANDPAR
(0,23),(23,34),-0.681875 # DEPENDENCYPART_GRANDPAR
(0,23),(23,35),2.75921 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.11973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-1.20494 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.356966 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.32336 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.829389 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.807485 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.714851 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.866702 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.47498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-1.32506 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.679266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),1.1124 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.150401 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.272798 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.0575435 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.25012 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.736173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.468688 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.198934 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0317848 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.252641 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.0111192 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.121764 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.151366 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.05353 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.0454025 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.146834 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.422741 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.198295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.316835 # DEPENDENCYPART_GRANDPAR
(2,5),(5,27),-0.529703 # DEPENDENCYPART_GRANDPAR
(2,5),(5,32),-1.1468 # DEPENDENCYPART_GRANDPAR
(2,5),(5,35),-1.67286 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.623049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,5),0.107585 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.284065 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.221626 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.271216 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.198366 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.152012 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.114148 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.415615 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.0375697 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.356353 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.45299 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.101894 # DEPENDENCYPART_GRANDPAR
(2,8),(8,27),-0.743489 # DEPENDENCYPART_GRANDPAR
(2,8),(8,35),-1.67146 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.19178 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.159283 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.113945 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.346544 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.468789 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.154033 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.105277 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.588077 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.237056 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.175076 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.53408 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.99468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-1.28907 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.54333 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.41841 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.22839 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.74477 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.992464 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.24446 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.21428 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.05615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.672111 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.627338 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.621349 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.795664 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.297952 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.676669 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.747557 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.520035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.900727 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.0620215 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.621932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.663186 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.953363 # DEPENDENCYPART_GRANDPAR
(4,5),(5,32),-0.611623 # DEPENDENCYPART_GRANDPAR
(4,5),(5,35),-1.84278 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.965618 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.504239 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-1.15437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.825079 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.641381 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.948146 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.338343 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.7918 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-1.14977 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.766946 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.05325 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.102412 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.848789 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-1.11567 # DEPENDENCYPART_GRANDPAR
(4,8),(8,35),-1.83102 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.214967 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.489686 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.694109 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.960154 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.174994 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.786294 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.364731 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.797108 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0816744 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.40345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.62929 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.52068 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.2089 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.801243 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.69892 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),1.13439 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.215447 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.113453 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.28375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.458556 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.852509 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.27257 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.30804 # DEPENDENCYPART_GRANDPAR
