# _root_ En la fase final del premi , que es desenvoluparà entre el 7_de_juny i el 2_de_juliol , els equips disposaran de tres milions de pessetes reals cadascun que podran invertir .
#goldHeads=20,3,1,3,3,5,10,10,10,3,13,13,10,13,16,13,10,19,20,0,20,23,21,23,24,23,20,30,30,23,20,
#predictedHeads=20,3,1,3,3,5,10,10,10,6,13,13,10,13,16,13,1,19,20,0,20,23,21,23,24,23,23,30,30,27,20,
(20,19),(20,25),-0.0122605 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.00954301 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.00244293 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.0115057 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0309727 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.0246937 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.109657 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.202848 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.147456 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.120626 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.078052 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.04926 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.0180667 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.0179405 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0358419 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.106084 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0107852 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.101945 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.0142739 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.00546751 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.00705006 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.147456 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.120626 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.078052 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.04926 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.0180667 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.0179405 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0226825 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0559107 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.0257217 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.0122193 # DEPENDENCYPART_SIBL
(20,25),(20,31),0.00440313 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0553137 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0125469 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.0019501 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.006566 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.0341255 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.0213139 # DEPENDENCYPART_SIBL
(20,27),(20,31),-0.0307012 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.0280241 # DEPENDENCYPART_SIBL
(20,29),(20,31),0.000437664 # DEPENDENCYPART_SIBL
(20,30),(20,31),0.0359802 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.136588 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0806298 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.157976 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0838486 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.136041 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.502106 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.423786 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.102608 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0223834 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.253394 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.689306 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0605592 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0633273 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.130418 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.162217 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.589655 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.040574 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0547765 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0986257 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0461388 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0851331 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0591932 # DEPENDENCYPART_SIBL
(23,1),(23,26),-0.0491759 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.00282296 # DEPENDENCYPART_SIBL
(23,1),(23,29),-0.0457903 # DEPENDENCYPART_SIBL
(23,1),(23,30),-0.0347443 # DEPENDENCYPART_SIBL
(23,1),(23,31),0.0333896 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0951445 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.143378 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0108195 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0368538 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0760139 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.00685306 # DEPENDENCYPART_SIBL
(23,5),(23,27),0.0102315 # DEPENDENCYPART_SIBL
(23,5),(23,29),-0.0605447 # DEPENDENCYPART_SIBL
(23,5),(23,30),-0.0510393 # DEPENDENCYPART_SIBL
(23,5),(23,31),-0.0245421 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.238986 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.668723 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.237036 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.00316236 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.0429742 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.141845 # DEPENDENCYPART_SIBL
(23,18),(23,29),0.0210837 # DEPENDENCYPART_SIBL
(23,18),(23,30),0.0522017 # DEPENDENCYPART_SIBL
(23,18),(23,31),0.124504 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0393274 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0164858 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.100592 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.1018 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0460885 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0606867 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0514317 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.0502259 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.115192 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0182847 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0269764 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.177836 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.00365932 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.0190087 # DEPENDENCYPART_SIBL
(23,22),(23,31),0.0650883 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0348045 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0707862 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0873153 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0379985 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.014375 # DEPENDENCYPART_SIBL
(23,24),(23,31),0.0483594 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0498325 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0705355 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0559688 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.048291 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.0441585 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0606261 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0100433 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.000139748 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.0129221 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0314191 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0240867 # DEPENDENCYPART_SIBL
(23,27),(23,31),0.00409864 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.0683364 # DEPENDENCYPART_SIBL
(23,29),(23,31),0.0414067 # DEPENDENCYPART_SIBL
(23,30),(23,31),0.057466 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.172409 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.00455939 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0218391 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.0290561 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.253394 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.260929 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.261541 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.184228 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.183674 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.271237 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.00343618 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.00383132 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0522247 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.0382039 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.037216 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0332993 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0248127 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.00873053 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.00148899 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0522247 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0382039 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.037216 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.000810773 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.000702552 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.110768 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0508344 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0212248 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.020221 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.0409312 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.0409291 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.097591 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0175657 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.015487 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.0145206 # DEPENDENCYPART_SIBL
(27,21),(27,31),0.00231296 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.015487 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0145206 # DEPENDENCYPART_SIBL
(27,24),(27,31),0.00231296 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.115051 # DEPENDENCYPART_SIBL
(27,29),(27,31),0.049707 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.0646429 # DEPENDENCYPART_SIBL
(29,1),(29,7),-0.34162 # DEPENDENCYPART_SIBL
(29,1),(29,13),-0.0467358 # DEPENDENCYPART_SIBL
(29,1),(29,16),-0.0467357 # DEPENDENCYPART_SIBL
(29,1),(29,19),0.01228 # DEPENDENCYPART_SIBL
(29,1),(29,25),-0.0514192 # DEPENDENCYPART_SIBL
(29,1),(29,26),-0.0559609 # DEPENDENCYPART_SIBL
(29,1),(29,27),0.0226546 # DEPENDENCYPART_SIBL
(29,1),(29,28),-0.531742 # DEPENDENCYPART_SIBL
(29,1),(29,30),0.00403683 # DEPENDENCYPART_SIBL
(29,1),(29,31),-0.0185602 # DEPENDENCYPART_SIBL
(29,7),(29,13),0.0302784 # DEPENDENCYPART_SIBL
(29,7),(29,16),0.0302784 # DEPENDENCYPART_SIBL
(29,7),(29,19),0.037198 # DEPENDENCYPART_SIBL
(29,7),(29,25),0.0501682 # DEPENDENCYPART_SIBL
(29,7),(29,26),0.015105 # DEPENDENCYPART_SIBL
(29,7),(29,27),0.0407478 # DEPENDENCYPART_SIBL
(29,7),(29,28),0.139709 # DEPENDENCYPART_SIBL
(29,7),(29,30),-0.0274964 # DEPENDENCYPART_SIBL
(29,7),(29,31),-0.49158 # DEPENDENCYPART_SIBL
(29,13),(29,16),0.0354656 # DEPENDENCYPART_SIBL
(29,13),(29,19),0.00801233 # DEPENDENCYPART_SIBL
(29,13),(29,25),0.00892877 # DEPENDENCYPART_SIBL
(29,13),(29,26),0.022412 # DEPENDENCYPART_SIBL
(29,13),(29,27),0.0918033 # DEPENDENCYPART_SIBL
(29,13),(29,28),-0.197601 # DEPENDENCYPART_SIBL
(29,13),(29,30),0.00164814 # DEPENDENCYPART_SIBL
(29,13),(29,31),-0.0246793 # DEPENDENCYPART_SIBL
(29,16),(29,19),0.00801233 # DEPENDENCYPART_SIBL
(29,16),(29,25),0.00892877 # DEPENDENCYPART_SIBL
(29,16),(29,26),0.022412 # DEPENDENCYPART_SIBL
(29,16),(29,27),0.0918033 # DEPENDENCYPART_SIBL
(29,16),(29,28),-0.197601 # DEPENDENCYPART_SIBL
(29,16),(29,30),0.00164814 # DEPENDENCYPART_SIBL
(29,16),(29,31),-0.0246793 # DEPENDENCYPART_SIBL
(29,19),(29,25),-0.229436 # DEPENDENCYPART_SIBL
(29,19),(29,26),-0.17588 # DEPENDENCYPART_SIBL
(29,19),(29,27),-0.0859408 # DEPENDENCYPART_SIBL
(29,19),(29,28),-0.706741 # DEPENDENCYPART_SIBL
(29,19),(29,30),-0.00208735 # DEPENDENCYPART_SIBL
(29,19),(29,31),-0.0117304 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0385171 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.00555095 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.295598 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0320024 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0740404 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.0303554 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.26119 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.0144722 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.0185785 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.452203 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0244371 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0509794 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0260275 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.506496 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.000458648 # DEPENDENCYPART_SIBL
(30,1),(30,5),-0.0790081 # DEPENDENCYPART_SIBL
(30,1),(30,7),-0.312685 # DEPENDENCYPART_SIBL
(30,1),(30,10),0.0796921 # DEPENDENCYPART_SIBL
(30,1),(30,11),-0.0331887 # DEPENDENCYPART_SIBL
(30,1),(30,13),-0.0172657 # DEPENDENCYPART_SIBL
(30,1),(30,16),-0.0172656 # DEPENDENCYPART_SIBL
(30,1),(30,17),-0.312685 # DEPENDENCYPART_SIBL
(30,1),(30,19),0.0501311 # DEPENDENCYPART_SIBL
(30,1),(30,20),0.0796921 # DEPENDENCYPART_SIBL
(30,1),(30,21),0.000983801 # DEPENDENCYPART_SIBL
(30,1),(30,23),0.0483571 # DEPENDENCYPART_SIBL
(30,1),(30,24),0.000983801 # DEPENDENCYPART_SIBL
(30,1),(30,25),-0.0219491 # DEPENDENCYPART_SIBL
(30,1),(30,26),-0.0264909 # DEPENDENCYPART_SIBL
(30,1),(30,27),0.0644318 # DEPENDENCYPART_SIBL
(30,1),(30,28),-0.489672 # DEPENDENCYPART_SIBL
(30,1),(30,29),0.16751 # DEPENDENCYPART_SIBL
(30,1),(30,31),0.0308392 # DEPENDENCYPART_SIBL
(30,5),(30,7),-0.329882 # DEPENDENCYPART_SIBL
(30,5),(30,10),-0.0897074 # DEPENDENCYPART_SIBL
(30,5),(30,11),-0.0980279 # DEPENDENCYPART_SIBL
(30,5),(30,13),-0.0592621 # DEPENDENCYPART_SIBL
(30,5),(30,16),-0.059262 # DEPENDENCYPART_SIBL
(30,5),(30,17),-0.329882 # DEPENDENCYPART_SIBL
(30,5),(30,19),-0.0383377 # DEPENDENCYPART_SIBL
(30,5),(30,20),-0.0897074 # DEPENDENCYPART_SIBL
(30,5),(30,21),-0.0678578 # DEPENDENCYPART_SIBL
(30,5),(30,23),-0.0400073 # DEPENDENCYPART_SIBL
(30,5),(30,24),-0.0678578 # DEPENDENCYPART_SIBL
(30,5),(30,25),-0.0711012 # DEPENDENCYPART_SIBL
(30,5),(30,26),-0.0843893 # DEPENDENCYPART_SIBL
(30,5),(30,27),-0.0292973 # DEPENDENCYPART_SIBL
(30,5),(30,28),-0.471333 # DEPENDENCYPART_SIBL
(30,5),(30,29),-0.0256492 # DEPENDENCYPART_SIBL
(30,5),(30,31),-0.0318714 # DEPENDENCYPART_SIBL
(30,7),(30,10),0.123626 # DEPENDENCYPART_SIBL
(30,7),(30,11),0.35143 # DEPENDENCYPART_SIBL
(30,7),(30,13),0.0300096 # DEPENDENCYPART_SIBL
(30,7),(30,16),0.0300096 # DEPENDENCYPART_SIBL
(30,7),(30,17),-0.362662 # DEPENDENCYPART_SIBL
(30,7),(30,19),0.0407817 # DEPENDENCYPART_SIBL
(30,7),(30,20),0.123626 # DEPENDENCYPART_SIBL
(30,7),(30,21),0.0155053 # DEPENDENCYPART_SIBL
(30,7),(30,23),0.0290939 # DEPENDENCYPART_SIBL
(30,7),(30,24),0.0155053 # DEPENDENCYPART_SIBL
(30,7),(30,25),0.0498994 # DEPENDENCYPART_SIBL
(30,7),(30,26),0.0148357 # DEPENDENCYPART_SIBL
(30,7),(30,27),0.0534585 # DEPENDENCYPART_SIBL
(30,7),(30,28),0.153004 # DEPENDENCYPART_SIBL
(30,7),(30,29),0.176637 # DEPENDENCYPART_SIBL
(30,7),(30,31),-0.473328 # DEPENDENCYPART_SIBL
(30,10),(30,11),-0.0409901 # DEPENDENCYPART_SIBL
(30,10),(30,13),-0.025538 # DEPENDENCYPART_SIBL
(30,10),(30,16),-0.025538 # DEPENDENCYPART_SIBL
(30,10),(30,17),-0.13612 # DEPENDENCYPART_SIBL
(30,10),(30,19),-0.00302993 # DEPENDENCYPART_SIBL
(30,10),(30,20),-0.0459996 # DEPENDENCYPART_SIBL
(30,10),(30,21),0.247107 # DEPENDENCYPART_SIBL
(30,10),(30,23),0.00346541 # DEPENDENCYPART_SIBL
(30,10),(30,24),0.247107 # DEPENDENCYPART_SIBL
(30,10),(30,25),-0.0584891 # DEPENDENCYPART_SIBL
(30,10),(30,26),-0.0383476 # DEPENDENCYPART_SIBL
(30,10),(30,27),0.0236835 # DEPENDENCYPART_SIBL
(30,10),(30,28),-0.24612 # DEPENDENCYPART_SIBL
(30,10),(30,29),0.0057968 # DEPENDENCYPART_SIBL
(30,10),(30,31),0.0273588 # DEPENDENCYPART_SIBL
(30,11),(30,13),-0.0285614 # DEPENDENCYPART_SIBL
(30,11),(30,16),-0.0285612 # DEPENDENCYPART_SIBL
(30,11),(30,17),-0.269923 # DEPENDENCYPART_SIBL
(30,11),(30,19),-0.0141552 # DEPENDENCYPART_SIBL
(30,11),(30,20),-0.0462225 # DEPENDENCYPART_SIBL
(30,11),(30,21),-0.056612 # DEPENDENCYPART_SIBL
(30,11),(30,23),-0.0158265 # DEPENDENCYPART_SIBL
(30,11),(30,24),-0.056612 # DEPENDENCYPART_SIBL
(30,11),(30,25),-0.0502296 # DEPENDENCYPART_SIBL
(30,11),(30,26),-0.026825 # DEPENDENCYPART_SIBL
(30,11),(30,27),0.0558678 # DEPENDENCYPART_SIBL
(30,11),(30,28),-0.377117 # DEPENDENCYPART_SIBL
(30,11),(30,29),0.0175104 # DEPENDENCYPART_SIBL
(30,11),(30,31),0.0395268 # DEPENDENCYPART_SIBL
(30,13),(30,16),0.0354722 # DEPENDENCYPART_SIBL
(30,13),(30,17),-0.202636 # DEPENDENCYPART_SIBL
(30,13),(30,19),0.0121401 # DEPENDENCYPART_SIBL
(30,13),(30,20),0.0739526 # DEPENDENCYPART_SIBL
(30,13),(30,21),0.0747642 # DEPENDENCYPART_SIBL
(30,13),(30,23),0.010772 # DEPENDENCYPART_SIBL
(30,13),(30,24),0.0747642 # DEPENDENCYPART_SIBL
(30,13),(30,25),0.00893544 # DEPENDENCYPART_SIBL
(30,13),(30,26),0.0224185 # DEPENDENCYPART_SIBL
(30,13),(30,27),0.103972 # DEPENDENCYPART_SIBL
(30,13),(30,28),-0.18514 # DEPENDENCYPART_SIBL
(30,13),(30,29),0.117061 # DEPENDENCYPART_SIBL
(30,13),(30,31),-0.00875042 # DEPENDENCYPART_SIBL
(30,16),(30,17),-0.202636 # DEPENDENCYPART_SIBL
(30,16),(30,19),0.0121401 # DEPENDENCYPART_SIBL
(30,16),(30,20),0.0739526 # DEPENDENCYPART_SIBL
(30,16),(30,21),0.0747642 # DEPENDENCYPART_SIBL
(30,16),(30,23),0.010772 # DEPENDENCYPART_SIBL
(30,16),(30,24),0.0747642 # DEPENDENCYPART_SIBL
(30,16),(30,25),0.00893544 # DEPENDENCYPART_SIBL
(30,16),(30,26),0.0224185 # DEPENDENCYPART_SIBL
(30,16),(30,27),0.103972 # DEPENDENCYPART_SIBL
(30,16),(30,28),-0.18514 # DEPENDENCYPART_SIBL
(30,16),(30,29),0.117061 # DEPENDENCYPART_SIBL
(30,16),(30,31),-0.00875039 # DEPENDENCYPART_SIBL
(30,17),(30,19),0.0407817 # DEPENDENCYPART_SIBL
(30,17),(30,20),0.123626 # DEPENDENCYPART_SIBL
(30,17),(30,21),0.0155053 # DEPENDENCYPART_SIBL
(30,17),(30,23),0.0290939 # DEPENDENCYPART_SIBL
(30,17),(30,24),0.0155053 # DEPENDENCYPART_SIBL
(30,17),(30,25),0.0498994 # DEPENDENCYPART_SIBL
(30,17),(30,26),0.0148357 # DEPENDENCYPART_SIBL
(30,17),(30,27),0.0534585 # DEPENDENCYPART_SIBL
(30,17),(30,28),0.153004 # DEPENDENCYPART_SIBL
(30,17),(30,29),0.176637 # DEPENDENCYPART_SIBL
(30,17),(30,31),-0.473328 # DEPENDENCYPART_SIBL
(30,19),(30,20),0.0250686 # DEPENDENCYPART_SIBL
(30,19),(30,21),0.0143416 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.727211 # DEPENDENCYPART_SIBL
(30,19),(30,24),0.0143416 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.224221 # DEPENDENCYPART_SIBL
(30,19),(30,26),-0.170665 # DEPENDENCYPART_SIBL
(30,19),(30,27),-0.0673557 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.687864 # DEPENDENCYPART_SIBL
(30,19),(30,29),0.0947796 # DEPENDENCYPART_SIBL
(30,19),(30,31),0.0359825 # DEPENDENCYPART_SIBL
(30,20),(30,21),0.247122 # DEPENDENCYPART_SIBL
(30,20),(30,23),0.00349778 # DEPENDENCYPART_SIBL
(30,20),(30,24),0.247122 # DEPENDENCYPART_SIBL
(30,20),(30,25),-0.0584787 # DEPENDENCYPART_SIBL
(30,20),(30,26),-0.0383371 # DEPENDENCYPART_SIBL
(30,20),(30,27),0.023694 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.24611 # DEPENDENCYPART_SIBL
(30,20),(30,29),0.00581152 # DEPENDENCYPART_SIBL
(30,20),(30,31),0.0274045 # DEPENDENCYPART_SIBL
(30,21),(30,23),0.00561824 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.0406062 # DEPENDENCYPART_SIBL
(30,21),(30,25),-0.0798773 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.051874 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.0488051 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.384415 # DEPENDENCYPART_SIBL
(30,21),(30,29),0.0685016 # DEPENDENCYPART_SIBL
(30,21),(30,31),0.0266306 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.00717441 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.233336 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.179091 # DEPENDENCYPART_SIBL
(30,23),(30,27),-0.085767 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.706088 # DEPENDENCYPART_SIBL
(30,23),(30,29),0.0852331 # DEPENDENCYPART_SIBL
(30,23),(30,31),0.00313616 # DEPENDENCYPART_SIBL
(30,24),(30,25),-0.0798773 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.051874 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.0488051 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.384415 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.0685016 # DEPENDENCYPART_SIBL
(30,24),(30,31),0.0266306 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.0385172 # DEPENDENCYPART_SIBL
(30,25),(30,27),0.00661165 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.283143 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.015062 # DEPENDENCYPART_SIBL
(30,25),(30,31),-0.0556699 # DEPENDENCYPART_SIBL
(30,26),(30,27),0.042519 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.248734 # DEPENDENCYPART_SIBL
(30,26),(30,29),0.0441194 # DEPENDENCYPART_SIBL
(30,26),(30,31),-0.000212811 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.424924 # DEPENDENCYPART_SIBL
(30,27),(30,29),0.182856 # DEPENDENCYPART_SIBL
(30,27),(30,31),-0.0149213 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.315145 # DEPENDENCYPART_SIBL
(30,28),(30,31),-0.474558 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.124924 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.183254 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.288945 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.00755718 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0278592 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.20288 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.190957 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.483875 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.067571 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.0284104 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.189955 # DEPENDENCYPART_GRANDPAR
(0,1),(1,31),2.70333 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.433281 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.154234 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0807898 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.122 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.554646 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.062492 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.09458 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.4881 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0564932 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.24243 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0240442 # DEPENDENCYPART_GRANDPAR
