# _root_ El ministre va assenyalar la informació , la lluita contra la guerra bacteriològica , la nuclear i la química com_a camps per a la cooperació intereuropea .
#goldHeads=2,4,4,0,6,4,6,9,6,9,12,10,12,12,16,12,12,19,12,4,20,21,22,25,23,25,4,
#predictedHeads=2,4,4,0,6,4,9,9,6,9,12,10,12,9,16,12,16,19,16,19,20,21,22,25,23,25,4,
(0,4),(4,14),-0.42786 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.117415 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.138302 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.16197 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.330732 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.287954 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.259222 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.543097 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),2.48643 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.33443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.467912 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.346075 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.37028 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.706356 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.44023 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.538897 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.769822 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.71459 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.51514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,2),-0.701403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.125582 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0259927 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.102674 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.166769 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0487179 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.0160198 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-1.53595 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.0139 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.66602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.350257 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0431675 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.128655 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.183944 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.175035 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.332562 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.285222 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.00996125 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.222363 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.583952 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.331534 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.161921 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.53564 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.654605 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.587153 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-1.49131 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.992802 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.720271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0804824 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.600124 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.148361 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.320959 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.255135 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.461159 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.365907 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.0296669 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.302803 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.630399 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.410791 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.407261 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.749925 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.630468 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.773898 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.727223 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.502143 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-1.4581 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.231551 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.56277 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.172649 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.352166 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.036427 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.194571 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.451011 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.353996 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.0602594 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.290892 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.602645 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.39888 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.366901 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.739778 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.582677 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.734011 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.717075 # DEPENDENCYPART_GRANDPAR
(2,9),(9,26),-0.490232 # DEPENDENCYPART_GRANDPAR
(2,9),(9,27),-1.42547 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0541166 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.202165 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.223007 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.25493 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.405793 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.22544 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.342936 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.530901 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.45209 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.385468 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.701658 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.877316 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.434535 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.733516 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.97119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.557772 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.09696 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.56353 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.20879 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.898778 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.42985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.66426 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.569299 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.25224 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.15652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.420152 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.582641 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.558659 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.53831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.452244 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.712585 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.44896 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.732322 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.869991 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.566121 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.625256 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.965693 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.891254 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.573156 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-1.57648 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.392533 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.950576 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.06495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.263764 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.827231 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.507271 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.531747 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.399598 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.666768 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.693551 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.686971 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.766111 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.518912 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.763978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.948656 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.92099 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.989063 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-0.521329 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.69476 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-1.6752 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.430623 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.25696 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0948559 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.723613 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.443427 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.488861 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.418184 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.700719 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.695106 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.720922 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.771784 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.552863 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.738628 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.967242 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.88421 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.960378 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.539915 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-0.728711 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-1.67025 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.340014 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.650875 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.40539 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.140867 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.559705 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.450189 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.579444 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.736693 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.413232 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.588011 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.871582 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.706213 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.880799 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.257948 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.973261 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.103002 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.2443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.338961 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.992769 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.466314 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.499782 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.12643 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.880559 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.162472 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.63261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.642298 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.23158 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.769647 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.90413 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.36524 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-2.35546 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.140436 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.577441 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.998752 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.2951 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.234008 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.235503 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.151494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.219939 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.168341 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.36767 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0350503 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.0304745 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.0292611 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.550775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.0548876 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.584125 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-1.02528 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),0.234302 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.265262 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-1.37377 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.326014 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),1.28508 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.665028 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.214064 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.2667 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.110887 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.199073 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.204573 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.372917 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.0712815 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.0225217 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0654923 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.527705 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.0757538 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.549626 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.998875 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),0.213436 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-0.301493 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-1.37251 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.150725 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.491499 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.317268 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.367907 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.149345 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.193136 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0155894 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.0158146 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.0116484 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.444082 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.606521 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.808347 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.209454 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.277455 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.552911 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0175929 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.633354 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.220109 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.420517 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0868176 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.00719112 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.0810283 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.583433 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.0908857 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.611359 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),0.198304 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.317029 # DEPENDENCYPART_GRANDPAR
(4,12),(12,27),-1.41925 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0273415 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.377845 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.86508 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.271548 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.101258 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.151903 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.0989269 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.500873 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.584827 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.832028 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-0.331935 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.379445 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.0273414 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.0223493 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.213848 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.10632 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.554082 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.151906 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.0989279 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.500877 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.0877856 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.584831 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.832036 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),0.204804 # DEPENDENCYPART_GRANDPAR
(4,16),(16,26),-0.331936 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-1.43687 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.0224367 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.106321 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.554085 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.0794354 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.0165481 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.937813 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.500971 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.0854898 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.584925 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.832127 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),0.2071 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-0.330214 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.513835 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.897563 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.22376 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),0.200848 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.584873 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.802036 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),0.500743 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.522566 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.906294 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.396729 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.781249 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),0.171791 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.274621 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.984931 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-1.07713 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),0.56144 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-0.255758 # DEPENDENCYPART_GRANDPAR
(4,25),(25,16),-0.0135744 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.935988 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-0.308527 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.7238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.40244 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.45634 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.25823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.580182 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-1.19078 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.32955 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-1.33077 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.60941 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.636646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.714732 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.588514 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.560034 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.41912 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-1.54939 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.36118 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.241821 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-1.52915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.62652 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.612764 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.488243 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-1.21506 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.380236 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.68388 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0478006 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.506649 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.442302 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.153626 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.51371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.767831 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.725934 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.551857 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.779642 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.940449 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.138354 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.134871 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.65812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.874384 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.870333 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.771377 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.886195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-1.90609 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.54613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-1.08943 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.787756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,5),-0.675768 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.75682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.235106 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0189594 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.124657 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.144237 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.00596709 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.104819 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0730886 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.205576 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.096397 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.141093 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.308749 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),0.0792616 # DEPENDENCYPART_GRANDPAR
