# _root_ " Si parla així , és només per intentar fer_front a les enormes pressions internacionals de què és objecte " , va assegurar el ministre palestí Hassan_Asfur .
#goldHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,19,16,14,18,6,6,23,0,25,23,25,25,23,
#predictedHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,18,16,6,18,6,6,23,0,25,23,25,25,23,
(11,14),(14,18),0.400739 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.33952 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.40056 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.631258 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.614806 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.00689745 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.306035 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.313628 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.355167 # DEPENDENCYPART_GRANDPAR
(11,14),(14,28),-1.26982 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),1.70793 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.644779 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0851171 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.253451 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.162567 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.206715 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.453372 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.230095 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.29726 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.104712 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.466111 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.13511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.969259 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.2886 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.36159 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.03706 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.27004 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.3169 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.40237 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.26177 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.38802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.57592 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.677882 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.335206 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.262834 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.217024 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0796857 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0657379 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.158921 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.00872814 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.212858 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.63028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,4),-0.944994 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.88156 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.896762 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.83545 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.811395 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.762617 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.941609 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.898581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.131025 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.345393 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0420821 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.380338 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.259704 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.41998 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.68123 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.553674 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.653449 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.527753 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.729587 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.843454 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.886725 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.91981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.289668 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0213491 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.306032 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.201683 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.26651 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.120129 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.326295 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.382586 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.855249 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.425991 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.739287 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.369562 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.509565 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.518508 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.162267 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.511466 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.454205 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.795951 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.587634 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.165544 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.50672 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.44946 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0866199 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.392782 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.733852 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.780717 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.598965 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.599452 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.703735 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.49191 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.44502 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.00310382 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.46065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,20),-0.693109 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.669615 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.788278 # DEPENDENCYPART_GRANDPAR
(14,8),(8,28),-1.52134 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.69885 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0513934 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.460868 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.675528 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.351154 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.675008 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0440727 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.327306 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0704385 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.52991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,18),-0.699416 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.76933 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.786339 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.760703 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.923602 # DEPENDENCYPART_GRANDPAR
(14,9),(9,25),-0.996423 # DEPENDENCYPART_GRANDPAR
(14,9),(9,27),-1.19399 # DEPENDENCYPART_GRANDPAR
(14,9),(9,28),-1.60273 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.531194 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0741444 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.159772 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.45975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.397314 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.677948 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.697503 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.677735 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.10586 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.28792 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.48966 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.706919 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.226917 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.40678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.411221 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.678579 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.933385 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.8959 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.0698913 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.109246 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.185157 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.256113 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.452873 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.268182 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.429264 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.00962245 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.60192 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.2005 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.54037 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.54228 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.40812 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.44796 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.44104 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.02543 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.43926 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.38262 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.919139 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.980413 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.943698 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.555366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.398055 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0764732 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.392305 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.295789 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.173318 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.311391 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.400224 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.0337834 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),0.0604713 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.126302 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.632134 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.141233 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.432369 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.172556 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.231465 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.551256 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.169724 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.114206 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.328752 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.298052 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.53566 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-1.44214 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),0.0606577 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.725626 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-1.58983 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-1.19411 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-1.53533 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-1.53764 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-1.44181 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-1.4364 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-1.02164 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-1.43423 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-1.37758 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.915351 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.94065 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.577155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.343468 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.145459 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.277735 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.308624 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.181606 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.100604 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.297431 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.00867253 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.0299718 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.236306 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.158227 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.701062 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),0.156239 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.372137 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.350353 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.295905 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.71828 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.405776 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.221464 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.361653 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.0909812 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.376185 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.240796 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.35845 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.184549 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.226587 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.292899 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0843305 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.54914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.693018 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.89875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.193758 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.250817 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.234955 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.229935 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.09907 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.943417 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.10595 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.970092 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.9876 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.0852 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.918117 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.981411 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.886961 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.855057 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.898054 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.03156 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.07797 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.870896 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.854142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0873434 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0926354 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.193669 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.266782 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.37918 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.66889 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.379292 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.525726 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.560412 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.729522 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.0717273 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.115219 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.29257 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.478333 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.646936 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.400547 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.615928 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.379887 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.649624 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.774235 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.490815 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.64328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.770601 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.831511 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.695664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.00564755 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.151781 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.63028 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.10818 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.46823 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.10716 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.3972 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.39757 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.14583 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.14906 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.47134 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.48889 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.17369 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.75197 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.34817 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.47651 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.22991 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.77278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.62544 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0251844 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.299284 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.55747 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.985588 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.503165 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),0.0977481 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.112849 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.93893 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.518433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.549293 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.345815 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.635078 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.950012 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.511694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.194821 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.769365 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.409281 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-1.62433 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-1.10411 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-1.46544 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.10477 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-1.39367 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.14343 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.14775 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-1.46856 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-1.4861 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-1.17239 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-1.34734 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-1.47251 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-1.22908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.733114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.66444 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.0488971 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.0128989 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.095722 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.314052 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.828019 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.0784204 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.67358 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.133304 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.967629 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.238651 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.63352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-1.01037 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.812922 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.988198 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.932032 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.77801 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.18035 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.02587 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.735696 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.16412 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.968351 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.01698 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.06111 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.04762 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.991007 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.994233 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.80755 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.8085 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.654792 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.930345 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.892639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0446856 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.337202 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.126503 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.801987 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.29274 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.12718 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.229997 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.443873 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.769376 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.847379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.210089 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0591435 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.7159 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.248562 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.107345 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.387628 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.208755 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.182216 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-1.06114 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.270602 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.222398 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.0151587 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.369607 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),1.42965 # DEPENDENCYPART_GRANDPAR
