# _root_ La crisi de la companyia es va produir després que Dynegy anunciés , dimecres passat , que renunciava a adquirir l' empresa .
#goldHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,14,18,12,18,19,22,20,8,
#predictedHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,18,18,12,18,19,22,20,8,
(0,18),(18,14),-0.136533 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.627246 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.596101 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.502791 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.352267 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.169344 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.0615986 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),2.32635 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),1.00991 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.370931 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.404909 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.28181 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.10037 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-1.07287 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.68958 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.287279 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.861506 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.171081 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.66239 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.635319 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.55652 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.220019 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.00169243 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.0918025 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),2.33392 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.33403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.273065 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-1.27661 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.579286 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.477411 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.740571 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.931423 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-1.18825 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.5677 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.797098 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.805689 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-1.01181 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.824626 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.829385 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.26288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-0.918838 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-1.31711 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.571509 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.516328 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.764199 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-1.23687 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.599564 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.542275 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.173193 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-1.29236 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.53391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.396926 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.5552 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.703899 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.710385 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.524996 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.263984 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0632238 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0542727 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.2635 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.129392 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.726939 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.488885 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.482713 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0552744 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0897839 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.054562 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.293446 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.287578 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-1.42535 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.707965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,5),0.16294 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.432912 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0772461 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.00565776 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.132392 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.336883 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0909614 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.288749 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.0980753 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.347199 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-1.46898 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.746387 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.688737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.517632 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.704761 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.182996 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.273646 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.566934 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0485103 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-1.00218 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0441601 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.117796 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.359443 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.121715 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.394833 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.381907 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-1.41269 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.274153 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.277737 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.332507 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.419517 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-1.46967 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0127479 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-1.20411 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0570834 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.293361 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.656558 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.679022 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.451471 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.468398 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.51682 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-1.7443 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.150994 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.499621 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.390431 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0625469 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0518087 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.776383 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.322036 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.312765 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.520498 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.746383 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.673723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.50184 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.198011 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.59221 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.113498 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.13507 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0407448 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0364247 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.346394 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.108611 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.373724 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.368858 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-1.3979 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.246163 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.257948 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.304517 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.382447 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-1.45208 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.380212 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.461909 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.52222 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.431336 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.451443 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.496685 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.516586 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.0154491 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.28306 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.45455 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-1.47884 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.423078 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.348998 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.489331 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.443972 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.344858 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.530673 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.201592 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.66392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.12497 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.23165 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.553284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.155814 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.56819 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.427271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.09193 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.373988 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.024232 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.622929 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.347031 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.614098 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-1.44417 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.29189 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.419188 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0777329 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0103365 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.263103 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.380271 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.343403 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.416464 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.986075 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.958146 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.807281 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-1.38454 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.48011 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.2914 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.643739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),1.08118 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.412399 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.157571 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.25404 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.277181 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.653003 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.392498 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.334758 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.343008 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.420631 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.331167 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.490045 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.674947 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.940561 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-1.05152 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.761671 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.563508 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-1.35699 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0500181 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.80887 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.446553 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.280592 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.459797 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.606834 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.888598 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.13231 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.717376 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-1.53195 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0760496 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.245657 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.343411 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.333626 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.599676 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.448641 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-1.48011 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.29141 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.647844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),0.423481 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.241285 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0413195 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.213156 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.473212 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.340012 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.327797 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.408843 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.309971 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.474834 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.661147 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.915317 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-1.03455 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.736426 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.527343 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-1.33892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.772416 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.342306 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-1.35852 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.16118 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.10602 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.33035 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.41462 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.73503 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.22356 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.48835 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.36074 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.66845 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.50924 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.53527 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.04453 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.02937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.40384 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.16027 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.10705 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.34207 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.78036 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.22459 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.64312 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.02196 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.29359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.477047 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.378168 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-1.047 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.492813 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.673922 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.752914 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.837978 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),1.16513 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),1.08096 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.276319 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.63455 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.53452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-1.2397 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.44918 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.62531 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.90002 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.76738 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.261174 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.425973 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.47493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,2),-0.634312 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.63327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.936484 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.635748 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.752276 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.957903 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.992266 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.732711 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-1.10091 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.675632 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-1.1583 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-1.91167 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.980151 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.633818 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.39923 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.362144 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.61367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.778139 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.141068 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.795125 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-1.50589 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.963089 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.9433 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-1.01482 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.763461 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-1.21109 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.927498 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-1.8361 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-1.0863 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.85529 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-1.1436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-1.46938 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-1.91236 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.641557 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.792659 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-1.25896 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-1.1547 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.964866 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-1.34674 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.980147 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.633821 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.399226 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.59866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),-0.115793 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.569337 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.853185 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.411718 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.972239 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-1.00177 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.750357 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-1.18998 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.914449 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-1.82131 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-1.05831 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.835501 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-1.11561 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-1.43231 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-1.89476 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-1.02024 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-1.27476 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-1.06913 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-1.23624 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-1.0378 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-1.30053 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-1.55296 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.675074 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.319699 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0995482 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.10593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.589766 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.992949 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-1.65379 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.20842 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.90813 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.48896 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.1307 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.26762 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.37871 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-2.11722 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.720923 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0856739 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.00220059 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.10596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.589796 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.20844 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.90816 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.13072 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-2.11723 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.623585 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.17298 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.61891 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.34671 # DEPENDENCYPART_GRANDPAR
