# _root_ El tribunal es torna a remetre als fonaments jurídics de la sentència que , en cap cas , es refereix als empleats públics autonòmics o locals .
#goldHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
#predictedHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
(0,2),(2,9),-0.16164 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.172588 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.0464875 # DEPENDENCYPART_GRANDPAR
(0,2),(2,27),2.5204 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.123904 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.968262 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.26924 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.595124 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0539291 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.289303 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.204273 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0136604 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.2078 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0380436 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.50331 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.186389 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.361311 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.627276 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.194559 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.0535994 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),2.50974 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.861367 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0816732 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0428339 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.562781 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.286706 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.419213 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.639344 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.763309 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.124716 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.996858 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.28458 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.55475 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.316761 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.320256 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.209273 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0035396 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.177509 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0430436 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.507587 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.217925 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.366311 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.631552 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.173923 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.0226468 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.116654 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),-0.844877 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),-0.024652 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),2.52371 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),1.00777 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.572284 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.32446 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.111085 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.175887 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.271663 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.3547 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.129959 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-1.60621 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.899067 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.225959 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.4108 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-1.02303 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),1.53392 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.00142976 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.544002 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),0.00957553 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.100732 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.829946 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.0087299 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),2.54414 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.32585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.48014 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.456733 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.405728 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.777317 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.13317 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.544352 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.682062 # DEPENDENCYPART_GRANDPAR
(1,2),(2,27),-0.773031 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.29582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.79969 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.45487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.778612 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.451438 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.552045 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.636473 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-1.06647 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.743837 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.743907 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.908302 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-1.00312 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-1.03255 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.667988 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.942614 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.756541 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.859224 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-2.37722 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.488936 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.665853 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.811345 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-1.05228 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.925443 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.844821 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-1.13539 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-1.07488 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.79969 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.43974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.76463 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.446905 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.491758 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.608275 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.06253 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.741376 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.71615 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.904367 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-1.0001 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-1.00387 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.664053 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.9396 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.757845 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.831026 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.693745 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.885048 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.852013 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-2.36479 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.597154 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.581629 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-1.15768 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.956132 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.845018 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-1.0175 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-1.20144 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-1.32985 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.540551 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.756937 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.968391 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-1.07815 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-1.06787 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-1.01765 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.921699 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.925128 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.776123 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.95224 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.943723 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.705841 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-1.05992 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-1.29959 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.999412 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.782743 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-1.44326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,4),-0.44912 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),-0.499336 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),-0.532174 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.709172 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.856666 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.705629 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.980892 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.260524 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.90405 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.765656 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.746284 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.843546 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.963141 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.84299 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-1.42604 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.773942 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.703291 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.897849 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-0.86156 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-2.37789 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0541906 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.744007 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.63733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.19527 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.473252 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.343607 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.672377 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.339944 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.08123 # DEPENDENCYPART_GRANDPAR
(4,2),(2,27),-1.96589 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.81819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.27017 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0411205 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.205471 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0677501 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.190288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.221488 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.626924 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.506157 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.19066 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.07036 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.143256 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.13355 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0248332 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.117437 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.131942 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0332794 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.066796 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.145148 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.40664 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.472232 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.416388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.0464513 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.198662 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.166355 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.484744 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-1.08724 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.137049 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.401841 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.160469 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.124478 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.119637 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.147215 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.125885 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.0481157 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.543493 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.149965 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.053326 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0688319 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.11157 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.365288 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.104294 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.499242 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.770724 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.367699 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.564619 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.257511 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.544224 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-1.24823 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.266156 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0714549 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.117496 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.232912 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.000795897 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.638348 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.457311 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.257771 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.285749 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.3803 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.222046 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0887726 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.208911 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.101112 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.614347 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.369001 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.888657 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0962406 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0579867 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.503985 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-1.91365 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.401203 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.162296 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.966543 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.532967 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.806639 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.392188 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.50484 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.592615 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.285507 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.355936 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.572221 # DEPENDENCYPART_GRANDPAR
(4,12),(12,27),-1.28127 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.713876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),0.452736 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.887275 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.18075 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-1.18126 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.454528 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.564047 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.337563 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.293811 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.378318 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.550508 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-1.16391 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),0.565203 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.0612098 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.511469 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.990834 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.79119 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.396909 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.424611 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.601635 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.294526 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-0.58124 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-1.19066 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.821354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.15229 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.317845 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),-0.0457315 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),-0.0319447 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.0914476 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.000938049 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.740865 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.15425 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.0640705 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.346555 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.251186 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.475637 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.0618704 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.132503 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.51063 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.209876 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.180161 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-0.495958 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-1.10115 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),0.401841 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),0.0520506 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.491701 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.192102 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.249695 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.477196 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.383321 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.207302 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.452327 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.8605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.279231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.04095 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.13455 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.38504 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.21036 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.07089 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.59934 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.14675 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.5216 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.60931 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.99529 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.21973 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-2.43987 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.35975 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.22676 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.31618 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.45065 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.810549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.00961628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.105401 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.540426 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.440246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0467767 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.635494 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.177284 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.499984 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.645469 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),0.0116922 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.188398 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.570183 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.398876 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.370479 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-1.56271 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.886802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.831601 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.248846 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.638548 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.52936 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.191755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.767095 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.469312 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.708009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.189282 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.564596 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.240325 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.406976 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.746627 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.384696 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.869552 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.756602 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),0.0240433 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.651102 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.595349 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.379853 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-1.66298 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.926564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,10),-0.363201 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.215241 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.747078 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.354317 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.757053 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.0518316 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.403924 # DEPENDENCYPART_GRANDPAR
