# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,35,4,
(22,9),(9,14),-0.251368 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),-0.176277 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.188088 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),-0.275371 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.48547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,23),-0.522451 # DEPENDENCYPART_GRANDPAR
(22,9),(9,25),-1.23416 # DEPENDENCYPART_GRANDPAR
(22,9),(9,27),-0.850435 # DEPENDENCYPART_GRANDPAR
(22,9),(9,29),-1.07848 # DEPENDENCYPART_GRANDPAR
(22,9),(9,30),-1.1424 # DEPENDENCYPART_GRANDPAR
(22,9),(9,32),-0.823334 # DEPENDENCYPART_GRANDPAR
(22,9),(9,33),-0.521684 # DEPENDENCYPART_GRANDPAR
(22,9),(9,34),-0.501812 # DEPENDENCYPART_GRANDPAR
(22,9),(9,35),-0.836862 # DEPENDENCYPART_GRANDPAR
(22,9),(9,38),-0.649734 # DEPENDENCYPART_GRANDPAR
(22,9),(9,42),-2.16819 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),0.0437661 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.105988 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.165334 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-1.07642 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.528132 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),0.112376 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),0.00410512 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),0.0805842 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.261475 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),-0.23025 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-1.09827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,27),-0.463222 # DEPENDENCYPART_GRANDPAR
(22,11),(11,29),-0.776246 # DEPENDENCYPART_GRANDPAR
(22,11),(11,30),-0.897383 # DEPENDENCYPART_GRANDPAR
(22,11),(11,32),-0.521097 # DEPENDENCYPART_GRANDPAR
(22,11),(11,42),-1.94009 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.120796 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-1.07576 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.303313 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.680849 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.00707675 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.0875616 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.237604 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.071876 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),-0.22209 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.09892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,25),-0.997441 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.436836 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.066963 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.958275 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.084936 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.0693425 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.21964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,38),-0.499807 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.176276 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.247373 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.169196 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.0941017 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.089048 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.178455 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.672218 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.2209 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.37548 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.611393 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.178288 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.259425 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0741448 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.22784 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.09829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.112766 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.995678 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.463245 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-0.776262 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-0.897394 # DEPENDENCYPART_GRANDPAR
(22,18),(18,32),-0.521114 # DEPENDENCYPART_GRANDPAR
(22,18),(18,42),-1.9401 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.249409 # DEPENDENCYPART_GRANDPAR
(22,20),(20,23),-0.14179 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.389279 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.210737 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.218616 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.381204 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.4875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.523762 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.23539 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.74732 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.440317 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.075218 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.14861 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.340928 # DEPENDENCYPART_GRANDPAR
(22,23),(23,34),0.316109 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.76002 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.412521 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.311691 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.0089998 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.240678 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.0889693 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.0373928 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),0.164474 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.217405 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.0396298 # DEPENDENCYPART_GRANDPAR
(22,26),(26,34),0.327685 # DEPENDENCYPART_GRANDPAR
(22,26),(26,42),-1.1396 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.39538 # DEPENDENCYPART_GRANDPAR
(22,27),(27,3),-1.36714 # DEPENDENCYPART_GRANDPAR
(22,27),(27,4),-1.23874 # DEPENDENCYPART_GRANDPAR
(22,27),(27,6),-1.18405 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-1.05027 # DEPENDENCYPART_GRANDPAR
(22,27),(27,8),-0.820629 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-1.2675 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-1.29328 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-1.59227 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-1.20466 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-0.951429 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-1.89976 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-1.0877 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-1.23283 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-1.33935 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-1.16796 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-1.53052 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.27858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.213782 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.37027 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.23877 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.277412 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),0.0601782 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),0.0100178 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),0.313332 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),0.38532 # DEPENDENCYPART_GRANDPAR
(22,27),(27,34),0.330901 # DEPENDENCYPART_GRANDPAR
(22,27),(27,35),0.276733 # DEPENDENCYPART_GRANDPAR
(22,27),(27,36),0.121542 # DEPENDENCYPART_GRANDPAR
(22,27),(27,37),0.141662 # DEPENDENCYPART_GRANDPAR
(22,27),(27,38),0.183676 # DEPENDENCYPART_GRANDPAR
(22,27),(27,40),0.203422 # DEPENDENCYPART_GRANDPAR
(22,27),(27,41),0.00769389 # DEPENDENCYPART_GRANDPAR
(22,27),(27,42),-1.05665 # DEPENDENCYPART_GRANDPAR
(22,29),(29,4),-0.851941 # DEPENDENCYPART_GRANDPAR
(22,29),(29,8),-0.357801 # DEPENDENCYPART_GRANDPAR
(22,29),(29,20),-0.760019 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),0.286392 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.552232 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.0277759 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.61895 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),0.171329 # DEPENDENCYPART_GRANDPAR
(22,29),(29,33),0.0150042 # DEPENDENCYPART_GRANDPAR
(22,29),(29,34),0.0636038 # DEPENDENCYPART_GRANDPAR
(22,29),(29,35),0.264054 # DEPENDENCYPART_GRANDPAR
(22,29),(29,36),-0.158842 # DEPENDENCYPART_GRANDPAR
(22,29),(29,37),-0.0291238 # DEPENDENCYPART_GRANDPAR
(22,29),(29,40),0.0430943 # DEPENDENCYPART_GRANDPAR
(22,29),(29,41),-0.0726118 # DEPENDENCYPART_GRANDPAR
(22,32),(32,4),-0.851941 # DEPENDENCYPART_GRANDPAR
(22,32),(32,20),-0.760019 # DEPENDENCYPART_GRANDPAR
(22,32),(32,28),0.552203 # DEPENDENCYPART_GRANDPAR
(22,32),(32,30),0.124944 # DEPENDENCYPART_GRANDPAR
(22,32),(32,31),-0.329714 # DEPENDENCYPART_GRANDPAR
(22,32),(32,33),-0.00740535 # DEPENDENCYPART_GRANDPAR
(22,32),(32,34),0.0411943 # DEPENDENCYPART_GRANDPAR
(22,32),(32,35),0.264746 # DEPENDENCYPART_GRANDPAR
(22,32),(32,36),-0.166575 # DEPENDENCYPART_GRANDPAR
(22,32),(32,37),-0.0368567 # DEPENDENCYPART_GRANDPAR
(22,32),(32,41),-0.0803447 # DEPENDENCYPART_GRANDPAR
(22,33),(33,31),-0.601052 # DEPENDENCYPART_GRANDPAR
(22,33),(33,32),0.304533 # DEPENDENCYPART_GRANDPAR
(22,33),(33,34),0.420827 # DEPENDENCYPART_GRANDPAR
(22,33),(33,35),0.392686 # DEPENDENCYPART_GRANDPAR
(22,33),(33,37),0.145491 # DEPENDENCYPART_GRANDPAR
(22,33),(33,38),0.0864112 # DEPENDENCYPART_GRANDPAR
(22,34),(34,35),0.387941 # DEPENDENCYPART_GRANDPAR
(22,34),(34,36),-0.0674526 # DEPENDENCYPART_GRANDPAR
(22,34),(34,37),0.13867 # DEPENDENCYPART_GRANDPAR
(22,34),(34,38),0.0615821 # DEPENDENCYPART_GRANDPAR
(22,34),(34,40),0.404204 # DEPENDENCYPART_GRANDPAR
(22,34),(34,41),0.0661738 # DEPENDENCYPART_GRANDPAR
(22,35),(35,3),-1.36714 # DEPENDENCYPART_GRANDPAR
(22,35),(35,4),-1.23874 # DEPENDENCYPART_GRANDPAR
(22,35),(35,6),-1.18405 # DEPENDENCYPART_GRANDPAR
(22,35),(35,7),-1.05027 # DEPENDENCYPART_GRANDPAR
(22,35),(35,9),-1.2675 # DEPENDENCYPART_GRANDPAR
(22,35),(35,20),-1.16799 # DEPENDENCYPART_GRANDPAR
(22,35),(35,21),-1.53052 # DEPENDENCYPART_GRANDPAR
(22,35),(35,26),0.253563 # DEPENDENCYPART_GRANDPAR
(22,35),(35,29),-0.0101832 # DEPENDENCYPART_GRANDPAR
(22,35),(35,32),0.245199 # DEPENDENCYPART_GRANDPAR
(22,35),(35,33),0.15145 # DEPENDENCYPART_GRANDPAR
(22,35),(35,34),0.256138 # DEPENDENCYPART_GRANDPAR
(22,35),(35,36),0.0981415 # DEPENDENCYPART_GRANDPAR
(22,35),(35,37),0.101432 # DEPENDENCYPART_GRANDPAR
(22,35),(35,38),0.168869 # DEPENDENCYPART_GRANDPAR
(22,35),(35,40),0.164926 # DEPENDENCYPART_GRANDPAR
(22,35),(35,41),-0.0134907 # DEPENDENCYPART_GRANDPAR
(22,35),(35,42),-1.07394 # DEPENDENCYPART_GRANDPAR
(22,38),(38,37),-0.0476012 # DEPENDENCYPART_GRANDPAR
(22,38),(38,39),-0.773624 # DEPENDENCYPART_GRANDPAR
(22,38),(38,40),0.29472 # DEPENDENCYPART_GRANDPAR
(22,38),(38,41),0.0970312 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.608516 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.458441 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.213452 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.147831 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.736725 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.566042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.258691 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.252986 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.0981107 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.0122112 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.0754677 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),0.151742 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.53768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,29),0.142612 # DEPENDENCYPART_GRANDPAR
(23,26),(26,34),-0.302737 # DEPENDENCYPART_GRANDPAR
(23,26),(26,42),-1.06347 # DEPENDENCYPART_GRANDPAR
(23,27),(27,2),-1.4159 # DEPENDENCYPART_GRANDPAR
(23,27),(27,3),-1.37447 # DEPENDENCYPART_GRANDPAR
(23,27),(27,4),-1.19202 # DEPENDENCYPART_GRANDPAR
(23,27),(27,6),-1.3831 # DEPENDENCYPART_GRANDPAR
(23,27),(27,7),-1.24617 # DEPENDENCYPART_GRANDPAR
(23,27),(27,8),-1.43731 # DEPENDENCYPART_GRANDPAR
(23,27),(27,9),-1.25548 # DEPENDENCYPART_GRANDPAR
(23,27),(27,11),-1.33076 # DEPENDENCYPART_GRANDPAR
(23,27),(27,12),-1.21634 # DEPENDENCYPART_GRANDPAR
(23,27),(27,13),-1.35191 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-1.14543 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-0.941338 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-1.14368 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-1.30184 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-1.17455 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.827422 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-1.52391 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-1.36005 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.538179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.678417 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.0325824 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.236588 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),0.172531 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.0860245 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),0.336185 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.0978147 # DEPENDENCYPART_GRANDPAR
(23,27),(27,34),-0.352383 # DEPENDENCYPART_GRANDPAR
(23,27),(27,35),-0.427129 # DEPENDENCYPART_GRANDPAR
(23,27),(27,36),-0.848586 # DEPENDENCYPART_GRANDPAR
(23,27),(27,37),-0.138576 # DEPENDENCYPART_GRANDPAR
(23,27),(27,38),-0.207765 # DEPENDENCYPART_GRANDPAR
(23,27),(27,40),0.0362961 # DEPENDENCYPART_GRANDPAR
(23,27),(27,41),-0.0378851 # DEPENDENCYPART_GRANDPAR
(23,27),(27,42),-1.02392 # DEPENDENCYPART_GRANDPAR
(23,34),(34,35),-0.325558 # DEPENDENCYPART_GRANDPAR
(23,34),(34,36),-0.979182 # DEPENDENCYPART_GRANDPAR
(23,34),(34,37),-0.245006 # DEPENDENCYPART_GRANDPAR
(23,34),(34,38),-0.401385 # DEPENDENCYPART_GRANDPAR
(23,34),(34,40),-0.0111633 # DEPENDENCYPART_GRANDPAR
(23,34),(34,41),0.00431636 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.401805 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.113934 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.657461 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.463176 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.70513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.707789 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-1.1718 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.698126 # DEPENDENCYPART_GRANDPAR
(24,23),(23,34),-1.13096 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.873736 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.109778 # DEPENDENCYPART_GRANDPAR
(24,26),(26,34),-0.0275498 # DEPENDENCYPART_GRANDPAR
(24,26),(26,42),-1.10205 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-1.88997 # DEPENDENCYPART_GRANDPAR
(24,27),(27,3),-1.84635 # DEPENDENCYPART_GRANDPAR
(24,27),(27,4),-1.44204 # DEPENDENCYPART_GRANDPAR
(24,27),(27,6),-1.93165 # DEPENDENCYPART_GRANDPAR
(24,27),(27,7),-1.51011 # DEPENDENCYPART_GRANDPAR
(24,27),(27,8),-1.27485 # DEPENDENCYPART_GRANDPAR
(24,27),(27,9),-1.53067 # DEPENDENCYPART_GRANDPAR
(24,27),(27,11),-1.28452 # DEPENDENCYPART_GRANDPAR
(24,27),(27,12),-1.38775 # DEPENDENCYPART_GRANDPAR
(24,27),(27,13),-1.12945 # DEPENDENCYPART_GRANDPAR
(24,27),(27,14),-1.52741 # DEPENDENCYPART_GRANDPAR
(24,27),(27,15),-1.06934 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-1.25053 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.01045 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-1.35268 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-1.46766 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-1.64121 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-1.29851 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.873686 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.8072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.30583 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.071575 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.107013 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.421726 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.119147 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.00284223 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-0.177462 # DEPENDENCYPART_GRANDPAR
(24,27),(27,35),-0.349257 # DEPENDENCYPART_GRANDPAR
(24,27),(27,36),-0.790654 # DEPENDENCYPART_GRANDPAR
(24,27),(27,37),-0.116835 # DEPENDENCYPART_GRANDPAR
(24,27),(27,38),-0.437117 # DEPENDENCYPART_GRANDPAR
(24,27),(27,40),-0.241353 # DEPENDENCYPART_GRANDPAR
(24,27),(27,41),-0.145725 # DEPENDENCYPART_GRANDPAR
(24,27),(27,42),-1.09233 # DEPENDENCYPART_GRANDPAR
(24,29),(29,4),-1.27805 # DEPENDENCYPART_GRANDPAR
(24,29),(29,8),-1.0267 # DEPENDENCYPART_GRANDPAR
(24,29),(29,20),-1.2786 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),-0.351517 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.438601 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.474582 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.224258 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.288264 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.312865 # DEPENDENCYPART_GRANDPAR
(24,29),(29,34),-0.306809 # DEPENDENCYPART_GRANDPAR
(24,29),(29,35),-0.572685 # DEPENDENCYPART_GRANDPAR
(24,29),(29,36),-1.03463 # DEPENDENCYPART_GRANDPAR
(24,29),(29,37),-0.216513 # DEPENDENCYPART_GRANDPAR
(24,29),(29,40),-0.414921 # DEPENDENCYPART_GRANDPAR
(24,29),(29,41),-0.049446 # DEPENDENCYPART_GRANDPAR
(24,32),(32,4),-1.27805 # DEPENDENCYPART_GRANDPAR
(24,32),(32,20),-1.2786 # DEPENDENCYPART_GRANDPAR
(24,32),(32,28),-0.438616 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),-0.441197 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),0.261458 # DEPENDENCYPART_GRANDPAR
(24,32),(32,33),-0.3199 # DEPENDENCYPART_GRANDPAR
(24,32),(32,34),-0.313843 # DEPENDENCYPART_GRANDPAR
(24,32),(32,35),-0.570435 # DEPENDENCYPART_GRANDPAR
(24,32),(32,36),-1.03659 # DEPENDENCYPART_GRANDPAR
(24,32),(32,37),-0.218475 # DEPENDENCYPART_GRANDPAR
(24,32),(32,41),-0.051408 # DEPENDENCYPART_GRANDPAR
(26,23),(23,15),-0.341634 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.0154971 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.400543 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.9402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.526524 # DEPENDENCYPART_GRANDPAR
(26,23),(23,34),-0.871661 # DEPENDENCYPART_GRANDPAR
(26,29),(29,4),-0.947737 # DEPENDENCYPART_GRANDPAR
(26,29),(29,8),-0.642174 # DEPENDENCYPART_GRANDPAR
(26,29),(29,20),-0.806421 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.930638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,28),0.219285 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),-0.395231 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.765778 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.364518 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),-0.521525 # DEPENDENCYPART_GRANDPAR
(26,29),(29,34),-0.47221 # DEPENDENCYPART_GRANDPAR
(26,29),(29,35),-0.174997 # DEPENDENCYPART_GRANDPAR
(26,29),(29,36),-0.360528 # DEPENDENCYPART_GRANDPAR
(26,29),(29,37),-0.177215 # DEPENDENCYPART_GRANDPAR
(26,29),(29,40),-0.592369 # DEPENDENCYPART_GRANDPAR
(26,29),(29,41),-0.21213 # DEPENDENCYPART_GRANDPAR
(26,34),(34,35),0.0584771 # DEPENDENCYPART_GRANDPAR
(26,34),(34,36),-0.181919 # DEPENDENCYPART_GRANDPAR
(26,34),(34,37),0.0779109 # DEPENDENCYPART_GRANDPAR
(26,34),(34,38),-0.312015 # DEPENDENCYPART_GRANDPAR
(26,34),(34,40),-0.113406 # DEPENDENCYPART_GRANDPAR
(26,34),(34,41),0.025043 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),0.334218 # DEPENDENCYPART_GRANDPAR
(27,2),(2,3),0.439576 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),0.493528 # DEPENDENCYPART_GRANDPAR
(27,3),(3,2),-0.329424 # DEPENDENCYPART_GRANDPAR
(27,3),(3,4),0.185811 # DEPENDENCYPART_GRANDPAR
(27,3),(3,5),-0.0739349 # DEPENDENCYPART_GRANDPAR
(27,3),(3,6),0.496661 # DEPENDENCYPART_GRANDPAR
(27,3),(3,7),0.48426 # DEPENDENCYPART_GRANDPAR
(27,3),(3,8),-0.0956001 # DEPENDENCYPART_GRANDPAR
(27,3),(3,9),0.208636 # DEPENDENCYPART_GRANDPAR
(27,3),(3,42),-1.90378 # DEPENDENCYPART_GRANDPAR
(27,4),(4,1),-0.00383894 # DEPENDENCYPART_GRANDPAR
(27,4),(4,2),-0.290343 # DEPENDENCYPART_GRANDPAR
(27,4),(4,3),0.116055 # DEPENDENCYPART_GRANDPAR
(27,4),(4,5),-0.105092 # DEPENDENCYPART_GRANDPAR
(27,4),(4,6),0.518397 # DEPENDENCYPART_GRANDPAR
(27,4),(4,7),0.506458 # DEPENDENCYPART_GRANDPAR
(27,4),(4,8),-0.117002 # DEPENDENCYPART_GRANDPAR
(27,4),(4,9),0.230837 # DEPENDENCYPART_GRANDPAR
(27,4),(4,11),-0.0301252 # DEPENDENCYPART_GRANDPAR
(27,4),(4,12),-0.0299026 # DEPENDENCYPART_GRANDPAR
(27,4),(4,13),-0.0677397 # DEPENDENCYPART_GRANDPAR
(27,4),(4,14),-0.173301 # DEPENDENCYPART_GRANDPAR
(27,4),(4,18),0.0235824 # DEPENDENCYPART_GRANDPAR
(27,4),(4,19),0.0309523 # DEPENDENCYPART_GRANDPAR
(27,4),(4,21),0.252506 # DEPENDENCYPART_GRANDPAR
(27,4),(4,22),0.311844 # DEPENDENCYPART_GRANDPAR
(27,4),(4,23),-0.0173907 # DEPENDENCYPART_GRANDPAR
