# _root_ El pelatge d' aquesta espècie , format en cada exemplar per taques diferents , actua com un carnet d' identitat .
#goldHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
#predictedHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
(7,2),(2,15),-1.20936 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.01795 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.0345 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.06114 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.55976 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.563862 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.520356 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.252533 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.42855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.497274 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.644936 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.787293 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.990575 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.403085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0534893 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.283781 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.43672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.399773 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.619761 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.71787 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.08579 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.965649 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.20936 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.01795 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.03472 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.55976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.577038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.730831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.157914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.161514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.209146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.12042 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.370458 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.236088 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.390736 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.82787 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.595619 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.703652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.317929 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.347741 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.168622 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0371589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.345985 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.257179 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.558127 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.411066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.335492 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.492728 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.82544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.285234 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.346866 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.300651 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.225024 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.590167 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.344599 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.347896 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.347027 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.252472 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.555931 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.410694 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.23559 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.332839 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.49233 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.822944 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.9181 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.567742 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.277385 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0506431 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.179228 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.522929 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.323539 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.286555 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.418294 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.1329 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.03637 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.95918 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.417271 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.600648 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.791946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.279093 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.121409 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0693233 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0802588 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.43733 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0359715 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.26006 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.251992 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.50687 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.784033 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.997791 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.702163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.316066 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.0140208 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.350351 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.10967 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.315189 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.0363949 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.519205 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.479155 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.410244 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.825818 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.349201 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.297652 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.859405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.567325 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.431507 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.490207 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.375356 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.20447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),0.180153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.4573 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.294263 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.0411341 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.867651 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.597228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.565572 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.17964 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.50267 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.772413 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0340181 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.10435 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.24591 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.1049 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.417392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.3937 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.244174 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.289829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.786773 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.115365 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.301361 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.48982 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.0184839 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.230782 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.765798 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),1.57845 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.388692 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.640802 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.199307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0726291 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.377613 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),1.39418 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.785612 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.110779 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.303434 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.49007 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.414346 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.021015 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.230631 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.763425 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.13348 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.12542 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.476878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,11),0.303678 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.139347 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.168783 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.501304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.148489 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.687937 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.592181 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.0965035 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.548719 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.217764 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.906174 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.30122 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.39933 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.36451 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.14748 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.3043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.217073 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-1.35044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.919611 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.713099 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.494444 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.786834 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-1.5056 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.403836 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.75463 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.31783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-1.41293 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.995167 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.820981 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.564435 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.851629 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.934121 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.319039 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.464163 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.377756 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.696265 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.7644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.759377 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-1.18322 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.388766 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.738593 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.397552 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.393887 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.554328 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.71696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.771059 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.08606 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.06104 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.973245 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.20217 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.29374 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.27455 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-1.93292 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.526077 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.363718 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.168344 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.76956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.763768 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.13866 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.04882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.978574 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.18727 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.71854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.792746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.983352 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.323298 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.390017 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.259365 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.529567 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.51507 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.00614 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.289619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0794637 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.580929 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.536144 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.556742 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.51873 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.525663 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-1.12193 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.55701 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.28576 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.57984 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.0931661 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.170838 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.538414 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.384257 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.456595 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.352482 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.68589 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.39868 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.63225 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.40742 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.3716 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.06956 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.66974 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.861342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.106944 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.230437 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.298517 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0314198 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.348404 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.373602 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.513924 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-1.15178 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.422974 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.338658 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.430685 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.431448 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-1.14404 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.25468 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.982845 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-1.42058 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.00842067 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.307783 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0657784 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.394832 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.405542 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.047678 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.51027 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.624619 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-1.12191 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.251361 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.204881 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-1.15326 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.192735 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.69075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,9),-1.4296 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.537339 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.110352 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.125939 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.234234 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.579114 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.378146 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.263187 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.869733 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.15601 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.12134 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.870752 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.875775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.281198 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0830466 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.245908 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.403367 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.412747 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.40807 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.31972 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.25892 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.27249 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.2271 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.18603 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.988062 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.20931 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.856449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.87836 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.448713 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0857911 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0119511 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.165756 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.532983 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.857734 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.814318 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.440865 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.630666 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.403438 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-1.07068 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),1.00797 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.482318 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.772121 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.62374 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.953452 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.716341 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.0532234 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.363675 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.20332 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.11016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.234224 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.75961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.907312 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.847357 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.25237 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.70958 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.56076 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.04334 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.39256 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.794572 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.714764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.292138 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.152991 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.165571 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0252711 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.00902263 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.615253 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.48081 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0077607 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0703898 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0166846 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.609431 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.149892 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.149351 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.763318 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.47404 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.794189 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.572599 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.284964 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.18721 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.215817 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.21927 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0964602 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.00508633 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.177521 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.587212 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.306749 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.243834 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.618361 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.392817 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.0273247 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.20785 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.425575 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.219657 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.388276 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.185596 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.951973 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.375143 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.348279 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.153033 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.518001 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0911206 # DEPENDENCYPART_GRANDPAR
