# _root_ El Consell_Regulador_de_la_Denominació_d'_Origen_Empordà-Costa_Brava ha concedit el Premi_Tòria_d'_Or , creat per premiar la promoció dels vins d' aquesta denominació d' origen , al Restaurant Ca_la_Maria de Mollet_de_Peralada .
#goldHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,8,4,21,22,22,24,4,
#predictedHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,21,10,21,22,22,24,4,
(4,15),(15,18),-0.232495 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.59997 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.227171 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.119838 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.461984 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.615188 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.0846617 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.1116 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.536287 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.105456 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.612416 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.399724 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.262106 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.611509 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.692996 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.321415 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.59997 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.227171 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.119838 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.606793 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.461984 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.125633 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),0.190118 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.406034 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.478143 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.535918 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-1.42354 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.30423 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.326073 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.959682 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-1.49038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.09489 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.379946 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.277578 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.119992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0924485 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.329641 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.279497 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.234676 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.278111 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.213184 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),0.0107104 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.114141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.08658 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.150657 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0909873 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.103975 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.163976 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.193602 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.233554 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.0774058 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-1.51651 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.78608 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.45815 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.652064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.355791 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0118412 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.221892 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0128676 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.252806 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.18977 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.271569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.196598 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.250077 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.387737 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.0522169 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.440264 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.190794 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.45587 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.38841 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.010557 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.277518 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.267206 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.358123 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.301169 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.359942 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.279676 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.551736 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.0882617 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.285391 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.603384 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.355277 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.381451 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.557556 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-1.44027 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.325044 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0686467 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.223135 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0712045 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.201643 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.041636 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.187661 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.200034 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.310063 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.0357049 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.195846 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.15957 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0114459 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.229181 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.251034 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.578978 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.353081 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.553899 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-1.43388 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.969388 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.546439 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.599808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.301518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.257098 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.121833 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.268529 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.559653 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.944426 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.1259 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.31331 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.825452 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.577106 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.627786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.374622 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.019959 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0834909 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.00433428 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.280161 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.242723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.3433 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.32954 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.0810419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.588214 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.621091 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.971954 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.57168 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.534034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,11),0.304378 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0938887 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0907094 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.284686 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.325361 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.347825 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.41417 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.623371 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.295725 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.669326 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.70486 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.601626 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.738622 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-1.02293 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.271119 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.117956 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.354271 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.349927 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.41741 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.721832 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.237951 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.58268 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.301003 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.194897 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.276681 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.328761 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.339821 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.41757 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.288171 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.672726 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.70826 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.582237 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.742022 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-1.022 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.108918 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.205355 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.327424 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.298406 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.61169 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.191413 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.533517 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.304173 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.196221 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0940802 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0403407 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.339519 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.412521 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.620439 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.28791 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.667677 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.703211 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.585884 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.298406 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.61169 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.191413 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.551572 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.533517 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.218369 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.329179 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.568382 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.602004 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.500508 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.971776 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.405803 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.165055 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.3396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.634718 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.314449 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.631657 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.611672 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.765028 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.536654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.866438 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.10504 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.641276 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.21782 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.23592 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.14084 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.03236 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.905439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.553702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),0.68954 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0723352 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.396701 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0541293 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.468051 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.155539 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.132073 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),0.252826 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.18636 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.0342757 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-1.1171 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.03395 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.906808 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.347223 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.402666 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.198593 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.212571 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.273703 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.111161 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0642724 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.176008 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),0.218912 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.38456 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.229755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.754727 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.327455 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-1.11876 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.690032 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.18935 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0453508 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.265597 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.146761 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.36849 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.0600093 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-1.01819 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.217545 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.25211 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.168844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0865827 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.375048 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.00994554 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-1.09426 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.28541 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.895176 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.536092 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.304333 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.071438 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.717163 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.569593 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.786709 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.225295 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.429004 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.733327 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.709662 # DEPENDENCYPART_GRANDPAR
(10,3),(3,26),-2.24478 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.765142 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.680429 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.304333 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.626139 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.49552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.389935 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.204273 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.191305 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-1.03274 # DEPENDENCYPART_GRANDPAR
(10,6),(6,26),-2.00539 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.851393 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.675228 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.622283 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.51736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.399047 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.359786 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.811119 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.354696 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.698255 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.443844 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.24596 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.417241 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.12914 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.621876 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.331319 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.61188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.566431 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.443747 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.470647 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.34348 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-2.09177 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.50659 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.08172 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),1.15415 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.181507 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.100974 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0977995 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0124986 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.00865117 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.322684 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.537563 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.178579 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.283479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.330357 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.298082 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.42604 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-1.2832 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.922424 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.1715 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0815246 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.055362 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.170673 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.461776 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.0239657 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.408188 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),1.16605 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.189587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.095534 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.013507 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.00638574 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.321675 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.172367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.282471 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.329348 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.280747 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.425032 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-1.27865 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0915838 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.00284064 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.133151 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.334672 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.376425 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0426371 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.438228 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),1.15777 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.184753 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.198367 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.595414 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.00458157 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.318839 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.532034 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.174212 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.279635 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.326512 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.286397 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.334672 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.376425 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0426371 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.303198 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.438228 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.198842 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.591774 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.109694 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.594485 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.200263 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.31247 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.359348 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.310763 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.455031 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.0321139 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.0151149 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.102439 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.139937 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.512163 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-1.22947 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.322925 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.292912 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.418609 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-1.27084 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),0.00943217 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.291055 # DEPENDENCYPART_GRANDPAR
