# _root_ La manca de personal , segons Lozano , no permet " de_moment " mantenir oberta la Biblioteca durant tot el dia .
#goldHeads=2,10,2,3,6,10,6,6,10,0,12,10,12,10,14,17,14,14,20,21,18,10,
#predictedHeads=2,10,2,3,6,10,6,6,10,0,12,10,12,10,14,17,14,14,20,21,18,10,
(3,7),(7,12),-0.465304 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0392945 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.10697 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.568864 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.376018 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-1.04952 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0292937 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.51243 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.28885 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.469723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),1.05281 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.262973 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0628176 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.419162 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.274772 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.594585 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0725003 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.217029 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0449529 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.107809 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.441871 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.0889082 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.0943772 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),0.323143 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.994807 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-1.51249 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-1.28896 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),1.07321 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.265562 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.0433267 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.439558 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.27736 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.616307 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.2096 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.345103 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.10243 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.22765 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.364871 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.0231263 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.00965633 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),0.388925 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.926091 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.8775 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.585178 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.425667 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.75967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.634317 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.05614 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.03032 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.861835 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.852041 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.996986 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.03276 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.13967 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.893369 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.0465814 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.284833 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.168898 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.315323 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.293258 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.288898 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.230289 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.196145 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.455977 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.449238 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.374058 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.262033 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0556358 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.191411 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.120726 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.212203 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0279743 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.37782 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.447025 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.499994 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-1.19006 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.270896 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.19883 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.596728 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.984711 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.791018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.420569 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0714439 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0583735 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.19305 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0127842 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.26118 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.126078 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.168428 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.137855 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.353274 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.354271 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.174358 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.364227 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-1.26198 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.836501 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.30392 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.253025 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.0764012 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.253079 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.255023 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.34706 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.432033 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.293089 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-1.41503 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.19589 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.593897 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.840676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.346842 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.112738 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.108032 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.119324 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0372347 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0061323 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.179388 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.103609 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0866356 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.303452 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.294146 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.154992 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.304102 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-1.18274 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.0527237 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0538819 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.227984 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.485237 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.5693 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.392797 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.555424 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-1.18974 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.212816 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.187108 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.649571 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.118779 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.19479 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.02106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.448275 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.968645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.786763 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.06375 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.17788 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.21665 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.01347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.26857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.172845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.163365 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.263079 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.359226 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.32845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.265448 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.470975 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.690495 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.905331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.877146 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0161559 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.36207 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.2546 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.844496 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.23537 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.00871 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.1827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.430531 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0540705 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.305077 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.338911 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.21777 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.404282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.380852 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.460538 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.549704 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.627956 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.117723 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.913858 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.73242 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.890121 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.19358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),0.045627 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.174719 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.452038 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.343282 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.599337 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.660938 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-1.01412 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.36213 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.25471 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.23547 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.00575 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.17729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.436537 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0421087 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.311433 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0221123 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.127167 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.178633 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.192538 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.420762 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.519042 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.596462 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.0870619 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.880961 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.24537 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.247861 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.606042 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.200481 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.306677 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.55459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.568217 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.634673 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.814047 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.728572 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.727222 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.01762 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.90193 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.01124 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.91014 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.05319 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.64467 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.48083 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.39337 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.548947 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.62166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.582232 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.652814 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.662428 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.816714 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.769002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.729889 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.0452 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.12863 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-2.0254 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.45975 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.13686 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.50545 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.29453 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.17662 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.670664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.48306 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.222823 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0984346 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0186807 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0116099 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.164659 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0741828 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.097057 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.122208 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.12889 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.912478 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.988652 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.14071 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.03409 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.361122 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0773826 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.10128 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.375673 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.175315 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.240293 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.0686 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-2.02246 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.45692 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.50262 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.28557 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.17364 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.720322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.409333 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.172804 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.170695 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.000729384 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.00544001 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0875541 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0243609 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0369317 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.102842 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.0687652 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.833233 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.2009 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.09864 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.436836 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.113278 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.125634 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.200103 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.203037 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.274312 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.236495 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.990828 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.130854 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0596119 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.246468 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.191347 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0903788 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.347389 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.329155 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.851478 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.219892 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.0720071 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.012191 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.784477 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0198035 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0548614 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0758051 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.0654728 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0613551 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.168384 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.09443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.296083 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.22196 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.561254 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.156086 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.388596 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.326364 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.227513 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.63091 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-1.23016 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.427567 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.432719 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.127689 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.16537 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.321904 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.371878 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.374243 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.276321 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.774198 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.169558 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0558703 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0823243 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0636412 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.188318 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.09443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.296083 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.22196 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.561254 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.156088 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.326364 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-1.23016 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.480607 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.254018 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.179888 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0827525 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.690469 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0587225 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.20555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.367106 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.357805 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.632277 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.266871 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.114162 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.142801 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.254631 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.191719 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.09443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.296083 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.22196 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.561254 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.156086 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.388596 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.326364 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.23016 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0440302 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.252818 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.590729 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.835399 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.535488 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.591211 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.539048 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.246794 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.587241 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.496124 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.101991 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.524386 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.543398 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.13748 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.3489 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.11727 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.844828 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.24124 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.873079 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.92997 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.384634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.578103 # DEPENDENCYPART_GRANDPAR
