# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=11,3,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
(13,11),(11,10),-0.218645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.776506 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.71747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.866323 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.1232 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.95581 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.14945 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.09051 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.990173 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.95234 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.996902 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-1.3101 # DEPENDENCYPART_GRANDPAR
(13,11),(11,28),-1.29142 # DEPENDENCYPART_GRANDPAR
(13,11),(11,29),-1.07199 # DEPENDENCYPART_GRANDPAR
(13,11),(11,30),-0.983547 # DEPENDENCYPART_GRANDPAR
(13,11),(11,31),-1.07397 # DEPENDENCYPART_GRANDPAR
(13,11),(11,36),-1.13367 # DEPENDENCYPART_GRANDPAR
(13,11),(11,37),-2.38539 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.56355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,1),-1.09322 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.41745 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.03467 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.39668 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.37651 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.08942 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.905786 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.07701 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.701364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.111246 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.086627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.081432 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.126851 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0976632 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0789335 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.0831575 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),0.00755052 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.36587 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.280337 # DEPENDENCYPART_GRANDPAR
(13,14),(14,29),-0.202805 # DEPENDENCYPART_GRANDPAR
(13,14),(14,30),-0.148867 # DEPENDENCYPART_GRANDPAR
(13,14),(14,31),-0.204786 # DEPENDENCYPART_GRANDPAR
(13,14),(14,33),-0.433221 # DEPENDENCYPART_GRANDPAR
(13,14),(14,36),-0.198653 # DEPENDENCYPART_GRANDPAR
(13,14),(14,37),-1.49591 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.0957 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.41775 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.03715 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.39718 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.04123 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.24766 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.377 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.0919 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.908267 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.07732 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.715886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.133604 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0824167 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0961703 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.143853 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.112449 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.0982793 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.186089 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.0789472 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),0.00923713 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.366449 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.286576 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-0.329061 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-0.198595 # DEPENDENCYPART_GRANDPAR
(13,15),(15,30),-0.158765 # DEPENDENCYPART_GRANDPAR
(13,15),(15,33),-0.448298 # DEPENDENCYPART_GRANDPAR
(13,15),(15,36),-0.210077 # DEPENDENCYPART_GRANDPAR
(13,15),(15,37),-1.51206 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.929023 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.87047 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.787932 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.963694 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.000625153 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.195759 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.17176 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.56021 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.274724 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.131464 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.351248 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.0158764 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.0267947 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.618124 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-0.538807 # DEPENDENCYPART_GRANDPAR
(13,18),(18,29),-0.135524 # DEPENDENCYPART_GRANDPAR
(13,18),(18,30),-0.262539 # DEPENDENCYPART_GRANDPAR
(13,18),(18,31),-0.137505 # DEPENDENCYPART_GRANDPAR
(13,18),(18,33),-0.62999 # DEPENDENCYPART_GRANDPAR
(13,18),(18,36),-0.307779 # DEPENDENCYPART_GRANDPAR
(13,18),(18,37),-1.50516 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.179661 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.272214 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.172023 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.215193 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.2438 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.402264 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.144654 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.27338 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.222659 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.43154 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.236042 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.77263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.523932 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-1.12491 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.766838 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-1.24302 # DEPENDENCYPART_GRANDPAR
(14,1),(1,25),-1.1559 # DEPENDENCYPART_GRANDPAR
(14,1),(1,28),-0.696331 # DEPENDENCYPART_GRANDPAR
(14,1),(1,29),-1.38642 # DEPENDENCYPART_GRANDPAR
(14,1),(1,31),-1.44105 # DEPENDENCYPART_GRANDPAR
(14,1),(1,33),-1.33825 # DEPENDENCYPART_GRANDPAR
(14,1),(1,37),-2.33347 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.40848 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.347467 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.393683 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.399751 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.422927 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.261629 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.205885 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.253042 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.277663 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.429731 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.110791 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.328276 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.269739 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.46458 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.269904 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.77263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.523932 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-1.12491 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.766838 # DEPENDENCYPART_GRANDPAR
(14,3),(3,24),-1.24302 # DEPENDENCYPART_GRANDPAR
(14,3),(3,25),-1.1559 # DEPENDENCYPART_GRANDPAR
(14,3),(3,28),-0.696331 # DEPENDENCYPART_GRANDPAR
(14,3),(3,29),-1.38642 # DEPENDENCYPART_GRANDPAR
(14,3),(3,33),-1.33825 # DEPENDENCYPART_GRANDPAR
(14,3),(3,37),-2.33347 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.387638 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.103478 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.258228 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0893657 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.507996 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.536108 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0710181 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.126361 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.341228 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.486353 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.207463 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.505385 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.38575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.136929 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.896592 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.464395 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.279722 # DEPENDENCYPART_GRANDPAR
(14,5),(5,33),-1.03296 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.515047 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.064455 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.341227 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.311234 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.252319 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),0.186845 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.230138 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.302306 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0853879 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.260854 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.77507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.526373 # DEPENDENCYPART_GRANDPAR
(14,10),(10,37),-2.33477 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.431427 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),0.263769 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),0.307443 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.20998 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),0.285913 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.502149 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.349971 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.327664 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0296125 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.131437 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.413451 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.21431 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.77277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.524073 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.12496 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.766894 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.714203 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-1.04847 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-1.24307 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-1.15596 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),-0.835202 # DEPENDENCYPART_GRANDPAR
(14,11),(11,28),-0.696472 # DEPENDENCYPART_GRANDPAR
(14,11),(11,29),-1.38647 # DEPENDENCYPART_GRANDPAR
(14,11),(11,30),-0.948531 # DEPENDENCYPART_GRANDPAR
(14,11),(11,31),-1.4411 # DEPENDENCYPART_GRANDPAR
(14,11),(11,36),-1.57954 # DEPENDENCYPART_GRANDPAR
(14,11),(11,37),-2.33352 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0635257 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.187322 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.564766 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.38575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.136929 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.464395 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.729026 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.733732 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.866345 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.878761 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.319832 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.00822 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.1933 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.952381 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.933517 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.27583 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.814814 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.682876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.130115 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.389172 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0315957 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.231041 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.329802 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.29877 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.0120044 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),0.174389 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),0.503818 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),0.0145284 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),0.420265 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.131397 # DEPENDENCYPART_GRANDPAR
(14,15),(15,30),0.0480422 # DEPENDENCYPART_GRANDPAR
(14,15),(15,33),-0.18432 # DEPENDENCYPART_GRANDPAR
(14,15),(15,36),-0.49497 # DEPENDENCYPART_GRANDPAR
(14,15),(15,37),-1.15242 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.333447 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.470767 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),0.137393 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.994232 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0933651 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.000595328 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0784139 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.158516 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.35728 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.281959 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.434353 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.11506 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.206589 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),0.107316 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),0.439722 # DEPENDENCYPART_GRANDPAR
(14,18),(18,29),-0.258461 # DEPENDENCYPART_GRANDPAR
(14,18),(18,30),-0.0984008 # DEPENDENCYPART_GRANDPAR
(14,18),(18,31),-0.313092 # DEPENDENCYPART_GRANDPAR
(14,18),(18,33),-0.339863 # DEPENDENCYPART_GRANDPAR
(14,18),(18,36),-0.588987 # DEPENDENCYPART_GRANDPAR
(14,18),(18,37),-1.3809 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.2955 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.39121 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.413327 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.419567 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.113539 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),0.0287419 # DEPENDENCYPART_GRANDPAR
(14,19),(19,29),-0.25694 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0814114 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.00369574 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.165305 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.256344 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.328365 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.436984 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.131775 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.20938 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),0.0921785 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),0.358387 # DEPENDENCYPART_GRANDPAR
(14,21),(21,33),-0.342494 # DEPENDENCYPART_GRANDPAR
(14,21),(21,36),-0.603169 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.404474 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),0.0946798 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.185391 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),0.44019 # DEPENDENCYPART_GRANDPAR
(14,28),(28,1),-0.720311 # DEPENDENCYPART_GRANDPAR
(14,28),(28,2),-0.729779 # DEPENDENCYPART_GRANDPAR
(14,28),(28,3),-0.85763 # DEPENDENCYPART_GRANDPAR
(14,28),(28,5),-0.873707 # DEPENDENCYPART_GRANDPAR
(14,28),(28,9),-1.18825 # DEPENDENCYPART_GRANDPAR
(14,28),(28,10),-0.943666 # DEPENDENCYPART_GRANDPAR
(14,28),(28,11),-0.924802 # DEPENDENCYPART_GRANDPAR
(14,28),(28,12),-1.27186 # DEPENDENCYPART_GRANDPAR
(14,28),(28,13),-0.80976 # DEPENDENCYPART_GRANDPAR
(14,28),(28,14),-0.683157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,28),(28,15),0.59931 # DEPENDENCYPART_GRANDPAR
(14,28),(28,16),0.0327978 # DEPENDENCYPART_GRANDPAR
(14,28),(28,17),-0.312954 # DEPENDENCYPART_GRANDPAR
(14,28),(28,18),0.273298 # DEPENDENCYPART_GRANDPAR
(14,28),(28,19),-0.185945 # DEPENDENCYPART_GRANDPAR
(14,28),(28,21),-0.214132 # DEPENDENCYPART_GRANDPAR
(14,28),(28,22),-0.402754 # DEPENDENCYPART_GRANDPAR
(14,28),(28,23),-0.396242 # DEPENDENCYPART_GRANDPAR
(14,28),(28,24),-0.0853129 # DEPENDENCYPART_GRANDPAR
(14,28),(28,25),0.247409 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),0.387377 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),0.143272 # DEPENDENCYPART_GRANDPAR
(14,28),(28,29),-0.147953 # DEPENDENCYPART_GRANDPAR
(14,28),(28,30),0.0441775 # DEPENDENCYPART_GRANDPAR
(14,28),(28,31),-0.202583 # DEPENDENCYPART_GRANDPAR
(14,28),(28,33),-0.178678 # DEPENDENCYPART_GRANDPAR
(14,28),(28,34),-0.806514 # DEPENDENCYPART_GRANDPAR
(14,28),(28,35),-0.5247 # DEPENDENCYPART_GRANDPAR
(14,28),(28,36),-0.492881 # DEPENDENCYPART_GRANDPAR
(14,28),(28,37),-1.16154 # DEPENDENCYPART_GRANDPAR
(14,30),(30,19),0.0563327 # DEPENDENCYPART_GRANDPAR
(14,30),(30,22),-0.268388 # DEPENDENCYPART_GRANDPAR
(14,30),(30,25),0.293072 # DEPENDENCYPART_GRANDPAR
(14,30),(30,29),-0.334851 # DEPENDENCYPART_GRANDPAR
(14,30),(30,31),-0.38036 # DEPENDENCYPART_GRANDPAR
(14,30),(30,33),-0.218559 # DEPENDENCYPART_GRANDPAR
(14,30),(30,34),-0.647383 # DEPENDENCYPART_GRANDPAR
(14,30),(30,37),-1.38443 # DEPENDENCYPART_GRANDPAR
(14,33),(33,29),-0.339609 # DEPENDENCYPART_GRANDPAR
(14,33),(33,30),-0.0133252 # DEPENDENCYPART_GRANDPAR
(14,33),(33,31),-0.394239 # DEPENDENCYPART_GRANDPAR
(14,33),(33,32),-0.46237 # DEPENDENCYPART_GRANDPAR
(14,33),(33,34),-0.721026 # DEPENDENCYPART_GRANDPAR
(14,33),(33,35),-0.625749 # DEPENDENCYPART_GRANDPAR
(14,33),(33,36),-0.563014 # DEPENDENCYPART_GRANDPAR
(14,33),(33,37),-1.36814 # DEPENDENCYPART_GRANDPAR
(14,36),(36,30),0.0427447 # DEPENDENCYPART_GRANDPAR
(14,36),(36,31),-0.350024 # DEPENDENCYPART_GRANDPAR
(14,36),(36,32),-0.713734 # DEPENDENCYPART_GRANDPAR
(14,36),(36,34),-0.72937 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.272273 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.0856058 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.434606 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.486698 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.402965 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.150154 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.453344 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.2589 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.139153 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),-0.208102 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.222892 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.439672 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.55424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),-0.519552 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.464952 # DEPENDENCYPART_GRANDPAR
(15,1),(1,24),-0.614179 # DEPENDENCYPART_GRANDPAR
(15,1),(1,25),-0.896226 # DEPENDENCYPART_GRANDPAR
(15,1),(1,28),-0.521164 # DEPENDENCYPART_GRANDPAR
(15,1),(1,29),-1.14017 # DEPENDENCYPART_GRANDPAR
(15,1),(1,31),-1.04391 # DEPENDENCYPART_GRANDPAR
(15,1),(1,33),-0.803657 # DEPENDENCYPART_GRANDPAR
(15,1),(1,37),-2.02408 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0708947 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.107521 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.347577 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.193474 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.178204 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.324239 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.400743 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.44885 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.369103 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.122687 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.419482 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.204004 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.0920725 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.175062 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.189029 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.392591 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.55424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.519552 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.464952 # DEPENDENCYPART_GRANDPAR
(15,3),(3,24),-0.614179 # DEPENDENCYPART_GRANDPAR
(15,3),(3,25),-0.896226 # DEPENDENCYPART_GRANDPAR
(15,3),(3,28),-0.521164 # DEPENDENCYPART_GRANDPAR
(15,3),(3,29),-1.14017 # DEPENDENCYPART_GRANDPAR
(15,3),(3,33),-0.803657 # DEPENDENCYPART_GRANDPAR
(15,3),(3,37),-2.02408 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.0590458 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.338122 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.0148438 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.323334 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.22406 # DEPENDENCYPART_GRANDPAR
