# _root_ Una altra de les novetats d' aquest any ha estat l' excés d' oferta per a Roma , Londres i París , destins per als quals ha estat possible trobar bitllet fins a última hora .
#goldHeads=3,1,10,5,3,3,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,28,24,25,28,23,28,28,30,30,32,35,33,10,
#predictedHeads=2,10,2,5,3,5,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,23,24,25,28,23,28,28,30,30,32,35,33,10,
(19,28),(28,20),0.00380068 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),0.00621085 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),-0.0383613 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),-0.139084 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.0942833 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),0.0405028 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.328154 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),0.134619 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),0.0238808 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.353839 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.273184 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),-0.198142 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),-0.357543 # DEPENDENCYPART_GRANDPAR
(19,28),(28,35),-0.262128 # DEPENDENCYPART_GRANDPAR
(19,28),(28,36),-1.18987 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.484608 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.349786 # DEPENDENCYPART_GRANDPAR
(19,29),(29,32),-0.327022 # DEPENDENCYPART_GRANDPAR
(19,29),(29,33),-0.410606 # DEPENDENCYPART_GRANDPAR
(19,30),(30,2),-1.17232 # DEPENDENCYPART_GRANDPAR
(19,30),(30,5),-1.67112 # DEPENDENCYPART_GRANDPAR
(19,30),(30,9),-1.2469 # DEPENDENCYPART_GRANDPAR
(19,30),(30,10),-1.10135 # DEPENDENCYPART_GRANDPAR
(19,30),(30,12),-1.37239 # DEPENDENCYPART_GRANDPAR
(19,30),(30,14),-1.22178 # DEPENDENCYPART_GRANDPAR
(19,30),(30,15),-0.943002 # DEPENDENCYPART_GRANDPAR
(19,30),(30,16),-0.896765 # DEPENDENCYPART_GRANDPAR
(19,30),(30,19),-0.820029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,30),(30,21),0.0364446 # DEPENDENCYPART_GRANDPAR
(19,30),(30,23),-0.108847 # DEPENDENCYPART_GRANDPAR
(19,30),(30,24),-0.091241 # DEPENDENCYPART_GRANDPAR
(19,30),(30,25),0.0462876 # DEPENDENCYPART_GRANDPAR
(19,30),(30,26),-0.288547 # DEPENDENCYPART_GRANDPAR
(19,30),(30,27),0.239419 # DEPENDENCYPART_GRANDPAR
(19,30),(30,28),-0.0368377 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.158858 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.309886 # DEPENDENCYPART_GRANDPAR
(19,30),(30,32),-0.186976 # DEPENDENCYPART_GRANDPAR
(19,30),(30,33),-0.324629 # DEPENDENCYPART_GRANDPAR
(19,30),(30,34),-0.258177 # DEPENDENCYPART_GRANDPAR
(19,30),(30,35),-0.298311 # DEPENDENCYPART_GRANDPAR
(19,30),(30,36),-1.21293 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.962306 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.125666 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.168136 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.368129 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.441997 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.518854 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.499227 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.10215 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.346735 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.283777 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.7995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.911339 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.91147 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.85739 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.773297 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.978627 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-1.07096 # DEPENDENCYPART_GRANDPAR
(21,19),(19,30),-1.201 # DEPENDENCYPART_GRANDPAR
(21,19),(19,36),-1.87925 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-1.00627 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.861017 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.2157 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.107948 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.226961 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.2228 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.25856 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.390042 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.336412 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.605884 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.545744 # DEPENDENCYPART_GRANDPAR
(21,23),(23,36),-1.07797 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),-0.132486 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0238521 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0661871 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-1.02418 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.173557 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.282366 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.394786 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.562681 # DEPENDENCYPART_GRANDPAR
(21,24),(24,33),-0.540576 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.984473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,25),-0.0528595 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.641849 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.198708 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.255969 # DEPENDENCYPART_GRANDPAR
(21,28),(28,5),-1.56605 # DEPENDENCYPART_GRANDPAR
(21,28),(28,8),-1.75291 # DEPENDENCYPART_GRANDPAR
(21,28),(28,9),-1.33589 # DEPENDENCYPART_GRANDPAR
(21,28),(28,10),-1.17521 # DEPENDENCYPART_GRANDPAR
(21,28),(28,12),-1.31396 # DEPENDENCYPART_GRANDPAR
(21,28),(28,13),-1.09637 # DEPENDENCYPART_GRANDPAR
(21,28),(28,14),-1.31968 # DEPENDENCYPART_GRANDPAR
(21,28),(28,15),-1.08979 # DEPENDENCYPART_GRANDPAR
(21,28),(28,16),-1.01926 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-0.991574 # DEPENDENCYPART_GRANDPAR
(21,28),(28,20),-1.11958 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.998344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),0.135385 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),-0.113283 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.143345 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.0986649 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.653171 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.15699 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.174046 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.421663 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.284404 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.26698 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.483395 # DEPENDENCYPART_GRANDPAR
(21,28),(28,35),-0.406205 # DEPENDENCYPART_GRANDPAR
(21,28),(28,36),-1.09768 # DEPENDENCYPART_GRANDPAR
(21,30),(30,2),-1.1457 # DEPENDENCYPART_GRANDPAR
(21,30),(30,5),-1.56059 # DEPENDENCYPART_GRANDPAR
(21,30),(30,9),-1.33076 # DEPENDENCYPART_GRANDPAR
(21,30),(30,10),-1.17021 # DEPENDENCYPART_GRANDPAR
(21,30),(30,12),-1.3085 # DEPENDENCYPART_GRANDPAR
(21,30),(30,14),-1.31422 # DEPENDENCYPART_GRANDPAR
(21,30),(30,15),-1.08302 # DEPENDENCYPART_GRANDPAR
(21,30),(30,16),-1.01249 # DEPENDENCYPART_GRANDPAR
(21,30),(30,19),-0.986113 # DEPENDENCYPART_GRANDPAR
(21,30),(30,21),-0.96811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,30),(30,23),-0.0830463 # DEPENDENCYPART_GRANDPAR
(21,30),(30,24),-0.140303 # DEPENDENCYPART_GRANDPAR
(21,30),(30,25),-0.0928801 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),-0.613565 # DEPENDENCYPART_GRANDPAR
(21,30),(30,27),0.26179 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.0400001 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.352099 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.321106 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.255814 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.450481 # DEPENDENCYPART_GRANDPAR
(21,30),(30,34),-0.392538 # DEPENDENCYPART_GRANDPAR
(21,30),(30,35),-0.442388 # DEPENDENCYPART_GRANDPAR
(21,30),(30,36),-1.12074 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),0.34001 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.433195 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.721285 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.279545 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.205076 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),0.193713 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.484757 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),0.449086 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),0.0611116 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),0.0946204 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.0173603 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.0511175 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),-0.26693 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),0.0745901 # DEPENDENCYPART_GRANDPAR
(23,10),(10,19),-0.10231 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),-0.119757 # DEPENDENCYPART_GRANDPAR
(23,10),(10,21),0.0927533 # DEPENDENCYPART_GRANDPAR
(23,10),(10,24),-0.53875 # DEPENDENCYPART_GRANDPAR
(23,10),(10,25),-0.842241 # DEPENDENCYPART_GRANDPAR
(23,10),(10,26),-1.23512 # DEPENDENCYPART_GRANDPAR
(23,10),(10,27),-0.70877 # DEPENDENCYPART_GRANDPAR
(23,10),(10,28),-0.576343 # DEPENDENCYPART_GRANDPAR
(23,10),(10,30),-0.897298 # DEPENDENCYPART_GRANDPAR
(23,10),(10,31),-1.00125 # DEPENDENCYPART_GRANDPAR
(23,10),(10,32),-0.90036 # DEPENDENCYPART_GRANDPAR
(23,10),(10,36),-1.87065 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.0559779 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.0299206 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.095553 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.149118 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.197359 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),0.0175152 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),-0.108669 # DEPENDENCYPART_GRANDPAR
(23,15),(15,24),-0.434854 # DEPENDENCYPART_GRANDPAR
(23,15),(15,25),-0.741636 # DEPENDENCYPART_GRANDPAR
(23,15),(15,33),-1.04119 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.563061 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.694056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.121619 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.67164 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.0692236 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.291529 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.313812 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.0871929 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),-0.180397 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.714394 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.0400159 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.167843 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.379204 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.201739 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.0514674 # DEPENDENCYPART_GRANDPAR
(23,25),(25,33),-0.392317 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.868639 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.140326 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.269876 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.121901 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),0.172273 # DEPENDENCYPART_GRANDPAR
(23,28),(28,5),-1.34693 # DEPENDENCYPART_GRANDPAR
(23,28),(28,8),-0.878672 # DEPENDENCYPART_GRANDPAR
(23,28),(28,9),-1.32095 # DEPENDENCYPART_GRANDPAR
(23,28),(28,10),-0.991277 # DEPENDENCYPART_GRANDPAR
(23,28),(28,12),-0.510912 # DEPENDENCYPART_GRANDPAR
(23,28),(28,13),-0.929014 # DEPENDENCYPART_GRANDPAR
(23,28),(28,14),-0.874734 # DEPENDENCYPART_GRANDPAR
(23,28),(28,15),-0.967265 # DEPENDENCYPART_GRANDPAR
(23,28),(28,16),-1.01207 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-1.06181 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-0.949085 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.869765 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.663605 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.819404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.411155 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.0938408 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.28187 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.421821 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.0974029 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),0.0496136 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),0.0770685 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),0.1611 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.127481 # DEPENDENCYPART_GRANDPAR
(23,28),(28,35),-0.0873968 # DEPENDENCYPART_GRANDPAR
(23,28),(28,36),-0.996195 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.0892925 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.0122311 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),0.0222049 # DEPENDENCYPART_GRANDPAR
(23,29),(29,33),-0.190586 # DEPENDENCYPART_GRANDPAR
(23,30),(30,2),-0.598235 # DEPENDENCYPART_GRANDPAR
(23,30),(30,5),-1.34147 # DEPENDENCYPART_GRANDPAR
(23,30),(30,9),-1.31581 # DEPENDENCYPART_GRANDPAR
(23,30),(30,10),-0.986275 # DEPENDENCYPART_GRANDPAR
(23,30),(30,12),-0.505451 # DEPENDENCYPART_GRANDPAR
(23,30),(30,14),-0.869272 # DEPENDENCYPART_GRANDPAR
(23,30),(30,15),-0.960498 # DEPENDENCYPART_GRANDPAR
(23,30),(30,16),-1.0053 # DEPENDENCYPART_GRANDPAR
(23,30),(30,19),-1.05635 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-0.864304 # DEPENDENCYPART_GRANDPAR
(23,30),(30,23),-0.788628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,30),(30,24),0.414877 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.100305 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),-0.241592 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),0.527283 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),0.56701 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.26276 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),0.040532 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),0.172429 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-0.0944041 # DEPENDENCYPART_GRANDPAR
(23,30),(30,34),-0.370531 # DEPENDENCYPART_GRANDPAR
(23,30),(30,35),-0.123414 # DEPENDENCYPART_GRANDPAR
(23,30),(30,36),-1.01903 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),0.0450387 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.422359 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),-0.571702 # DEPENDENCYPART_GRANDPAR
(23,32),(32,35),-0.28527 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.0371716 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.113453 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.0554296 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.104941 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.86943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.662042 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.09658 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.889966 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-1.20635 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.919776 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-1.38579 # DEPENDENCYPART_GRANDPAR
(24,23),(23,36),-2.16823 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.0806646 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.194551 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),0.0539015 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.424921 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.00326042 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.290013 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),-0.548238 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.188704 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.0830998 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-1.28468 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.119785 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.176115 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.228744 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.606743 # DEPENDENCYPART_GRANDPAR
(24,28),(28,5),-1.33006 # DEPENDENCYPART_GRANDPAR
(24,28),(28,8),-1.13212 # DEPENDENCYPART_GRANDPAR
(24,28),(28,9),-1.30723 # DEPENDENCYPART_GRANDPAR
(24,28),(28,10),-1.23623 # DEPENDENCYPART_GRANDPAR
(24,28),(28,12),-1.16832 # DEPENDENCYPART_GRANDPAR
(24,28),(28,13),-1.23528 # DEPENDENCYPART_GRANDPAR
(24,28),(28,14),-1.22117 # DEPENDENCYPART_GRANDPAR
(24,28),(28,15),-1.0528 # DEPENDENCYPART_GRANDPAR
(24,28),(28,16),-0.93076 # DEPENDENCYPART_GRANDPAR
(24,28),(28,19),-1.24447 # DEPENDENCYPART_GRANDPAR
(24,28),(28,20),-1.30384 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-1.28383 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-1.16471 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-1.31517 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-1.06787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.125845 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.229698 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.24196 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.210122 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),0.0329466 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.136088 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.650586 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.505838 # DEPENDENCYPART_GRANDPAR
(24,28),(28,35),-0.377247 # DEPENDENCYPART_GRANDPAR
(24,28),(28,36),-1.24406 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.0327686 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.34921 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.821116 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.527594 # DEPENDENCYPART_GRANDPAR
(24,30),(30,2),-1.06036 # DEPENDENCYPART_GRANDPAR
(24,30),(30,5),-1.32777 # DEPENDENCYPART_GRANDPAR
(24,30),(30,9),-1.30467 # DEPENDENCYPART_GRANDPAR
(24,30),(30,10),-1.2338 # DEPENDENCYPART_GRANDPAR
(24,30),(30,12),-1.16603 # DEPENDENCYPART_GRANDPAR
(24,30),(30,14),-1.21889 # DEPENDENCYPART_GRANDPAR
(24,30),(30,15),-1.04899 # DEPENDENCYPART_GRANDPAR
(24,30),(30,16),-0.926936 # DEPENDENCYPART_GRANDPAR
(24,30),(30,19),-1.24218 # DEPENDENCYPART_GRANDPAR
(24,30),(30,21),-1.28154 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-1.31289 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-1.10274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),0.0953937 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),0.207596 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),-0.213678 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.0606034 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.390101 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.119573 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.53898 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.369908 # DEPENDENCYPART_GRANDPAR
(24,30),(30,34),-0.400078 # DEPENDENCYPART_GRANDPAR
(24,30),(30,35),-0.360687 # DEPENDENCYPART_GRANDPAR
(24,30),(30,36),-1.2007 # DEPENDENCYPART_GRANDPAR
(24,33),(33,32),-0.594351 # DEPENDENCYPART_GRANDPAR
(24,33),(33,34),-0.565751 # DEPENDENCYPART_GRANDPAR
(24,33),(33,35),-0.540765 # DEPENDENCYPART_GRANDPAR
(24,33),(33,36),-1.30384 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.688193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,28),-0.205363 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-1.55893 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.782353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.296442 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.332277 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.485123 # DEPENDENCYPART_GRANDPAR
(25,28),(28,5),-1.82624 # DEPENDENCYPART_GRANDPAR
(25,28),(28,8),-1.52963 # DEPENDENCYPART_GRANDPAR
(25,28),(28,9),-1.72191 # DEPENDENCYPART_GRANDPAR
(25,28),(28,10),-1.5398 # DEPENDENCYPART_GRANDPAR
(25,28),(28,12),-1.56207 # DEPENDENCYPART_GRANDPAR
(25,28),(28,13),-1.63485 # DEPENDENCYPART_GRANDPAR
(25,28),(28,14),-1.65099 # DEPENDENCYPART_GRANDPAR
(25,28),(28,15),-1.45119 # DEPENDENCYPART_GRANDPAR
(25,28),(28,16),-1.34155 # DEPENDENCYPART_GRANDPAR
(25,28),(28,19),-1.42962 # DEPENDENCYPART_GRANDPAR
(25,28),(28,20),-1.56677 # DEPENDENCYPART_GRANDPAR
(25,28),(28,21),-1.55778 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-1.28848 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-1.78586 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-1.39075 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.777728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),0.347776 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.129023 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.316287 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.54115 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.43188 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.51516 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),-0.464882 # DEPENDENCYPART_GRANDPAR
(25,28),(28,35),-0.112836 # DEPENDENCYPART_GRANDPAR
(25,28),(28,36),-1.1509 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.491408 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.493831 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.638015 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),-0.442089 # DEPENDENCYPART_GRANDPAR
(25,30),(30,2),-0.964297 # DEPENDENCYPART_GRANDPAR
(25,30),(30,5),-1.82425 # DEPENDENCYPART_GRANDPAR
(25,30),(30,9),-1.71964 # DEPENDENCYPART_GRANDPAR
(25,30),(30,10),-1.53767 # DEPENDENCYPART_GRANDPAR
(25,30),(30,12),-1.56008 # DEPENDENCYPART_GRANDPAR
(25,30),(30,14),-1.649 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-1.44767 # DEPENDENCYPART_GRANDPAR
(25,30),(30,16),-1.33803 # DEPENDENCYPART_GRANDPAR
(25,30),(30,19),-1.42763 # DEPENDENCYPART_GRANDPAR
(25,30),(30,21),-1.55579 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-1.78387 # DEPENDENCYPART_GRANDPAR
