# _root_ La iniciativa , que dependrà de les condicions meteorològiques , forma_part dels actes de celebració del cinquantè aniversari de l' entitat .
#goldHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
#predictedHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
(5,9),(9,12),-0.174913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.239276 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.00628582 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.09478 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.67806 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.52741 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.27345 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.581557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.24415 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.293733 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.220175 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0445136 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0159157 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.1621 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.167087 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.361229 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.337737 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.399329 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.284885 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.216699 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.443804 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.355881 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-1.08614 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.507069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,10),-0.00334719 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0439079 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.238012 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.316909 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.424038 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.368501 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.399484 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-1.21496 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.134668 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.339959 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.333861 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.212515 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.394315 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.37574 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.28895 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.287033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.476702 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.292095 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.00835069 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0743148 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.260445 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.296381 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.228587 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.270248 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.366735 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-1.18792 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.294263 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.347697 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.220912 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.425236 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.360702 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-1.15 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-1.37574 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-1.28895 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.293702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.472603 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),0.235713 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.311129 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.00740592 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.0784139 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.141239 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.249672 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.289919 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.37975 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-1.20224 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.312651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),0.448422 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.576301 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-1.19705 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.661113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.6827 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.490709 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.162589 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.899153 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.57529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.529938 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.632286 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.35189 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.08172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.03708 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.00096 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.12805 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.916333 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.750347 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.637353 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-2.11642 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.50808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,2),-1.38282 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.1634 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.42589 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.32854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.04128 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.200666 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.402555 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0493635 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.189903 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.168742 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.135871 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.378523 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.076847 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.211137 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-1.27672 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.04867 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.592451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.09343 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.39968 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0504325 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.299321 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.165666 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.11997 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.60084 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.42446 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.15569 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.55392 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.52321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.550497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.929366 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.419769 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.202899 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0994055 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.256747 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.210989 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.261899 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.201135 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0243283 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.321194 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.189849 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.304294 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.316566 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-1.23077 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.36255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.39123 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0108248 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.26691 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.326816 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.247466 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.193288 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.369211 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-1.2903 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0174243 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.413063 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.183037 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.483776 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.302818 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-1.29781 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.318274 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.803363 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.658286 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.26941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-1.20456 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.23201 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.31428 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.21013 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.57511 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.52703 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.43736 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.484715 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.152594 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.328676 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.364169 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.58104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.31829 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.783721 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-1.02479 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.680474 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.590786 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.854381 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.11548 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-1.87472 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.425525 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.514421 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.270916 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.330402 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.331254 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.405669 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.72502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.405488 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.890259 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.18758 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.933438 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.88065 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.28245 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.08778 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.25945 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-1.16339 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.96735 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.352511 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.271148 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.281022 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.67312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.357244 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.812602 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.06649 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.849689 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.00995 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.892885 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.173788 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.21096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.470797 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.650826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.00517347 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.375867 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.154017 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0261299 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.347138 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.25886 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.2875 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.29682 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.09755 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.26988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.553616 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.694665 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.730332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.423926 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.228109 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0715612 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.237818 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.022934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.24916 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.137387 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.33241 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.217596 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0612928 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.135402 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-1.11465 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.13605 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.064798 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.229393 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.115473 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.194117 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0974802 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0477578 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.10989 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-1.11452 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0754891 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.00143248 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.00285721 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.0344538 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.0753894 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.122642 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.423923 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0393764 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0210896 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0315475 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-1.12696 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.108401 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.14344 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.19027 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.10587 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.263731 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.378285 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.221465 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.120464 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0186936 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.248193 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.476413 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.108433 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.297044 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-1.102 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.110115 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.315146 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.385876 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.192071 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0881565 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0231143 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.56319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.86572 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.974366 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.26344 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.53655 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.39767 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.264154 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.901757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-0.858079 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.02749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.05214 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.20615 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.08246 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.921835 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.92354 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.95735 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.914355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0737114 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.596907 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.119159 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.558932 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.126846 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.851576 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.391587 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.388481 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.700065 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.368328 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.771113 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.995381 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.00136274 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.133271 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.238668 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.576819 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.241672 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.964812 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.717952 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.925403 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.0119127 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.143768 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.916833 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.418331 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.690954 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.617249 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.375509 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.737426 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.86554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.471528 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.898423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.905161 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.240218 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),1.34198 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.22649 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.649062 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.441728 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.591052 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.236548 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.314524 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.46196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),0.100181 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.42265 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.400655 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.649466 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-1.47245 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.000698814 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.429998 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.167174 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.985531 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.0674858 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.111886 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.311349 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.232288 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.343901 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0706519 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.653011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.84303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.347604 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.886729 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.895276 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.829358 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.9482 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.929697 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-1.69706 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.215984 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.35457 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.491292 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.219108 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0900748 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.48694 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.57783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.159266 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.654888 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.904444 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.163944 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.0464888 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.360093 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.355412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.377046 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.316829 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.214712 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.292794 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.45824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.101596 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.42124 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.399245 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.825801 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.648061 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.599328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.47111 # DEPENDENCYPART_GRANDPAR
