# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,27,37,37,34,37,40,38,34,2,
(17,32),(32,4),-1.24217 # DEPENDENCYPART_GRANDPAR
(17,32),(32,11),-1.50856 # DEPENDENCYPART_GRANDPAR
(17,32),(32,17),-0.67146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,32),(32,18),0.147312 # DEPENDENCYPART_GRANDPAR
(17,32),(32,24),0.480065 # DEPENDENCYPART_GRANDPAR
(17,32),(32,25),0.225323 # DEPENDENCYPART_GRANDPAR
(17,32),(32,27),-0.226716 # DEPENDENCYPART_GRANDPAR
(17,32),(32,28),0.244547 # DEPENDENCYPART_GRANDPAR
(17,32),(32,29),-0.198749 # DEPENDENCYPART_GRANDPAR
(17,32),(32,30),-0.495105 # DEPENDENCYPART_GRANDPAR
(17,32),(32,31),-0.345175 # DEPENDENCYPART_GRANDPAR
(17,32),(32,33),-0.0645753 # DEPENDENCYPART_GRANDPAR
(17,32),(32,34),-0.00126631 # DEPENDENCYPART_GRANDPAR
(17,32),(32,35),-0.407767 # DEPENDENCYPART_GRANDPAR
(17,32),(32,37),-0.391717 # DEPENDENCYPART_GRANDPAR
(17,32),(32,38),-0.27441 # DEPENDENCYPART_GRANDPAR
(17,32),(32,41),-0.157668 # DEPENDENCYPART_GRANDPAR
(17,32),(32,42),-1.34426 # DEPENDENCYPART_GRANDPAR
(17,33),(33,31),-0.323289 # DEPENDENCYPART_GRANDPAR
(17,33),(33,34),0.143086 # DEPENDENCYPART_GRANDPAR
(17,33),(33,35),-0.701742 # DEPENDENCYPART_GRANDPAR
(17,33),(33,37),-0.239667 # DEPENDENCYPART_GRANDPAR
(17,33),(33,38),-0.02932 # DEPENDENCYPART_GRANDPAR
(17,33),(33,41),-0.199449 # DEPENDENCYPART_GRANDPAR
(17,34),(34,1),-1.02128 # DEPENDENCYPART_GRANDPAR
(17,34),(34,2),-1.54885 # DEPENDENCYPART_GRANDPAR
(17,34),(34,3),-1.61996 # DEPENDENCYPART_GRANDPAR
(17,34),(34,4),-1.24208 # DEPENDENCYPART_GRANDPAR
(17,34),(34,7),-1.50257 # DEPENDENCYPART_GRANDPAR
(17,34),(34,8),-1.84025 # DEPENDENCYPART_GRANDPAR
(17,34),(34,11),-1.50847 # DEPENDENCYPART_GRANDPAR
(17,34),(34,14),-1.61937 # DEPENDENCYPART_GRANDPAR
(17,34),(34,17),-0.628746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,34),(34,18),0.193102 # DEPENDENCYPART_GRANDPAR
(17,34),(34,19),0.0418666 # DEPENDENCYPART_GRANDPAR
(17,34),(34,24),0.513915 # DEPENDENCYPART_GRANDPAR
(17,34),(34,25),0.268121 # DEPENDENCYPART_GRANDPAR
(17,34),(34,27),-0.178769 # DEPENDENCYPART_GRANDPAR
(17,34),(34,28),0.291392 # DEPENDENCYPART_GRANDPAR
(17,34),(34,29),-0.157187 # DEPENDENCYPART_GRANDPAR
(17,34),(34,30),-0.462961 # DEPENDENCYPART_GRANDPAR
(17,34),(34,31),-0.297228 # DEPENDENCYPART_GRANDPAR
(17,34),(34,32),-0.0669044 # DEPENDENCYPART_GRANDPAR
(17,34),(34,33),0.00637424 # DEPENDENCYPART_GRANDPAR
(17,34),(34,35),-0.376677 # DEPENDENCYPART_GRANDPAR
(17,34),(34,37),-0.365535 # DEPENDENCYPART_GRANDPAR
(17,34),(34,38),-0.216821 # DEPENDENCYPART_GRANDPAR
(17,34),(34,41),-0.13053 # DEPENDENCYPART_GRANDPAR
(17,34),(34,42),-1.31048 # DEPENDENCYPART_GRANDPAR
(17,35),(35,37),-0.327809 # DEPENDENCYPART_GRANDPAR
(17,37),(37,1),-1.02128 # DEPENDENCYPART_GRANDPAR
(17,37),(37,2),-1.54879 # DEPENDENCYPART_GRANDPAR
(17,37),(37,4),-1.24208 # DEPENDENCYPART_GRANDPAR
(17,37),(37,24),0.493286 # DEPENDENCYPART_GRANDPAR
(17,37),(37,25),0.238899 # DEPENDENCYPART_GRANDPAR
(17,37),(37,27),-0.199919 # DEPENDENCYPART_GRANDPAR
(17,37),(37,28),0.274028 # DEPENDENCYPART_GRANDPAR
(17,37),(37,29),-0.174552 # DEPENDENCYPART_GRANDPAR
(17,37),(37,31),-0.318378 # DEPENDENCYPART_GRANDPAR
(17,37),(37,32),-0.096127 # DEPENDENCYPART_GRANDPAR
(17,37),(37,33),-0.0162028 # DEPENDENCYPART_GRANDPAR
(17,37),(37,34),0.145427 # DEPENDENCYPART_GRANDPAR
(17,37),(37,35),-0.347601 # DEPENDENCYPART_GRANDPAR
(17,37),(37,36),0.659909 # DEPENDENCYPART_GRANDPAR
(17,37),(37,38),-0.2354 # DEPENDENCYPART_GRANDPAR
(17,37),(37,40),-0.612182 # DEPENDENCYPART_GRANDPAR
(17,37),(37,41),-0.142286 # DEPENDENCYPART_GRANDPAR
(17,37),(37,42),-1.32392 # DEPENDENCYPART_GRANDPAR
(17,38),(38,35),-0.699973 # DEPENDENCYPART_GRANDPAR
(17,38),(38,39),-1.43702 # DEPENDENCYPART_GRANDPAR
(17,38),(38,40),-0.29292 # DEPENDENCYPART_GRANDPAR
(17,38),(38,41),-0.199449 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.648758 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0834151 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.768982 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.183998 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.692703 # DEPENDENCYPART_GRANDPAR
(18,19),(19,31),-1.0712 # DEPENDENCYPART_GRANDPAR
(18,19),(19,32),-0.369051 # DEPENDENCYPART_GRANDPAR
(18,19),(19,34),-0.528667 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0922188 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-1.01219 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.342508 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.305299 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.166382 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.69981 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.351435 # DEPENDENCYPART_GRANDPAR
(18,21),(21,34),-0.511051 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.675888 # DEPENDENCYPART_GRANDPAR
(18,33),(33,31),-0.915019 # DEPENDENCYPART_GRANDPAR
(18,33),(33,34),-0.58935 # DEPENDENCYPART_GRANDPAR
(18,33),(33,35),-1.20193 # DEPENDENCYPART_GRANDPAR
(18,33),(33,37),-0.756685 # DEPENDENCYPART_GRANDPAR
(18,33),(33,38),-1.39736 # DEPENDENCYPART_GRANDPAR
(18,33),(33,41),-1.25785 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.540879 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.234632 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0429551 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.197184 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0339202 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.0383057 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.152289 # DEPENDENCYPART_GRANDPAR
(19,21),(21,34),-0.181907 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-1.54723 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-1.6283 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-1.59056 # DEPENDENCYPART_GRANDPAR
(19,25),(25,9),-1.56248 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-1.69765 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-1.64308 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-1.54026 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-1.29303 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-1.01918 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.448507 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.480531 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.087098 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.0188097 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.461817 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.15164 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.0812731 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.0202998 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),0.0319601 # DEPENDENCYPART_GRANDPAR
(19,25),(25,33),0.103626 # DEPENDENCYPART_GRANDPAR
(19,25),(25,34),0.00698978 # DEPENDENCYPART_GRANDPAR
(19,25),(25,35),-0.123835 # DEPENDENCYPART_GRANDPAR
(19,25),(25,37),-0.122422 # DEPENDENCYPART_GRANDPAR
(19,25),(25,38),-0.124918 # DEPENDENCYPART_GRANDPAR
(19,25),(25,41),-0.161848 # DEPENDENCYPART_GRANDPAR
(19,25),(25,42),-1.39783 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-1.13713 # DEPENDENCYPART_GRANDPAR
(19,27),(27,5),-1.13177 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-1.26844 # DEPENDENCYPART_GRANDPAR
(19,27),(27,20),0.403339 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.119377 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.404405 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.224818 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.263111 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.253053 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),0.019704 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.196569 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.159297 # DEPENDENCYPART_GRANDPAR
(19,27),(27,33),-0.0261909 # DEPENDENCYPART_GRANDPAR
(19,27),(27,34),-0.188915 # DEPENDENCYPART_GRANDPAR
(19,27),(27,37),-0.316347 # DEPENDENCYPART_GRANDPAR
(19,31),(31,24),-0.41127 # DEPENDENCYPART_GRANDPAR
(19,31),(31,26),-0.281792 # DEPENDENCYPART_GRANDPAR
(19,31),(31,28),0.643743 # DEPENDENCYPART_GRANDPAR
(19,31),(31,29),0.0226432 # DEPENDENCYPART_GRANDPAR
(19,31),(31,30),0.32217 # DEPENDENCYPART_GRANDPAR
(19,31),(31,32),-0.155125 # DEPENDENCYPART_GRANDPAR
(19,31),(31,35),-0.439633 # DEPENDENCYPART_GRANDPAR
(19,31),(31,37),-0.312176 # DEPENDENCYPART_GRANDPAR
(19,32),(32,1),-1.54581 # DEPENDENCYPART_GRANDPAR
(19,32),(32,2),-1.30121 # DEPENDENCYPART_GRANDPAR
(19,32),(32,4),-1.52252 # DEPENDENCYPART_GRANDPAR
(19,32),(32,11),-1.69328 # DEPENDENCYPART_GRANDPAR
(19,32),(32,17),-1.28706 # DEPENDENCYPART_GRANDPAR
(19,32),(32,18),-1.01477 # DEPENDENCYPART_GRANDPAR
(19,32),(32,24),-0.0621823 # DEPENDENCYPART_GRANDPAR
(19,32),(32,25),0.496455 # DEPENDENCYPART_GRANDPAR
(19,32),(32,27),0.042532 # DEPENDENCYPART_GRANDPAR
(19,32),(32,28),0.901997 # DEPENDENCYPART_GRANDPAR
(19,32),(32,29),-0.0154249 # DEPENDENCYPART_GRANDPAR
(19,32),(32,30),0.108255 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),-0.103133 # DEPENDENCYPART_GRANDPAR
(19,32),(32,33),0.0678836 # DEPENDENCYPART_GRANDPAR
(19,32),(32,34),0.0359893 # DEPENDENCYPART_GRANDPAR
(19,32),(32,35),-0.129236 # DEPENDENCYPART_GRANDPAR
(19,32),(32,37),-0.0934227 # DEPENDENCYPART_GRANDPAR
(19,32),(32,38),-0.16066 # DEPENDENCYPART_GRANDPAR
(19,32),(32,41),-0.151476 # DEPENDENCYPART_GRANDPAR
(19,32),(32,42),-1.36716 # DEPENDENCYPART_GRANDPAR
(19,34),(34,1),-1.54581 # DEPENDENCYPART_GRANDPAR
(19,34),(34,2),-1.30119 # DEPENDENCYPART_GRANDPAR
(19,34),(34,3),-1.62412 # DEPENDENCYPART_GRANDPAR
(19,34),(34,4),-1.52252 # DEPENDENCYPART_GRANDPAR
(19,34),(34,7),-1.7867 # DEPENDENCYPART_GRANDPAR
(19,34),(34,8),-1.58914 # DEPENDENCYPART_GRANDPAR
(19,34),(34,11),-1.69328 # DEPENDENCYPART_GRANDPAR
(19,34),(34,14),-1.65538 # DEPENDENCYPART_GRANDPAR
(19,34),(34,17),-1.28704 # DEPENDENCYPART_GRANDPAR
(19,34),(34,18),-1.01477 # DEPENDENCYPART_GRANDPAR
(19,34),(34,19),-0.484599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,34),(34,24),-0.0609949 # DEPENDENCYPART_GRANDPAR
(19,34),(34,25),0.499443 # DEPENDENCYPART_GRANDPAR
(19,34),(34,27),0.0501217 # DEPENDENCYPART_GRANDPAR
(19,34),(34,28),0.910603 # DEPENDENCYPART_GRANDPAR
(19,34),(34,29),-0.0106761 # DEPENDENCYPART_GRANDPAR
(19,34),(34,30),0.107505 # DEPENDENCYPART_GRANDPAR
(19,34),(34,31),-0.0955435 # DEPENDENCYPART_GRANDPAR
(19,34),(34,32),0.112926 # DEPENDENCYPART_GRANDPAR
(19,34),(34,33),0.0245046 # DEPENDENCYPART_GRANDPAR
(19,34),(34,35),-0.119353 # DEPENDENCYPART_GRANDPAR
(19,34),(34,37),-0.0889705 # DEPENDENCYPART_GRANDPAR
(19,34),(34,38),-0.133451 # DEPENDENCYPART_GRANDPAR
(19,34),(34,41),-0.146288 # DEPENDENCYPART_GRANDPAR
(19,34),(34,42),-1.35534 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.430181 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.360252 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.407565 # DEPENDENCYPART_GRANDPAR
(20,21),(21,34),-0.16756 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0796232 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-1.27272 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-1.26397 # DEPENDENCYPART_GRANDPAR
(20,25),(25,8),-1.41464 # DEPENDENCYPART_GRANDPAR
(20,25),(25,9),-1.23572 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-1.58374 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-1.29489 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-1.37915 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-1.42541 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.920519 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.653989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,22),0.228235 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.356856 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.471339 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.764005 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.02745 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.0882309 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.239114 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.424829 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.569842 # DEPENDENCYPART_GRANDPAR
(20,25),(25,34),-0.184229 # DEPENDENCYPART_GRANDPAR
(20,25),(25,35),-0.707603 # DEPENDENCYPART_GRANDPAR
(20,25),(25,37),-0.788186 # DEPENDENCYPART_GRANDPAR
(20,25),(25,38),-0.797676 # DEPENDENCYPART_GRANDPAR
(20,25),(25,41),-0.319591 # DEPENDENCYPART_GRANDPAR
(20,25),(25,42),-1.41426 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-1.21153 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-1.41254 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-1.33659 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-1.32756 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-1.4354 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-1.49799 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-1.26652 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-1.11455 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.879649 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.583236 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.35335 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0416681 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.147796 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.700928 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.0409892 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.13616 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.364451 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.171729 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),0.126565 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-0.333688 # DEPENDENCYPART_GRANDPAR
(21,25),(25,35),-0.354858 # DEPENDENCYPART_GRANDPAR
(21,25),(25,37),-0.435356 # DEPENDENCYPART_GRANDPAR
(21,25),(25,38),-0.109019 # DEPENDENCYPART_GRANDPAR
(21,25),(25,41),-0.111215 # DEPENDENCYPART_GRANDPAR
(21,25),(25,42),-1.32003 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-0.856092 # DEPENDENCYPART_GRANDPAR
(21,27),(27,5),-0.725339 # DEPENDENCYPART_GRANDPAR
(21,27),(27,9),-1.03352 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.289199 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.0394456 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.607288 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.0614746 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.516045 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),0.0881012 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.0899486 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.602666 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.405087 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.0512602 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),-0.571694 # DEPENDENCYPART_GRANDPAR
(21,27),(27,37),-0.671382 # DEPENDENCYPART_GRANDPAR
(21,32),(32,1),-1.21011 # DEPENDENCYPART_GRANDPAR
(21,32),(32,2),-1.02017 # DEPENDENCYPART_GRANDPAR
(21,32),(32,4),-1.13153 # DEPENDENCYPART_GRANDPAR
(21,32),(32,11),-1.43104 # DEPENDENCYPART_GRANDPAR
(21,32),(32,17),-1.10859 # DEPENDENCYPART_GRANDPAR
(21,32),(32,18),-0.875242 # DEPENDENCYPART_GRANDPAR
(21,32),(32,24),-0.228787 # DEPENDENCYPART_GRANDPAR
(21,32),(32,25),0.23397 # DEPENDENCYPART_GRANDPAR
(21,32),(32,27),-0.15895 # DEPENDENCYPART_GRANDPAR
(21,32),(32,28),0.798658 # DEPENDENCYPART_GRANDPAR
(21,32),(32,29),-0.0629932 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),-0.316391 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.456138 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),0.0908231 # DEPENDENCYPART_GRANDPAR
(21,32),(32,34),-0.304689 # DEPENDENCYPART_GRANDPAR
(21,32),(32,35),-0.360259 # DEPENDENCYPART_GRANDPAR
(21,32),(32,37),-0.406356 # DEPENDENCYPART_GRANDPAR
(21,32),(32,38),-0.144761 # DEPENDENCYPART_GRANDPAR
(21,32),(32,41),-0.100842 # DEPENDENCYPART_GRANDPAR
(21,32),(32,42),-1.28935 # DEPENDENCYPART_GRANDPAR
(21,34),(34,1),-1.21011 # DEPENDENCYPART_GRANDPAR
(21,34),(34,2),-1.02015 # DEPENDENCYPART_GRANDPAR
(21,34),(34,3),-1.40835 # DEPENDENCYPART_GRANDPAR
(21,34),(34,4),-1.13153 # DEPENDENCYPART_GRANDPAR
(21,34),(34,7),-1.53641 # DEPENDENCYPART_GRANDPAR
(21,34),(34,8),-1.33517 # DEPENDENCYPART_GRANDPAR
(21,34),(34,11),-1.43104 # DEPENDENCYPART_GRANDPAR
(21,34),(34,14),-1.58139 # DEPENDENCYPART_GRANDPAR
(21,34),(34,17),-1.10856 # DEPENDENCYPART_GRANDPAR
(21,34),(34,18),-0.875242 # DEPENDENCYPART_GRANDPAR
(21,34),(34,19),-0.836994 # DEPENDENCYPART_GRANDPAR
(21,34),(34,24),-0.227599 # DEPENDENCYPART_GRANDPAR
(21,34),(34,25),0.236957 # DEPENDENCYPART_GRANDPAR
(21,34),(34,27),-0.15136 # DEPENDENCYPART_GRANDPAR
(21,34),(34,28),0.807263 # DEPENDENCYPART_GRANDPAR
(21,34),(34,29),-0.0582445 # DEPENDENCYPART_GRANDPAR
(21,34),(34,30),-0.317141 # DEPENDENCYPART_GRANDPAR
(21,34),(34,31),-0.448548 # DEPENDENCYPART_GRANDPAR
(21,34),(34,32),-0.0966428 # DEPENDENCYPART_GRANDPAR
(21,34),(34,33),0.0348923 # DEPENDENCYPART_GRANDPAR
(21,34),(34,35),-0.350376 # DEPENDENCYPART_GRANDPAR
(21,34),(34,37),-0.401904 # DEPENDENCYPART_GRANDPAR
(21,34),(34,38),-0.117551 # DEPENDENCYPART_GRANDPAR
(21,34),(34,41),-0.0956539 # DEPENDENCYPART_GRANDPAR
(21,34),(34,42),-1.27753 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.0401427 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-1.0157 # DEPENDENCYPART_GRANDPAR
(24,27),(27,5),-0.742434 # DEPENDENCYPART_GRANDPAR
(24,27),(27,9),-0.810299 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.766473 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.711448 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.951785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),-0.348313 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.400769 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.0253861 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.223797 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.160279 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.630698 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.0606323 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-0.248605 # DEPENDENCYPART_GRANDPAR
(24,27),(27,37),-0.8137 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),-0.108534 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-0.67539 # DEPENDENCYPART_GRANDPAR
(25,1),(1,5),-0.734088 # DEPENDENCYPART_GRANDPAR
(25,1),(1,9),-0.565604 # DEPENDENCYPART_GRANDPAR
(25,3),(3,1),0.799611 # DEPENDENCYPART_GRANDPAR
(25,3),(3,2),-0.0991731 # DEPENDENCYPART_GRANDPAR
(25,3),(3,4),-0.0277372 # DEPENDENCYPART_GRANDPAR
(25,3),(3,5),-0.663179 # DEPENDENCYPART_GRANDPAR
(25,3),(3,7),0.0478826 # DEPENDENCYPART_GRANDPAR
(25,3),(3,8),-0.0795958 # DEPENDENCYPART_GRANDPAR
(25,3),(3,9),-0.494694 # DEPENDENCYPART_GRANDPAR
(25,3),(3,12),-0.609215 # DEPENDENCYPART_GRANDPAR
(25,3),(3,15),-0.0651579 # DEPENDENCYPART_GRANDPAR
(25,3),(3,16),0.311442 # DEPENDENCYPART_GRANDPAR
(25,3),(3,18),-0.147404 # DEPENDENCYPART_GRANDPAR
(25,3),(3,22),0.497674 # DEPENDENCYPART_GRANDPAR
(25,3),(3,33),-0.477782 # DEPENDENCYPART_GRANDPAR
(25,3),(3,38),-0.80736 # DEPENDENCYPART_GRANDPAR
(25,9),(9,8),-0.0938446 # DEPENDENCYPART_GRANDPAR
(25,9),(9,10),-1.26781 # DEPENDENCYPART_GRANDPAR
(25,9),(9,11),-0.0545658 # DEPENDENCYPART_GRANDPAR
(25,9),(9,12),-0.669345 # DEPENDENCYPART_GRANDPAR
(25,9),(9,13),-0.24259 # DEPENDENCYPART_GRANDPAR
(25,9),(9,14),-0.606073 # DEPENDENCYPART_GRANDPAR
(25,9),(9,15),-0.259752 # DEPENDENCYPART_GRANDPAR
(25,9),(9,16),0.233252 # DEPENDENCYPART_GRANDPAR
(25,9),(9,20),-0.324287 # DEPENDENCYPART_GRANDPAR
(25,11),(11,4),-0.024877 # DEPENDENCYPART_GRANDPAR
(25,11),(11,5),-0.452333 # DEPENDENCYPART_GRANDPAR
(25,11),(11,6),-1.45258 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),-1.14827 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.487156 # DEPENDENCYPART_GRANDPAR
(25,11),(11,13),0.0300804 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),-0.368688 # DEPENDENCYPART_GRANDPAR
(25,11),(11,15),-0.482461 # DEPENDENCYPART_GRANDPAR
(25,11),(11,16),0.529089 # DEPENDENCYPART_GRANDPAR
(25,11),(11,17),0.496666 # DEPENDENCYPART_GRANDPAR
(25,11),(11,20),-0.134612 # DEPENDENCYPART_GRANDPAR
(25,11),(11,42),-1.7751 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.418727 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.174515 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),0.225106 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),-0.233996 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.310975 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),-0.341363 # DEPENDENCYPART_GRANDPAR
(25,16),(16,22),0.329823 # DEPENDENCYPART_GRANDPAR
(25,16),(16,35),-1.54143 # DEPENDENCYPART_GRANDPAR
(25,16),(16,42),-1.76232 # DEPENDENCYPART_GRANDPAR
(25,17),(17,1),1.06122 # DEPENDENCYPART_GRANDPAR
(25,17),(17,2),-0.135938 # DEPENDENCYPART_GRANDPAR
(25,17),(17,3),-0.602326 # DEPENDENCYPART_GRANDPAR
(25,17),(17,4),-0.0420705 # DEPENDENCYPART_GRANDPAR
