# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,13,15,18,6,18,19,20,21,22,22,18,20,26,27,28,28,28,31,32,33,6,
(13,20),(20,19),-0.30337 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.180909 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.326305 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.167471 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.361341 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.211566 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.542542 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.293017 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.424188 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.398971 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-0.0991859 # DEPENDENCYPART_GRANDPAR
(13,20),(20,32),-0.328249 # DEPENDENCYPART_GRANDPAR
(13,20),(20,34),-0.62333 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.025914 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.255616 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.0435289 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0384071 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.119183 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.191772 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.460292 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.128501 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.293316 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-0.0508984 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-0.114311 # DEPENDENCYPART_GRANDPAR
(13,21),(21,33),-0.349065 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.175958 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.399511 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.479495 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.238379 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-0.373808 # DEPENDENCYPART_GRANDPAR
(13,22),(22,29),-0.438115 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.495762 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.126845 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.478678 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.237561 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.372991 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.439863 # DEPENDENCYPART_GRANDPAR
(13,24),(24,32),-0.272646 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.89481 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.519515 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.340962 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.61483 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.581 # DEPENDENCYPART_GRANDPAR
(15,3),(3,30),-0.837884 # DEPENDENCYPART_GRANDPAR
(15,3),(3,31),-0.898071 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.876641 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.384727 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.364042 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.574122 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.357341 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.356214 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.165475 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-1.05606 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.811546 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.819514 # DEPENDENCYPART_GRANDPAR
(15,7),(7,31),-0.905615 # DEPENDENCYPART_GRANDPAR
(15,7),(7,33),-0.911896 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.58266 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.357341 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.356214 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.105689 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.165475 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.56949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-1.05606 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.811546 # DEPENDENCYPART_GRANDPAR
(15,9),(9,26),-0.988183 # DEPENDENCYPART_GRANDPAR
(15,9),(9,28),-0.92496 # DEPENDENCYPART_GRANDPAR
(15,9),(9,30),-0.846774 # DEPENDENCYPART_GRANDPAR
(15,9),(9,31),-0.905615 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.789925 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.0648217 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.117553 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.56547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.693786 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.807179 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.666449 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.0138496 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.178327 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.155773 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.10425 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0230579 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.107189 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.19585 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.158458 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.485623 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.200818 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.160408 # DEPENDENCYPART_GRANDPAR
(15,19),(19,30),-0.0710046 # DEPENDENCYPART_GRANDPAR
(15,19),(19,31),-0.10916 # DEPENDENCYPART_GRANDPAR
(15,19),(19,33),-0.147345 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.31471 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-1.13763 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.09423 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.147809 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.00792677 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.203005 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.28436 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.255016 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.417546 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.228041 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.121166 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),-0.159005 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),-0.211659 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),-0.159515 # DEPENDENCYPART_GRANDPAR
(15,20),(20,32),-0.0428353 # DEPENDENCYPART_GRANDPAR
(15,20),(20,34),-0.157911 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.256963 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.266465 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.249755 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0880795 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.189295 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.465407 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.261617 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),0.021013 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.155169 # DEPENDENCYPART_GRANDPAR
(15,21),(21,30),-0.0644502 # DEPENDENCYPART_GRANDPAR
(15,21),(21,31),-0.139618 # DEPENDENCYPART_GRANDPAR
(15,21),(21,33),-0.142105 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.269354 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.291893 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.186162 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.0604006 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.13368 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.249513 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.384839 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.370785 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.186162 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.0604006 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.13368 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.252129 # DEPENDENCYPART_GRANDPAR
(15,24),(24,32),0.0166694 # DEPENDENCYPART_GRANDPAR
(15,27),(27,3),-1.31472 # DEPENDENCYPART_GRANDPAR
(15,27),(27,19),-0.157852 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),-0.155814 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.232895 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.279276 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.129942 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.204909 # DEPENDENCYPART_GRANDPAR
(15,27),(27,30),-0.165275 # DEPENDENCYPART_GRANDPAR
(15,27),(27,31),-0.0603189 # DEPENDENCYPART_GRANDPAR
(15,27),(27,32),-0.0276057 # DEPENDENCYPART_GRANDPAR
(15,27),(27,33),-0.116878 # DEPENDENCYPART_GRANDPAR
(15,27),(27,34),-0.151161 # DEPENDENCYPART_GRANDPAR
(15,29),(29,31),-0.138142 # DEPENDENCYPART_GRANDPAR
(15,29),(29,32),0.0150126 # DEPENDENCYPART_GRANDPAR
(15,29),(29,33),-0.129231 # DEPENDENCYPART_GRANDPAR
(15,29),(29,34),-0.195673 # DEPENDENCYPART_GRANDPAR
(15,32),(32,3),-1.31471 # DEPENDENCYPART_GRANDPAR
(15,32),(32,7),-1.13763 # DEPENDENCYPART_GRANDPAR
(15,32),(32,9),-1.09423 # DEPENDENCYPART_GRANDPAR
(15,32),(32,12),-0.922291 # DEPENDENCYPART_GRANDPAR
(15,32),(32,19),-0.167886 # DEPENDENCYPART_GRANDPAR
(15,32),(32,21),-0.173466 # DEPENDENCYPART_GRANDPAR
(15,32),(32,26),-0.28931 # DEPENDENCYPART_GRANDPAR
(15,32),(32,28),-0.226933 # DEPENDENCYPART_GRANDPAR
(15,32),(32,31),-0.259568 # DEPENDENCYPART_GRANDPAR
(15,32),(32,33),-0.139876 # DEPENDENCYPART_GRANDPAR
(15,32),(32,34),-0.173455 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.502376 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.533975 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0890143 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.0880318 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.0879303 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.069227 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.347023 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.32015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,26),-0.60442 # DEPENDENCYPART_GRANDPAR
(18,9),(9,28),-0.759451 # DEPENDENCYPART_GRANDPAR
(18,9),(9,30),-0.57461 # DEPENDENCYPART_GRANDPAR
(18,9),(9,31),-0.696629 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.179937 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0581383 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0982353 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.109505 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.174076 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.31934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,16),0.241516 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.521123 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.494407 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.693195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.01654 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0694549 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.144076 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0380154 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.252963 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.406709 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),0.00814119 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.208407 # DEPENDENCYPART_GRANDPAR
(18,19),(19,30),0.0903621 # DEPENDENCYPART_GRANDPAR
(18,19),(19,31),-0.0376128 # DEPENDENCYPART_GRANDPAR
(18,19),(19,33),-0.374885 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.02872 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.825757 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.777601 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.553891 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.149554 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0185717 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.00184219 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.127811 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.213333 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),0.092928 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.180083 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.0683897 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-0.399002 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),0.126535 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.225592 # DEPENDENCYPART_GRANDPAR
(18,20),(20,34),-0.359469 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.497381 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.50938 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.00942931 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0621979 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0245325 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.319093 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.0156615 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.163087 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.167898 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),0.15291 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),-0.0180861 # DEPENDENCYPART_GRANDPAR
(18,21),(21,33),-0.334377 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0450751 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.184982 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.0862514 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.16988 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.0845626 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.457174 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.240987 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.260212 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.0862514 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.16988 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0845626 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.45979 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.214922 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.0707401 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.215102 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.208407 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.527678 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),0.0903621 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.0376128 # DEPENDENCYPART_GRANDPAR
(18,26),(26,32),-0.25004 # DEPENDENCYPART_GRANDPAR
(18,26),(26,33),-0.374885 # DEPENDENCYPART_GRANDPAR
(18,26),(26,35),-0.728201 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.0745586 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.123098 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.215098 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.474118 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),0.109401 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.0517103 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),-0.134354 # DEPENDENCYPART_GRANDPAR
(18,28),(28,33),-0.375849 # DEPENDENCYPART_GRANDPAR
(18,33),(33,32),-0.249285 # DEPENDENCYPART_GRANDPAR
(18,33),(33,34),-0.441075 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.443978 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.466259 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.302232 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.174639 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.220724 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.11704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.150513 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.220579 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.709359 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.722879 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.522345 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.04393 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.30577 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.241169 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-0.380728 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.2571 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.18148 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.14093 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.359596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.565124 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.206562 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.0639274 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.394764 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.189796 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.461041 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.188057 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),0.59671 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),0.1605 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.316134 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),0.270791 # DEPENDENCYPART_GRANDPAR
(19,20),(20,34),-0.142495 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.987449 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.374663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.905961 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.167924 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0215819 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.405926 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.344448 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.129572 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),0.489689 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.35848 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),-0.311648 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),0.35013 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.00651608 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.178996 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.664328 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.177741 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),0.780573 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.057438 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0257835 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.249144 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.658832 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.172245 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),0.775077 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.0682151 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),0.25529 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.231507 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.161235 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),0.560373 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),0.098618 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.340059 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.211608 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),0.258013 # DEPENDENCYPART_GRANDPAR
(19,26),(26,33),0.420814 # DEPENDENCYPART_GRANDPAR
(19,26),(26,35),-0.629474 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.27754 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.443218 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),0.145475 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),0.0880215 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.416486 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.320014 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),0.324075 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),0.326789 # DEPENDENCYPART_GRANDPAR
(19,31),(31,32),0.226493 # DEPENDENCYPART_GRANDPAR
(19,31),(31,33),0.35013 # DEPENDENCYPART_GRANDPAR
(19,31),(31,34),-0.188739 # DEPENDENCYPART_GRANDPAR
(19,33),(33,32),0.231266 # DEPENDENCYPART_GRANDPAR
(19,33),(33,34),-0.226881 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.692434 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.233214 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.113027 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.382621 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.382355 # DEPENDENCYPART_GRANDPAR
(20,3),(3,30),-0.643849 # DEPENDENCYPART_GRANDPAR
(20,3),(3,31),-0.874113 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.673217 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.150979 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.158773 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.319264 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.0787663 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.195299 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.350368 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.043119 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.137365 # DEPENDENCYPART_GRANDPAR
(20,7),(7,21),-0.523227 # DEPENDENCYPART_GRANDPAR
(20,7),(7,31),-0.881657 # DEPENDENCYPART_GRANDPAR
(20,7),(7,33),-0.78608 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.367779 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.0787663 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.195299 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.0849557 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.350368 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.160277 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.043119 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.137365 # DEPENDENCYPART_GRANDPAR
(20,9),(9,26),-0.806848 # DEPENDENCYPART_GRANDPAR
(20,9),(9,28),-0.728033 # DEPENDENCYPART_GRANDPAR
(20,9),(9,30),-0.652738 # DEPENDENCYPART_GRANDPAR
(20,9),(9,31),-0.881657 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.195349 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.238179 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0649349 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.40357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.515682 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.521686 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.792776 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.795234 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.727255 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.803925 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.725785 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.643849 # DEPENDENCYPART_GRANDPAR
(20,19),(19,31),-0.874113 # DEPENDENCYPART_GRANDPAR
(20,19),(19,33),-0.783832 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.841819 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.495893 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.78513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.381105 # DEPENDENCYPART_GRANDPAR
