# _root_ Paul_L._Ravelo , doctor en ciències filosòfiques per la Universitat_de_l'_Havana , impartirà a la Casa_de_Cultura de Girona el curs ' Els_mites_de_la_globalització_neoliberal ' .
#goldHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
#predictedHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
(5,4),(4,5),-1.7746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.56728 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.1015 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.962696 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.04494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.14023 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.25594 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.123087 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.56685 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.187951 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0529053 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.22462 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.467197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0117439 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.359535 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.558578 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0823355 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.753069 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.140448 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.325654 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.466475 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0264608 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.35471 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.407618 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.164112 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.329642 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.364695 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.149971 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.523492 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0663683 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.266936 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.292751 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.590719 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-1.22951 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.38978 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.34179 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.246219 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.656777 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.868341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.183656 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.23449 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.585128 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0563789 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0336097 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0384616 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.344094 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.249925 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.373465 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.130299 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.490833 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.437187 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.344792 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-1.25542 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.452539 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.142401 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0386961 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.268701 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.333967 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.160241 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.447964 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.233615 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.323844 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.392839 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.59625 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.246798 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-1.22035 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.155912 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.229182 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.328624 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.274521 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.366286 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.253316 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-1.22951 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.358013 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0493227 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.131999 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.67185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.75454 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.936869 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.12795 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.19779 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.00013 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.08406 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.2895 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.30994 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.4607 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.22648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.66251 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.343601 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.220388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0417448 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.66444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.826471 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.964311 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.10948 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.19004 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.859291 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.00516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.299091 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0430481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.408247 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.593252 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.40934 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.424253 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.770433 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.938415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0450514 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0218144 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.426749 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.55817 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.456571 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.499254 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.607569 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.777233 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.938476 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.27322 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.07197 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.601207 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.90084 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.03307 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.01286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.105499 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.219998 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.180018 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.161065 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.363677 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.493233 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.526427 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.600074 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.511939 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.565555 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.688426 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.48209 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.90054 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.173281 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.584214 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.455074 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.513099 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.581467 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.490837 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.512166 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.428701 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.956097 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.399638 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.482691 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.179734 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.175841 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.54535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.130291 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.26294 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.952597 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.392695 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.411447 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.169538 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.52137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.0669115 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.24321 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.938218 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.902032 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.23832 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.690042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,4),-0.829529 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.11454 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.777442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.05232 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.32451 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0755633 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0714389 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.172774 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.0740749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.365681 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-1.2821 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.31503 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.26221 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.32529 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.97039 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.40636 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.11317 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.736097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.0361 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.687048 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.291144 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.174798 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.186624 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.490188 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.224079 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.150585 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.0362739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.148367 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.329482 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.2685 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.454636 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.26986 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0579353 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.552006 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.381069 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.00310949 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.0271001 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.338656 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.34248 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.958323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.924483 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.03346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.14247 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.3353 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.08923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.13018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.47209 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.534609 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.325375 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.177613 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.450338 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0316505 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.6663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.354263 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.946195 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.477929 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.356362 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.167397 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0788318 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.61366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.348934 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.947967 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.898046 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.980667 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.295731 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.410318 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0378497 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.66752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.343698 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.944212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.887555 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.976734 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0120314 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.41957 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.38048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.34042 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.04207 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.30903 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.17028 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.882768 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.830348 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.759871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.657213 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0416762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.175747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.241105 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.373599 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.134425 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.421819 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.237705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.171336 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-1.08859 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.632285 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.668444 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.184226 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.363179 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.329513 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.160844 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.392146 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.141664 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-1.15141 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.294931 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.142837 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0342682 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.0953881 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.660951 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.156727 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.288774 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.224493 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.190469 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.323963 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.397291 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.0734804 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.05366 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.152398 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.22006 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.19525 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.279517 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.296951 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.0799983 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-1.06282 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.350429 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.275387 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.011738 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.248062 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.142615 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.147254 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.279125 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.0812924 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.18108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),0.106615 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.434821 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.644922 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.665321 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-1.40432 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.44838 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.00800616 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.246074 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.139177 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.143665 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.277136 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.0896994 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.18108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),0.106604 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.243468 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.644924 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.673294 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.665324 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.721439 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.40432 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.261032 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.155279 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.103117 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0186077 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0892995 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.13421 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.50097 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.30249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,2),-0.457964 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0384731 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.35532 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.142553 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.147225 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.279096 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.0810421 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.18109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,15),-0.243479 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.644963 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.673306 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.665362 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.721451 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-1.40433 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.338533 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0580251 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.272855 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.147108 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.110014 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.316316 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.2029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.0154631 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.683465 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.339907 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.112305 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.11395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.163602 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.525329 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.29743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.127598 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.782746 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0868135 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.354783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.104502 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0622768 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.192622 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0812924 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.18108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.106615 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.243462 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.644922 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.665321 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.40432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.862025 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.0783508 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.57815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0771815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.35756 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.346832 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.346757 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.298612 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.620457 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.376463 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.739981 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.240894 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0652525 # DEPENDENCYPART_GRANDPAR
