# _root_ Un_cop llicenciat , es va dedicar durant molts anys a l' ensenyament de la llengua i la literatura a Barcelona , Vila-real -Fpa- Plana_Baixa -Fpt- i Terrassa .
#goldHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,6,19,20,20,24,22,24,20,20,6,
#predictedHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,18,19,20,20,24,22,24,20,20,6,
(24,21),(24,22),0.235038 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0681998 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0342164 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0297329 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0699523 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.316267 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.104138 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0356068 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.00938162 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.000893304 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0521881 # DEPENDENCYPART_SIBL
(24,23),(24,25),1.35438 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0984239 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.136489 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.25701 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.326544 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.17595 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.373284 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.586244 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.00689045 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0221903 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.00150077 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.433054 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.24288 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.42694 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0306263 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.097166 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.887809 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.288457 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.248273 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.220455 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.124348 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.829406 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.289703 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.647733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.14821 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.228273 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0275002 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.403206 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.499427 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),-0.928021 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.52723 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.91562 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.499124 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),1.15634 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.167753 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.494754 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.139216 # DEPENDENCYPART_GRANDPAR
(0,5),(5,28),2.87783 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.572902 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.936448 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.533028 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.27543 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),1.49698 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.553744 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0789497 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.181884 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.199531 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.029212 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.15115 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.223363 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.0789992 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.0173191 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.353687 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.196136 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),0.194203 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),-0.698173 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),0.393733 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),-0.380854 # DEPENDENCYPART_GRANDPAR
(0,6),(6,28),3.10698 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.804733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.372463 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.170004 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.201812 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.513266 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.466327 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.544385 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.495075 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.154644 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.0250344 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.965421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0292761 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.26044 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.105337 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0387406 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.422894 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.305636 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.409296 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.476992 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.477633 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.611849 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.346909 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.477405 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.41026 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.458697 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.650872 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.68437 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-0.108518 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-0.333336 # DEPENDENCYPART_GRANDPAR
(1,6),(6,27),-0.691387 # DEPENDENCYPART_GRANDPAR
(1,6),(6,28),-0.77173 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.266052 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.620555 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.214126 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.474752 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.430234 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.45183 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.310534 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.475715 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.479618 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.559709 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.585708 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.486499 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.535541 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.606391 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.339984 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.48278 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.23764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.735522 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.788485 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.807497 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.920021 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.57716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,1),-0.64625 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.590909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.22136 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.116581 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.184656 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.00806075 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.138691 # DEPENDENCYPART_GRANDPAR
(2,5),(5,28),-1.0525 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.646249 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.589707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.167836 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.22201 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0928037 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0370597 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.106211 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.198592 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.249122 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.440578 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.424685 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.252082 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.382221 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.223893 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.468483 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.425652 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.425508 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.0344247 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.404716 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-0.41515 # DEPENDENCYPART_GRANDPAR
(2,6),(6,28),-1.00925 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.103287 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.120631 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0684778 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.322036 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.232053 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.443618 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.200485 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.347337 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.563961 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.260307 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.132202 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.207689 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.445083 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.366291 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.140148 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.268401 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.509495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,13),-0.36454 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.13492 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.0606773 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.326655 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.351397 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.500842 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.544021 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.518388 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.0884743 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.518244 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.0508599 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-0.441042 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),-0.51262 # DEPENDENCYPART_GRANDPAR
(2,18),(18,28),-1.05166 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.390572 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.345962 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.27845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-1.14285 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.28845 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.32695 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.18819 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.38293 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.15014 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.03359 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.00608713 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.324084 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.598779 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.76336 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.879676 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0661672 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.200326 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.1545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.598908 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.772805 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.869488 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.26338 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.40274 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-1.5378 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0105159 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.02977 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.90198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.12907 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.10054 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.29976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.4277 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.338404 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.519147 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.648842 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.624637 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.795191 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.616846 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.631487 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.753926 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.518946 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.72831 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.775922 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.700357 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.824089 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.470555 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-1.71326 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.980493 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-1.04086 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0874856 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.319148 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.272601 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.441512 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.482695 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.553927 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.436786 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-1.20106 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.973708 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.145929 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.449205 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.264124 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.413531 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.402459 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.122277 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.232046 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.13866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.124666 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.248772 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0778689 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0904912 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.303439 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.13878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.134101 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.238573 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.476176 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.838761 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-0.914378 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.112065 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.13994 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0205671 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.010512 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.35582 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.5064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.433844 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.564088 # DEPENDENCYPART_GRANDPAR
(6,5),(5,28),-2.0681 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.05962 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.140575 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.651057 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.247542 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.349877 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.190295 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0848275 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.259745 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),0.0647964 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.605973 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.775952 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.970234 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.472877 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0696492 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0139022 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0597393 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.328535 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.123001 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0354154 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.174015 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.00169952 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),0.0597089 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),0.0412608 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.32872 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),0.431078 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-1.08464 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.224717 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.463896 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.468196 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.17412 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.312363 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0250459 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.402732 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.603631 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.77431 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.561206 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0151542 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.360722 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.302034 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.280609 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0579106 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.00688561 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.239176 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.0399076 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.159509 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.120662 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),0.124869 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.335214 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.106421 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.148412 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.300191 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),0.496239 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-1.11486 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.620583 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.00168438 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0808865 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.266345 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.77431 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.54414 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0355509 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.343683 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.330741 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.416739 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.449584 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0300294 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.23222 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0202238 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.1678 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.1034 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.116578 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.321964 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),0.0981303 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.135011 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-0.323334 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),0.487948 # DEPENDENCYPART_GRANDPAR
(6,15),(15,28),-1.10146 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.774701 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.397441 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.460209 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.108757 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.461109 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0313131 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.176903 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.125817 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.107475 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.339175 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),0.0890269 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.149863 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.329292 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),0.478844 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-1.1189 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.72121 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.31452 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.27343 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.0614394 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),0.486262 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),0.467814 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),0.34416 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.00795593 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.333892 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),0.0934789 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.14709 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.325909 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),0.483296 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-1.11354 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),-0.77431 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),0.563835 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),0.34416 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.00795593 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),0.442366 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.186699 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.14709 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.325909 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),0.483296 # DEPENDENCYPART_GRANDPAR
