# _root_ La construcció d' un edifici de Presidència a les cases Moxó i Morell , de les quals només es conservaran les façanes , haurà de respectar in_situ les restes .
#goldHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,22,17,15,20,20,10,22,20,20,26,26,0,26,29,26,26,
#predictedHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,20,17,15,20,20,5,22,20,20,26,26,0,26,29,26,26,
(20,18),(20,27),-0.0177616 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0315385 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0249542 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.218146 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0557417 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0147244 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0725911 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.00431561 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0603722 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.245643 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.102706 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0531489 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0486434 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0936048 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0581184 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0344648 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.290027 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.0552531 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0595563 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.101963 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.034147 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0959164 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.0385184 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.0744686 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.023047 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0433747 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.00690554 # DEPENDENCYPART_SIBL
(20,24),(20,29),0.0089198 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.0236204 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0432566 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.114167 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.0536409 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.0197772 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.00562303 # DEPENDENCYPART_SIBL
(20,26),(20,29),0.0141797 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.00299607 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.01693 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.00250808 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.0703696 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0799288 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0272131 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.853689 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0576271 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.00616764 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.164042 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0239156 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.00479746 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.0584695 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.254772 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.194089 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0269085 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0573374 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0318332 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0414169 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0165275 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.0364669 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.112275 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0328588 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.114667 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0386613 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.108826 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0372312 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.0405467 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0576271 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00616764 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.164042 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0239156 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00479746 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.0584695 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0382061 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0210144 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0264789 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0278135 # DEPENDENCYPART_SIBL
(22,23),(22,29),0.43715 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.037303 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0601565 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0450689 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.0377407 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0115716 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0198037 # DEPENDENCYPART_SIBL
(22,25),(22,29),0.030528 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0486744 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.0432909 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0237672 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.7209 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.0447283 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.0138043 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.7209 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.472415 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0589889 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0319337 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.010498 # DEPENDENCYPART_SIBL
(24,11),(24,29),-0.00918268 # DEPENDENCYPART_SIBL
(24,11),(24,30),0.0180914 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.0448301 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.0137025 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.721002 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.472516 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0595399 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0322806 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.0110484 # DEPENDENCYPART_SIBL
(24,13),(24,29),-0.0095296 # DEPENDENCYPART_SIBL
(24,13),(24,30),0.0173374 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0584344 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0515384 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.316397 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.113602 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.03743 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0466884 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.0516894 # DEPENDENCYPART_SIBL
(24,17),(24,30),0.015298 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0162393 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.27576 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.00264812 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.00886539 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.00117446 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0440748 # DEPENDENCYPART_SIBL
(24,18),(24,30),0.0801699 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.472415 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0589889 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0319337 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.010498 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.00918268 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.0180914 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0445536 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0350116 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0108277 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0473119 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.424354 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0222044 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.100957 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0488604 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.0230959 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.00857333 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.0210082 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.0552991 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0172927 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0392897 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.0914234 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.0184008 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0961704 # DEPENDENCYPART_SIBL
(25,16),(25,27),0.0285234 # DEPENDENCYPART_SIBL
(25,16),(25,29),0.109016 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0505004 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0416174 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0652571 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0221969 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.304953 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.327941 # DEPENDENCYPART_SIBL
(26,2),(26,3),-0.0021388 # DEPENDENCYPART_SIBL
(26,2),(26,5),-0.729253 # DEPENDENCYPART_SIBL
(26,2),(26,8),-0.00982458 # DEPENDENCYPART_SIBL
(26,2),(26,10),-0.730851 # DEPENDENCYPART_SIBL
(26,2),(26,11),-0.731376 # DEPENDENCYPART_SIBL
(26,2),(26,13),-0.731376 # DEPENDENCYPART_SIBL
(26,2),(26,14),-0.488468 # DEPENDENCYPART_SIBL
(26,2),(26,15),-0.0104945 # DEPENDENCYPART_SIBL
(26,2),(26,16),-0.169087 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.130076 # DEPENDENCYPART_SIBL
(26,2),(26,18),-0.0188117 # DEPENDENCYPART_SIBL
(26,2),(26,20),0.00324914 # DEPENDENCYPART_SIBL
(26,2),(26,21),-0.169087 # DEPENDENCYPART_SIBL
(26,2),(26,22),-0.731376 # DEPENDENCYPART_SIBL
(26,2),(26,23),-0.488468 # DEPENDENCYPART_SIBL
(26,2),(26,24),0.155312 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.0104945 # DEPENDENCYPART_SIBL
(26,2),(26,27),0.0032944 # DEPENDENCYPART_SIBL
(26,2),(26,29),-0.0587617 # DEPENDENCYPART_SIBL
(26,2),(26,30),0.0195997 # DEPENDENCYPART_SIBL
(26,3),(26,5),-0.0118373 # DEPENDENCYPART_SIBL
(26,3),(26,8),-0.025752 # DEPENDENCYPART_SIBL
(26,3),(26,10),-0.0136941 # DEPENDENCYPART_SIBL
(26,3),(26,11),-0.0142 # DEPENDENCYPART_SIBL
(26,3),(26,13),-0.0142 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.379907 # DEPENDENCYPART_SIBL
(26,3),(26,15),-0.0373889 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.14292 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.130159 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.11671 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.0486728 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.14292 # DEPENDENCYPART_SIBL
(26,3),(26,22),-0.0142 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.379907 # DEPENDENCYPART_SIBL
(26,3),(26,24),0.0748837 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.0373889 # DEPENDENCYPART_SIBL
(26,3),(26,27),0.0250091 # DEPENDENCYPART_SIBL
(26,3),(26,29),-0.0343845 # DEPENDENCYPART_SIBL
(26,3),(26,30),0.0105465 # DEPENDENCYPART_SIBL
(26,5),(26,8),-0.00662497 # DEPENDENCYPART_SIBL
(26,5),(26,10),-0.727018 # DEPENDENCYPART_SIBL
(26,5),(26,11),-0.727542 # DEPENDENCYPART_SIBL
(26,5),(26,13),-0.727542 # DEPENDENCYPART_SIBL
(26,5),(26,14),-0.485635 # DEPENDENCYPART_SIBL
(26,5),(26,15),-0.0066459 # DEPENDENCYPART_SIBL
(26,5),(26,16),-0.166349 # DEPENDENCYPART_SIBL
(26,5),(26,17),-0.119464 # DEPENDENCYPART_SIBL
(26,5),(26,18),-0.0206133 # DEPENDENCYPART_SIBL
(26,5),(26,20),0.00646101 # DEPENDENCYPART_SIBL
(26,5),(26,21),-0.166349 # DEPENDENCYPART_SIBL
(26,5),(26,22),-0.727542 # DEPENDENCYPART_SIBL
(26,5),(26,23),-0.485635 # DEPENDENCYPART_SIBL
(26,5),(26,24),0.158528 # DEPENDENCYPART_SIBL
(26,5),(26,25),-0.0066459 # DEPENDENCYPART_SIBL
(26,5),(26,27),0.00487333 # DEPENDENCYPART_SIBL
(26,5),(26,29),-0.055345 # DEPENDENCYPART_SIBL
(26,5),(26,30),0.0194445 # DEPENDENCYPART_SIBL
(26,8),(26,10),0.0269506 # DEPENDENCYPART_SIBL
(26,8),(26,11),0.0264572 # DEPENDENCYPART_SIBL
(26,8),(26,13),0.0264572 # DEPENDENCYPART_SIBL
(26,8),(26,14),-0.275618 # DEPENDENCYPART_SIBL
(26,8),(26,15),-0.037656 # DEPENDENCYPART_SIBL
(26,8),(26,16),-0.0993782 # DEPENDENCYPART_SIBL
(26,8),(26,17),-0.0203051 # DEPENDENCYPART_SIBL
(26,8),(26,18),0.0246229 # DEPENDENCYPART_SIBL
(26,8),(26,20),0.0116376 # DEPENDENCYPART_SIBL
(26,8),(26,21),-0.0993782 # DEPENDENCYPART_SIBL
(26,8),(26,22),0.0264572 # DEPENDENCYPART_SIBL
(26,8),(26,23),-0.275618 # DEPENDENCYPART_SIBL
(26,8),(26,24),0.147305 # DEPENDENCYPART_SIBL
(26,8),(26,25),-0.037656 # DEPENDENCYPART_SIBL
(26,8),(26,27),-0.0695073 # DEPENDENCYPART_SIBL
(26,8),(26,29),-0.0555412 # DEPENDENCYPART_SIBL
(26,8),(26,30),0.000963208 # DEPENDENCYPART_SIBL
(26,10),(26,11),-0.733407 # DEPENDENCYPART_SIBL
(26,10),(26,13),-0.733407 # DEPENDENCYPART_SIBL
(26,10),(26,14),-0.491496 # DEPENDENCYPART_SIBL
(26,10),(26,15),-0.011924 # DEPENDENCYPART_SIBL
(26,10),(26,16),-0.172192 # DEPENDENCYPART_SIBL
(26,10),(26,17),-0.133625 # DEPENDENCYPART_SIBL
(26,10),(26,18),-0.0296994 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.000167562 # DEPENDENCYPART_SIBL
(26,10),(26,21),-0.172192 # DEPENDENCYPART_SIBL
(26,10),(26,22),-0.733407 # DEPENDENCYPART_SIBL
(26,10),(26,23),-0.491496 # DEPENDENCYPART_SIBL
(26,10),(26,24),0.151899 # DEPENDENCYPART_SIBL
(26,10),(26,25),-0.011924 # DEPENDENCYPART_SIBL
(26,10),(26,27),0.0095993 # DEPENDENCYPART_SIBL
(26,10),(26,29),-0.0485001 # DEPENDENCYPART_SIBL
(26,10),(26,30),0.0277307 # DEPENDENCYPART_SIBL
(26,11),(26,13),-0.730836 # DEPENDENCYPART_SIBL
(26,11),(26,14),-0.488925 # DEPENDENCYPART_SIBL
(26,11),(26,15),-0.00935316 # DEPENDENCYPART_SIBL
(26,11),(26,16),-0.169621 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.128158 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.02381 # DEPENDENCYPART_SIBL
(26,11),(26,20),0.00133002 # DEPENDENCYPART_SIBL
(26,11),(26,21),-0.169621 # DEPENDENCYPART_SIBL
(26,11),(26,22),-0.730836 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.488925 # DEPENDENCYPART_SIBL
(26,11),(26,24),0.153397 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.00935316 # DEPENDENCYPART_SIBL
(26,11),(26,27),0.00851517 # DEPENDENCYPART_SIBL
(26,11),(26,29),-0.0506657 # DEPENDENCYPART_SIBL
(26,11),(26,30),0.0306948 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.489027 # DEPENDENCYPART_SIBL
(26,13),(26,15),-0.00945492 # DEPENDENCYPART_SIBL
(26,13),(26,16),-0.169723 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.128259 # DEPENDENCYPART_SIBL
(26,13),(26,18),-0.0239118 # DEPENDENCYPART_SIBL
(26,13),(26,20),0.00102472 # DEPENDENCYPART_SIBL
(26,13),(26,21),-0.169723 # DEPENDENCYPART_SIBL
(26,13),(26,22),-0.730938 # DEPENDENCYPART_SIBL
(26,13),(26,23),-0.489027 # DEPENDENCYPART_SIBL
(26,13),(26,24),0.153091 # DEPENDENCYPART_SIBL
(26,13),(26,25),-0.00945492 # DEPENDENCYPART_SIBL
(26,13),(26,27),0.00796471 # DEPENDENCYPART_SIBL
(26,13),(26,29),-0.0510126 # DEPENDENCYPART_SIBL
(26,13),(26,30),0.0299408 # DEPENDENCYPART_SIBL
(26,14),(26,15),0.0061672 # DEPENDENCYPART_SIBL
(26,14),(26,16),-0.0107049 # DEPENDENCYPART_SIBL
(26,14),(26,17),0.017721 # DEPENDENCYPART_SIBL
(26,14),(26,18),0.000490793 # DEPENDENCYPART_SIBL
(26,14),(26,20),0.109788 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.0107049 # DEPENDENCYPART_SIBL
(26,14),(26,22),0.0413508 # DEPENDENCYPART_SIBL
(26,14),(26,23),-0.359363 # DEPENDENCYPART_SIBL
(26,14),(26,24),0.206011 # DEPENDENCYPART_SIBL
(26,14),(26,25),0.0061672 # DEPENDENCYPART_SIBL
(26,14),(26,27),0.0030919 # DEPENDENCYPART_SIBL
(26,14),(26,29),-0.0227905 # DEPENDENCYPART_SIBL
(26,14),(26,30),-0.46501 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.129669 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.138827 # DEPENDENCYPART_SIBL
(26,15),(26,18),-0.10206 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.0381692 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.129669 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.0210135 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.341176 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.0856627 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.0748479 # DEPENDENCYPART_SIBL
(26,15),(26,27),-0.0243722 # DEPENDENCYPART_SIBL
(26,15),(26,29),-0.114309 # DEPENDENCYPART_SIBL
(26,15),(26,30),0.00394943 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.155353 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.058189 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.0519413 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.337357 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.00101767 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.110633 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.141043 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0727523 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.0182539 # DEPENDENCYPART_SIBL
(26,16),(26,29),-0.100297 # DEPENDENCYPART_SIBL
(26,16),(26,30),-0.078962 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.0428237 # DEPENDENCYPART_SIBL
(26,17),(26,20),0.0808049 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.0776434 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.0462067 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.317845 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.216207 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.337916 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.00659604 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.1647 # DEPENDENCYPART_SIBL
(26,17),(26,30),-0.0885921 # DEPENDENCYPART_SIBL
(26,18),(26,20),0.0552595 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0514486 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.00385859 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.302443 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.153913 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0132288 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.00718229 # DEPENDENCYPART_SIBL
(26,18),(26,29),-0.0246158 # DEPENDENCYPART_SIBL
(26,18),(26,30),0.0451874 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.0446838 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0145292 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.145371 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0248849 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.219188 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0226219 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.0686431 # DEPENDENCYPART_SIBL
(26,20),(26,30),0.030834 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.00101767 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.110633 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.141043 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0727523 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0182539 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.100297 # DEPENDENCYPART_SIBL
(26,21),(26,30),-0.078962 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.488925 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.153397 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.00935316 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.00851517 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.0506657 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.0306948 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.206011 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0061672 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0030919 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.0227905 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.46501 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.399227 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0338332 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.0261653 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.188207 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0243722 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.114309 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.00394943 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.00935584 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.000812347 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0549939 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.00496138 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0739754 # DEPENDENCYPART_SIBL
(29,24),(29,25),0.205359 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.180805 # DEPENDENCYPART_SIBL
(29,24),(29,28),0.133157 # DEPENDENCYPART_SIBL
(29,24),(29,30),0.0690429 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.0368833 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.0919694 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0173808 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.0383748 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.0406122 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.00215755 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.389202 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0106288 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.105698 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0842195 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0208114 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.227999 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.274857 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.117622 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.174067 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.340068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.5309 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.10936 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.371902 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.254793 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.0826738 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.593644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-0.404656 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),0.890966 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),-0.222123 # DEPENDENCYPART_GRANDPAR
(0,2),(2,29),-0.941185 # DEPENDENCYPART_GRANDPAR
(0,2),(2,30),2.83377 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.704143 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.12673 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.176464 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0329692 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.103139 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.278297 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0674234 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.278921 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.253809 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.247952 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),0.507063 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),1.08663 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.273216 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.190673 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.262978 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.0255294 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.0821084 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.525795 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.43945 # DEPENDENCYPART_GRANDPAR
