# _root_ A_més_a_més_de presó , reclama la clausura de l' empresa durant dos anys , la inhabilitació durant cinc anys per exercir com_a industrial i una multa .
#goldHeads=4,1,1,0,6,4,6,9,7,6,12,10,6,15,6,15,18,16,15,19,20,21,6,25,6,4,
#predictedHeads=4,1,1,0,6,4,6,9,7,4,12,10,6,15,6,15,18,16,4,19,20,21,6,25,6,4,
(4,9),(9,23),0.223109 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),0.439958 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-1.21677 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.611852 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.957187 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.272494 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.15762 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.315868 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.400814 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.416384 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.163677 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.54829 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.0936097 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.435642 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.845368 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0651934 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.065767 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.483166 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.0576463 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.391216 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),0.109301 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),0.270388 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),0.391637 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.161086 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.546922 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.174315 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.064623 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.765421 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.128543 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.20248 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.464993 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.017404 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.340827 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),0.0785605 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.316539 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),0.276845 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),0.433478 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-1.17132 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.55373 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.356606 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.284566 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.720491 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.221215 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.416384 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.120599 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.240907 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.163677 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.0936097 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.00542366 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.266702 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.244696 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.443308 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.146148 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.615598 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.391216 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.109301 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.349015 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),0.391637 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.694755 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.190013 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.283501 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.64971 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),0.197737 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-1.10584 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.568675 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.478408 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.10017 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.174154 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.251741 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.0136913 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.317336 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.109019 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.503852 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),0.220775 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),0.4826 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-1.04113 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.327978 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),0.238816 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),0.6592 # DEPENDENCYPART_GRANDPAR
(4,25),(25,16),-0.0943829 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),-0.0850217 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),0.406684 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.36524 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-1.16404 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.21805 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.34221 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.27161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.239241 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-1.24075 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.433688 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-1.55348 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.639625 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-1.44341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.497816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-1.70269 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.463301 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.359681 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.59468 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.76649 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-1.70475 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.74435 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.29602 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.32389 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.20393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,9),-1.27204 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.584206 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-1.60027 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.81633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.213125 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-1.2409 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.423312 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.873573 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.263073 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.105438 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.260064 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.1365 # DEPENDENCYPART_GRANDPAR
(6,1),(1,26),-2.26761 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.59956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.454484 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.55325 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.01801 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.00042 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.78349 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.332434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0338268 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.308996 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.318484 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.873908 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.97212 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.807117 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.401253 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.475866 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0358517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0205149 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.213391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.112103 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.148524 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.108794 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.189194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.0162849 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.27912 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.425637 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.820189 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-1.43715 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.614321 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.688279 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0203348 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.481868 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.113089 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.215134 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.336931 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.874799 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.971726 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.348693 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.515492 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.447139 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.305031 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.235882 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.18936 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.215843 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.237471 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.0414455 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.437248 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.935387 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.873797 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.971533 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.42038 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.105141 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.351335 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.110444 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.252871 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.131763 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.165237 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.160839 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0203912 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.264029 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.411762 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.877109 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-1.46578 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.294754 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.144647 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0227986 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.463054 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.108614 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.336931 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.0663631 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.327544 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.874799 # DEPENDENCYPART_GRANDPAR
(6,18),(18,7),0.348693 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.0436258 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.0785266 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.188566 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.169629 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0690462 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.196537 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.237471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.0414455 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.331889 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.935387 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.228033 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.0371853 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.172952 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.767622 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.369081 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-1.54914 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-1.09566 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.714815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,10),0.272286 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.0696069 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.159614 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.0513706 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.0354391 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),0.00536276 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.595405 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.340958 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.702572 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-1.4795 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.564351 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.344545 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.680099 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.00579675 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.183362 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.374913 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),1.28158 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-1.45903 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.255229 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.218899 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.254395 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.13152 # DEPENDENCYPART_GRANDPAR
(7,1),(1,26),-2.25533 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.230671 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.74015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.305572 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.975147 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.25093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.55887 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.52917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.0006 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.55978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0316973 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.299401 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.245502 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.349919 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.386488 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.855097 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.757765 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.133525 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.218899 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.117556 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-1.50798 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),1.05158 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.273342 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0495227 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.414839 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.217702 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.390872 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-1.01532 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.976151 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.2507 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.469187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.846695 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.308947 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.333054 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.43223 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.387864 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.554602 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.923348 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.666708 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.200395 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.292565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.766435 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.799019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.895594 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-1.35522 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.807836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.96597 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.31542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.26712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.40107 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.51832 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.04548 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.12078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.128308 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.21822 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.588717 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-1.23632 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.224571 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-1.38978 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.242511 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.183635 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.401405 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.694474 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-1.40195 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.604162 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.17454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.77188 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-1.25255 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.704342 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-1.28379 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.280335 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.364866 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0415164 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-1.23002 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.484623 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.339149 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.451966 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-1.02131 # DEPENDENCYPART_GRANDPAR
(9,1),(1,26),-2.18685 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.471094 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.723642 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.476065 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.554062 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.505089 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.684626 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.65187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.250449 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.886913 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.03649 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.111332 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.57906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.280826 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.43682 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.894465 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.766689 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0858312 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.39039 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.177444 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.259816 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.557039 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.0707 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.27334 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.551091 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.922442 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.5003 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.138546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.19949 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.165233 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.255167 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.393404 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.171727 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.463352 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.974288 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.0697 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.27315 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.549844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.583565 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.404489 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0923066 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0734421 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.107619 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.204552 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.316755 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.150665 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.387861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.437858 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.916002 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-1.35689 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.111158 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.154019 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.000852705 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.79067 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.250246 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.557039 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.271639 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.520008 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-1.0707 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.551091 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.522034 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.124216 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.137755 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.151976 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0858432 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.498787 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.393404 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.171727 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.455737 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.974288 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.517808 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.170293 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.368999 # DEPENDENCYPART_GRANDPAR
