# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,6,6,27,0,27,
(16,6),(16,18),0.00408266 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0604287 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.129665 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0240294 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.139337 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0136322 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.312728 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0481878 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.140182 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00166886 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00322077 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00761879 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0122062 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.105517 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00580615 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.432447 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.234397 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.298065 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0318246 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0263583 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0550519 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0101965 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00370812 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00833408 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0279853 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.146135 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0116111 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.124962 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00872004 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.126982 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0723352 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.120932 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0287431 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0166 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0450896 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00262331 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0334569 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0670821 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0405043 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0235226 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0351402 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0102326 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0805253 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00049339 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0872591 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.235226 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.596688 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.25931 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0712877 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.226306 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0210932 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0795799 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0230123 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0493162 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0460953 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0647494 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0119367 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0457541 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0543172 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0193629 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.062202 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00656814 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0165517 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0840127 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0987555 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.00199255 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.433234 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.156376 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.946345 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0480955 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0154814 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.127419 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.433792 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0526372 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0658372 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.105308 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.148272 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.237176 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.031719 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0186618 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.041283 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0197779 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0725912 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0553544 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0710106 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.00100354 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.00146568 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0777444 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.00849561 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0412372 # DEPENDENCYPART_SIBL
(19,5),(19,27),-0.0284331 # DEPENDENCYPART_SIBL
(19,5),(19,28),-0.00868995 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0821572 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.316802 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.122947 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0254055 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0509942 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.132619 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.00467409 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0567757 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.121763 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.00941286 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.31035 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0218173 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.106964 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0133796 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0154173 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.166281 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.00908673 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.00815532 # DEPENDENCYPART_SIBL
(19,11),(19,28),0.0248273 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.146852 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0699826 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0157597 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.140801 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0522004 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.000305136 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.0809959 # DEPENDENCYPART_SIBL
(19,13),(19,28),0.156213 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.037617 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0294942 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.047689 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0166562 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0107003 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.00963245 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.00965381 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0471174 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0548812 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0668005 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.121278 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.013115 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.169772 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0274813 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0341118 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0311772 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0537489 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.00378668 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0139453 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0107048 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.000237106 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0124975 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0177382 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0253026 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.0258206 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0606802 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.0105546 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0553115 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.035137 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0456827 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0158739 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0475563 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0031374 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0263607 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0456827 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0158739 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0475563 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0031374 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0263607 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.00774369 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.182503 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.206436 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0265313 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0781479 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0650564 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.00543347 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0552995 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0392583 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0215896 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.361209 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.102157 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0429725 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.763173 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.0918948 # DEPENDENCYPART_SIBL
(21,1),(21,27),0.0268264 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0730335 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0495144 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0592213 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.131145 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.0219474 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.359508 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0552086 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0335269 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.386914 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0877298 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.150734 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.191427 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.218177 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0879916 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.121028 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00314597 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.170558 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0206318 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0716499 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.010588 # DEPENDENCYPART_SIBL
(22,20),(22,28),0.0299936 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.029041 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0350309 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0139106 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0237317 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0211166 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0245723 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.109598 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0171671 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0168675 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0353467 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0775425 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.00989576 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0936503 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.0340142 # DEPENDENCYPART_SIBL
(22,27),(22,28),0.0704295 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0366686 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0263653 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0452896 # DEPENDENCYPART_SIBL
(26,1),(26,6),0.203966 # DEPENDENCYPART_SIBL
(26,1),(26,14),0.0701397 # DEPENDENCYPART_SIBL
(26,1),(26,28),0.120409 # DEPENDENCYPART_SIBL
(26,6),(26,14),-0.0392412 # DEPENDENCYPART_SIBL
(26,6),(26,28),0.109743 # DEPENDENCYPART_SIBL
(26,14),(26,28),0.000754523 # DEPENDENCYPART_SIBL
(27,1),(27,3),0.029666 # DEPENDENCYPART_SIBL
(27,1),(27,4),0.12256 # DEPENDENCYPART_SIBL
(27,1),(27,5),0.0937067 # DEPENDENCYPART_SIBL
(27,1),(27,6),0.0839233 # DEPENDENCYPART_SIBL
(27,1),(27,8),0.0313888 # DEPENDENCYPART_SIBL
(27,1),(27,9),0.0423106 # DEPENDENCYPART_SIBL
(27,1),(27,10),-0.0977606 # DEPENDENCYPART_SIBL
(27,1),(27,11),0.0422421 # DEPENDENCYPART_SIBL
(27,1),(27,14),0.0285739 # DEPENDENCYPART_SIBL
(27,1),(27,16),0.0104039 # DEPENDENCYPART_SIBL
(27,1),(27,17),-0.0977606 # DEPENDENCYPART_SIBL
(27,1),(27,18),0.0937067 # DEPENDENCYPART_SIBL
(27,1),(27,19),0.026057 # DEPENDENCYPART_SIBL
(27,1),(27,20),0.0423107 # DEPENDENCYPART_SIBL
(27,1),(27,21),0.0295126 # DEPENDENCYPART_SIBL
(27,1),(27,22),0.0328921 # DEPENDENCYPART_SIBL
(27,1),(27,23),0.0422926 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.193673 # DEPENDENCYPART_SIBL
(27,1),(27,25),-0.418855 # DEPENDENCYPART_SIBL
(27,1),(27,26),0.12256 # DEPENDENCYPART_SIBL
(27,1),(27,28),-0.0847338 # DEPENDENCYPART_SIBL
(27,3),(27,4),0.0274142 # DEPENDENCYPART_SIBL
(27,3),(27,5),-0.0311105 # DEPENDENCYPART_SIBL
(27,3),(27,6),-0.072913 # DEPENDENCYPART_SIBL
(27,3),(27,8),-0.744486 # DEPENDENCYPART_SIBL
(27,3),(27,9),-0.192756 # DEPENDENCYPART_SIBL
(27,3),(27,10),-0.0497699 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.192818 # DEPENDENCYPART_SIBL
(27,3),(27,14),-0.749629 # DEPENDENCYPART_SIBL
(27,3),(27,16),-0.764292 # DEPENDENCYPART_SIBL
(27,3),(27,17),-0.0497699 # DEPENDENCYPART_SIBL
(27,3),(27,18),-0.0311105 # DEPENDENCYPART_SIBL
(27,3),(27,19),-0.752261 # DEPENDENCYPART_SIBL
(27,3),(27,20),-0.192756 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.118918 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.75012 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.192769 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.0609332 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.525796 # DEPENDENCYPART_SIBL
(27,3),(27,26),0.0274142 # DEPENDENCYPART_SIBL
(27,3),(27,28),-0.000916144 # DEPENDENCYPART_SIBL
(27,4),(27,5),0.406983 # DEPENDENCYPART_SIBL
(27,4),(27,6),-0.0430598 # DEPENDENCYPART_SIBL
(27,4),(27,8),-0.0561048 # DEPENDENCYPART_SIBL
(27,4),(27,9),-0.0781398 # DEPENDENCYPART_SIBL
(27,4),(27,10),0.0103609 # DEPENDENCYPART_SIBL
(27,4),(27,11),-0.0783129 # DEPENDENCYPART_SIBL
(27,4),(27,14),-0.0648142 # DEPENDENCYPART_SIBL
(27,4),(27,16),-0.079442 # DEPENDENCYPART_SIBL
(27,4),(27,17),0.0103609 # DEPENDENCYPART_SIBL
(27,4),(27,18),0.406983 # DEPENDENCYPART_SIBL
(27,4),(27,19),-0.0678689 # DEPENDENCYPART_SIBL
(27,4),(27,20),-0.0781403 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.00431446 # DEPENDENCYPART_SIBL
(27,4),(27,22),-0.0660695 # DEPENDENCYPART_SIBL
(27,4),(27,23),-0.0781547 # DEPENDENCYPART_SIBL
(27,4),(27,24),-0.0716667 # DEPENDENCYPART_SIBL
(27,4),(27,25),-0.203891 # DEPENDENCYPART_SIBL
(27,4),(27,26),-0.409748 # DEPENDENCYPART_SIBL
(27,4),(27,28),0.342701 # DEPENDENCYPART_SIBL
(27,5),(27,6),0.00958051 # DEPENDENCYPART_SIBL
(27,5),(27,8),-0.0132633 # DEPENDENCYPART_SIBL
(27,5),(27,9),-0.0803333 # DEPENDENCYPART_SIBL
(27,5),(27,10),0.412982 # DEPENDENCYPART_SIBL
(27,5),(27,11),-0.0803961 # DEPENDENCYPART_SIBL
(27,5),(27,14),-0.0286898 # DEPENDENCYPART_SIBL
(27,5),(27,16),-0.0420944 # DEPENDENCYPART_SIBL
(27,5),(27,17),0.412982 # DEPENDENCYPART_SIBL
(27,5),(27,18),-0.0895013 # DEPENDENCYPART_SIBL
(27,5),(27,19),-0.0300151 # DEPENDENCYPART_SIBL
(27,5),(27,20),-0.0803333 # DEPENDENCYPART_SIBL
(27,5),(27,21),-0.135045 # DEPENDENCYPART_SIBL
(27,5),(27,22),-0.0341933 # DEPENDENCYPART_SIBL
(27,5),(27,23),-0.0805139 # DEPENDENCYPART_SIBL
(27,5),(27,24),-0.0816993 # DEPENDENCYPART_SIBL
(27,5),(27,25),-0.373046 # DEPENDENCYPART_SIBL
(27,5),(27,26),-0.02797 # DEPENDENCYPART_SIBL
(27,5),(27,28),-0.0194493 # DEPENDENCYPART_SIBL
(27,6),(27,8),-0.0633272 # DEPENDENCYPART_SIBL
(27,6),(27,9),-0.115002 # DEPENDENCYPART_SIBL
(27,6),(27,10),-0.00799482 # DEPENDENCYPART_SIBL
(27,6),(27,11),-0.115175 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.0728161 # DEPENDENCYPART_SIBL
(27,6),(27,16),-0.087444 # DEPENDENCYPART_SIBL
(27,6),(27,17),-0.00799482 # DEPENDENCYPART_SIBL
(27,6),(27,18),0.090766 # DEPENDENCYPART_SIBL
(27,6),(27,19),-0.0758709 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.115002 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.198778 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.0740631 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.115017 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.0889305 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.231094 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.455237 # DEPENDENCYPART_SIBL
(27,6),(27,28),0.0117571 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.209385 # DEPENDENCYPART_SIBL
(27,8),(27,10),-0.0658309 # DEPENDENCYPART_SIBL
(27,8),(27,11),-0.209447 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.764557 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.779221 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.0658309 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.0522787 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.76719 # DEPENDENCYPART_SIBL
(27,8),(27,20),-0.209385 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.140635 # DEPENDENCYPART_SIBL
(27,8),(27,22),-0.765049 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.209398 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.0740232 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.543191 # DEPENDENCYPART_SIBL
(27,8),(27,26),0.0160766 # DEPENDENCYPART_SIBL
(27,8),(27,28),-0.0420154 # DEPENDENCYPART_SIBL
(27,9),(27,10),0.108647 # DEPENDENCYPART_SIBL
(27,9),(27,11),-0.0235166 # DEPENDENCYPART_SIBL
(27,9),(27,14),-0.0311873 # DEPENDENCYPART_SIBL
(27,9),(27,16),-0.0468651 # DEPENDENCYPART_SIBL
(27,9),(27,17),0.108647 # DEPENDENCYPART_SIBL
(27,9),(27,18),0.00318656 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.0338199 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.0234542 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.0678944 # DEPENDENCYPART_SIBL
(27,9),(27,22),-0.0314369 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.023467 # DEPENDENCYPART_SIBL
(27,9),(27,24),0.0156601 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.2112 # DEPENDENCYPART_SIBL
(27,9),(27,26),0.00202227 # DEPENDENCYPART_SIBL
(27,9),(27,28),-0.0251645 # DEPENDENCYPART_SIBL
(27,10),(27,11),0.0146032 # DEPENDENCYPART_SIBL
(27,10),(27,14),0.00543242 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.0202651 # DEPENDENCYPART_SIBL
(27,10),(27,17),-0.0233578 # DEPENDENCYPART_SIBL
(27,10),(27,18),0.0180963 # DEPENDENCYPART_SIBL
(27,10),(27,19),-0.00349061 # DEPENDENCYPART_SIBL
(27,10),(27,20),0.0146717 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.0158739 # DEPENDENCYPART_SIBL
(27,10),(27,22),0.00823473 # DEPENDENCYPART_SIBL
(27,10),(27,23),0.0146573 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.00535668 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.352587 # DEPENDENCYPART_SIBL
(27,10),(27,26),-0.00667875 # DEPENDENCYPART_SIBL
(27,10),(27,28),-0.00770704 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.0311874 # DEPENDENCYPART_SIBL
(27,11),(27,16),-0.0468652 # DEPENDENCYPART_SIBL
(27,11),(27,17),0.1087 # DEPENDENCYPART_SIBL
(27,11),(27,18),0.00318645 # DEPENDENCYPART_SIBL
(27,11),(27,19),-0.0338201 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.0234544 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.0678945 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.0314371 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.0234671 # DEPENDENCYPART_SIBL
(27,11),(27,24),0.0156599 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.2112 # DEPENDENCYPART_SIBL
(27,11),(27,26),0.00202215 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.0258395 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.761827 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.0462154 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.023742 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.749796 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.189915 # DEPENDENCYPART_SIBL
(27,14),(27,21),-0.114009 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.747654 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.189928 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.0604886 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.527474 # DEPENDENCYPART_SIBL
(27,14),(27,26),0.0311328 # DEPENDENCYPART_SIBL
(27,14),(27,28),0.0138608 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.052918 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.0338862 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.756498 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.196618 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.122517 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.754357 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.196632 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.0650755 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.529927 # DEPENDENCYPART_SIBL
(27,16),(27,26),0.01602 # DEPENDENCYPART_SIBL
(27,16),(27,28),-0.018766 # DEPENDENCYPART_SIBL
(27,17),(27,18),0.0180963 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.00349061 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.0146717 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.0158739 # DEPENDENCYPART_SIBL
(27,17),(27,22),0.00823473 # DEPENDENCYPART_SIBL
(27,17),(27,23),0.0146573 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.00535668 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.352587 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.00667875 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.00770704 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.0300151 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.0803333 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.135045 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0341933 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0805139 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.0816993 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.373046 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.02797 # DEPENDENCYPART_SIBL
(27,18),(27,28),-0.0194493 # DEPENDENCYPART_SIBL
