# _root_ Una persona va morir a Barcelona i una altra a Tarragona , sense que hagi transcendit en quin hospital , perquè encara no s' ha formalitzat la denúncia .
#goldHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
#predictedHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
(26,9),(26,20),-0.323019 # DEPENDENCYPART_SIBL
(26,9),(26,21),-0.0738532 # DEPENDENCYPART_SIBL
(26,9),(26,22),0.0872666 # DEPENDENCYPART_SIBL
(26,9),(26,23),0.178275 # DEPENDENCYPART_SIBL
(26,9),(26,24),0.142844 # DEPENDENCYPART_SIBL
(26,9),(26,25),0.165653 # DEPENDENCYPART_SIBL
(26,9),(26,28),-0.0840057 # DEPENDENCYPART_SIBL
(26,9),(26,29),-0.0233322 # DEPENDENCYPART_SIBL
(26,10),(26,12),-0.273588 # DEPENDENCYPART_SIBL
(26,10),(26,13),-0.071949 # DEPENDENCYPART_SIBL
(26,10),(26,14),-0.467684 # DEPENDENCYPART_SIBL
(26,10),(26,15),0.0225008 # DEPENDENCYPART_SIBL
(26,10),(26,16),0.0134057 # DEPENDENCYPART_SIBL
(26,10),(26,17),-0.0371221 # DEPENDENCYPART_SIBL
(26,10),(26,19),0.0278678 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.273588 # DEPENDENCYPART_SIBL
(26,10),(26,21),0.026745 # DEPENDENCYPART_SIBL
(26,10),(26,22),0.0244725 # DEPENDENCYPART_SIBL
(26,10),(26,23),0.0173359 # DEPENDENCYPART_SIBL
(26,10),(26,24),0.329971 # DEPENDENCYPART_SIBL
(26,10),(26,25),0.137934 # DEPENDENCYPART_SIBL
(26,10),(26,28),-0.01492 # DEPENDENCYPART_SIBL
(26,10),(26,29),0.00203251 # DEPENDENCYPART_SIBL
(26,12),(26,13),0.0262691 # DEPENDENCYPART_SIBL
(26,12),(26,14),0.515511 # DEPENDENCYPART_SIBL
(26,12),(26,15),0.155194 # DEPENDENCYPART_SIBL
(26,12),(26,16),0.106349 # DEPENDENCYPART_SIBL
(26,12),(26,17),0.124438 # DEPENDENCYPART_SIBL
(26,12),(26,19),0.0392142 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.361012 # DEPENDENCYPART_SIBL
(26,12),(26,21),0.783566 # DEPENDENCYPART_SIBL
(26,12),(26,22),0.108158 # DEPENDENCYPART_SIBL
(26,12),(26,23),0.0137417 # DEPENDENCYPART_SIBL
(26,12),(26,24),-0.139414 # DEPENDENCYPART_SIBL
(26,12),(26,25),0.251189 # DEPENDENCYPART_SIBL
(26,12),(26,28),0.0197804 # DEPENDENCYPART_SIBL
(26,12),(26,29),-0.472036 # DEPENDENCYPART_SIBL
(26,13),(26,14),-0.456161 # DEPENDENCYPART_SIBL
(26,13),(26,15),-0.0179691 # DEPENDENCYPART_SIBL
(26,13),(26,16),-0.0269697 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.105346 # DEPENDENCYPART_SIBL
(26,13),(26,19),0.0187128 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.289031 # DEPENDENCYPART_SIBL
(26,13),(26,21),0.0275662 # DEPENDENCYPART_SIBL
(26,13),(26,22),0.00353814 # DEPENDENCYPART_SIBL
(26,13),(26,23),0.0456699 # DEPENDENCYPART_SIBL
(26,13),(26,24),0.248628 # DEPENDENCYPART_SIBL
(26,13),(26,25),0.0770097 # DEPENDENCYPART_SIBL
(26,13),(26,28),-0.0840905 # DEPENDENCYPART_SIBL
(26,13),(26,29),-0.019565 # DEPENDENCYPART_SIBL
(26,14),(26,15),0.309814 # DEPENDENCYPART_SIBL
(26,14),(26,16),0.162428 # DEPENDENCYPART_SIBL
(26,14),(26,17),0.0916878 # DEPENDENCYPART_SIBL
(26,14),(26,19),0.167285 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.55095 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.514117 # DEPENDENCYPART_SIBL
(26,14),(26,22),0.145231 # DEPENDENCYPART_SIBL
(26,14),(26,23),0.228015 # DEPENDENCYPART_SIBL
(26,14),(26,24),0.275599 # DEPENDENCYPART_SIBL
(26,14),(26,25),0.321943 # DEPENDENCYPART_SIBL
(26,14),(26,28),0.0635898 # DEPENDENCYPART_SIBL
(26,14),(26,29),-0.517067 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.0196167 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.111155 # DEPENDENCYPART_SIBL
(26,15),(26,19),0.00455658 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.121051 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.00945084 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.0382442 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.0261209 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.0277509 # DEPENDENCYPART_SIBL
(26,15),(26,25),-0.239857 # DEPENDENCYPART_SIBL
(26,15),(26,28),0.0734542 # DEPENDENCYPART_SIBL
(26,15),(26,29),0.0135583 # DEPENDENCYPART_SIBL
(26,16),(26,17),-0.170328 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.014732 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.144289 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.0333678 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.0166438 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.00539603 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.00874358 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.292941 # DEPENDENCYPART_SIBL
(26,16),(26,28),-0.0178992 # DEPENDENCYPART_SIBL
(26,16),(26,29),0.0268359 # DEPENDENCYPART_SIBL
(26,17),(26,19),0.0106851 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.341437 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.0170069 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.0187871 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0436177 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.338721 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0931302 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.0116403 # DEPENDENCYPART_SIBL
(26,17),(26,29),0.00768908 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.487882 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.062607 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0277519 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.1028 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0867555 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.127867 # DEPENDENCYPART_SIBL
(26,19),(26,28),0.00342778 # DEPENDENCYPART_SIBL
(26,19),(26,29),0.0347741 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.783566 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.108158 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0137417 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.139414 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.251189 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0197804 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.472036 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.153551 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.219315 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.29504 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.199522 # DEPENDENCYPART_SIBL
(26,21),(26,28),0.0700341 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.154761 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.110833 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.211307 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.236647 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0629115 # DEPENDENCYPART_SIBL
(26,22),(26,29),0.0279198 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.327086 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.258815 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.0691975 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.0119968 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.667084 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.10563 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.107448 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0731388 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.267486 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.0347927 # DEPENDENCYPART_SIBL
(28,4),(28,17),0.0166034 # DEPENDENCYPART_SIBL
(28,4),(28,22),0.1662 # DEPENDENCYPART_SIBL
(28,4),(28,25),0.0194078 # DEPENDENCYPART_SIBL
(28,4),(28,26),0.168578 # DEPENDENCYPART_SIBL
(28,4),(28,27),0.240454 # DEPENDENCYPART_SIBL
(28,17),(28,22),0.0920451 # DEPENDENCYPART_SIBL
(28,17),(28,25),0.0593498 # DEPENDENCYPART_SIBL
(28,17),(28,26),0.0621874 # DEPENDENCYPART_SIBL
(28,17),(28,27),0.133388 # DEPENDENCYPART_SIBL
(28,22),(28,25),0.204095 # DEPENDENCYPART_SIBL
(28,22),(28,26),0.177932 # DEPENDENCYPART_SIBL
(28,22),(28,27),-0.0611375 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.176057 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.210461 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.240961 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.849949 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.770489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.270042 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.17542 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.47803 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.499113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.854156 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.17827 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.470045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0843622 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.167254 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.136805 # DEPENDENCYPART_GRANDPAR
(0,3),(3,29),2.3008 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.904718 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.55861 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.520437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.247984 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.213865 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.234297 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.116861 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.420423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.267249 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.297708 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.310034 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.93739 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.436974 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.100041 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.0781334 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.817149 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.457004 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.180881 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),0.276909 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),-0.213101 # DEPENDENCYPART_GRANDPAR
(0,4),(4,29),2.57265 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.260202 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.521549 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0974702 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.392706 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.264137 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.616001 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.279294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0549367 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.478323 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-1.11603 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.246566 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.141929 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.417728 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.0901778 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-1.04338 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),0.0864142 # DEPENDENCYPART_GRANDPAR
(0,9),(9,28),-0.426014 # DEPENDENCYPART_GRANDPAR
(0,9),(9,29),2.21716 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.8928 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),1.57614 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.325704 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.159671 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.36352 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.437736 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.477628 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.525982 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.698688 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.225062 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.747795 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-1.12047 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0754329 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.222134 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.109857 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.830684 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.50208 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.0833603 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.209078 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),0.249079 # DEPENDENCYPART_GRANDPAR
(0,16),(16,28),-0.216862 # DEPENDENCYPART_GRANDPAR
(0,16),(16,29),2.54311 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-1.01773 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.66593 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.573019 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.810239 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.5979 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.656319 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.583935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.147481 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.537467 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0412343 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.392888 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.271284 # DEPENDENCYPART_GRANDPAR
(2,3),(3,29),-1.62965 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.537503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.547865 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.400142 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.083045 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0274525 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.114375 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.255563 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.212065 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.0219842 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.133713 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.974109 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.155658 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.217088 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.182894 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.429815 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.0264543 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),0.0251784 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.769851 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-0.330532 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-1.01135 # DEPENDENCYPART_GRANDPAR
(2,4),(4,29),-1.5873 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0198978 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0530177 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0257886 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.149516 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.228966 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0610861 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.180773 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0209848 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.357513 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.0511878 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0695207 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-1.05839 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.351136 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.42777 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.406365 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.639312 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.502987 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.131981 # DEPENDENCYPART_GRANDPAR
(2,9),(9,26),-0.541307 # DEPENDENCYPART_GRANDPAR
(2,9),(9,28),-1.15934 # DEPENDENCYPART_GRANDPAR
(2,9),(9,29),-1.64692 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.190487 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.82467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.467084 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.28861 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.39889 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.820204 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.33068 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.00404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.354769 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.58409 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.571791 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.552509 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.51871 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.706583 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.529611 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.301572 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-1.05774 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.103946 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.710446 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.429567 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.559789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-1.0095 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.669926 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.623485 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.878934 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.811552 # DEPENDENCYPART_GRANDPAR
(3,4),(4,29),-1.73323 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0883773 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.326506 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0724663 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.416472 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0911431 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.347107 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.525463 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.672789 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0865452 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.101452 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.416472 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0911431 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-1.07669 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.334486 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.284564 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-1.32567 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.982185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.294992 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.215303 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.603116 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.258096 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.379244 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.486662 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.168624 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.342688 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.179127 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.210771 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.357972 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.668628 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.514846 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.951762 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.622982 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.699146 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.568538 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.823244 # DEPENDENCYPART_GRANDPAR
(3,16),(16,28),-0.72275 # DEPENDENCYPART_GRANDPAR
(3,16),(16,29),-1.68413 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.669731 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.157002 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.06676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.6644 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.10304 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.129088 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.072405 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.47585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.57454 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.917738 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.654826 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.997186 # DEPENDENCYPART_GRANDPAR
(4,3),(3,29),-2.32931 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.599994 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.230749 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.307845 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.176136 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.507154 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.297693 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.146348 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0109816 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.133433 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0427173 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.424999 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.252274 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.562334 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.0201063 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.0746138 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.286104 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.294027 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.207453 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.078665 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.00310573 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0571698 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.372411 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.388319 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.595677 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.570829 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.0199333 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.162509 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0634194 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.48796 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.487174 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-0.100133 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),0.139933 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-1.42815 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.251928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,7),0.111834 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.375147 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.778589 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.457965 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.176136 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.507154 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.641595 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.754993 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.203993 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.231261 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.429472 # DEPENDENCYPART_GRANDPAR
