# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
(2,7),(7,10),-0.430613 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.451088 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.537292 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.206792 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.209324 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.179111 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.103493 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.156835 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.355338 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.235658 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.157806 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.208806 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.515489 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.206798 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-1.05439 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.0792154 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.263514 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.45286 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.348112 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.191536 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.398021 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.486729 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.46205 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.426464 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.321572 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.902391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.227045 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0890305 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.204256 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.00689691 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.267115 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.459579 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.20285 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.199999 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.425649 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.468537 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.167689 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.232984 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.512723 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.511817 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.41663 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.527448 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.347117 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.88305 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.364788 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.375484 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.70549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.705115 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.937757 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.922729 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.774338 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.18498 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.113 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.22534 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.13042 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.714067 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.823596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.314396 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.897069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0120943 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0641124 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0456834 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.206133 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.335037 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.797037 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.18119 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.758756 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.888236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0190843 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.166064 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0387423 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.458569 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.220494 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.143011 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.359343 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.330194 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.388214 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.398647 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.0121821 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.619918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.548508 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.273926 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.59058 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.480883 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.790275 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0237865 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.501754 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.237339 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.00465361 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.511561 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.414864 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.630781 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0881488 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.320879 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0557488 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.483764 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.365383 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.543007 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.697658 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.672148 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.91646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0350224 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0992243 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0433086 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0390886 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.441051 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.140672 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.529014 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.324711 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.581826 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.600831 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.632646 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.647951 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.607442 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.374974 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0635211 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.389001 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.237038 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.308009 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.560363 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.584312 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.126654 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.649246 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.170233 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-1.05319 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0544305 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0464895 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.467437 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.571092 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.497261 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.19239 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.380582 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.365938 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.25237 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.221301 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.758755 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.861936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0435223 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.174339 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.00868542 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.174679 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.54843 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.296561 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.197916 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.436909 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.205071 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.25493 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.00877091 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.610588 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.540897 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.294879 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.585018 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.471553 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.776555 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.145213 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.446842 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.348843 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.581268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0268492 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.418339 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.105896 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.91008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.872184 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.26906 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.5526 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.37068 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.42276 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.42301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.455438 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0538529 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.91136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.88305 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.17445 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.1929 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.33356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.20379 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.58037 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.36542 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.33241 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.43162 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.47651 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.97951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.891516 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.26875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.573714 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.484436 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.464131 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.619778 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-1.26754 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.865833 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.199452 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.151263 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.93006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.442424 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.457977 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.22589 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.960799 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.40719 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.874892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.421648 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.1428 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.45141 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-2.02327 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.78189 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.202392 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.327467 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.94485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.421566 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.1717 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.32273 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.17871 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.07191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.143676 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.589753 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.284346 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.443696 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.245757 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.274804 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.531034 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.52343 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.586473 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.574945 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.316728 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.71268 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.815267 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.540781 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-1.19619 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.497348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.462973 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0860247 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.393132 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.17802 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.257446 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.251823 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.913829 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.01517 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.920844 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.04437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.560347 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.00908487 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.506539 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.727694 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.363488 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.14941 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.416381 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.41928 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.365927 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.836027 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.512987 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.00937236 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.170341 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0351831 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0466654 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.294074 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.300648 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.431856 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.180107 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.381385 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-1.30483 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0743516 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),1.10278 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.107821 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.146958 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.188189 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.374365 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.996956 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.733348 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.253286 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.72301 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),1.21242 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.199475 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.21261 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.145874 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.34017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.241296 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.835285 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.60492 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.999595 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.686145 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.090391 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.701684 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.30286 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.6137 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),1.10284 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.168662 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0459539 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.193565 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0348697 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.196306 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.72894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.699369 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.908479 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.963453 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.84255 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.396476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.136845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.370872 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0495787 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.034345 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.00992923 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.127052 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.101139 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.166421 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.144178 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0602973 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.163298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0441006 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.732959 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.536885 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.720473 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.549354 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.0412 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.360289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.176678 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.122232 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.288579 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.147138 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.192104 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0625892 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0344841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.121042 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.674008 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.230055 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0524944 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.20505 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.190589 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.465618 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.375297 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0458552 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.13935 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0405645 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0427708 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.00570496 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.915164 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.555432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,10),0.129571 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.12713 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.179916 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.032395 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.314978 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.152286 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.0243971 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.330014 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.198676 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.02748 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.586636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.00148015 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.215408 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.021369 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0269252 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0981654 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.256181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.16732 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.390428 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.216757 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.789849 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.794158 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.02699 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.806624 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.42969 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.607736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.0511544 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.285037 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.104691 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.147387 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0379246 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0315675 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0436518 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.211196 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.166939 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.0785786 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.345442 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.653941 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.216357 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.795421 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.605213 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.0709594 # DEPENDENCYPART_GRANDPAR
