# _root_ A_més_del catàleg , coincidint amb el lliurament dels premis , el dia_6_de_juny s' inaugurarà a Igualada l' exposició que reunirà les obres seleccionades .
#goldHeads=14,1,4,14,4,7,5,7,8,4,12,14,14,0,14,15,18,14,20,18,22,20,22,14,
#predictedHeads=14,1,1,14,4,7,5,7,8,4,12,14,14,0,14,15,18,14,20,18,22,20,22,14,
(4,12),(12,14),0.0824459 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.187075 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.292296 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.0636058 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.057 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-1.48349 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.592579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.295616 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.174089 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.426058 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.14286 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.00719394 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.237556 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.0404409 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.313392 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.284173 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.318918 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.315482 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.155762 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.0775011 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.0953886 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-1.07678 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.54088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,11),-0.296915 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.198654 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0170452 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.0129323 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),0.0222815 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.648679 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.274777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,8),-0.0873864 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.431963 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.060497 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.478589 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-2.08204 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.021658 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.0494341 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.0601314 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-1.1883 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-1.057 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-1.48349 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.593823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.301518 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),-0.420525 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.0064008 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.23788 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),0.038657 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.101055 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.285055 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.310793 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.108914 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.270444 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-1.02312 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.0780071 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.0933486 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-1.09103 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.330294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,17),0.425828 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-1.64956 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.0670784 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.121596 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-1.21801 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0365196 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0850716 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.197921 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.40344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,10),-0.947326 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.7251 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.051986 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.329839 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.150937 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.48207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.196171 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.799719 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.578779 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.03285 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.587372 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.809172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.024 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.760032 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.20253 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.987585 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.79927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.490978 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.125711 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.679875 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.0621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.2083 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.630927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.2042 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.274736 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.25493 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0490401 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.262828 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.328348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0652811 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.0818309 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.0635563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.149953 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.411794 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.908808 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.711012 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),1.48427 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.371542 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.182327 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.286265 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.16387 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.185253 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.679877 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),1.20752 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0397547 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.267047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.343255 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0612604 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.102943 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.0486491 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.128841 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.900128 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.00680431 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0750551 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.230807 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.134596 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.203619 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0597289 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.26019 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.788103 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.048 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.2976 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.636741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.72014 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0395791 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.333425 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0674389 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.442328 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.176728 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.00821564 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.224653 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.341968 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.122544 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.291861 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.093508 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.517371 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.989112 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.15029 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.172097 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.384108 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.290288 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.169268 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.134927 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.52611 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.5293 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.38068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.39756 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.33563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.439949 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-1.36754 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.643908 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.534956 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.540739 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.46918 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-1.56573 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.648997 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-1.60345 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-1.29404 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.761148 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.60304 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.34242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-1.38125 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.788496 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.520223 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.590137 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.549955 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.474992 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.314466 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.266274 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.573459 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.953744 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-1.71466 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.355136 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.465931 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.276286 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.368707 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.66237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.684487 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.00151 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.04673 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.798832 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.910463 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.942224 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.31087 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.945332 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.17579 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.79753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.56505 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.383495 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.484085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.115669 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.58857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.592235 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.927706 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.957386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.749538 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.775514 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.85636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.5451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.649147 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.226 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.888467 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.160873 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.232636 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0606393 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.090617 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0964008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.08949 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.926348 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0609457 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0497989 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.151272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0206523 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.408206 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.170465 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.261602 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.899748 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.162548 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0215257 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0962426 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.117347 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0791087 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.39103 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.146249 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.3114 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.28481 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.21033 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.46607 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.686763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.181594 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0228589 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0499583 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.232638 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0302199 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.45638 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0891358 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.321081 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.25947 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.0334401 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.110241 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.280815 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.912374 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.07591 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0787545 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0783905 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.351412 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.293936 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0984086 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.08949 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-1.04626 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),0.12955 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0373 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.111594 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.69785 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-1.72966 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.184133 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.285662 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.370401 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.918235 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-1.3114 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-1.28481 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-1.21033 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-1.46607 # DEPENDENCYPART_GRANDPAR
(7,20),(20,8),0.192915 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.0668893 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.226994 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.0279191 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.104982 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.0404269 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.374235 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.950561 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.317871 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.247816 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.116203 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.282109 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.934315 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-1.04142 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.686617 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-1.34689 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.328791 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.365501 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.90357 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.315899 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.326102 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-1.02686 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.330528 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.261319 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.273295 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.162543 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.817256 # DEPENDENCYPART_GRANDPAR
(8,1),(1,24),-1.43376 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.288259 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.26938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-0.94943 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.14053 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.00720254 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0128524 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0206842 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.29833 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.222744 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.180869 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.354323 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.64333 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.485078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.0702178 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.784649 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.213623 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.402858 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.229746 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.376635 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.05878 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.19797 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.32784 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.03015 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.28932 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.523006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.875708 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.173831 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-1.01603 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0488248 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0319869 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.39382 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.102827 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.334928 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.399902 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.479927 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.594694 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.678256 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.18152 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.795623 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.127896 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.149288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.283984 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.286656 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.328135 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.196124 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0316667 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.03408 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.609312 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-1.49799 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),1.30608 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.89005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.195695 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.307937 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0866697 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.402262 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.105413 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.25819 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.50316 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.573212 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.15081 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.972839 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.854625 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.0223369 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.33079 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.729455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.402224 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.404035 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0415923 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.389522 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.307727 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0862803 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0939933 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.296008 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.00260494 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.210443 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.667661 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.838415 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.263794 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.136088 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.151453 # DEPENDENCYPART_GRANDPAR
