# _root_ I és que , si l' antiga estratègia de l' Acord_d'_Ajuria_Enea va néixer del consens i de la concertació , aquesta d' ara ha vist la llum sota el signe de la confrontació entre les majories i les minories .
#goldHeads=2,0,25,13,13,8,8,13,8,11,9,13,25,13,14,14,14,19,17,13,25,21,22,25,2,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
#predictedHeads=2,0,13,13,13,8,8,13,8,11,9,13,2,13,14,14,14,19,17,25,25,21,22,25,19,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
(19,27),(27,22),0.227692 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.0508385 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.122354 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.552551 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.445957 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.332281 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.364561 # DEPENDENCYPART_GRANDPAR
(19,27),(27,33),-0.453364 # DEPENDENCYPART_GRANDPAR
(19,27),(27,34),-0.422445 # DEPENDENCYPART_GRANDPAR
(19,27),(27,36),-0.610986 # DEPENDENCYPART_GRANDPAR
(19,27),(27,37),-0.424304 # DEPENDENCYPART_GRANDPAR
(19,27),(27,39),-0.567466 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.634297 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.114028 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.895396 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.194183 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.332058 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),-0.317459 # DEPENDENCYPART_GRANDPAR
(19,28),(28,34),-0.417986 # DEPENDENCYPART_GRANDPAR
(19,39),(39,31),-0.307932 # DEPENDENCYPART_GRANDPAR
(19,39),(39,34),-0.199769 # DEPENDENCYPART_GRANDPAR
(19,39),(39,35),-0.317739 # DEPENDENCYPART_GRANDPAR
(19,39),(39,37),-0.389753 # DEPENDENCYPART_GRANDPAR
(19,39),(39,38),0.696815 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.160378 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0856249 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.00253516 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.446843 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),-0.665379 # DEPENDENCYPART_GRANDPAR
(21,14),(14,31),-1.03261 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.194094 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.130106 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.615373 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.439764 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.665257 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.861707 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.745923 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.733329 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.494972 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.0459174 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.073642 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.00242747 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.100694 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.295701 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.576451 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-1.04402 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-0.708789 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-0.633835 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.413185 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-0.299842 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.801154 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-1.00993 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.815507 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.666676 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.752011 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.926579 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.776864 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.312796 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.533231 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.57075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.0435691 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.17933 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.178734 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.132933 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.180647 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.2401 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.367499 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-0.397571 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-0.425457 # DEPENDENCYPART_GRANDPAR
(21,25),(25,36),-0.399481 # DEPENDENCYPART_GRANDPAR
(21,25),(25,37),-0.485822 # DEPENDENCYPART_GRANDPAR
(21,25),(25,39),-0.300723 # DEPENDENCYPART_GRANDPAR
(21,25),(25,40),-1.0188 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.616439 # DEPENDENCYPART_GRANDPAR
(21,27),(27,22),0.120083 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.114194 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.12494 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.0779323 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.218826 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.192435 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.243977 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.354831 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),-0.428141 # DEPENDENCYPART_GRANDPAR
(21,27),(27,36),-0.359534 # DEPENDENCYPART_GRANDPAR
(21,27),(27,37),-0.410117 # DEPENDENCYPART_GRANDPAR
(21,27),(27,39),-0.25822 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.110859 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.0354927 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.489538 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.282315 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.393029 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.445375 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-0.511003 # DEPENDENCYPART_GRANDPAR
(21,30),(30,23),-0.11415 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),-0.0777898 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.128506 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.23959 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.2321 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.356188 # DEPENDENCYPART_GRANDPAR
(21,30),(30,34),-0.416929 # DEPENDENCYPART_GRANDPAR
(21,30),(30,36),-0.360891 # DEPENDENCYPART_GRANDPAR
(21,30),(30,37),-0.413052 # DEPENDENCYPART_GRANDPAR
(21,30),(30,39),-0.259577 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.252666 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.22437 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.271419 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.274202 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),0.234871 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.338151 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.170161 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.184637 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),0.0410028 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.3368 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.180568 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.331953 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.0603517 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.253175 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.336042 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.025569 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.260843 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),0.141266 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),0.135532 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.48442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.242477 # DEPENDENCYPART_GRANDPAR
(22,13),(13,24),-0.988116 # DEPENDENCYPART_GRANDPAR
(22,13),(13,25),-0.973489 # DEPENDENCYPART_GRANDPAR
(22,13),(13,27),-0.999045 # DEPENDENCYPART_GRANDPAR
(22,13),(13,28),-0.893273 # DEPENDENCYPART_GRANDPAR
(22,13),(13,30),-0.987956 # DEPENDENCYPART_GRANDPAR
(22,13),(13,33),-1.16185 # DEPENDENCYPART_GRANDPAR
(22,13),(13,34),-0.65076 # DEPENDENCYPART_GRANDPAR
(22,13),(13,36),-1.00771 # DEPENDENCYPART_GRANDPAR
(22,13),(13,37),-0.915477 # DEPENDENCYPART_GRANDPAR
(22,13),(13,39),-0.910918 # DEPENDENCYPART_GRANDPAR
(22,13),(13,40),-1.96178 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.86241 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.542578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.0863597 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.20949 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-1.06852 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-1.26767 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.874872 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-1.23004 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.984383 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.69152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.524666 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0428844 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0279706 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.0128775 # DEPENDENCYPART_GRANDPAR
(22,24),(24,40),-1.1165 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-1.15301 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-1.20472 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-1.06812 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-1.2674 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.874659 # DEPENDENCYPART_GRANDPAR
(22,25),(25,8),-1.14137 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-1.15311 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-1.19595 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-1.22532 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.671887 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-1.13752 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.18844 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.872667 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-1.15017 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.984116 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.912241 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.703931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.503326 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.0225575 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.0456596 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.0358694 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.0366419 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.0129701 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),-0.207056 # DEPENDENCYPART_GRANDPAR
(22,25),(25,34),0.226169 # DEPENDENCYPART_GRANDPAR
(22,25),(25,36),-0.0459426 # DEPENDENCYPART_GRANDPAR
(22,25),(25,37),-0.0387124 # DEPENDENCYPART_GRANDPAR
(22,25),(25,39),0.0494455 # DEPENDENCYPART_GRANDPAR
(22,25),(25,40),-1.08031 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.693365 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.627763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.574053 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.0428302 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.616501 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.176139 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.256996 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),0.0412144 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),-0.436821 # DEPENDENCYPART_GRANDPAR
(22,27),(27,34),0.102212 # DEPENDENCYPART_GRANDPAR
(22,27),(27,36),-0.278537 # DEPENDENCYPART_GRANDPAR
(22,27),(27,37),-0.0223338 # DEPENDENCYPART_GRANDPAR
(22,27),(27,39),-0.180565 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.346198 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.130971 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.21125 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.17195 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.0817904 # DEPENDENCYPART_GRANDPAR
(22,28),(28,33),-0.357759 # DEPENDENCYPART_GRANDPAR
(22,28),(28,34),0.0470648 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.014313 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.218219 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.79275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.810938 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-1.06548 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-1.27377 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-1.31531 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-1.03573 # DEPENDENCYPART_GRANDPAR
(23,24),(24,3),-0.999273 # DEPENDENCYPART_GRANDPAR
(23,24),(24,4),-1.13311 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-0.96167 # DEPENDENCYPART_GRANDPAR
(23,24),(24,13),-0.964322 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.979171 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.775579 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.09667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.343124 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.441203 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.539705 # DEPENDENCYPART_GRANDPAR
(23,24),(24,40),-0.684758 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.273436 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.230574 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.0921597 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),0.644742 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),-0.0917501 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),0.11264 # DEPENDENCYPART_GRANDPAR
(24,2),(2,9),-0.275835 # DEPENDENCYPART_GRANDPAR
(24,2),(2,12),-0.114498 # DEPENDENCYPART_GRANDPAR
(24,2),(2,13),-0.304255 # DEPENDENCYPART_GRANDPAR
(24,2),(2,16),-0.358473 # DEPENDENCYPART_GRANDPAR
(24,2),(2,20),0.163698 # DEPENDENCYPART_GRANDPAR
(24,2),(2,21),-0.530697 # DEPENDENCYPART_GRANDPAR
(24,2),(2,24),-2.26073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,2),(2,25),-0.893132 # DEPENDENCYPART_GRANDPAR
(24,2),(2,40),-2.27769 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-0.211126 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.732476 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),0.0936793 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.398417 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.369803 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.180144 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),-0.350666 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.283475 # DEPENDENCYPART_GRANDPAR
(24,13),(13,1),-0.311505 # DEPENDENCYPART_GRANDPAR
(24,13),(13,2),-0.553019 # DEPENDENCYPART_GRANDPAR
(24,13),(13,3),-1.22113 # DEPENDENCYPART_GRANDPAR
(24,13),(13,4),-0.270057 # DEPENDENCYPART_GRANDPAR
(24,13),(13,5),0.925542 # DEPENDENCYPART_GRANDPAR
(24,13),(13,6),-0.210149 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),-0.118007 # DEPENDENCYPART_GRANDPAR
(24,13),(13,8),-0.148193 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-0.329553 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.858918 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.345973 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.436506 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.309394 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),-0.224907 # DEPENDENCYPART_GRANDPAR
(24,13),(13,16),-0.461792 # DEPENDENCYPART_GRANDPAR
(24,13),(13,17),-0.199318 # DEPENDENCYPART_GRANDPAR
(24,13),(13,19),-0.253611 # DEPENDENCYPART_GRANDPAR
(24,13),(13,20),0.119804 # DEPENDENCYPART_GRANDPAR
(24,13),(13,21),-0.498761 # DEPENDENCYPART_GRANDPAR
(24,13),(13,22),-0.142543 # DEPENDENCYPART_GRANDPAR
(24,13),(13,23),0.109682 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-2.24301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,25),-0.875408 # DEPENDENCYPART_GRANDPAR
(24,13),(13,27),-1.16854 # DEPENDENCYPART_GRANDPAR
(24,13),(13,28),-0.954675 # DEPENDENCYPART_GRANDPAR
(24,13),(13,30),-1.29566 # DEPENDENCYPART_GRANDPAR
(24,13),(13,33),-1.12165 # DEPENDENCYPART_GRANDPAR
(24,13),(13,34),-0.843173 # DEPENDENCYPART_GRANDPAR
(24,13),(13,36),-1.24414 # DEPENDENCYPART_GRANDPAR
(24,13),(13,37),-1.32685 # DEPENDENCYPART_GRANDPAR
(24,13),(13,39),-1.17683 # DEPENDENCYPART_GRANDPAR
(24,13),(13,40),-2.2601 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.553367 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.214844 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.099843 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.96431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.605911 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-1.02995 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.791544 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.167568 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.0124426 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.86563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,1),-1.34885 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-1.53581 # DEPENDENCYPART_GRANDPAR
(24,25),(25,3),-2.13986 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-1.54649 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-0.593823 # DEPENDENCYPART_GRANDPAR
(24,25),(25,8),-1.06365 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-1.30416 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-1.34928 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-1.47214 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.85128 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.3061 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-1.36351 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.844265 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.34042 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.29063 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.52164 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.693734 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.853661 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.905418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,27),-0.215075 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.26089 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.349272 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.36315 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),-0.160595 # DEPENDENCYPART_GRANDPAR
(24,25),(25,34),-0.252937 # DEPENDENCYPART_GRANDPAR
(24,25),(25,36),-0.28347 # DEPENDENCYPART_GRANDPAR
(24,25),(25,37),-0.30461 # DEPENDENCYPART_GRANDPAR
(24,25),(25,39),-0.220926 # DEPENDENCYPART_GRANDPAR
(24,25),(25,40),-1.1784 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-0.366394 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.223839 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.578101 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.967993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,26),0.407231 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.238537 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.204778 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.100316 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.0232363 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-0.23482 # DEPENDENCYPART_GRANDPAR
(24,27),(27,36),-0.152534 # DEPENDENCYPART_GRANDPAR
(24,27),(27,37),-0.0392662 # DEPENDENCYPART_GRANDPAR
(24,27),(27,39),-0.0839269 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.295025 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.0250873 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.976154 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.117963 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.277761 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),0.0682177 # DEPENDENCYPART_GRANDPAR
(24,28),(28,34),-0.178987 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),-0.47381 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.548318 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.183263 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),0.470004 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),0.0223208 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),-0.0771631 # DEPENDENCYPART_GRANDPAR
(25,2),(2,9),-0.542039 # DEPENDENCYPART_GRANDPAR
(25,2),(2,12),-0.378394 # DEPENDENCYPART_GRANDPAR
(25,2),(2,13),-0.219105 # DEPENDENCYPART_GRANDPAR
(25,2),(2,16),-0.272648 # DEPENDENCYPART_GRANDPAR
(25,2),(2,20),0.115018 # DEPENDENCYPART_GRANDPAR
(25,2),(2,21),-0.440254 # DEPENDENCYPART_GRANDPAR
(25,2),(2,24),-0.122175 # DEPENDENCYPART_GRANDPAR
(25,2),(2,25),-1.61086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,2),(2,40),-1.82446 # DEPENDENCYPART_GRANDPAR
(25,3),(3,1),-0.507743 # DEPENDENCYPART_GRANDPAR
(25,3),(3,4),-0.787047 # DEPENDENCYPART_GRANDPAR
(25,3),(3,5),-0.0775713 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-0.535191 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),-0.227542 # DEPENDENCYPART_GRANDPAR
(25,5),(5,8),-0.335364 # DEPENDENCYPART_GRANDPAR
(25,5),(5,9),-0.577789 # DEPENDENCYPART_GRANDPAR
(25,5),(5,14),-0.372552 # DEPENDENCYPART_GRANDPAR
(25,8),(8,1),-0.492716 # DEPENDENCYPART_GRANDPAR
(25,8),(8,2),-0.428153 # DEPENDENCYPART_GRANDPAR
(25,8),(8,3),-1.80796 # DEPENDENCYPART_GRANDPAR
(25,8),(8,4),-0.696616 # DEPENDENCYPART_GRANDPAR
(25,8),(8,5),0.171458 # DEPENDENCYPART_GRANDPAR
(25,8),(8,6),0.856555 # DEPENDENCYPART_GRANDPAR
(25,8),(8,7),0.0170931 # DEPENDENCYPART_GRANDPAR
(25,8),(8,9),-0.256554 # DEPENDENCYPART_GRANDPAR
(25,8),(8,11),-0.00785683 # DEPENDENCYPART_GRANDPAR
(25,8),(8,12),-0.343337 # DEPENDENCYPART_GRANDPAR
(25,8),(8,13),0.0188487 # DEPENDENCYPART_GRANDPAR
(25,8),(8,14),-0.0796554 # DEPENDENCYPART_GRANDPAR
(25,8),(8,16),-0.0201062 # DEPENDENCYPART_GRANDPAR
(25,8),(8,17),0.0736324 # DEPENDENCYPART_GRANDPAR
(25,8),(8,19),0.101875 # DEPENDENCYPART_GRANDPAR
(25,8),(8,21),-0.354494 # DEPENDENCYPART_GRANDPAR
(25,8),(8,23),0.103266 # DEPENDENCYPART_GRANDPAR
(25,8),(8,25),-1.19342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,8),(8,27),-0.318304 # DEPENDENCYPART_GRANDPAR
(25,8),(8,28),-0.255753 # DEPENDENCYPART_GRANDPAR
(25,8),(8,34),-0.423448 # DEPENDENCYPART_GRANDPAR
