# _root_ Com_a factor normalitzador hi ha el fet que el gruix d' atestats penals , que fan els Mossos_d'_Esquadra , entra als jutjats en llengua catalana .
#goldHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,20,23,24,5,
#predictedHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,22,23,24,5,
(20,9),(20,15),0.656978 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.0996665 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.389452 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0114804 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0890099 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0489583 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0083894 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.017504 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0253573 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.0221443 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.132388 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.00272567 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.729627 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.175611 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.492721 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.704592 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0417525 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.135198 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.737817 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.492721 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0346622 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.00682498 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.0798276 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0207145 # DEPENDENCYPART_SIBL
(20,10),(20,25),6.41962e-05 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.0236907 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0164827 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0815241 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.39366 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.504102 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0251513 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.137152 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0159141 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.39366 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.00932766 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0144477 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0578177 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0234693 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0443239 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.017807 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.174688 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.491797 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.703669 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0426759 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.134275 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.736893 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.491797 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0114413 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0169091 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0513769 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0307986 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.00884449 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.00805539 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.192993 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.254957 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0193695 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.167989 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0288793 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.192993 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0372641 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0388553 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.00415104 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0510853 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0554286 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0269087 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.12405 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.135035 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0955207 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0180815 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.385973 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0400645 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.042124 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0321318 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0615745 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0576272 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.531416 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.27787 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0223133 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0385622 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.493135 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0669955 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.012884 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.150065 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0309332 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0304154 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.519132 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0722793 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0115746 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.119 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0338324 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0168758 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.03735 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0028831 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.00284448 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0666477 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0254734 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.128337 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0107722 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.018522 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0184012 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0325267 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0360684 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.1282 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.492597 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0452186 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00879503 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0838686 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0226897 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.00425082 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.00492976 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0400645 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.042124 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0321318 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0615745 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0576272 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.531416 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0213848 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0882484 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.00545011 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0368389 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0424137 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0668342 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.226419 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0453892 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0412906 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0537992 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0493834 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0443618 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0529396 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0555504 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0126996 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.32264 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.130835 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0309801 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.136606 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0380353 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.106152 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.08578 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.114094 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0349533 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.000706569 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.854673 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.355316 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0857232 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.00815989 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.332941 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0744673 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0396066 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0570322 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.0190896 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.0132904 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0735529 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.105147 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.155997 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0927113 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.030405 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0683364 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0388092 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0212773 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.00135522 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0391922 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0419205 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0557257 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.163022 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0169129 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0201568 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0186494 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0106594 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.00421929 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.360212 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0031799 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.033991 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0114286 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0794141 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.845131 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0836967 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.434442 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.801514 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.606752 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.557809 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),2.18958 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.35428 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.912866 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0346082 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.841485 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.233989 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.532309 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.122913 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.367025 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.623842 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.347103 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.574899 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.740387 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.0312757 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.1588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),2.43587 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.43469 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0251855 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.462819 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.73068 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.281914 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.823951 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.353711 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.275473 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.499415 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.186838 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.423135 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.480921 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.858066 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.374192 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.588602 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.101957 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.194015 # DEPENDENCYPART_GRANDPAR
(0,7),(7,25),-0.308547 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),2.48637 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.11459 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.554408 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.755681 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0407299 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.980886 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.744265 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.316629 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.679179 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.466506 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.407688 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-1.04241 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-1.59647 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.647337 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.543402 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.810668 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0705326 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.138138 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.179341 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),2.47648 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),1.21678 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.94782 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.0295451 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.630445 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.812785 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.0910185 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.919617 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.680437 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.265711 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.581384 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.416226 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.366662 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-1.03233 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-1.51575 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.356397 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.502843 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.764836 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.983389 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0255917 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.705457 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.186055 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.4475 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.232114 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),2.43147 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.0333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.29239 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.149121 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.378035 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.680633 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.792045 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.0088 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.17912 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.241235 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.895744 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.348533 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-1.22574 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-1.22811 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.962763 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-2.21276 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.15162 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.471084 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.543717 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.621371 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.00344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.378012 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.15201 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.191115 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.494362 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.611088 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.868112 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.574462 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.94995 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.55445 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-1.28231 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-1.1468 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-1.08732 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-1.38403 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),-2.29482 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-1.11082 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.538058 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.469134 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.427269 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.569765 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.608032 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.69337 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.85191 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.28457 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-2.31793 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.328688 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0191478 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.011546 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-1.08248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0436265 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.333448 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.57507 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.867986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.192605 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.115268 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.103862 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-1.01987 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.194659 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.243404 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.00504626 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.209218 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.437704 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.325111 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.0589484 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.450439 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-1.58082 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.35092 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.153021 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.49539 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.200013 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.62228 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-1.29607 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.36087 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.219223 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.457936 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.328129 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.0280664 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.355034 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.351495 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.404591 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.49313 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.283386 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.65419 # DEPENDENCYPART_GRANDPAR
(2,7),(7,25),-0.81317 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-1.52312 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.420781 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.177078 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.402141 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.34933 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.538109 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.186442 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.662262 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0772853 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.764692 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.199906 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.24148 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.467024 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.376502 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.0226063 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.381738 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.360562 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.410052 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.520434 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.296571 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.682246 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.861542 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-1.52212 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-1.48657 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.717825 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.37751 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.178416 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0666298 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.314795 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.07757 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.275587 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.239616 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0888608 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0487558 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.341433 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.274648 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.463704 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.543764 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.443094 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-1.57204 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.204417 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.463689 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.0463352 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.0755084 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.564741 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.277052 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.0581685 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.378455 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.371379 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.161729 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.0313897 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.206265 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.398409 # DEPENDENCYPART_GRANDPAR
