# _root_ Sonaven molt bé , sens dubte , però el volum sonor no està de més en aquesta mena d' exhibicions de la música barroca .
#goldHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
#predictedHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
(0,3),(3,7),-0.337389 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0533922 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.209013 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.681193 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.40765 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.05299 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.163428 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.814928 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.11135 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.160027 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.564575 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0846819 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.671083 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0101703 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.495447 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.501882 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0269246 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.561129 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0655821 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.242475 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.439118 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.235387 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.237537 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.133358 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.241646 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),2.66625 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.54829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.00845523 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0192396 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.299321 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.197966 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0198814 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.311927 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.807142 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.156594 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.370094 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.11739 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.335321 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.0307661 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.375789 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.148073 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.471028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.622553 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0506522 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.432217 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.11855 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.270625 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0539657 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.10442 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.252377 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.405349 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),0.0204033 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),0.0119427 # DEPENDENCYPART_GRANDPAR
(1,5),(5,25),-1.02954 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.321768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.626127 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0534122 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0174117 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.518237 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0771689 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.00588145 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.0209456 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.122809 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.347473 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-1.11272 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.123105 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.111883 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.344531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.611273 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.0385584 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.00470565 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.50012 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.174021 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.137272 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.104565 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.115473 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.220764 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.33658 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),0.159677 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.20771 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.0625062 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.071082 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),0.128593 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.057223 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-0.293399 # DEPENDENCYPART_GRANDPAR
(1,10),(10,25),-1.09015 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.173596 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.242257 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.452972 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.420984 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.079716 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.316913 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.116701 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.206473 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.260538 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.0851287 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.363461 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),0.00305925 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),0.0015348 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.131772 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.235881 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),0.178127 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),0.00596934 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.638545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.582148 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.0432879 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.340837 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.256512 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.0775463 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.519563 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0208228 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.380601 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.0636831 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.30298 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.495423 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.067893 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.376039 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),0.0532015 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.0912008 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.0779448 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.0782709 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.284793 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.561473 # DEPENDENCYPART_GRANDPAR
(1,13),(13,24),-0.242134 # DEPENDENCYPART_GRANDPAR
(1,13),(13,25),-1.06841 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.435514 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.180722 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.0180516 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),0.0705613 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),0.0740906 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.109344 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.434999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,5),0.352242 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),0.516419 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.0668143 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.633631 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),0.128642 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.0926652 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),0.147934 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.313371 # DEPENDENCYPART_GRANDPAR
(1,16),(16,25),-1.02239 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.343026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,14),0.246676 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.264685 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),0.290192 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.144516 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),0.108832 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.0609635 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.093282 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.518118 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.313285 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-1.11354 # DEPENDENCYPART_GRANDPAR
(1,23),(23,19),0.209177 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.251911 # DEPENDENCYPART_GRANDPAR
(1,23),(23,24),-0.277908 # DEPENDENCYPART_GRANDPAR
(1,23),(23,25),-1.11888 # DEPENDENCYPART_GRANDPAR
(1,24),(24,14),0.155083 # DEPENDENCYPART_GRANDPAR
(1,24),(24,22),-0.474971 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.57963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.538894 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.0407 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.02985 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.701968 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.983325 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.848004 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.87755 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.0617 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.706981 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.1698 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.928363 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.23727 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.159 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.44118 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.31969 # DEPENDENCYPART_GRANDPAR
(2,1),(1,25),-1.37211 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.735581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.327413 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.286158 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0688916 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.270039 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.254527 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.378468 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.178386 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.01015 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.776628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.258431 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.180831 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.163378 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.246414 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.131103 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0101792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.00419285 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.307154 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.315736 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.519948 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.639964 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.234462 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.236069 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-1.09701 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.904192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.136647 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.184959 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.310871 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.15037 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.127585 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0324824 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.57494 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0234998 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.388875 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0798479 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.372146 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.270712 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.415911 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.343212 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.28433 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.481435 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.304608 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.632543 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.52473 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.647672 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.389397 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.53498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.654076 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.947194 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.845849 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.740283 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.953471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.10304 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.907963 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.74573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.152299 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.254228 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.1707 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0584268 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.106657 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.102799 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.17201 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.319722 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.498012 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.675261 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.11383 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.903177 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.775941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.173634 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.153882 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.126955 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.132014 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.00455122 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.276723 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.216476 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-0.628171 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.104847 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.147912 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.1899 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.916442 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.845715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.185109 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.266769 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.252227 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.00666404 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0708318 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.561885 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.104344 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.326121 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.215167 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.380134 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.179084 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.397982 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.283353 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.332504 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.394531 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.364289 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.529666 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.533524 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-0.684793 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.256102 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.337662 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.549419 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.317339 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.329709 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.325754 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0721033 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0599214 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.394363 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.90535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.332612 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.03166 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.02402 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.594741 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.992705 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.496635 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.979315 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.911582 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.05924 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.11834 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.0242 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.951904 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-1.78194 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.25633 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.111897 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.397476 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.79966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.916093 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.937147 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.828094 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0526229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.38425 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.79966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.218805 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.916084 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.937056 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.828074 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.846371 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.16019 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.732255 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.866974 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.713712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.05048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.113391 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.278292 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.239232 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.108889 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0917739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.92465 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.578603 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.164722 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.16025 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.732324 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.867043 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.713781 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.05322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.153884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.198617 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.647884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.105986 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.20556 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.093546 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0632306 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0360975 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.181526 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.271389 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.135289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.140673 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.050988 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.913069 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0660829 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.274639 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.278777 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.2536 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.744178 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.87942 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.707366 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.02389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.589683 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0866675 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.107719 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.679945 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.329253 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.195491 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.596509 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.404176 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.118256 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.147275 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.167718 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.414492 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.172011 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.481619 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.0645974 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.0432503 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.957833 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.1115 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.02638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,8),-0.0843017 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.75622 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0571493 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.104928 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.439974 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.2142 # DEPENDENCYPART_GRANDPAR
