# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,14,22,22,22,18,22,23,4,4,28,0,28,
(14,22),(22,25),-0.221044 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.00748362 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.65618 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.189875 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-0.93718 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.135774 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.245919 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.252898 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.202047 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.461124 # DEPENDENCYPART_GRANDPAR
(14,28),(28,1),-1.54503 # DEPENDENCYPART_GRANDPAR
(14,28),(28,2),-1.88344 # DEPENDENCYPART_GRANDPAR
(14,28),(28,4),-1.66781 # DEPENDENCYPART_GRANDPAR
(14,28),(28,5),-1.3771 # DEPENDENCYPART_GRANDPAR
(14,28),(28,6),-1.70044 # DEPENDENCYPART_GRANDPAR
(14,28),(28,7),-1.50656 # DEPENDENCYPART_GRANDPAR
(14,28),(28,10),-1.17809 # DEPENDENCYPART_GRANDPAR
(14,28),(28,11),-1.27301 # DEPENDENCYPART_GRANDPAR
(14,28),(28,12),-1.12948 # DEPENDENCYPART_GRANDPAR
(14,28),(28,14),-0.741386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,28),(28,15),0.44109 # DEPENDENCYPART_GRANDPAR
(14,28),(28,18),-0.0429737 # DEPENDENCYPART_GRANDPAR
(14,28),(28,19),1.15819 # DEPENDENCYPART_GRANDPAR
(14,28),(28,20),0.101016 # DEPENDENCYPART_GRANDPAR
(14,28),(28,21),-0.102536 # DEPENDENCYPART_GRANDPAR
(14,28),(28,22),0.138187 # DEPENDENCYPART_GRANDPAR
(14,28),(28,23),0.11003 # DEPENDENCYPART_GRANDPAR
(14,28),(28,24),-0.382358 # DEPENDENCYPART_GRANDPAR
(14,28),(28,25),-0.19102 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),0.0942036 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.36403 # DEPENDENCYPART_GRANDPAR
(14,28),(28,29),-0.916189 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.62519 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.356374 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.606315 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.654818 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.494521 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.510598 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.195021 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0653778 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.0441071 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.51418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.537655 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.589397 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-1.02491 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.108148 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0430702 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.16655 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.37342 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.29915 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.999373 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.11189 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.907166 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.780754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.356013 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.198032 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.162133 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.414708 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0667409 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.32732 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.189691 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.276888 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.619673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.99161 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.389696 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.786904 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-1.07627 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.946263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.156242 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.974446 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.103993 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.299351 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.0109949 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.306447 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.551924 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),-0.365522 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.649434 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.139941 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.230498 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0868431 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.63861 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.199598 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.20248 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.27065 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-1.03581 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-1.46665 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-1.08396 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.07627 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-1.37765 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.22291 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.826973 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-1.08549 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.996199 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-1.05855 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.945694 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.858489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.127467 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.0153409 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.161849 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),1.06994 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.196373 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.08453 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.010372 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.0776949 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.294185 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.536616 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.976825 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.349302 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.742599 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.00350292 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.122022 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.250926 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.587771 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.30409 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.587495 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.389476 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.539779 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.394454 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.487643 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.522732 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.57939 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.252121 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.607338 # DEPENDENCYPART_GRANDPAR
(18,2),(2,25),-1.10069 # DEPENDENCYPART_GRANDPAR
(18,2),(2,26),-0.953349 # DEPENDENCYPART_GRANDPAR
(18,2),(2,29),-1.68915 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.561691 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.351589 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.325149 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.242969 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),0.465168 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.512327 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.390732 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.268745 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.0166205 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.369216 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.402662 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0219601 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.69044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.763225 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.876852 # DEPENDENCYPART_GRANDPAR
(18,4),(4,25),-1.20614 # DEPENDENCYPART_GRANDPAR
(18,4),(4,26),-1.05277 # DEPENDENCYPART_GRANDPAR
(18,4),(4,27),-1.4586 # DEPENDENCYPART_GRANDPAR
(18,4),(4,28),-1.04635 # DEPENDENCYPART_GRANDPAR
(18,4),(4,29),-1.77867 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.617503 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.285154 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.313249 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.467752 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.14762 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.749912 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.39014 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.350134 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.166581 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.370715 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.361036 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.112337 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.68507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,20),-0.758672 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.701494 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.872298 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.916277 # DEPENDENCYPART_GRANDPAR
(18,7),(7,25),-1.19465 # DEPENDENCYPART_GRANDPAR
(18,7),(7,26),-1.04517 # DEPENDENCYPART_GRANDPAR
(18,7),(7,27),-1.45405 # DEPENDENCYPART_GRANDPAR
(18,7),(7,28),-1.04179 # DEPENDENCYPART_GRANDPAR
(18,7),(7,29),-1.77127 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.501885 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.370346 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.44976 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0147541 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.567116 # DEPENDENCYPART_GRANDPAR
(18,12),(12,26),-0.889354 # DEPENDENCYPART_GRANDPAR
(18,12),(12,29),-1.63962 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.66598 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.3988 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.631306 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-1.05781 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.126462 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.228621 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.458297 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.476874 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.394407 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.154585 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.344788 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.101337 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.54044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.591767 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.411154 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.707574 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.666683 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-1.09722 # DEPENDENCYPART_GRANDPAR
(18,14),(14,28),-0.877095 # DEPENDENCYPART_GRANDPAR
(18,14),(14,29),-1.67813 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.387528 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.563121 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.118671 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0766824 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.5612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.623951 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.617952 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.740014 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.825613 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0836368 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-1.55989 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.620791 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.751149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.62117 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.147951 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.073178 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.01054 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.355566 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.0739318 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.107378 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),1.16185 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.065587 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.287201 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.400381 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.132876 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.114701 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-1.48686 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-1.24096 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.635699 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-1.48345 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-1.10089 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.55988 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-1.45664 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.94859 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-1.37278 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-1.46241 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-1.11036 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.919364 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.620219 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.45736 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.935598 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.810159 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.704334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),1.8292 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.357938 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.233305 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0189473 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.17729 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.337725 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.0532769 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.596959 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.0825128 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.909433 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.216028 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.21562 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.323586 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.19903 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.311507 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-1.48955 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.732556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),1.7262 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),0.15058 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.308938 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.949871 # DEPENDENCYPART_GRANDPAR
(18,28),(28,1),-1.48686 # DEPENDENCYPART_GRANDPAR
(18,28),(28,2),-1.24091 # DEPENDENCYPART_GRANDPAR
(18,28),(28,4),-1.48355 # DEPENDENCYPART_GRANDPAR
(18,28),(28,5),-1.1009 # DEPENDENCYPART_GRANDPAR
(18,28),(28,6),-1.55989 # DEPENDENCYPART_GRANDPAR
(18,28),(28,7),-1.45672 # DEPENDENCYPART_GRANDPAR
(18,28),(28,10),-1.37279 # DEPENDENCYPART_GRANDPAR
(18,28),(28,11),-1.46242 # DEPENDENCYPART_GRANDPAR
(18,28),(28,12),-1.11037 # DEPENDENCYPART_GRANDPAR
(18,28),(28,14),-0.620223 # DEPENDENCYPART_GRANDPAR
(18,28),(28,15),-0.457372 # DEPENDENCYPART_GRANDPAR
(18,28),(28,18),-0.707457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,28),(28,19),1.78016 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),0.319734 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),0.249939 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.100913 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),0.306412 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),0.0452282 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.299199 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.0463586 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.282824 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.888441 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-1.18145 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-1.08536 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-1.4022 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-1.44745 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-1.75875 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-2.26123 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-1.87583 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-1.51685 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-1.57095 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.835465 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.670232 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-1.00117 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.912458 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.744666 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.79499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.415427 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.796515 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.671964 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-1.37062 # DEPENDENCYPART_GRANDPAR
(20,14),(14,28),-1.31242 # DEPENDENCYPART_GRANDPAR
(20,14),(14,29),-2.05563 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-1.41435 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-1.46173 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-1.00127 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.81542 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.685779 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-1.10776 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-1.06631 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-1.04074 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.272844 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.951624 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.79426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.414096 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.795786 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.670635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.36945 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.61206 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-1.49686 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.31169 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-2.05446 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.68929 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.0800689 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.573452 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.837961 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.757563 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.596903 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-2.59531 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-2.12022 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-2.18442 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-2.55683 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-2.27451 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-2.45135 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-2.11579 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-3.00536 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-2.50877 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-2.54668 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.84586 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.94085 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-2.07734 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-2.0399 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-2.17169 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.43133 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-2.03257 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.84935 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.901544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.206111 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.35487 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.780819 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.457942 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.626834 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-1.00641 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.674656 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-1.20128 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),-0.176302 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.672975 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.496941 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.700073 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.546527 # DEPENDENCYPART_GRANDPAR
(20,28),(28,1),-2.59535 # DEPENDENCYPART_GRANDPAR
(20,28),(28,2),-2.12015 # DEPENDENCYPART_GRANDPAR
(20,28),(28,4),-2.55706 # DEPENDENCYPART_GRANDPAR
(20,28),(28,5),-2.27457 # DEPENDENCYPART_GRANDPAR
(20,28),(28,6),-2.4514 # DEPENDENCYPART_GRANDPAR
(20,28),(28,7),-2.11597 # DEPENDENCYPART_GRANDPAR
(20,28),(28,10),-2.50881 # DEPENDENCYPART_GRANDPAR
(20,28),(28,11),-2.54672 # DEPENDENCYPART_GRANDPAR
(20,28),(28,12),-1.8459 # DEPENDENCYPART_GRANDPAR
(20,28),(28,14),-2.07738 # DEPENDENCYPART_GRANDPAR
(20,28),(28,15),-2.03996 # DEPENDENCYPART_GRANDPAR
(20,28),(28,18),-2.03261 # DEPENDENCYPART_GRANDPAR
(20,28),(28,19),-1.84939 # DEPENDENCYPART_GRANDPAR
(20,28),(28,20),-0.938954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,28),(28,21),-0.191208 # DEPENDENCYPART_GRANDPAR
(20,28),(28,22),-0.0858233 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),-0.420769 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.726106 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.443256 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.40259 # DEPENDENCYPART_GRANDPAR
