# _root_ Their debt will be well under the $ 1 million limit -- on borrowing to acquire , build , or improve a home -- that qualifies for mortgage-interest deductions .
#goldHeads=2,3,0,3,6,4,11,11,8,8,6,13,11,13,20,20,20,20,20,14,20,23,20,13,26,11,26,29,27,3,
#predictedHeads=2,3,0,3,4,4,11,11,8,8,6,4,4,13,16,14,20,20,20,4,20,23,21,23,26,23,26,29,27,3,
(4,4),(4,11),(4,19),0.0171633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,20),-0.023163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,21),-0.00636583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,24),-0.00750862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,26),-0.0157515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,30),-0.0279526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,31),0.0590102 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,13),-0.0885758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,14),-0.145163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,15),-0.0686856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,16),-0.153394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,17),-0.0641519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,18),-0.150841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,19),-0.0641519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,20),-0.0570698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,21),-0.142974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,24),-0.0374417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,26),-0.148132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,30),-0.0488656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,31),-0.193175 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,14),-0.106707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,15),-0.0508744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,16),-0.116081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,17),-0.038191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,18),-0.11427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,19),-0.038191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,20),-0.0575903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,21),-0.102491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,24),-0.112972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,26),-0.109618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,30),-0.163678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,31),-0.0286475 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,15),-0.0682515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,16),-0.0118849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,17),0.0207117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,18),-0.0156224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,19),0.0207117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,20),-0.100997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,21),-0.00193729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,24),0.0187482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,26),-0.00945476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,30),0.0158253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,31),0.0802018 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,16),-0.0959204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,17),-0.0320466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,18),-0.0963982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,19),-0.0320466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,20),-0.0814662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,21),-0.0867502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,24),-0.0528005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,26),-0.0903149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,30),-0.132284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,31),-0.00627574 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,16),(4,17),0.02579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,18),-0.0161592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,19),0.02579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,20),-0.101239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,21),-0.00247416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,24),0.0187482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,26),-0.00999163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,30),0.0186861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,31),0.0868016 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,17),(4,18),-0.153581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,19),-0.10091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,20),-0.105209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,21),-0.14118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,24),-0.075848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,26),-0.146336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,30),-0.0723379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,31),-0.106264 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,18),(4,19),0.021638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,20),-0.100998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,21),-0.00182589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,24),0.0187482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,26),-0.00934335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,30),0.0258958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,31),0.0916472 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,19),(4,20),-0.105209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,19),(4,21),-0.14118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,19),(4,24),-0.075848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,19),(4,26),-0.146336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,19),(4,30),-0.0723379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,19),(4,31),-0.106264 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,20),(4,21),0.0149524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,20),(4,24),0.0312761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,20),(4,26),0.00979638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,20),(4,30),-0.0045498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,20),(4,31),0.0392792 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,21),(4,24),0.0187482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,21),(4,26),-0.00742825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,21),(4,30),0.014663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,21),(4,31),0.076632 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,24),(4,26),-0.148132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,24),(4,30),-0.0488656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,24),(4,31),-0.193175 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,26),(4,30),0.0158253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,26),(4,31),0.0824965 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,30),(4,31),-0.109219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0715449 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.0672081 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0283792 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.0426885 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.0460109 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.00332688 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.132255 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,16),-0.00284263 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,17),-0.103269 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,18),-0.00284354 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,19),-0.103269 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,20),-0.110729 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,21),-0.00284263 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,24),-0.0426885 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,26),-0.00284263 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,30),-0.0813761 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,31),-0.118979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.070487 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0436137 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,12),-0.0483369 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.0656451 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.0591737 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,15),-0.0904293 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,16),-0.0586894 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,17),-0.0724363 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,18),-0.0586903 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,19),-0.0724363 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,20),-0.0871371 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,21),-0.0586894 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,24),-0.0483369 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,26),-0.0586894 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,30),-0.0375208 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,31),-0.118778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,11),-0.0667349 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.0483364 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.0540968 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.0557687 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.0906652 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,16),-0.0552844 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,17),-0.073285 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,18),-0.0552853 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,19),-0.073285 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,20),-0.0881326 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,21),-0.0552844 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,24),-0.0483364 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,26),-0.0552844 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,30),-0.0311064 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,31),-0.130775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,12),-0.0458349 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,13),-0.0503932 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,14),-0.0550624 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,15),-0.0986239 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,16),-0.0545781 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,17),0.0125621 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,18),-0.054579 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,19),0.0125621 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,20),-0.108781 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,21),-0.0545781 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,24),-0.0458349 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,26),-0.0545781 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,30),-0.0792308 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,31),-0.069696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,12),(4,13),-0.0244964 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,14),-0.0963692 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,15),-0.0906106 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,16),-0.095885 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,17),-0.0727001 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,18),-0.0958859 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,19),-0.0727001 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,20),-0.0875435 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,21),-0.095885 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,24),-0.0531434 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,26),-0.095885 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,30),-0.0452532 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,31),-0.0962027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,14),0.00822772 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,15),-0.132255 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,16),0.00871197 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,17),-0.102606 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,18),0.00871106 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,19),-0.102606 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,20),-0.111278 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,21),0.00871197 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,24),-0.0435376 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,26),0.00871197 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,30),-0.0775871 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,31),-0.0998887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,15),-0.104679 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,16),-0.13416 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,17),-0.0669628 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,18),-0.134161 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,19),-0.0669628 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,20),-0.0808006 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,21),-0.13416 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,24),-0.0194199 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,26),-0.13416 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,30),-0.0503152 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,31),-0.0549465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,16),-0.0561681 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,17),-0.0681433 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,18),-0.0561691 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,19),-0.0681433 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,20),-0.0931125 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,21),-0.0561681 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,24),-0.0317418 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,26),-0.0561681 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,30),-0.0196551 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,31),-0.065855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,16),(4,17),-0.0707754 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,18),-0.134107 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,19),-0.0707754 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,20),-0.0808006 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,21),-0.134106 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,24),-0.0194199 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,26),-0.134106 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,30),-0.0503152 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,31),-0.0525666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,17),(4,18),-0.0352513 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,19),-0.0753214 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,20),-0.081512 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,21),-0.03525 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,24),-0.0518897 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,26),-0.03525 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,30),0.00691211 # DEPENDENCYPART_TRISIBL
(4,5),(4,17),(4,31),-0.178936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,18),(4,19),-0.0707754 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,20),-0.0808006 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,21),-0.134106 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,24),-0.0194199 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,26),-0.134106 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,30),-0.0465195 # DEPENDENCYPART_TRISIBL
(4,5),(4,18),(4,31),-0.059058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,19),(4,20),-0.081512 # DEPENDENCYPART_TRISIBL
(4,5),(4,19),(4,21),-0.03525 # DEPENDENCYPART_TRISIBL
(4,5),(4,19),(4,24),-0.0518897 # DEPENDENCYPART_TRISIBL
(4,5),(4,19),(4,26),-0.03525 # DEPENDENCYPART_TRISIBL
(4,5),(4,19),(4,30),0.00691211 # DEPENDENCYPART_TRISIBL
(4,5),(4,19),(4,31),-0.178936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,20),(4,21),-0.0384192 # DEPENDENCYPART_TRISIBL
(4,5),(4,20),(4,24),-0.0527535 # DEPENDENCYPART_TRISIBL
(4,5),(4,20),(4,26),-0.0384192 # DEPENDENCYPART_TRISIBL
(4,5),(4,20),(4,30),-0.0340937 # DEPENDENCYPART_TRISIBL
(4,5),(4,20),(4,31),-0.121898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,21),(4,24),-0.0194199 # DEPENDENCYPART_TRISIBL
(4,5),(4,21),(4,26),-0.134106 # DEPENDENCYPART_TRISIBL
(4,5),(4,21),(4,30),-0.0478992 # DEPENDENCYPART_TRISIBL
(4,5),(4,21),(4,31),-0.0553836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,24),(4,26),-0.095885 # DEPENDENCYPART_TRISIBL
(4,5),(4,24),(4,30),-0.0452532 # DEPENDENCYPART_TRISIBL
(4,5),(4,24),(4,31),-0.0962027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,26),(4,30),-0.0503152 # DEPENDENCYPART_TRISIBL
(4,5),(4,26),(4,31),-0.0538122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,30),(4,31),-0.110952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.0751272 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.057528 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,12),-0.0896253 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,13),-0.0817275 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,14),-0.0894891 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,15),-0.0428204 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,16),-0.0894163 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,17),-0.0672478 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,18),-0.0921285 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,19),-0.0672478 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,20),-0.107367 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,21),-0.0880808 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,24),-0.0896253 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,26),-0.0894112 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,30),-0.0685059 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,31),-0.0815685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,11),-0.0613021 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,12),-0.0852292 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.0966473 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,14),-0.0894404 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0428737 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,16),-0.0893676 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,17),-0.0714881 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,18),-0.0920797 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,19),-0.0714881 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,20),-0.109814 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,21),-0.0880321 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,24),-0.0852292 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,26),-0.0893625 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,30),-0.0802632 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,31),-0.0765617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,12),-0.0933617 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,13),-0.0781783 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,14),-0.0559454 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),-0.068399 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,16),-0.0558747 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,17),-0.0536487 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,18),-0.0585853 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,19),-0.0536487 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,20),-0.10606 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,21),-0.0545372 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,24),-0.0933617 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,26),-0.0558675 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,30),-0.0842526 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,31),-0.0404974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,12),(4,13),-0.0775465 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,14),-0.0349851 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,15),-0.0505822 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,16),-0.0349123 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,17),-0.0763441 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,18),-0.0400434 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,19),-0.0763441 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,20),-0.0958759 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,21),-0.0335768 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,24),-0.115027 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,26),-0.0349072 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,30),-0.0501419 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,31),-0.0940409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,14),-0.109975 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,15),-0.02882 # DEPENDENCYPART_TRISIBL
