# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,3,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(17,13),(17,16),0.0295305 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0581438 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.113305 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0591841 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.120037 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0334517 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.058409 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.101966 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.0167629 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.125224 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0297251 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.029714 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0719512 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.181483 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0426544 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0850827 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0483978 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0427581 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0196062 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.157806 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.115432 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.461581 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0746926 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0273498 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.111839 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0453623 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0587227 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0828747 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0616942 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.00431476 # DEPENDENCYPART_SIBL
(17,15),(17,27),0.0345513 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0746069 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0270127 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.110346 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0438831 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0366823 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0827891 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0616085 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.00103454 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.0355319 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.113346 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.242549 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.166259 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.184124 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.081624 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.130994 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.183828 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.137058 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.234689 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.169087 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0837567 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0696327 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.144975 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.326064 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0807396 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0525717 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.00649992 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.037453 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.101037 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.424562 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.00993026 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.104666 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0662272 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0874874 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.428862 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.00829186 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0763671 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0872373 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.112287 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.0399154 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.143647 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.199863 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.183673 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.254591 # DEPENDENCYPART_SIBL
(17,24),(17,27),0.0302622 # DEPENDENCYPART_SIBL
(17,26),(17,27),0.0575707 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0107284 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0428623 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.067561 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0252878 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0954265 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.182076 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0154252 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0896394 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0472206 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0472303 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.137099 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.11617 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0587891 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0441576 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.180135 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.178213 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.048506 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.13639 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.203213 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.162455 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.706407 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0662446 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.264616 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.310861 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.113717 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.210798 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.209956 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.0893738 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.0521611 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0586448 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0963067 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0786895 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.230031 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0516287 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.114033 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00567827 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.000666334 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.00294608 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.00204954 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.00118389 # DEPENDENCYPART_SIBL
(21,11),(21,27),0.00559459 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0660633 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0917729 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.316777 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0698587 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.124649 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0576821 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0630511 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0463235 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0465237 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0905382 # DEPENDENCYPART_SIBL
(21,12),(21,27),0.031795 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0166457 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.374765 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0178096 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.123835 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0634159 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0766861 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.049372 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0549925 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0770796 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0448671 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.384487 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.00848453 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.114147 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0393121 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0669215 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0396074 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.045228 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0639504 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0342075 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0662446 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.264616 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.310861 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.113717 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.210798 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.209956 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0893738 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0521611 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.235888 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0183592 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0613873 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.00480009 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.00575304 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0558864 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0399042 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.119577 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0443303 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0382281 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0383356 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0199814 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0717554 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.10115 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.132156 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.132282 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.200251 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0794104 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0423112 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0435351 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0119063 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.162783 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.102756 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0631661 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0630786 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0631536 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0773172 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0755001 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0697748 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0435228 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0425336 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.148266 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.143491 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.143491 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.333574 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.338588 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.558267 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.554555 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0868575 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.207823 # DEPENDENCYPART_SIBL
(26,15),(26,16),0.00503967 # DEPENDENCYPART_SIBL
(26,15),(26,18),-0.113347 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.0462874 # DEPENDENCYPART_SIBL
(26,15),(26,20),0.0210845 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.0154285 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.177856 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.066505 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.0109719 # DEPENDENCYPART_SIBL
(26,15),(26,27),-0.0188648 # DEPENDENCYPART_SIBL
(26,16),(26,18),-0.112183 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.0443321 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.0223081 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.0166521 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.176691 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.0676692 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.012136 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.00697493 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.0266209 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.0642774 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.0142268 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.159457 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.137838 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.000134452 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.0593842 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.396379 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.0170019 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0894917 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.226494 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.170841 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.0213006 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.0514364 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.0240085 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0951364 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0504278 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.030033 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0605605 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0229502 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0204762 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.0233703 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.255693 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.158644 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.107418 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0192409 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.055448 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0882075 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.878624 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.589457 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.497154 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.375527 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0452968 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.206585 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.220897 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.113414 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.520578 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.596514 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.388779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.174392 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0578179 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.21803 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0696863 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.361481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.154257 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.124859 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.358476 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.134492 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.12494 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.0787976 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.0735008 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),1.61185 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.718152 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.383495 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.810464 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.330151 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0750496 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.400223 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.367976 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.811219 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.650291 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0966025 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.0661799 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.237514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.144891 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0208037 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.113063 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.102174 # DEPENDENCYPART_GRANDPAR
(0,8),(8,27),1.53207 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.550804 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.626633 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.410507 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.739028 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.2313 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0224726 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.447842 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.118327 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.613277 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-1.00013 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.739164 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.338751 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.354671 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.141088 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.967227 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.226239 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.542037 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.294733 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.0292697 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.109421 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.0301338 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-1.49962 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.369179 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),0.249552 # DEPENDENCYPART_GRANDPAR
(0,17),(17,27),1.63928 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.23394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.881063 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.714934 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.599332 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.558928 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.692237 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.744985 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.842514 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.44755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.130449 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.591547 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.423786 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.39439 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.753467 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.592612 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.62411 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.767325 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.903743 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.510877 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.522451 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.85993 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-1.00092 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.542872 # DEPENDENCYPART_GRANDPAR
(1,3),(3,27),-1.75996 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),-0.160828 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.806175 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.610119 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.525052 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.789424 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.664821 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.744224 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.914365 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.939701 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.6356 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.934858 # DEPENDENCYPART_GRANDPAR
(1,5),(5,27),-1.71024 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.47314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.155973 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.654754 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.382032 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.384237 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.654431 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.654602 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.717973 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-1.13897 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.363671 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.814599 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.804707 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.607886 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.566561 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.82305 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-1.19038 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.678331 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-0.864692 # DEPENDENCYPART_GRANDPAR
(1,6),(6,27),-1.6071 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.478901 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.773019 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.54319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.784104 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.772138 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.728157 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.04884 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.96779 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.937948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.546715 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.112077 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0493146 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.285058 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.277774 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.34348 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.403183 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.554399 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.440479 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.261905 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.512901 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.732077 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.635708 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-1.4391 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.955527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.191308 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.21092 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.276856 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.348861 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.961492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.227408 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.572827 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.169556 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.313838 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.342789 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.451737 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.539803 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.583179 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.553781 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.580633 # DEPENDENCYPART_GRANDPAR
