# _root_ The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''
#goldHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,15,18,19,22,20,22,25,22,28,28,25,3,3,
#predictedHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,17,18,19,22,20,22,25,22,28,28,25,3,3,
(15,8),(15,23),-0.105933 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0650353 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.111867 # DEPENDENCYPART_SIBL
(15,8),(15,29),0.0438843 # DEPENDENCYPART_SIBL
(15,8),(15,30),-0.0536648 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.102081 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0401551 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0284786 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.018845 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0363763 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.00503308 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0340585 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.054576 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0338938 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0141376 # DEPENDENCYPART_SIBL
(15,11),(15,29),0.0678057 # DEPENDENCYPART_SIBL
(15,11),(15,30),0.0316829 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0042378 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0374287 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.057382 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0374074 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0713923 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0314136 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0694437 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0218123 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0497475 # DEPENDENCYPART_SIBL
(15,12),(15,29),0.169292 # DEPENDENCYPART_SIBL
(15,12),(15,30),0.160095 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.166852 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.126037 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.172221 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00909514 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.172257 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00158751 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.20908 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0141679 # DEPENDENCYPART_SIBL
(15,16),(15,29),-0.0176512 # DEPENDENCYPART_SIBL
(15,16),(15,30),0.113164 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0614399 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.471057 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.151943 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.472546 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0360875 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0899002 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.135574 # DEPENDENCYPART_SIBL
(15,17),(15,29),-0.0580001 # DEPENDENCYPART_SIBL
(15,17),(15,30),-0.0625714 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.125613 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.197023 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.100265 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0455882 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.143435 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0427571 # DEPENDENCYPART_SIBL
(15,18),(15,29),-0.0334994 # DEPENDENCYPART_SIBL
(15,18),(15,30),-0.00663162 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.132737 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.472885 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0694692 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0856491 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.113186 # DEPENDENCYPART_SIBL
(15,19),(15,29),-0.0536724 # DEPENDENCYPART_SIBL
(15,19),(15,30),-0.066036 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.267267 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.256098 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.29056 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.188314 # DEPENDENCYPART_SIBL
(15,20),(15,29),-0.265706 # DEPENDENCYPART_SIBL
(15,20),(15,30),-0.348668 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0351627 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.121774 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.159534 # DEPENDENCYPART_SIBL
(15,22),(15,29),-0.0810127 # DEPENDENCYPART_SIBL
(15,22),(15,30),-0.0912894 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.163878 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.45086 # DEPENDENCYPART_SIBL
(15,23),(15,29),-0.0111222 # DEPENDENCYPART_SIBL
(15,23),(15,30),0.175789 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.108322 # DEPENDENCYPART_SIBL
(15,24),(15,29),-0.0547429 # DEPENDENCYPART_SIBL
(15,24),(15,30),0.0786438 # DEPENDENCYPART_SIBL
(15,25),(15,29),-0.10022 # DEPENDENCYPART_SIBL
(15,25),(15,30),-0.0497218 # DEPENDENCYPART_SIBL
(15,29),(15,30),0.64991 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0752201 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00808817 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0383489 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.119746 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.00300381 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.106843 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.116557 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.159322 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0410119 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0446977 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00517126 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0232413 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0790547 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.013752 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0237664 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0343948 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0150116 # DEPENDENCYPART_SIBL
(17,8),(17,25),0.053112 # DEPENDENCYPART_SIBL
(17,8),(17,28),0.00585488 # DEPENDENCYPART_SIBL
(17,8),(17,29),0.0426077 # DEPENDENCYPART_SIBL
(17,8),(17,30),0.0591955 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.136055 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.22271 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0365538 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0937391 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0275059 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0632987 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.129287 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0716465 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.448308 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.00770591 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0741378 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0286531 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.00722609 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.211936 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.0454966 # DEPENDENCYPART_SIBL
(17,9),(17,29),-0.111227 # DEPENDENCYPART_SIBL
(17,9),(17,30),0.0973458 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.164616 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0223504 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.113755 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0724954 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.119019 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.065307 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0159217 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.118231 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0452222 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.021347 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0187261 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0812417 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.444484 # DEPENDENCYPART_SIBL
(17,10),(17,28),0.0424353 # DEPENDENCYPART_SIBL
(17,10),(17,29),-0.0812699 # DEPENDENCYPART_SIBL
(17,10),(17,30),0.0173226 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.115777 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0424412 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0505827 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.121842 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0582562 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0355491 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0584658 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0441661 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0400845 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0294693 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0302645 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0147338 # DEPENDENCYPART_SIBL
(17,11),(17,28),-0.0375262 # DEPENDENCYPART_SIBL
(17,11),(17,29),0.00783944 # DEPENDENCYPART_SIBL
(17,11),(17,30),0.00441724 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.00673918 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0659725 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0150508 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0645186 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0358902 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.170052 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0677736 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0481143 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0907028 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.083771 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0778784 # DEPENDENCYPART_SIBL
(17,12),(17,28),-0.0750136 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.0205987 # DEPENDENCYPART_SIBL
(17,12),(17,30),0.0796429 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00370351 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00391244 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0740102 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0387345 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0482735 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0628105 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0293124 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.138106 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0623135 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0752705 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0265082 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.007218 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.0304553 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0645362 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00791411 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0659139 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0691461 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0518118 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.066227 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0630999 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0487399 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0210509 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.0532449 # DEPENDENCYPART_SIBL
(17,15),(17,29),-0.0387395 # DEPENDENCYPART_SIBL
(17,15),(17,30),-0.0556299 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0456204 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00443599 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00134828 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0428873 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00986131 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.111768 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0789068 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.18977 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.0407458 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0986928 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.00539541 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0611838 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0792773 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.020797 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0912322 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0489115 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0268078 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.10706 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.0764811 # DEPENDENCYPART_SIBL
(17,18),(17,29),0.0333317 # DEPENDENCYPART_SIBL
(17,18),(17,30),0.0696675 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.056093 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.00634465 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.211771 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0263736 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.00145565 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0246369 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.0665876 # DEPENDENCYPART_SIBL
(17,19),(17,29),0.0204833 # DEPENDENCYPART_SIBL
(17,19),(17,30),-0.0334945 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00245625 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0351605 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.015073 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0105775 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.00359486 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.0303902 # DEPENDENCYPART_SIBL
(17,20),(17,29),-0.03001 # DEPENDENCYPART_SIBL
(17,20),(17,30),-0.19683 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0011544 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.098779 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0868955 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.039072 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.0329904 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.0126573 # DEPENDENCYPART_SIBL
(17,21),(17,30),0.0214184 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0123293 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0101788 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0330922 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.0706026 # DEPENDENCYPART_SIBL
(17,22),(17,29),0.0200477 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.0376553 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.326575 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.650981 # DEPENDENCYPART_SIBL
(17,23),(17,28),0.573471 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.0235549 # DEPENDENCYPART_SIBL
(17,23),(17,30),0.3844 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0725853 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.100324 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.0284132 # DEPENDENCYPART_SIBL
(17,24),(17,30),-0.00992477 # DEPENDENCYPART_SIBL
(17,25),(17,28),-0.0114269 # DEPENDENCYPART_SIBL
(17,25),(17,29),0.10155 # DEPENDENCYPART_SIBL
(17,25),(17,30),0.0460306 # DEPENDENCYPART_SIBL
(17,28),(17,29),0.0436769 # DEPENDENCYPART_SIBL
(17,28),(17,30),-0.0254447 # DEPENDENCYPART_SIBL
(17,29),(17,30),0.839132 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.17173 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00178339 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.207905 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0146518 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.934527 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0163207 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0301562 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0206074 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0730531 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0373903 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.125969 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.109073 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.179491 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.0118364 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.18867 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.0215618 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.034107 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.052132 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0234187 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.019708 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.054336 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0327692 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.00324538 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.0157544 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.00544633 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0144222 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0238578 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0305926 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00630101 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0278509 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.0176921 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0791333 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.207325 # DEPENDENCYPART_SIBL
(19,21),(19,22),-7.45812e-05 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.123244 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0898443 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0653224 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0350036 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0222264 # DEPENDENCYPART_SIBL
(19,21),(19,30),0.0208385 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0373346 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0126427 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.00615753 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.0721309 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.0143504 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.0377504 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.328289 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.697118 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.574727 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.00660193 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.388456 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0463349 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.102338 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.0632969 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.0105047 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.0228448 # DEPENDENCYPART_SIBL
(19,25),(19,29),0.0548289 # DEPENDENCYPART_SIBL
(19,25),(19,30),0.0364931 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.00634006 # DEPENDENCYPART_SIBL
(19,28),(19,30),-0.0284799 # DEPENDENCYPART_SIBL
(19,29),(19,30),0.839061 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0144116 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.260231 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0146767 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0575491 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0462295 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.573745 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.336361 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0190902 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.628845 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.312383 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0408236 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.849949 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0778798 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.673823 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.33969 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.00854494 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.00904131 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.13918 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0746448 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.11354 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.139193 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0716235 # DEPENDENCYPART_SIBL
(22,16),(22,28),0.0301719 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.13037 # DEPENDENCYPART_SIBL
(22,16),(22,30),-0.00779511 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.221534 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0515237 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0210336 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0501195 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0277733 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0467249 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.0195874 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.021926 # DEPENDENCYPART_SIBL
(22,17),(22,30),0.0137636 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0512669 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0194925 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0503721 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0277136 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0469775 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.0166377 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0112843 # DEPENDENCYPART_SIBL
(22,19),(22,30),0.0132843 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0394919 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.158262 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.00946302 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.11597 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.00671079 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.198055 # DEPENDENCYPART_SIBL
(22,21),(22,30),-0.0866317 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.288734 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.676847 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.29447 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.537186 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0292291 # DEPENDENCYPART_SIBL
(22,23),(22,30),0.352699 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0234073 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.123852 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.101939 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0541589 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.00985471 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.124983 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.00760305 # DEPENDENCYPART_SIBL
(22,25),(22,29),0.0762252 # DEPENDENCYPART_SIBL
(22,25),(22,30),0.0538615 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0339497 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0069191 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.022694 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0273957 # DEPENDENCYPART_SIBL
(22,28),(22,30),-0.0247253 # DEPENDENCYPART_SIBL
(22,29),(22,30),0.838652 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0295519 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0176312 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.23902 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0352109 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0861233 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0515003 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0815561 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.105105 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.549529 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0297112 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0267143 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0379323 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0340161 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.158909 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0363569 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.00834977 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0360707 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.00332783 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0653601 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.113846 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0944201 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.113946 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0212762 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.185572 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.155155 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0485434 # DEPENDENCYPART_SIBL
