# _root_ Among these are the company 's Australian brewing assets , in the books at A$ 950 million but actually worth A$ 2.5 billion , he said .
#goldHeads=3,1,26,5,9,5,9,9,18,18,18,13,11,11,14,15,15,3,18,18,20,21,21,26,26,0,26,
#predictedHeads=3,1,26,5,9,5,9,9,3,9,18,13,11,13,14,15,15,9,20,18,20,21,21,26,26,0,26,
(18,13),(18,8),(18,2),-0.0458999 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,1),-0.164829 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,-1),-0.0827493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,7),(18,5),-0.0937065 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,3),-0.180907 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,2),0.0475522 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,1),-0.103231 # DEPENDENCYPART_TRISIBL
(18,13),(18,7),(18,-1),-0.0345519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,5),(18,3),-0.171825 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,2),-0.0476059 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,1),-0.165709 # DEPENDENCYPART_TRISIBL
(18,13),(18,5),(18,-1),-0.0766927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,3),(18,2),-0.0407923 # DEPENDENCYPART_TRISIBL
(18,13),(18,3),(18,1),-0.0895879 # DEPENDENCYPART_TRISIBL
(18,13),(18,3),(18,-1),-0.118734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,2),(18,1),-0.113284 # DEPENDENCYPART_TRISIBL
(18,13),(18,2),(18,-1),-0.0149598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,1),(18,-1),-0.0689431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,10),-0.0893685 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,9),-0.160378 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,8),-0.160378 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,7),-0.124502 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,5),-0.160898 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,3),-0.12739 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,2),-0.168471 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,1),-0.0880351 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.0841842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,10),(18,9),-0.199232 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,8),-0.199232 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,7),-0.133941 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,5),-0.199588 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,3),-0.099309 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,2),-0.166502 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,1),-0.0706695 # DEPENDENCYPART_TRISIBL
(18,12),(18,10),(18,-1),-0.167709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,9),(18,8),-0.168088 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,7),-0.139754 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,5),-0.168449 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,3),-0.122165 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,2),-0.180338 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,1),-0.0774873 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,-1),-0.167274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,8),(18,7),-0.139754 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,5),-0.168449 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,3),-0.122165 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,2),-0.180338 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,1),-0.0774873 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,-1),-0.167273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,7),(18,5),-0.1637 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,3),-0.114529 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,2),-0.192396 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,1),-0.0845851 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,-1),-0.138496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,5),(18,3),-0.122165 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,2),-0.180338 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,1),-0.0774896 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,-1),-0.16789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,3),(18,2),-0.177371 # DEPENDENCYPART_TRISIBL
(18,12),(18,3),(18,1),-0.0867563 # DEPENDENCYPART_TRISIBL
(18,12),(18,3),(18,-1),-0.181711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,2),(18,1),-0.0840215 # DEPENDENCYPART_TRISIBL
(18,12),(18,2),(18,-1),-0.158734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,1),(18,-1),-0.0795286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,10),(18,9),-0.0937792 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,8),-0.0937196 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,7),-0.086716 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,5),-0.0948281 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,3),-0.236263 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,2),-0.0772018 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,1),0.0301132 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,-1),-0.166631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,9),(18,8),-0.141331 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,7),-0.0924558 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,5),-0.143217 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,3),-0.17509 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,2),-0.0896626 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,1),-0.116231 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,-1),-0.0396088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,8),(18,7),-0.0924512 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,5),-0.143209 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,3),-0.175026 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,2),-0.0896626 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,1),-0.116211 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,-1),-0.0395705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,7),(18,5),-0.121992 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,3),-0.167304 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,2),-0.100756 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,1),-0.0889606 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,-1),-0.100182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,5),(18,3),-0.175047 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,2),-0.0897086 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,1),-0.116343 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,-1),-0.0432166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,3),(18,2),-0.0950597 # DEPENDENCYPART_TRISIBL
(18,11),(18,3),(18,1),-0.106232 # DEPENDENCYPART_TRISIBL
(18,11),(18,3),(18,-1),-0.118474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,2),(18,1),-0.100121 # DEPENDENCYPART_TRISIBL
(18,11),(18,2),(18,-1),-0.065499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,1),(18,-1),-0.0630505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,9),(18,8),-0.0108173 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,7),0.0430379 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,5),0.0126741 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,3),-0.141467 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,2),-0.0400731 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,1),-0.161978 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,-1),-0.0563221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,8),(18,7),0.0436758 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,5),0.0122647 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,3),-0.141467 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,2),-0.0376555 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,1),-0.161969 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,-1),-0.0587644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,7),(18,5),-0.0500675 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,3),-0.169251 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,2),-0.054278 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,1),-0.0544722 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,-1),0.0484092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,5),(18,3),-0.141467 # DEPENDENCYPART_TRISIBL
(18,10),(18,5),(18,2),-0.0283226 # DEPENDENCYPART_TRISIBL
(18,10),(18,5),(18,1),-0.164754 # DEPENDENCYPART_TRISIBL
(18,10),(18,5),(18,-1),-0.0658484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,3),(18,2),-0.045033 # DEPENDENCYPART_TRISIBL
(18,10),(18,3),(18,1),-0.116899 # DEPENDENCYPART_TRISIBL
(18,10),(18,3),(18,-1),-0.0307596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,2),(18,1),-0.105193 # DEPENDENCYPART_TRISIBL
(18,10),(18,2),(18,-1),-0.15693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,1),(18,-1),-0.0492059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,8),(18,7),0.0230864 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,5),-0.10088 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,3),-0.175517 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,2),-0.0459795 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,1),-0.165078 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,-1),-0.0542805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,7),(18,5),-0.0934268 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,3),-0.180271 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,2),0.0473287 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,1),-0.103501 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,-1),-0.00358645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,5),(18,3),-0.172233 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,2),-0.0476855 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,1),-0.165958 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,-1),-0.0482239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,3),(18,2),-0.0408608 # DEPENDENCYPART_TRISIBL
(18,9),(18,3),(18,1),-0.0900562 # DEPENDENCYPART_TRISIBL
(18,9),(18,3),(18,-1),-0.0801183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,2),(18,1),-0.113579 # DEPENDENCYPART_TRISIBL
(18,9),(18,2),(18,-1),0.0106978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,1),(18,-1),-0.0358164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,7),(18,5),-0.0738457 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,3),-0.179481 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,2),0.0449999 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,1),-0.103063 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,-1),-0.0323383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,5),(18,3),-0.170357 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,2),-0.051771 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,1),-0.165485 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,-1),-0.0729305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,3),(18,2),-0.0429988 # DEPENDENCYPART_TRISIBL
(18,8),(18,3),(18,1),-0.0894468 # DEPENDENCYPART_TRISIBL
(18,8),(18,3),(18,-1),-0.116369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,2),(18,1),-0.113143 # DEPENDENCYPART_TRISIBL
(18,8),(18,2),(18,-1),-0.0112571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,1),(18,-1),-0.0665398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,5),(18,3),-0.14237 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,2),-0.0482444 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,1),-0.138699 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,-1),-0.0363662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,3),(18,2),-0.0315677 # DEPENDENCYPART_TRISIBL
(18,7),(18,3),(18,1),-0.125814 # DEPENDENCYPART_TRISIBL
(18,7),(18,3),(18,-1),-0.0993234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,2),(18,1),-0.124528 # DEPENDENCYPART_TRISIBL
(18,7),(18,2),(18,-1),0.0336883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,1),(18,-1),-0.0186532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,3),(18,2),-0.0502825 # DEPENDENCYPART_TRISIBL
(18,5),(18,3),(18,1),-0.0789457 # DEPENDENCYPART_TRISIBL
(18,5),(18,3),(18,-1),-0.101086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,2),(18,1),-0.103779 # DEPENDENCYPART_TRISIBL
(18,5),(18,2),(18,-1),0.0170211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,1),(18,-1),-0.0454301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,3),(18,2),(18,1),0.0111216 # DEPENDENCYPART_TRISIBL
(18,3),(18,2),(18,-1),0.0137645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,3),(18,1),(18,-1),-0.000440751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,2),(18,1),(18,-1),-0.0792767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.115509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.0917158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.0672078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.180804 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.108565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.0846497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.182338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),0.0714619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),-0.0745895 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,28),-0.0882729 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0663625 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.0667254 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.0940071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.073108 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.0939832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,28),-0.097184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.048103 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.123781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,28),-0.126699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,28),0.0222005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,15),-0.13082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.121717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,9),-0.12265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.124503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,13),-0.132324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,9),-0.133244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.16488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,9),-0.162755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.0727148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,9),(19,-1),-0.0900732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,13),-0.0839359 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,9),-0.0839418 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.0665257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,9),-0.0865913 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.0743303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,9),(19,-1),-0.0743303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,9),-0.0815143 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.107025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,9),(19,-1),-0.107025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,9),(19,-1),-0.143201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.100564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.0769733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.0836473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.107636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,28),-0.156133 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),0.0453033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.0621341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.110378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,28),-0.0314738 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.0657788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,26),-0.110559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,28),-0.0403401 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,26),-0.135799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,28),-0.251918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,26),(20,28),-0.0361536 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.0481036 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),-0.0572804 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.0705684 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,28),-0.109163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-0.0575825 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,26),-0.0707195 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,28),-0.111737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,26),-0.0672425 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,28),-0.0860264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,26),(20,28),-0.104657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.0595755 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,26),-0.0359554 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,28),-0.0621575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,26),-0.0638964 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,28),-0.149554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,26),(20,28),-0.0955693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,24),(20,26),-0.0626181 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,28),-0.138573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,26),(20,28),-0.0796521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,26),(20,28),-0.0837254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.174404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,14),-0.109769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,8),-0.0636595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,5),-0.0619104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.189054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,14),-0.0912266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,8),-0.0403851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,5),-0.0415703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.245139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,14),(20,8),-0.0599871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,14),(20,5),-0.0649885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,14),(20,-1),-0.135825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,8),(20,5),-0.121004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,8),(20,-1),-0.0570604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,5),(20,-1),-0.0597719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,14),-0.0956738 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,8),-0.0866323 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,5),-0.0854793 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.143924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,14),(20,8),-0.089459 # DEPENDENCYPART_TRISIBL
(20,19),(20,14),(20,5),-0.0882798 # DEPENDENCYPART_TRISIBL
(20,19),(20,14),(20,-1),-0.0927668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,8),(20,5),-0.101773 # DEPENDENCYPART_TRISIBL
(20,19),(20,8),(20,-1),-0.108733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,5),(20,-1),-0.105929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,14),(20,8),-0.0918978 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,5),-0.086573 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,-1),-0.0542253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,8),(20,5),-0.0897046 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,-1),-0.0668843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,5),(20,-1),-0.0655568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,8),(20,5),-0.131989 # DEPENDENCYPART_TRISIBL
(20,14),(20,8),(20,-1),-0.12167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,14),(20,5),(20,-1),-0.124532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,8),(20,5),(20,-1),-0.0775402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),0.652026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),-0.17211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.196346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,27),-0.175996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,28),-0.26341 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.175755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),-0.196526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,27),-0.167489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,28),-0.276816 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,26),-0.140931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,27),-0.145511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,28),-0.375218 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,27),-0.00497953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
