# _root_ `` It does n't replace pitching in the majors , but it proves to me that I would have been able to play if I 'd stayed healthy , '' he says .
#goldHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,20,26,27,32,32,32,0,32,
#predictedHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,23,26,27,32,32,32,0,32,
(13,11),(13,3),(13,-1),-0.104722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,2),(13,1),-0.0535961 # DEPENDENCYPART_TRISIBL
(13,11),(13,2),(13,-1),-0.0555939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,1),(13,-1),0.0896733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),-0.0690511 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,7),0.106674 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,6),-0.107094 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,5),-0.107094 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,4),-0.0285579 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,3),-0.108118 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,2),-0.0173625 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,1),0.123375 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),0.0118026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,7),-0.0248911 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,6),-0.106286 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,5),-0.106286 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,4),-0.0687574 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,3),-0.107228 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,2),-0.0163177 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,1),0.136076 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,-1),-0.0568206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,7),(13,6),-0.105053 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,5),-0.105053 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,4),-0.100681 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,3),-0.105996 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,2),-0.0232313 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,1),0.199532 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.0379564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,6),(13,5),-0.134478 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,4),-0.0759017 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,3),-0.136129 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,2),0.0337317 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,1),0.30495 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,-1),-0.0131077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,5),(13,4),-0.0759017 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,3),-0.136129 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,2),0.0337317 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,1),0.30495 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,-1),-0.0131077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,4),(13,3),-0.111782 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,2),-0.0228884 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,1),0.150766 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,-1),-0.0676814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,3),(13,2),0.0336359 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,1),0.308125 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,-1),0.00940481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,2),(13,1),0.136331 # DEPENDENCYPART_TRISIBL
(13,10),(13,2),(13,-1),-0.103528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),-0.0260605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),0.013777 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,6),-0.0948529 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,5),-0.0948529 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,4),-0.0115845 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,3),-0.088601 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,2),-0.0856985 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),-0.067575 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),0.020788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,6),-0.126794 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,5),-0.126794 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,4),0.013419 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,3),-0.120546 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,2),-0.100565 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,1),-0.0976216 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.00384315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,6),(13,5),-0.0816663 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,4),-0.0189852 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,3),-0.0759561 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,2),-0.095521 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,1),-0.120342 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,-1),-0.0803891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,4),-0.0189856 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,3),-0.0759561 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,2),-0.095521 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,1),-0.120342 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),-0.0803919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,3),-0.0853558 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,2),-0.0902583 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,1),-0.0670771 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,-1),-0.014957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,3),(13,2),-0.0957789 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,1),-0.120342 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,-1),-0.0834407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,2),(13,1),-0.0951516 # DEPENDENCYPART_TRISIBL
(13,9),(13,2),(13,-1),-0.0599204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),-0.0765009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,7),(13,6),-0.0640141 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,5),-0.0640141 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,4),-0.0326884 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,3),-0.0641566 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,2),-0.0683227 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,1),-0.0588326 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,-1),-0.0671444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,6),(13,5),-0.0590804 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,4),-0.0226911 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,3),-0.0592252 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,2),-0.0540799 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,1),-0.0547539 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,-1),-0.154568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,4),-0.0226911 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,3),-0.0592272 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,2),-0.0540799 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,1),-0.0547539 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.154568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,4),(13,3),-0.060772 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,2),-0.0665881 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,1),-0.0257096 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,-1),-0.112822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,3),(13,2),-0.0540799 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,1),-0.0547539 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,-1),-0.154568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,2),(13,1),-0.0619948 # DEPENDENCYPART_TRISIBL
(13,8),(13,2),(13,-1),-0.112886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),-0.0821614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,6),(13,5),-0.125008 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,4),-0.0554429 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,3),-0.126372 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,2),-0.00940206 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,1),-0.0771737 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,-1),-0.14928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,5),(13,4),-0.0554429 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,3),-0.126372 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,2),-0.00940206 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,1),-0.0771737 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,-1),-0.14928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,4),(13,3),-0.119018 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,2),-0.00418592 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,1),-0.0663947 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,-1),-0.0586175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,3),(13,2),-0.00940206 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,1),-0.0772039 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,-1),-0.149403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,2),(13,1),-0.0626171 # DEPENDENCYPART_TRISIBL
(13,7),(13,2),(13,-1),-0.100956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,1),(13,-1),-0.139239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,5),(13,4),-0.0614519 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,3),-0.139211 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,2),-0.0855712 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,1),0.0028483 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,-1),-0.127976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,4),(13,3),-0.133028 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,2),-0.0778946 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,1),-0.0181307 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,-1),0.00427255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,3),(13,2),-0.0855718 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,1),0.00601402 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,-1),-0.13064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,2),(13,1),-0.0108317 # DEPENDENCYPART_TRISIBL
(13,6),(13,2),(13,-1),-0.109162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,1),(13,-1),-0.0639969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,4),(13,3),-0.133066 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,2),-0.0778946 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,1),-0.0181307 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,-1),0.00418849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,3),(13,2),-0.0855718 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,1),0.00601402 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,-1),-0.130734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,2),(13,1),-0.0108317 # DEPENDENCYPART_TRISIBL
(13,5),(13,2),(13,-1),-0.109246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,1),(13,-1),-0.0640805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,3),(13,2),-0.105908 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,1),-0.0768719 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,-1),-0.126383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,2),(13,1),-0.0480526 # DEPENDENCYPART_TRISIBL
(13,4),(13,2),(13,-1),-0.0379454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,1),(13,-1),-0.101257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,2),(13,1),-0.0111634 # DEPENDENCYPART_TRISIBL
(13,3),(13,2),(13,-1),-0.128469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,1),(13,-1),-0.0717351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,2),(13,1),(13,-1),-0.143573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.166172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.0921729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,34),0.133551 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,22),-0.0696272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,34),-0.175358 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,34),-0.0631998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,22),-0.0712479 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,34),-0.126054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,34),-0.100439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,34),-0.104681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,19),-0.119288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,34),-0.35628 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,34),-0.287066 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,19),(15,34),-0.132376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,19),-0.115855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0646581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,34),-0.0968913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,21),-0.0779759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,34),-0.146137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,34),-0.194177 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,19),(16,21),-0.075378 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,34),-0.125218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,34),-0.115884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,34),-0.0850257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,-1),-0.267208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,19),(17,34),-0.294885 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,19),(18,20),-0.102781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.127173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.0547264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,26),-0.126703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,29),-0.00801577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,30),-0.157369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,33),0.0872366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,34),0.17605 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,23),-0.123618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.0490127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,26),-0.131815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,29),-0.00458364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,30),-0.151619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,33),0.0788662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,34),0.144195 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,24),-0.0477361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,26),-0.131809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,29),-0.0173635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,30),-0.154888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,33),0.0857074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,34),0.160896 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,26),-0.107003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,29),-0.0824616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,30),-0.181055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,33),-0.111056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,34),-0.192931 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,26),(18,29),-0.0338445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,26),(18,30),-0.153444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,26),(18,33),0.013655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,26),(18,34),-0.0569591 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,29),(18,30),-0.139224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,29),(18,33),-0.0757336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,29),(18,34),-0.261862 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,30),(18,33),-0.0632548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,30),(18,34),-0.125747 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,33),(18,34),-0.16838 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,23),-0.0967116 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.0339164 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,26),-0.0708211 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,29),-0.114666 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,30),-0.0123516 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,33),-0.151687 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,34),-0.146179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.0339938 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,26),-0.0708111 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,29),-0.114002 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,30),-0.0123311 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,33),-0.15128 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,34),-0.149171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,26),-0.0461757 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,29),-0.093102 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,30),0.00180027 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,33),-0.0188161 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,34),-0.05409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,26),(18,29),-0.0980693 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,30),0.00105294 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,33),-0.115986 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,34),-0.0949688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,29),(18,30),0.0960615 # DEPENDENCYPART_TRISIBL
(18,19),(18,29),(18,33),-0.109562 # DEPENDENCYPART_TRISIBL
(18,19),(18,29),(18,34),-0.0225738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,30),(18,33),-0.0960101 # DEPENDENCYPART_TRISIBL
(18,19),(18,30),(18,34),-0.0794963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,33),(18,34),0.0970724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.0436631 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,26),-0.0721469 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,29),-0.112217 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,30),-0.024059 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,33),-0.131058 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,34),-0.142938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,26),-0.0475277 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,29),-0.0918918 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,30),-0.0103152 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,33),0.0100701 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,34),-0.0533559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,26),(18,29),-0.0968173 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,30),-0.0110061 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,33),-0.0963014 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,34),-0.0965328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,29),(18,30),0.0830486 # DEPENDENCYPART_TRISIBL
(18,20),(18,29),(18,33),-0.0877998 # DEPENDENCYPART_TRISIBL
(18,20),(18,29),(18,34),-0.0153574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,30),(18,33),-0.0761572 # DEPENDENCYPART_TRISIBL
(18,20),(18,30),(18,34),-0.0766661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,33),(18,34),0.10351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,24),(18,26),-0.046341 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,29),-0.0919685 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,30),-0.0202174 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,33),-0.00851155 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,34),-0.0410493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,26),(18,29),-0.0966817 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,30),-0.0209081 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,33),-0.107989 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,34),-0.0928093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,29),(18,30),0.0643562 # DEPENDENCYPART_TRISIBL
(18,23),(18,29),(18,33),-0.0994877 # DEPENDENCYPART_TRISIBL
(18,23),(18,29),(18,34),-0.0181465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,30),(18,33),-0.0878442 # DEPENDENCYPART_TRISIBL
(18,23),(18,30),(18,34),-0.0742657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,33),(18,34),0.104459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,26),(18,29),-0.0670948 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,30),-0.0796339 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,33),-0.0695231 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,34),-0.0923058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,29),(18,30),-0.0926329 # DEPENDENCYPART_TRISIBL
(18,24),(18,29),(18,33),-0.0535002 # DEPENDENCYPART_TRISIBL
(18,24),(18,29),(18,34),-0.193038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,30),(18,33),-0.0682345 # DEPENDENCYPART_TRISIBL
(18,24),(18,30),(18,34),-0.121248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,33),(18,34),-0.114543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,26),(18,29),(18,30),-0.0622759 # DEPENDENCYPART_TRISIBL
(18,26),(18,29),(18,33),-0.101449 # DEPENDENCYPART_TRISIBL
(18,26),(18,29),(18,34),-0.0628948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,26),(18,30),(18,33),-0.0973172 # DEPENDENCYPART_TRISIBL
