# _root_ With no petroleum-related news or changes in the fundamentals to dictate price moves , `` technicians are wanting to sell this stuff , '' said Eric Bolling of Edge Trading Corp .
#goldHeads=17,4,4,5,1,5,6,9,7,11,5,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
#predictedHeads=17,5,5,5,1,5,6,9,7,11,9,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
(11,9),(11,8),(11,-1),0.0492613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.208076 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,5),-0.0891804 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,4),-0.207649 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,3),-0.0084282 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,2),-0.0773406 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,1),0.0127483 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),0.0534403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.151002 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,4),-0.272736 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,3),-0.0658489 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,2),-0.0899886 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),-0.034343 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.0970023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,4),-0.218548 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,3),-0.0583524 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,2),-0.0750222 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),-0.101928 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.0620103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,4),(11,3),-0.0659453 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,2),-0.0920843 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,1),-0.0343431 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,-1),-0.0978134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,2),-0.0629139 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,1),-0.0482956 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),-0.0535508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,1),-0.0538957 # DEPENDENCYPART_TRISIBL
(11,9),(11,2),(11,-1),0.0438931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),0.0291252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.164309 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,5),-0.119767 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,4),-0.164243 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,3),-0.121067 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,2),-0.168088 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,1),-0.0940584 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.0910111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.114888 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,4),-0.169248 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,3),-0.138124 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,2),-0.179833 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),-0.0718907 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.138639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,4),-0.158434 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,3),-0.122488 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,2),-0.174503 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),-0.0815888 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),-0.102468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,4),(11,3),-0.138124 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,2),-0.179833 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,1),-0.0718907 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,-1),-0.138646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,2),-0.191892 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,1),-0.0877619 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),-0.140857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,2),(11,1),-0.0873149 # DEPENDENCYPART_TRISIBL
(11,8),(11,2),(11,-1),-0.167385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.0845855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,5),-0.164911 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,4),-0.192828 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,3),-0.0822117 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,2),-0.0828233 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,1),-0.136482 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.126647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,4),-0.150748 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,3),-0.0769134 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,2),-0.0854523 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,1),-0.124693 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,-1),-0.12519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,4),(11,3),-0.0822103 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,2),-0.0828203 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,1),-0.136384 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,-1),-0.117251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,3),(11,2),-0.0874137 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,1),-0.0943513 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,-1),-0.169395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,2),(11,1),-0.117321 # DEPENDENCYPART_TRISIBL
(11,7),(11,2),(11,-1),-0.154162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,1),(11,-1),-0.0825067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,4),-0.21572 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,3),-0.0588347 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,2),-0.0750536 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,1),-0.105879 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.0814721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,4),(11,3),-0.066431 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,2),-0.0921208 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,1),-0.0388947 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,-1),-0.117957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,3),(11,2),-0.0629463 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,1),-0.0522472 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,-1),-0.0746946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,2),(11,1),-0.0578473 # DEPENDENCYPART_TRISIBL
(11,6),(11,2),(11,-1),0.0238546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),0.0234379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,4),(11,3),-0.0644807 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,2),-0.0810619 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,1),-0.0639867 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,-1),-0.0993752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,3),(11,2),-0.0775398 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,1),-0.0547944 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,-1),-0.122215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,2),(11,1),-0.0550211 # DEPENDENCYPART_TRISIBL
(11,5),(11,2),(11,-1),-0.0559163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,1),(11,-1),0.0128765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,3),(11,2),-0.0603781 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,1),-0.0491368 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,-1),-0.088926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,2),(11,1),-0.0546083 # DEPENDENCYPART_TRISIBL
(11,4),(11,2),(11,-1),0.00583303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,1),(11,-1),-0.0157381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,2),(11,1),-0.101922 # DEPENDENCYPART_TRISIBL
(11,3),(11,2),(11,-1),-0.0628412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,1),(11,-1),-0.031301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,2),(11,1),(11,-1),-0.0539573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,16),(12,17),-0.0971916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,33),-0.0849454 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,33),-0.0891858 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,16),(12,17),(12,33),-0.122778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,8),-0.0899768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.186854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,-1),-0.162593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,-1),-0.173552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.111432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.0752264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.156429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.165776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.147855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,22),-0.0753272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.273531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,24),-0.0435119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,27),-0.0750102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,31),-0.0862423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,32),-0.22554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,33),-0.724252 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.0789874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.168404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.162778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.137413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,22),-0.0791342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),-0.139223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,24),-0.173335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,27),-0.0788189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,31),-0.0891819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,32),-0.154212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,33),-0.371171 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.103518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),-0.0992835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.0751348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,22),-0.0931697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),-0.121467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,24),-0.151167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,27),-0.0928544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,31),-0.105805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,32),-0.111108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,33),-0.100784 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.0813403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.0567419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,22),-0.143436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),-0.0432407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,24),-0.105343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,27),-0.143121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,31),-0.153512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,32),-0.0619951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,33),-0.101273 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,20),-0.0416019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,22),-0.142066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,23),-0.0472334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,24),-0.10529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,27),-0.14175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,31),-0.152141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,32),-0.0805732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,33),-0.0878681 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,22),-0.118316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,23),-0.0498125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,24),-0.105295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,27),-0.118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,31),-0.128391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,32),-0.0985925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,33),-0.0923637 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,22),(13,23),-0.12161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,24),-0.151168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,27),-0.0928544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,31),-0.105805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,32),-0.111872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,22),(13,33),-0.100367 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,23),(13,24),-0.0435119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,27),-0.0750102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,31),-0.0862423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,32),-0.22554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,23),(13,33),-0.724252 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,24),(13,27),-0.177438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,24),(13,31),-0.187801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,24),(13,32),-0.158696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,24),(13,33),-0.157879 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,27),(13,31),-0.105805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,27),(13,32),-0.111108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,27),(13,33),-0.102266 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,31),(13,32),-0.114815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,31),(13,33),-0.0971855 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,32),(13,33),-0.191756 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),0.0869808 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),0.111779 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),0.11603 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),0.115995 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,22),0.0877126 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),0.282686 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,24),-0.122819 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,27),0.0877131 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,31),0.0874025 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,32),-0.123244 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,33),-0.25272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0383825 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),-0.0325819 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.0326188 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,22),-0.067905 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,23),0.453953 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,24),-0.12765 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,27),-0.0679044 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,31),-0.0682316 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,32),-0.191461 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,33),-0.0834295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0705933 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0706593 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,22),-0.0246518 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,23),0.559232 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,24),-0.122251 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,27),-0.0246512 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,31),-0.0249619 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,32),-0.112302 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,33),-0.0446841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,20),-0.0694146 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,22),-0.0246424 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,23),0.540065 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,24),-0.122245 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,27),-0.0246418 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,31),-0.0249525 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,32),-0.105702 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,33),-0.0519726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,22),-0.0250595 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,23),0.538309 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,24),-0.122245 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,27),-0.0250589 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,31),-0.0253696 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,32),-0.1059 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,33),-0.0562052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,22),(13,23),0.453969 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,24),-0.12765 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,27),-0.0679044 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,31),-0.0682316 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,32),-0.191461 # DEPENDENCYPART_TRISIBL
(13,14),(13,22),(13,33),-0.083038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,23),(13,24),-0.119864 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,27),-0.0153141 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,31),-0.0156248 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,32),-0.107688 # DEPENDENCYPART_TRISIBL
(13,14),(13,23),(13,33),-0.271474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,24),(13,27),0.169683 # DEPENDENCYPART_TRISIBL
(13,14),(13,24),(13,31),0.169372 # DEPENDENCYPART_TRISIBL
(13,14),(13,24),(13,32),-0.146039 # DEPENDENCYPART_TRISIBL
(13,14),(13,24),(13,33),-0.194657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,27),(13,31),-0.0682316 # DEPENDENCYPART_TRISIBL
(13,14),(13,27),(13,32),-0.191461 # DEPENDENCYPART_TRISIBL
(13,14),(13,27),(13,33),-0.0830347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,31),(13,32),-0.191461 # DEPENDENCYPART_TRISIBL
(13,14),(13,31),(13,33),-0.0810239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,32),(13,33),-0.305948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.0916576 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),-0.0902219 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.0914294 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,22),-0.0946622 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,23),0.12113 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,24),0.129009 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,27),-0.0946622 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,31),-0.0946622 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,32),0.178587 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,33),-0.0858161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.087097 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.0877158 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,22),-0.0870306 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,23),0.042319 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,24),0.192332 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,27),-0.0870306 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,31),-0.0870306 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,32),0.170365 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,33),-0.11098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,20),-0.0876958 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,22),-0.0870289 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,23),0.0424808 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,24),0.194612 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,27),-0.0870289 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,31),-0.0870289 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,32),0.161932 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,33),-0.107906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,22),-0.0870289 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,23),0.0414643 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,24),0.194539 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,27),-0.0870289 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,31),-0.0870289 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,32),0.161224 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,33),-0.102088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,22),(13,23),0.12113 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,24),0.129009 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,27),-0.0946622 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,31),-0.0946622 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,32),0.178587 # DEPENDENCYPART_TRISIBL
(13,15),(13,22),(13,33),-0.0858161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,23),(13,24),0.043453 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,27),-0.0875078 # DEPENDENCYPART_TRISIBL
