# _root_ `` We 've started trying just about anything to keep sales moving in the stores , '' says Kim Renk , a Swank vice president .
#goldHeads=18,3,18,3,4,8,8,5,10,5,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
#predictedHeads=18,3,18,3,4,7,5,7,10,8,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
(5,9),(5,10),(5,17),-0.0817629 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,18),-0.0882231 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,21),-0.0744474 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,26),-0.0796344 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,27),-0.0581344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,12),-0.0897773 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,13),-0.0496369 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.0790819 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,16),-0.0775428 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,17),-0.0840526 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,18),-0.0961917 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,21),-0.0775428 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,26),-0.0370891 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,27),-0.0505131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,13),-0.0231297 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,15),-0.0719575 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,16),-0.0744474 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,17),-0.0817629 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,18),-0.0882205 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,21),-0.0744474 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,26),-0.0796344 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,27),-0.0579322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,15),-0.0957316 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,16),0.0757492 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,17),-0.0894666 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,18),-0.0592647 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,21),0.0757492 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,26),-0.0713009 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,27),-0.0344251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,16),-0.0775428 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,17),-0.0840526 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,18),-0.0961917 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,21),-0.0775428 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,26),-0.0370899 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,27),-0.050513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,17),-0.0811132 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,18),-0.0222481 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,21),-0.0576969 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,26),-0.0950236 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,27),-0.0603675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,17),(5,18),-0.089936 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,21),-0.0493501 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,26),-0.0782345 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,27),-0.080218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,18),(5,21),-0.0744474 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,26),-0.0796344 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,27),-0.0580422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,21),(5,26),-0.0950236 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,27),-0.0603675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,26),(5,27),-0.0189932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,12),-0.0948984 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,13),-0.0321882 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,15),-0.0847387 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,16),-0.0995114 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,17),-0.0486392 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,18),-0.098396 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,21),-0.0995114 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,26),-0.0187642 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,27),-0.0685271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,13),-0.051863 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,15),-0.0764946 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,16),-0.115371 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,17),-0.0620768 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,18),-0.128975 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,21),-0.115371 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,26),-0.118093 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,27),-0.0659821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,13),(5,15),-0.0579212 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,16),-0.113462 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,17),-0.0375136 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,18),-0.0985442 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,21),-0.113462 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,26),0.0419254 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,27),-0.00553234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,15),(5,16),-0.0995114 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,17),-0.0486392 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,18),-0.098396 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,21),-0.0995114 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,26),-0.0187248 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,27),-0.0691299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,16),(5,17),0.0409842 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,18),-0.062053 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,21),-0.116616 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,26),-0.105188 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,27),-0.0946545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,17),(5,18),-0.109808 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,21),-0.103325 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,26),-0.0750581 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,27),-0.0633132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,18),(5,21),-0.115369 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,26),-0.123521 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,27),-0.0684171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,21),(5,26),-0.105188 # DEPENDENCYPART_TRISIBL
(5,10),(5,21),(5,27),-0.0946545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,26),(5,27),0.00664191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,12),(5,13),-0.0342034 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,15),-0.119794 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,16),-0.0111995 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,17),-0.0612901 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,18),-0.107433 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,21),-0.0111995 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,26),-0.0658279 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,27),-0.0582216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,13),(5,15),-0.110197 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,16),0.0370269 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,17),-0.0737288 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,18),-0.0783087 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,21),0.0370269 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,26),-0.0682614 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,27),-0.0543188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,15),(5,16),-0.00939951 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,17),-0.0757246 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,18),-0.0721458 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,21),-0.00939951 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,26),-0.0563664 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,27),-0.0255004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,16),(5,17),0.0141847 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,18),-0.0577208 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,21),0.00241181 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,26),-0.126607 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,27),-0.0871966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,17),(5,18),-0.0859702 # DEPENDENCYPART_TRISIBL
(5,11),(5,17),(5,21),-0.0222972 # DEPENDENCYPART_TRISIBL
(5,11),(5,17),(5,26),-0.0695766 # DEPENDENCYPART_TRISIBL
(5,11),(5,17),(5,27),-0.0758439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,18),(5,21),-0.0113046 # DEPENDENCYPART_TRISIBL
(5,11),(5,18),(5,26),-0.0685074 # DEPENDENCYPART_TRISIBL
(5,11),(5,18),(5,27),-0.0589532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,21),(5,26),-0.126607 # DEPENDENCYPART_TRISIBL
(5,11),(5,21),(5,27),-0.0871966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,26),(5,27),-0.00340841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,13),(5,15),-0.0586072 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,16),-0.113586 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,17),-0.0397141 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,18),-0.0979271 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,21),-0.113586 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,26),0.041945 # DEPENDENCYPART_TRISIBL
(5,12),(5,13),(5,27),-0.00382867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,15),(5,16),-0.0996348 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,17),-0.0508398 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,18),-0.0977622 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,21),-0.0996348 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,26),-0.0187246 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,27),-0.0623931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,16),(5,17),0.0374281 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,18),-0.0612603 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,21),-0.11674 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,26),-0.105207 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,27),-0.0951983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,17),(5,18),-0.109191 # DEPENDENCYPART_TRISIBL
(5,12),(5,17),(5,21),-0.103449 # DEPENDENCYPART_TRISIBL
(5,12),(5,17),(5,26),-0.0750579 # DEPENDENCYPART_TRISIBL
(5,12),(5,17),(5,27),-0.0650458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,18),(5,21),-0.115492 # DEPENDENCYPART_TRISIBL
(5,12),(5,18),(5,26),-0.12352 # DEPENDENCYPART_TRISIBL
(5,12),(5,18),(5,27),-0.068715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,21),(5,26),-0.105207 # DEPENDENCYPART_TRISIBL
(5,12),(5,21),(5,27),-0.0951983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,26),(5,27),-0.00580502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,15),(5,16),-0.0304749 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,17),-0.135862 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,18),-0.00510393 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,21),-0.0304749 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,26),-0.0896302 # DEPENDENCYPART_TRISIBL
(5,13),(5,15),(5,27),-0.0139256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,16),(5,17),-0.129374 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,18),-0.0675036 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,21),-0.0650492 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,26),-0.0239473 # DEPENDENCYPART_TRISIBL
(5,13),(5,16),(5,27),-0.141823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,17),(5,18),-0.0845855 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,21),-0.0539186 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,26),-0.0644178 # DEPENDENCYPART_TRISIBL
(5,13),(5,17),(5,27),-0.0934937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,18),(5,21),-0.0127002 # DEPENDENCYPART_TRISIBL
(5,13),(5,18),(5,26),-0.0855206 # DEPENDENCYPART_TRISIBL
(5,13),(5,18),(5,27),-0.0526016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,21),(5,26),-0.0239473 # DEPENDENCYPART_TRISIBL
(5,13),(5,21),(5,27),-0.141823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,26),(5,27),-0.0401972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,16),(5,17),0.0141847 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,18),-0.0562426 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,21),0.00353519 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,26),-0.124712 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,27),-0.0709708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,17),(5,18),-0.0866536 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,21),-0.0211033 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,26),-0.0676799 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,27),-0.0620309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,18),(5,21),-0.0101107 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,26),-0.0631901 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,27),-0.0413515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,21),(5,26),-0.124712 # DEPENDENCYPART_TRISIBL
(5,15),(5,21),(5,27),-0.0709708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,26),(5,27),0.00990692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,17),(5,18),0.0810759 # DEPENDENCYPART_TRISIBL
(5,16),(5,17),(5,21),0.0975891 # DEPENDENCYPART_TRISIBL
(5,16),(5,17),(5,26),-0.0690812 # DEPENDENCYPART_TRISIBL
(5,16),(5,17),(5,27),0.0208538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,18),(5,21),0.226031 # DEPENDENCYPART_TRISIBL
(5,16),(5,18),(5,26),0.0522428 # DEPENDENCYPART_TRISIBL
(5,16),(5,18),(5,27),0.0168659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,21),(5,26),-0.0475817 # DEPENDENCYPART_TRISIBL
(5,16),(5,21),(5,27),-0.0719825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,26),(5,27),-0.138386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,18),(5,21),0.020946 # DEPENDENCYPART_TRISIBL
(5,17),(5,18),(5,26),-0.128701 # DEPENDENCYPART_TRISIBL
(5,17),(5,18),(5,27),-0.0316087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,21),(5,26),-0.127006 # DEPENDENCYPART_TRISIBL
(5,17),(5,21),(5,27),-0.079832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,26),(5,27),-0.0905112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,21),(5,26),-0.0875847 # DEPENDENCYPART_TRISIBL
(5,18),(5,21),(5,27),-0.0604679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,26),(5,27),0.0351354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,21),(5,26),(5,27),-0.138386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.136078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.115789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.0600007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.123865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.053535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,-1),-0.0336456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0825375 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.131655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,-1),-0.126728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,-1),-0.138346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.174834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.0169603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.145362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.175183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,13),-0.152661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,15),-0.181229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,18),-0.175008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,27),-0.226975 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),0.0678447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.0983823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.176513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,13),-0.0553294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,15),-0.175667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,18),-0.125313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,27),-0.128847 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.0941772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,11),-0.161314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,13),-0.0758569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,15),-0.161709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,18),-0.112591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,27),-0.232417 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),-0.141749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,13),-0.0705549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,15),-0.142593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,18),-0.147255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,27),-0.156514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,13),-0.0580181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,15),-0.166505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,18),-0.131971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,27),-0.140331 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,13),(6,15),-0.154435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,18),-0.166636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,27),-0.173605 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,15),(6,18),-0.127796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,27),-0.136848 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,18),(6,27),-0.155915 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.0666186 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,10),-0.0871336 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.0676619 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,13),-0.110757 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,15),-0.0671357 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,18),-0.0734465 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,27),-0.0732884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,10),-0.0910446 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,11),-0.063559 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,13),-0.0792651 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,15),-0.0631066 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,18),-0.0802991 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,27),-0.110655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,11),-0.0614701 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,13),-0.0891746 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,15),-0.061017 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,18),-0.0818629 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,27),-0.102556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,13),-0.110777 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,15),-0.0672516 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,18),-0.0734505 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,27),-0.0750484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,13),(6,15),-0.0560205 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,18),-0.0641874 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,27),-0.117949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,15),(6,18),-0.0734466 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,27),-0.076326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,18),(6,27),-0.114454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0718712 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,11),-0.041034 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,13),-0.0382078 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,15),-0.040664 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,18),-0.0764943 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,27),-0.080718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0860414 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,13),-0.0423985 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,15),-0.0856709 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,18),-0.0789348 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,27),-0.118884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,13),-0.0153429 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,15),-0.091995 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,18),-0.0705801 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,27),-0.124886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,15),-0.0885778 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,18),-0.0624067 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,27),-0.150101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,18),-0.0705809 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,27),-0.124771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,27),-0.115524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.00374774 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,13),-0.0505727 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),-0.00374771 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,18),-0.0794467 # DEPENDENCYPART_TRISIBL
