# _root_ Kellogg is based in Battle Creek , Mich. , a city that calls itself the breakfast capital of the world .
#goldHeads=2,0,2,3,6,4,6,6,6,11,6,13,11,17,17,17,13,17,20,18,2,
#predictedHeads=2,0,2,3,6,4,6,6,8,11,8,13,11,17,17,17,13,17,20,18,2,
(3,5),(3,17),(3,21),-0.0600861 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,22),-0.0246796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,21),(3,22),0.00913587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.211714 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),0.00368228 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.203727 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0419742 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,17),-0.208672 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,21),-0.120815 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,22),-0.0802204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.00792371 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.12167 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0650413 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,17),-0.131908 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,21),-0.0507698 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,22),-0.0263518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,11),-0.203727 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,13),-0.0419742 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,17),-0.208672 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,21),-0.120815 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,22),-0.0802204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,13),-0.0650413 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,17),-0.13215 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,21),-0.0508122 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,22),-0.0162068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,17),-0.120155 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,21),-0.0565843 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,22),-0.0497176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,17),(3,21),-0.0541442 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,22),-0.025374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,21),(3,22),0.000349297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),0.18819 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0980418 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.044647 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,17),-0.0979416 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,21),-0.0741927 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,22),-0.0154349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,11),-0.0677937 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,13),-0.0640235 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,17),-0.0676936 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,21),-0.0477106 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,22),-0.07588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,13),-0.044647 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,17),-0.0979692 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,21),-0.0741927 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,22),-0.0200727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,17),-0.0744499 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,21),0.0467032 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,22),0.0172338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,17),(3,21),-0.0741927 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,22),-0.0209138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,21),(3,22),-0.142697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,11),-0.209433 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,13),-0.0420702 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,17),-0.214378 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,21),-0.120815 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,22),-0.0863386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,13),-0.0650892 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,17),-0.135016 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,21),-0.0508122 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,22),-0.0179308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,17),-0.123021 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,21),-0.0565843 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,22),-0.0513591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,17),(3,21),-0.0541442 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,22),-0.0270981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,21),(3,22),-0.00127405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,13),-0.044647 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,17),-0.0979692 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,21),-0.0741927 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,22),-0.0200727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,13),(3,17),-0.0744499 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,21),0.0467032 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,22),0.0172338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,17),(3,21),-0.0741927 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,22),-0.0209138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,21),(3,22),-0.142697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,17),-0.120981 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,21),-0.0566576 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,22),-0.0571489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,17),(3,21),-0.0542209 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,22),-0.0331745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,21),(3,22),-0.00981896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,17),(3,21),-0.018962 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,22),-0.0657704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,21),(3,22),0.00238492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,21),(3,22),-0.00240993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.00144525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.058364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.00635627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.0801455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.125377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),0.0877578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.124039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),0.0877578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.118491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.130134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,22),0.300975 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),0.0878259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.123729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),0.0878259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.118181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),-0.129713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,22),0.305611 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.138656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.0734542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.139869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),-0.123469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,22),-0.222675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),0.0878259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.118181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.129713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,22),0.302714 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,11),-0.139869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.123469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,22),-0.222675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,13),-0.129716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,22),0.295874 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,22),0.144556 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0434753 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.136265 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0434753 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.12515 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.0607886 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,22),-0.0847487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.176217 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0340772 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.168237 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.0121106 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,22),0.00640795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0434766 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.12515 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.0607886 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,22),-0.0847521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,11),-0.168237 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.0121106 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,22),0.00640795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,13),-0.0607886 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,22),-0.0741746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,22),-0.0972333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.17615 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.0338282 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.16817 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,13),-0.0120371 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,22),0.00571938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.0432276 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.125083 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.0606858 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,22),-0.0855042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,11),-0.16817 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,13),-0.0120371 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,22),0.00571938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,13),-0.0606858 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,22),-0.0749267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,22),-0.0977179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,9),0.231972 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.0921011 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,13),-0.0566685 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,22),-0.162707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,11),-0.0621286 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,13),-0.0620403 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,22),-0.172053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,13),-0.0566685 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,22),-0.167345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,13),(4,22),-0.112878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,11),-0.173876 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,13),-0.0121331 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,22),-3.29375e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,13),-0.0607338 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,22),-0.0762854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,13),(4,22),-0.098994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,13),-0.0566685 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,22),-0.167345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,13),(4,22),-0.112878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,13),(4,22),-0.104915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.119131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.112909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.119131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.102861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,13),-0.101826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,17),-0.115695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,22),-0.110258 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0501433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.206852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.0468568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.143885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,17),-0.0539631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,22),-0.675877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.119131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.102861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,13),-0.101826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,17),-0.115695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,22),-0.111749 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,11),-0.0468568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.143885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,17),-0.0539631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,22),-0.675877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,13),-0.101829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,17),-0.115863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,22),-0.1129 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,13),(5,17),-0.137298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,13),(5,22),-0.0993774 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,17),(5,22),-0.107796 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0879175 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0421291 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.07369 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,13),-0.0996455 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,17),-0.0828447 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,22),-0.0350601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0454827 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0553911 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,13),-0.0863266 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,17),-0.0698391 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,22),-0.12898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,11),-0.07369 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,13),-0.0996455 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,17),-0.0828447 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,22),-0.0350601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,13),-0.0863266 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,17),-0.0703115 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,22),-0.107393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,13),(5,17),-0.0693729 # DEPENDENCYPART_TRISIBL
(5,6),(5,13),(5,22),-0.129846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,17),(5,22),-0.125089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),0.491601 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0827864 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,13),-0.0523672 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,17),-0.082585 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,22),-0.0889266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,11),-0.000478315 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),-0.0554176 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,17),-0.000276949 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,22),-0.229791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,13),-0.0523672 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,17),-0.0826401 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,22),-0.0982023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,17),-0.0200333 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,22),-0.0623529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,17),(5,22),-0.0998829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,11),-0.0851017 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,13),-0.0998374 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,17),-0.0942564 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,22),-0.0476329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,13),-0.0864226 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,17),-0.0760435 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,22),-0.111096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,13),(5,17),-0.0751048 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,22),-0.133466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,17),(5,22),-0.128793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,13),-0.0523672 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,17),-0.0826401 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,22),-0.0982023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,17),-0.0200333 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,22),-0.0623529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,17),(5,22),-0.0998829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,13),(5,17),-0.0710053 # DEPENDENCYPART_TRISIBL
(5,11),(5,13),(5,22),-0.141607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,17),(5,22),-0.137552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,13),(5,17),(5,22),-0.126618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.0501309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.206723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.0468444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,13),-0.143846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,17),-0.0539507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,18),-0.227725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,20),-0.0577004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,21),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,22),-0.681664 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.119002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.10285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,13),-0.101787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,17),-0.115683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,18),-0.0750234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,20),-0.120758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,21),-0.116276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,22),-0.117536 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,11),-0.0468444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,13),-0.143846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,17),-0.0539507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,18),-0.227725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,20),-0.0577004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,21),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,22),-0.681664 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,13),-0.10179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,17),-0.115852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,18),-0.0760889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,20),-0.120926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,21),-0.121644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,22),-0.118687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,13),(6,17),-0.137287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,18),-0.120359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,20),-0.142535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,21),-0.0633571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,22),-0.102058 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,17),(6,18),-0.0756312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,20),-0.122553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,21),-0.116818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,22),-0.113582 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,18),(6,20),-0.150526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,18),(6,21),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,18),(6,22),-0.0620074 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
