# _root_ Still , for those with a long-term eye on the vast U.S. retail market , this is a tempting time to look for bargains .
#goldHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
#predictedHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
(14,15),(14,19),(14,25),-0.139909 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,26),-0.169029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,21),-0.110371 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,22),-0.0494723 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,23),-0.00759928 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,24),-0.0797123 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,25),-0.240208 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,26),-0.112043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,21),(14,22),-0.0318175 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,23),-0.0337266 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,24),0.0118045 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,25),-0.122261 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,26),-0.191201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,23),-0.00174177 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,24),-0.0165836 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,25),-0.0796362 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,26),-0.0616128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,23),(14,24),0.0147501 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,25),-0.110678 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,26),-0.0579906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,24),(14,25),-0.240184 # DEPENDENCYPART_TRISIBL
(14,15),(14,24),(14,26),-0.104251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,25),(14,26),-0.279831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,19),-0.0722858 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.0766428 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.073633 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.0810773 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,23),-0.0760498 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,24),-0.0766327 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,25),-0.0295868 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,26),-0.133788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.0746393 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,21),-0.0735866 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,22),-0.081679 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,23),-0.0760978 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,24),-0.0746228 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,25),-0.0501653 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,26),-0.0787018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,21),-0.075108 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,22),-0.0830335 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,23),-0.0720273 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,24),-0.0762331 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,25),-0.0337895 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,26),-0.128092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,21),(14,22),-0.0807823 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,23),-0.0687329 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,24),-0.074586 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,25),-0.0456942 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,26),-0.114639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,23),-0.0760497 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,24),-0.0766217 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,25),-0.0293471 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,26),-0.132958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,24),-0.0748433 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,25),-0.0441194 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,26),-0.127044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,24),(14,25),-0.0337356 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,26),-0.128063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,25),(14,26),-0.137143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,20),-0.0648401 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,21),-0.0717765 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,22),-0.109576 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,23),-0.0247819 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,24),-0.0646811 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,25),-0.0698355 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,26),-0.10132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,21),-0.0749468 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,22),-0.114078 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,23),-0.0173754 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,24),-0.0732263 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,25),-0.0476902 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,26),-0.113636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,21),(14,22),-0.111264 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,23),0.0137882 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,24),-0.0648483 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,25),-0.07533 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,26),-0.119215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,23),-0.0253845 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,24),-0.0721293 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,25),-0.120965 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,26),-0.10621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,24),-0.0723206 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,25),0.000434669 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,26),-0.0880334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,24),(14,25),-0.0473493 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,26),-0.113351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,25),(14,26),-0.0499139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,21),-0.0470734 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,22),-0.0563651 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,23),-0.0410533 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,24),-0.0650463 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,25),-0.0890772 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,26),-0.0900217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,21),(14,22),-0.0547329 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,23),0.00715618 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,24),-0.0791693 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,25),-0.0543328 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,26),-0.107333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,22),(14,23),-0.0283277 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,24),-0.0699275 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,25),-0.0965911 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,26),-0.0879033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,23),(14,24),-0.0834064 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,25),-0.0303406 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,26),-0.110646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,24),(14,25),-0.0890758 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,26),-0.0933812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,25),(14,26),-0.0873622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,21),(14,22),-0.0896566 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,23),-0.0792889 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,24),-0.0539484 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,25),-0.101845 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,26),-0.119317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,22),(14,23),-0.0896263 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,24),-0.0698823 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,25),-0.106404 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,26),-0.10692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,23),(14,24),-0.0833512 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,25),-0.113197 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,26),-0.102465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,24),(14,25),-0.0954457 # DEPENDENCYPART_TRISIBL
(14,20),(14,24),(14,26),-0.109467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,25),(14,26),-0.00802918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,22),(14,23),-0.0679288 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,24),-0.0484111 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,25),-0.0626929 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,26),-0.102684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,23),(14,24),-0.0595477 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,25),-0.0212093 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,26),-0.0360612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,24),(14,25),-0.039811 # DEPENDENCYPART_TRISIBL
(14,21),(14,24),(14,26),-0.111278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,25),(14,26),-0.0755712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,23),(14,24),-0.0696741 # DEPENDENCYPART_TRISIBL
(14,22),(14,23),(14,25),0.00482799 # DEPENDENCYPART_TRISIBL
(14,22),(14,23),(14,26),-0.107458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,24),(14,25),-0.0434708 # DEPENDENCYPART_TRISIBL
(14,22),(14,24),(14,26),-0.129306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,25),(14,26),-0.0883773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,24),(14,25),-0.100342 # DEPENDENCYPART_TRISIBL
(14,23),(14,24),(14,26),-0.0271543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,25),(14,26),-0.0649718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,24),(14,25),(14,26),-0.038805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,12),-0.0673836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,11),-0.123563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,10),-0.083262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,9),-0.127507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.114324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.118288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,6),-0.103472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,5),-0.125749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,4),-0.143597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.115087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.0969483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,10),-0.0100516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,9),-0.127727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,8),-0.205848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.0942105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,6),-0.0184899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,5),-0.10501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,4),-0.0763468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.125959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,10),-0.0762115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,9),-0.127479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,8),-0.112652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.124946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,6),-0.096421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,5),-0.125722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,4),-0.136547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.110991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,9),-0.164098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,8),-0.188029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,7),-0.15576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,6),-0.127884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,5),-0.163241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,4),-0.175267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,-1),-0.0714767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,9),(14,8),-0.0311963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,7),-0.170423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,6),-0.0812356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,5),-0.180498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,4),-0.124381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,-1),-0.0978416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.06923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,6),-0.0183886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,5),-0.104741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,4),-0.0762454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.158407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,6),-0.0924595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,5),-0.126705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,4),-0.132585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,-1),-0.122392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,6),(14,5),-0.146073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,6),(14,4),-0.158177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,6),(14,-1),-0.157838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,5),(14,4),-0.131381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,5),(14,-1),-0.128881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,4),(14,-1),-0.149459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,12),(14,11),-0.0270557 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,10),0.0602304 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,9),-0.0756718 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,8),0.0184608 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,7),-0.0271333 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,6),0.0436282 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,5),-0.0762035 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,4),0.0165265 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),-0.092649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,10),0.0416896 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,9),-0.0673013 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,8),-0.0395785 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),-0.00520966 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,6),0.0267375 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,5),-0.067846 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,4),0.00181959 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.0719406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,9),0.00236241 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,8),-0.0284661 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,7),-0.0413885 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,6),-0.0278795 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,5),0.00194008 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,4),-0.0453361 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,-1),0.0437971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,9),(14,8),-0.0618486 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,7),-0.0497829 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,6),-0.0113702 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,5),-0.0627236 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,4),-0.0302292 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,-1),-0.0926062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,7),-0.0319048 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,6),0.0331101 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,5),-0.075971 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,4),0.00600845 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.106509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,6),0.0267375 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,5),-0.067846 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,4),0.00181959 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,-1),-0.0641448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,6),(14,5),-0.0144622 # DEPENDENCYPART_TRISIBL
(14,13),(14,6),(14,4),-0.0550695 # DEPENDENCYPART_TRISIBL
(14,13),(14,6),(14,-1),0.0581048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,5),(14,4),-0.0302625 # DEPENDENCYPART_TRISIBL
(14,13),(14,5),(14,-1),-0.0858068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,4),(14,-1),0.0490627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,10),0.0746989 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,9),-0.118766 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,8),-0.0386104 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),0.0587371 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,6),0.0510552 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,5),-0.098462 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,4),-0.00176242 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),-0.0798105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,9),-0.0949735 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,8),-0.147296 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,7),0.0139905 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,6),0.00222449 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,5),-0.080724 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,4),-0.0306687 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,-1),-0.029801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,9),(14,8),-0.0874788 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,7),0.000957998 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,6),0.0366182 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,5),-0.0656931 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,4),-0.00112757 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,-1),-0.0968874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,7),0.0334771 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,6),0.0104979 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,5),-0.06385 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,4),-0.024068 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,-1),-0.109949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,6),0.0503873 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,5),-0.0986049 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,4),-0.00243038 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,-1),-0.0830545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,6),(14,5),-0.0659253 # DEPENDENCYPART_TRISIBL
(14,12),(14,6),(14,4),-0.0283312 # DEPENDENCYPART_TRISIBL
(14,12),(14,6),(14,-1),-0.0188772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,5),(14,4),-0.00201767 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,-1),-0.0779512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,4),(14,-1),-0.0635155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,9),0.00262912 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,8),-0.026843 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,7),-0.043005 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,6),-0.0264886 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,5),0.00220679 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,4),-0.0439452 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),0.0390604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,9),(14,8),-0.0602254 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,7),-0.0513986 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,6),-0.00997921 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,5),-0.0624573 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,4),-0.0288383 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,-1),-0.0967959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.0335213 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,6),0.0347093 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,5),-0.0757047 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,4),0.0076076 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.109698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,6),0.0286682 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,5),-0.0673139 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,4),0.00375034 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,-1),-0.0734672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,6),(14,5),-0.0141955 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,4),-0.0536785 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,-1),0.0533681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,5),(14,4),-0.0288716 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,-1),-0.0899965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,4),(14,-1),0.0443261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,9),(14,8),-0.144391 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,7),-0.121611 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,6),-0.203022 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,5),-0.047986 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,4),-0.190079 # DEPENDENCYPART_TRISIBL
