# _root_ The notes , which are noncallable , were priced at a spread of 45 basis points above the Treasury 's 10-year note .
#goldHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
#predictedHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
(6,7),(6,12),(6,24),-0.0831218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.027689 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,12),-0.0655638 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,24),-0.0963891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,12),-0.0646874 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,24),-0.0834577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,24),-0.102422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,12),-0.0647331 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,24),-0.0933874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,12),(6,24),-0.104163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,24),-0.0974291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),0.0689767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.366545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,-1),-0.118396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,-1),-0.107529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.00404467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.0610134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.0939485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.0608164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.0446649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,23),0.0771296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,24),0.0441813 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,12),-0.0818164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.126503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0840286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.0702414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,23),-0.128497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,24),-0.093273 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.00810619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.0523246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),0.0313828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,23),0.00124849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,24),0.0216797 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,16),-0.0833363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.107977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,23),-0.0951877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,24),-0.0302156 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),0.029407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,23),-0.0108837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,24),0.0404187 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,23),-0.111758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,24),-0.0658406 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,23),(8,24),-0.129473 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,12),-0.0664279 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0413738 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0664376 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),-0.051529 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,23),0.0501208 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,24),-0.0678157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0189976 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.0853755 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),-0.026383 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,23),-0.00855262 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,24),-0.0690068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,16),-0.0659838 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),-0.0514925 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,23),0.0445341 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,24),-0.0640645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,17),-0.0264496 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,23),-0.00873901 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,24),-0.0690189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,23),0.0447238 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,24),-0.0638765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,23),(8,24),0.00794731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0998456 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.0827553 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,17),-0.0761611 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,23),-0.0876894 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,24),-0.0529709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,16),-0.0247139 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,17),-0.0698242 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,23),-0.0587409 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,24),-0.137546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,17),-0.0761611 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,23),-0.0876881 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,24),-0.0562599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,17),(8,23),-0.0593268 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,24),-0.128855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,23),(8,24),-0.106811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,16),-0.124966 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,17),-0.0696622 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,23),-0.0388207 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,24),-0.0499136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,17),-0.0524011 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,23),-0.0498787 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,24),-0.0395079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,17),(8,23),-0.0363122 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,24),-0.0621603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,23),(8,24),-0.0098783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,17),-0.0976493 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,23),-0.115691 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,24),-0.039891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,23),-0.092806 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,24),-0.114863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,23),(8,24),-0.0655494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,17),(8,23),-0.0476667 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,24),-0.0594183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,23),(8,24),-0.0351612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,23),(8,24),-0.0767538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.183814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.12769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.0739788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.174254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.201825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,1),-0.183713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.288703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0722068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.0559822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),-0.00802747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.0989371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,1),-0.176541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.037885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),0.0180577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,3),0.0585246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),0.0437216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,1),-0.128643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.0382023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),-0.0812448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,2),-0.0750939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,1),-0.134668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),0.0875574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.201825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,1),-0.183713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.288703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.066124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),0.032086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.0297123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.109328 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),-0.0872486 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),0.253701 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.141355 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),0.0105548 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.00160526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,4),-0.0998891 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,3),0.331585 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.172169 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.0926411 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),0.00258389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),0.215288 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,2),-0.130823 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,1),-0.0450852 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.028299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.202668 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),-0.0473139 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.139893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.0735088 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.0129448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.0651826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.0714321 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.0632431 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.0629847 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.00991298 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.113196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.0614648 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.0680272 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.0199925 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.0781747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.0333204 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.0219211 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.168199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0129106 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.104984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.0549155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),-0.0306146 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,2),-0.0719538 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,1),-0.0370501 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-5.62978e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),0.120094 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),-0.0298448 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.190591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.0461313 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.0403846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.0338301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),-0.160172 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,1),-0.0702544 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.14604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.0715351 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.146326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.130894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.0735088 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),-0.0129448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.0651826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),0.0432316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0911472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.0729677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.123651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.137589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.0733622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.0751799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.0673898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),-0.0706078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,23),-0.152616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,24),-0.127095 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.124965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.120812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.0925856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.12461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.124538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.0844578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,22),-0.1218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,23),-0.0836407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,24),-0.0932151 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.0170488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.0185665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.0442212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.044516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),0.0224402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,22),-0.0410381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,23),-0.0311218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,24),-0.00461589 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.144015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.0726699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0744876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.105125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,22),-0.0699155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,23),-0.119307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,24),-0.0640375 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.11866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),-0.118056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.0370226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,22),-0.114224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,23),-0.0253823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,24),-0.0197493 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.0445218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),0.0205339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,22),-0.0410439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,23),-0.0289672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,24),-0.00279281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),0.0204644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,22),-0.0262488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,23),-0.043254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,24),0.014123 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,22),-0.0758169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,23),-0.135877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,24),-0.0996625 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,22),(9,23),-0.0335579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,24),-0.00552689 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,23),(9,24),-0.16006 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0649146 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0970901 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.060332 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.0649147 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0649122 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.0773288 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,22),-0.0649918 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,23),-0.0647225 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,24),-0.0796983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.10314 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0609501 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.0896244 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0896219 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.079455 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,22),-0.0897031 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,23),-0.075008 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,24),-0.0257304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.0581193 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),-0.0353741 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0353755 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.0714381 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,22),-0.0354512 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,23),-0.0513448 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,24),-0.100043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.0654193 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,16),-0.0654169 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.0815226 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,22),-0.0654964 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,23),-0.0689233 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,24),-0.108862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),-0.0896219 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,17),-0.079455 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,22),-0.0897031 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,23),-0.0750764 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,24),-0.0264401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.079455 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,22),-0.0897033 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,23),-0.0750068 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,24),-0.0290195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,22),-0.0315806 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,23),-0.0519308 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,24),-0.0913513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,22),(9,23),-0.0750068 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,24),-0.0257218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,23),(9,24),-0.0688537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0639353 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0718334 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.08523 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0852208 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.0769338 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,22),-0.0852209 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,23),0.000788644 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,24),-0.0744864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.0720292 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.0820391 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.0820345 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.0780629 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,22),-0.0820346 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,23),-0.0448902 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,24),-0.065174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
