# _root_ The next day , Mr. Schaeffer presented the couple with a check for $ 151,000 to help them build a new home in the same neighborhood .
#goldHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,7,19,17,22,22,19,19,26,26,23,7,
#predictedHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,12,19,17,22,22,19,22,26,26,23,7,
(23,22),(22,21),(22,18),-0.0426356 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,15),-0.0443084 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,14),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,-1),-0.0602585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,20),(22,19),-0.0423874 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,18),-0.042243 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,15),-0.041999 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,-1),0.0064225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,19),(22,18),-0.038648 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,15),-0.0428169 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,14),-0.0430587 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,-1),-0.103035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,18),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,18),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,18),(22,-1),-0.069682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,15),(22,14),-0.0419996 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,15),(22,-1),-0.0183552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,14),(22,-1),-0.0275703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,25),-0.047239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,28),-0.090169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,28),-0.0366166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,-1),-0.174506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,28),0.021893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,24),0.148698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,22),-0.132125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,-1),-0.203115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,24),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,-1),-0.091144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,22),(25,-1),-0.12456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.0677935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),0.210489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),-0.0623983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,25),0.172116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,24),0.0930612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,22),-0.133584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,21),-0.126535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,20),-0.132916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,-1),-0.104401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,25),(26,24),0.142616 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,22),-0.126121 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,21),-0.128585 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,20),-0.138114 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,-1),-0.0805159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,24),(26,22),-0.125424 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,21),-0.126708 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,20),-0.12491 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,-1),-0.0533585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,22),(26,21),-0.12511 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,22),(26,20),-0.126182 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,22),(26,-1),-0.111519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,21),(26,20),-0.1382 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,21),(26,-1),-0.0725554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,20),(26,-1),-0.0904368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,28),-0.136376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,24),0.117888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,-1),-0.17936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,24),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,24),(25,-1),-0.126812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,22),(25,-1),-0.125173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,23),0.126369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,24),0.0811478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,26),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,28),-0.0684598 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,23),(22,24),0.119163 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,23),(22,26),-0.124888 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,28),-0.124589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,28),-0.140578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,26),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,28),-0.15088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,26),(22,27),-0.124966 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,26),(22,28),-0.154765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,27),(22,28),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,21),-0.030527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,20),-0.0631242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,19),-0.058826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,18),-0.0347672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,15),-0.0170689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,14),-0.0357154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),-0.0844104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,21),(22,20),-0.0249 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,19),-0.0421566 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,18),-0.0263119 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,15),-0.0490312 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,-1),-0.070974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,20),(22,19),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,15),-0.041999 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,-1),-0.0555609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,19),(22,18),-0.04264 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,15),-0.0420095 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,-1),-0.042077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,18),(22,15),-0.0419997 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,-1),-0.0196155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,15),(22,14),-0.0426287 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,15),(22,-1),-0.00747135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,14),(22,-1),-0.0459816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,28),-0.0440603 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,25),(24,28),-0.125291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,-1),0.0340693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,20),(20,20),(20,21),0.102142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,23),0.110488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,20),(20,20),(20,28),0.130173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,20),(20,21),(20,23),0.118866 # DEPENDENCYPART_GRANDSIBL
(26,20),(20,21),(20,28),-0.141645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,23),(20,28),-0.135532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,20),(20,20),(20,-1),0.180676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,21),(21,23),0.103699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,21),(21,21),(21,26),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,21),(21,28),0.0465344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,23),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,23),(21,28),-0.168682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,26),(21,28),-0.122134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,21),(21,20),-0.0442222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,21),(21,21),(21,18),-0.0558555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,21),(21,21),(21,-1),0.0767714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,21),(21,20),(21,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,21),(21,20),(21,-1),-0.0908323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,21),(21,18),(21,-1),-0.0682573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,22),(22,23),0.207491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,24),0.113197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,25),0.096439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,26),-0.141385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,22),(22,27),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,28),0.032235 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,23),(22,24),0.117357 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,23),(22,25),0.120707 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,23),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,23),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,23),(22,28),-0.0813339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,24),(22,25),0.144321 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,24),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,24),(22,28),-0.162424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,25),(22,26),-0.124914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,25),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,25),(22,28),-0.157361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,26),(22,27),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,26),(22,28),-0.140263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,27),(22,28),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,22),(22,21),-0.078171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,20),-0.065384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,19),0.048139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,18),-0.0380292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,15),-0.14859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,14),-0.04682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,22),(22,22),(22,-1),0.112169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,22),(22,21),(22,20),-0.0681641 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,21),(22,19),-0.0395361 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,21),(22,18),-0.0342688 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,21),(22,15),-0.0416321 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,21),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,21),(22,-1),-0.0563759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,20),(22,19),-0.042046 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,20),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,20),(22,15),-0.0432428 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,20),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,20),(22,-1),-0.0859969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,19),(22,18),-0.0422677 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,19),(22,15),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,19),(22,14),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,19),(22,-1),-0.0125549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,18),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,18),(22,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,18),(22,-1),-0.00662706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,15),(22,14),-0.0423875 # DEPENDENCYPART_GRANDSIBL
(26,22),(22,15),(22,-1),-0.14863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,22),(22,14),(22,-1),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,25),0.103012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,28),0.144527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,25),(24,28),-0.140235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,-1),0.209516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,28),0.00998319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,24),-0.0640904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,22),-0.045988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),0.0334779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,22),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),-0.108225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,22),(25,-1),0.000762418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,28),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,0),(0,3),(0,6),-0.134885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,7),-0.203366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,28),0.379626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,6),(0,7),-0.200461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,28),0.373725 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,7),(0,28),0.850884 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,3),(0,6),(0,7),-0.081415 # DEPENDENCYPART_TRISIBL
(0,3),(0,6),(0,28),-0.0980426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,7),(0,28),-0.0936537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,7),(0,28),-0.106355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.0565073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.0913769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,28),-0.343388 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0581891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,28),-0.206959 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,28),-0.409036 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0482156 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,28),-0.0767246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,28),-0.103044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,28),-0.0680672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.0974468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.153173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.0612236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,28),-0.140946 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,6),-0.269267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.134892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,28),-0.309212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.0583189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,28),-0.147332 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,28),-0.115153 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,6),-0.0842992 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0668258 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,28),-0.0284812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.0711929 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,28),-0.0582185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,28),-0.0460502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.0528412 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,28),-0.0609675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,28),-0.0811708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,28),-0.058739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.203773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.0762262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0767607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.163695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.07473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.228892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0744079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.0944471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),-0.279641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.17465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,27),-0.228207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,28),-0.731064 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0991335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0934442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.098019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.0224461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0965423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),-0.157722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,16),-0.0540081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),-0.10441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,27),-0.114174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,28),-0.145929 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.0916184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.0948971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.0215742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.0934203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.157722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,16),-0.0539864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),-0.102584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,27),-0.111888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,28),-0.109012 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,9),-0.144013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.130212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.143344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.151011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,16),-0.0579616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),-0.0762033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,27),-0.0907951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,28),-0.107767 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.0230725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.0935518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.157722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,16),-0.0539864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,17),-0.0999189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,27),-0.113797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,28),-0.109717 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,12),-0.134195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,15),-0.202519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,16),-0.0434959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
