# _root_ If these conditions are met , he said , the ANC would be prepared to discuss suspending its guerrilla activities .
#goldHeads=4,3,4,12,4,7,12,7,7,11,12,0,12,13,16,14,16,20,20,17,12,
#predictedHeads=4,3,4,12,4,8,8,12,8,11,12,0,12,13,16,14,16,20,20,17,12,
(16,20),(20,18),(20,17),0.106706 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,16),0.106706 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,14),-0.144951 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,11),-0.145462 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,5),-0.144951 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,-1),-0.20901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,17),(20,16),0.113004 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,17),(20,15),-0.144768 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,17),(20,14),-0.142049 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,17),(20,11),-0.142064 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,17),(20,5),-0.142049 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,17),(20,-1),-0.137738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,16),(20,15),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,14),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,11),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,5),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,-1),-0.137827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,15),(20,14),-0.144823 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,11),-0.144848 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,5),-0.144823 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,-1),-0.0584744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,14),(20,11),-0.142064 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,14),(20,5),-0.142049 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,14),(20,-1),-0.137739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,11),(20,5),-0.145067 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,11),(20,-1),-0.114734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,5),(20,-1),-0.13907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,22),-0.00724566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,21),(21,-1),0.0191258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,3),(3,4),0.126808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,5),0.129741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,6),0.0524455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,8),0.116354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,9),0.0524455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,12),0.0961066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,22),-0.187216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,4),(3,5),0.112813 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,6),0.161363 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,8),0.112812 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,9),0.161363 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,12),0.109507 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,22),-0.137854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,5),(3,6),0.160749 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,8),0.113002 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,9),0.160749 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,12),0.109507 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,22),-0.139149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,6),(3,8),0.126044 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,6),(3,9),0.0803817 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,6),(3,12),0.121747 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,6),(3,22),-0.134715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,8),(3,9),0.161156 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,8),(3,12),0.109502 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,8),(3,22),-0.148127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,9),(3,12),0.121747 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,9),(3,22),-0.134715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,12),(3,22),-0.179103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,3),(3,2),-0.0845181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,1),-0.0789081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,-1),0.0546461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,2),(3,1),-0.0233924 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,2),(3,-1),0.00834663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,1),(3,-1),-0.0520964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,4),(4,5),0.135227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,6),0.104242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,8),0.127108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,9),0.104242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,12),0.106958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,13),0.122399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,14),0.134819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,16),0.135224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,17),-0.1352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,20),-0.194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,22),-0.26333 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,5),(4,6),0.19484 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,8),0.100086 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,9),0.19484 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,12),0.10892 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,13),0.10001 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,14),0.100086 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,16),0.100086 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,20),-0.145223 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,22),-0.144148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,6),(4,8),0.136114 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,9),0.113096 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,12),0.111646 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,13),0.135171 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,14),0.136461 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,16),0.136461 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,17),-0.160522 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,20),-0.146786 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,22),-0.127507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,8),(4,9),0.196728 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,12),0.10892 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,13),0.099986 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,14),0.100062 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,16),0.100062 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,20),-0.145223 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,22),-0.153986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,9),(4,12),0.111646 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,13),0.135171 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,14),0.136461 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,16),0.136461 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,17),-0.160522 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,20),-0.146786 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,22),-0.127507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,12),(4,13),0.109138 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,12),(4,14),0.109139 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,12),(4,16),0.109139 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,12),(4,17),-0.144713 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,12),(4,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,12),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,12),(4,22),-0.133339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,13),(4,14),0.0997224 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,16),0.0997224 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,20),-0.145223 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,22),-0.154207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,14),(4,16),0.100086 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,20),-0.145223 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,22),-0.146929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,16),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,16),(4,20),-0.145223 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,16),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,16),(4,22),-0.146172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,17),(4,20),-0.145223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,17),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,17),(4,22),-0.146151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,20),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,20),(4,22),-0.159756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,21),(4,22),-0.143272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,4),(4,3),0.0673343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,2),-0.0392075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,1),-0.0639728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,-1),0.0772441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,3),(4,2),-0.0217043 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,3),(4,1),0.01323 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,3),(4,-1),-0.0128643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,2),(4,1),-0.01363 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,2),(4,-1),-0.0413008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,1),(4,-1),0.0845659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,8),(8,9),0.139756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,10),0.0732033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,11),0.146345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,12),0.111912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,13),0.122106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,14),0.134526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,15),0.19137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,16),0.134931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,17),-0.130571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,22),-0.233888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,9),(8,10),0.107178 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,11),0.123446 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,12),0.109966 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,13),0.135491 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,14),0.13678 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,15),0.0987201 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,16),0.13678 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,17),-0.160495 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,9),(8,22),-0.078879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,10),(8,11),0.107588 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,12),0.109515 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,13),0.106353 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,14),0.10736 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,15),0.109383 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,16),0.10736 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,10),(8,22),-0.145252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,11),(8,12),0.105625 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,13),0.103493 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,14),0.10389 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,15),0.104952 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,16),0.10389 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,17),-0.14428 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,11),(8,22),-0.17076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,12),(8,13),0.109138 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,14),0.109138 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,15),0.108871 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,16),0.109138 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,17),-0.144714 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,12),(8,22),-0.129261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,13),(8,14),0.0999213 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,15),0.096129 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,16),0.0999213 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,17),-0.145082 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,13),(8,22),-0.153061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,14),(8,15),0.0963072 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,16),0.100285 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,17),-0.145082 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,14),(8,22),-0.145783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,15),(8,16),0.124661 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,15),(8,17),-0.135888 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,15),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,15),(8,22),-0.223727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,16),(8,17),-0.145083 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,16),(8,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,16),(8,22),-0.145026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,17),(8,21),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,17),(8,22),-0.145005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,21),(8,22),-0.142964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,8),(8,7),-0.0364414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,6),-0.113932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,5),-0.0353905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,4),-0.0314424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,3),0.0510247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,2),-0.0359767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,1),-0.0675791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,8),(8,8),(8,-1),0.0672171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,8),(8,7),(8,6),0.0232901 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,5),-0.0158411 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,4),-0.0171262 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,3),-0.0127461 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,2),-0.0206804 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,1),0.0118517 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,7),(8,-1),-0.124735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,6),(8,5),0.0404874 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,4),0.0427195 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,3),-0.0540264 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,2),-0.0196048 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,1),-0.0262186 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,6),(8,-1),0.145427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,5),(8,4),0.00397452 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,3),-0.0291417 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,2),-0.0202474 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,1),-0.0233929 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,5),(8,-1),-0.00657582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,4),(8,3),-0.0293656 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,4),(8,2),-0.0202474 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,4),(8,1),-0.0242708 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,4),(8,-1),-0.01907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,3),(8,2),-0.0217024 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,3),(8,1),0.00621888 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,3),(8,-1),-0.0444518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,2),(8,1),-0.0136807 # DEPENDENCYPART_GRANDSIBL
(17,8),(8,2),(8,-1),-0.038649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,8),(8,1),(8,-1),0.0701145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),0.0343376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),0.0578056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,22),-0.00492521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,18),0.130221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),-0.184196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,18),(19,-1),-0.208507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,21),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,22),0.0575344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,21),(20,22),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,19),0.0260669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,18),0.130231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,17),0.132002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,16),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,15),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,14),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,11),-0.0538707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,5),-0.125789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,-1),-0.182784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,19),(20,18),0.0995442 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,17),0.130064 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,15),-0.144861 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,11),-0.139044 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,5),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.114715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,18),(20,17),0.106706 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,16),-0.144951 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,14),-0.144951 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,11),-0.145462 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,5),-0.144951 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,-1),-0.209995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,17),(20,16),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,15),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,14),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,11),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,5),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,-1),-0.137732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,16),(20,15),-0.144768 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,14),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,11),-0.142064 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,5),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,-1),-0.137821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,15),(20,14),-0.144823 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,11),-0.144848 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,5),-0.144823 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,-1),-0.0583516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,14),(20,11),-0.142064 # DEPENDENCYPART_GRANDSIBL
