# _root_ They began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .
#goldHeads=2,0,2,6,6,3,6,9,7,9,22,11,12,12,16,14,22,22,18,21,19,9,22,23,27,27,24,29,27,2,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,12,9,14,12,16,14,16,16,18,21,22,19,22,23,27,27,24,29,27,2,
(16,18),(16,20),(16,21),-0.0666188 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.125538 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,23),-0.0806719 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.0484622 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,25),-0.0632183 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,26),-0.0666188 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,27),-0.125538 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,28),-0.0806257 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,29),-0.0666188 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,30),-0.068102 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,31),-0.0963586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.150159 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,23),-0.0870152 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,24),-0.0381829 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,25),-0.0673869 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,26),-0.0806359 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,27),-0.150159 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,28),-0.0869375 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,29),-0.0806359 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,30),-0.0767248 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,31),-0.118246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,23),-0.0827006 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,24),-0.0521818 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,25),-0.0634604 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,26),-0.0902974 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,27),-0.134817 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,28),-0.0826543 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,29),-0.0902974 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,30),-0.0861615 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,31),-0.186674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,24),-0.0484792 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,25),-0.0632183 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,26),-0.0666269 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,27),-0.125544 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,28),-0.0806257 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,29),-0.0666269 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,30),-0.0681022 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,31),-0.0986887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,25),-0.0647372 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,26),-0.106677 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,27),-0.133308 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,28),-0.0899487 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,29),-0.106677 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,30),-0.0782383 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,31),-0.097412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,25),(16,26),-0.0723846 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,27),-0.122427 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,28),-0.0798171 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,29),-0.0723846 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,30),-0.0841438 # DEPENDENCYPART_TRISIBL
(16,18),(16,25),(16,31),-0.0853416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,26),(16,27),-0.150159 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,28),-0.0869375 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,29),-0.0806359 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,30),-0.0767248 # DEPENDENCYPART_TRISIBL
(16,18),(16,26),(16,31),-0.118224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,27),(16,28),-0.0826543 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,29),-0.0902974 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,30),-0.0861615 # DEPENDENCYPART_TRISIBL
(16,18),(16,27),(16,31),-0.186674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,28),(16,29),-0.0666188 # DEPENDENCYPART_TRISIBL
(16,18),(16,28),(16,30),-0.068102 # DEPENDENCYPART_TRISIBL
(16,18),(16,28),(16,31),-0.0963586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,29),(16,30),-0.0767248 # DEPENDENCYPART_TRISIBL
(16,18),(16,29),(16,31),-0.118246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,30),(16,31),-0.0209724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.0512622 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),-0.0844292 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,23),-0.0538066 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.0798051 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,25),-0.0792471 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,26),-0.0512615 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,27),-0.0844292 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,28),-0.0521069 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,29),-0.0512622 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,30),-0.0928617 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,31),-0.0694675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.0816806 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.0563262 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.0884956 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,25),-0.0803733 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,26),-0.0533072 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,27),-0.0816806 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,28),-0.0546214 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,29),-0.053308 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,31),-0.0167673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.0551235 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.083352 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.07938 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,26),-0.0558269 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,27),-0.102267 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,28),-0.0533936 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,29),-0.0558277 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,30),-0.100996 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,31),-0.0921294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.0798074 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,25),-0.0792471 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,26),-0.0512629 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,27),-0.0844312 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,28),-0.0521207 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,29),-0.0512637 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,30),-0.0928621 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,31),-0.0724923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,25),-0.0828038 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,26),-0.0303184 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,27),-0.106551 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,28),-0.0391775 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,29),-0.0303192 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,30),-0.0951707 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,31),-0.0599409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,25),(16,26),-0.0459165 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,27),-0.0811136 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,28),-0.04646 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,29),-0.0459173 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,30),-0.0889771 # DEPENDENCYPART_TRISIBL
(16,19),(16,25),(16,31),-0.133068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,26),(16,27),-0.0816806 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,28),-0.0546214 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,29),-0.053308 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(16,19),(16,26),(16,31),-0.0167515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,27),(16,28),-0.0533936 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,29),-0.0558277 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,30),-0.100996 # DEPENDENCYPART_TRISIBL
(16,19),(16,27),(16,31),-0.0921294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,28),(16,29),-0.0512622 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,30),-0.0928617 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,31),-0.0694675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,29),(16,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(16,19),(16,29),(16,31),-0.0167673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,30),(16,31),-0.0655041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0929698 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.082604 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.0509668 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,25),-0.0668467 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,26),-0.0460814 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,27),-0.0929698 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,28),-0.0824941 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,29),-0.0460814 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,30),-0.0957482 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,31),-0.085719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0827136 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,24),-0.0482734 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,25),-0.0664372 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,26),-0.0577995 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,27),-0.0862222 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,28),-0.0825979 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,29),-0.0577995 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,30),-0.0926703 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,31),-0.129773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,24),-0.0490207 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,25),-0.0664018 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,26),-0.0497955 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,27),-0.0872654 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,28),-0.0802054 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,29),-0.0497955 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,30),-0.0811893 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,31),-0.113084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,25),-0.0665888 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,26),-0.0681998 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,27),-0.097176 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,28),-0.0824658 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,29),-0.0681998 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,30),-0.0634833 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,31),-0.0722179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,25),(16,26),-0.0569917 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,27),-0.0867097 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,28),-0.0775744 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,29),-0.0569917 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,30),-0.0774149 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,31),-0.0871857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,26),(16,27),-0.0929698 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,28),-0.0824941 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,29),-0.0460814 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,30),-0.0957482 # DEPENDENCYPART_TRISIBL
(16,20),(16,26),(16,31),-0.0854648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,27),(16,28),-0.0825979 # DEPENDENCYPART_TRISIBL
(16,20),(16,27),(16,29),-0.0577995 # DEPENDENCYPART_TRISIBL
(16,20),(16,27),(16,30),-0.0926703 # DEPENDENCYPART_TRISIBL
(16,20),(16,27),(16,31),-0.129773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,28),(16,29),-0.0497955 # DEPENDENCYPART_TRISIBL
(16,20),(16,28),(16,30),-0.0811893 # DEPENDENCYPART_TRISIBL
(16,20),(16,28),(16,31),-0.113081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,29),(16,30),-0.0957482 # DEPENDENCYPART_TRISIBL
(16,20),(16,29),(16,31),-0.085719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,30),(16,31),-0.0961513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.0827004 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.0518487 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,25),-0.0634604 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,26),-0.0902742 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,27),-0.134817 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,28),-0.0826541 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,29),-0.0902742 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,30),-0.0854418 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,31),-0.182686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.0481462 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,25),-0.0632183 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,26),-0.0666036 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,27),-0.125544 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,28),-0.0806255 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,29),-0.0666036 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,30),-0.0674221 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,31),-0.0948866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,25),-0.0647372 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,26),-0.106654 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,27),-0.133308 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,28),-0.0899484 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,29),-0.106654 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,30),-0.0775114 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,31),-0.0920248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,25),(16,26),-0.0723613 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,27),-0.122427 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,28),-0.079817 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,29),-0.0723613 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,30),-0.0834241 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,31),-0.0813528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,26),(16,27),-0.150159 # DEPENDENCYPART_TRISIBL
(16,21),(16,26),(16,28),-0.0869373 # DEPENDENCYPART_TRISIBL
(16,21),(16,26),(16,29),-0.0806127 # DEPENDENCYPART_TRISIBL
(16,21),(16,26),(16,30),-0.0760051 # DEPENDENCYPART_TRISIBL
(16,21),(16,26),(16,31),-0.114225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,27),(16,28),-0.0826541 # DEPENDENCYPART_TRISIBL
(16,21),(16,27),(16,29),-0.0902742 # DEPENDENCYPART_TRISIBL
(16,21),(16,27),(16,30),-0.0854418 # DEPENDENCYPART_TRISIBL
(16,21),(16,27),(16,31),-0.182686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,28),(16,29),-0.0665955 # DEPENDENCYPART_TRISIBL
(16,21),(16,28),(16,30),-0.0674219 # DEPENDENCYPART_TRISIBL
(16,21),(16,28),(16,31),-0.0925564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,29),(16,30),-0.0760051 # DEPENDENCYPART_TRISIBL
(16,21),(16,29),(16,31),-0.114248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,30),(16,31),-0.0163648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.0219992 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,25),-0.0629381 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,26),-0.0930897 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,27),-0.118898 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,28),-0.0593504 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,29),-0.0930897 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,30),-0.0501204 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,31),-0.0836798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,25),-0.0629748 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,26),-0.0874477 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,27),-0.119073 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,28),-0.0615229 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,29),-0.0874477 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,30),-0.0582156 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,31),-0.0884529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,25),(16,26),-0.0915936 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,27),-0.1172 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,28),-0.0593322 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,29),-0.0915936 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,30),-0.0615746 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,31),-0.110109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,26),(16,27),-0.123406 # DEPENDENCYPART_TRISIBL
(16,22),(16,26),(16,28),-0.0504101 # DEPENDENCYPART_TRISIBL
(16,22),(16,26),(16,29),-0.0989492 # DEPENDENCYPART_TRISIBL
(16,22),(16,26),(16,30),-0.0786325 # DEPENDENCYPART_TRISIBL
(16,22),(16,26),(16,31),-0.13203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,27),(16,28),-0.059678 # DEPENDENCYPART_TRISIBL
(16,22),(16,27),(16,29),-0.0952118 # DEPENDENCYPART_TRISIBL
(16,22),(16,27),(16,30),-0.0775196 # DEPENDENCYPART_TRISIBL
(16,22),(16,27),(16,31),-0.160662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,28),(16,29),-0.0930897 # DEPENDENCYPART_TRISIBL
(16,22),(16,28),(16,30),-0.0501204 # DEPENDENCYPART_TRISIBL
(16,22),(16,28),(16,31),-0.088666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,29),(16,30),-0.0786325 # DEPENDENCYPART_TRISIBL
(16,22),(16,29),(16,31),-0.13203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,30),(16,31),-0.0698248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,24),(16,25),-0.0665889 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,26),-0.0693929 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,27),-0.0984249 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,28),-0.0829408 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,29),-0.0693929 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,30),-0.0652774 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,31),-0.0958999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,25),(16,26),-0.0579849 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,27),-0.0875025 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,28),-0.0780488 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,29),-0.0579849 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,30),-0.0788983 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,31),-0.100015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,26),(16,27),-0.0940563 # DEPENDENCYPART_TRISIBL
(16,23),(16,26),(16,28),-0.0829685 # DEPENDENCYPART_TRISIBL
(16,23),(16,26),(16,29),-0.0471178 # DEPENDENCYPART_TRISIBL
(16,23),(16,26),(16,30),-0.0974138 # DEPENDENCYPART_TRISIBL
(16,23),(16,26),(16,31),-0.0975466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,27),(16,28),-0.0830723 # DEPENDENCYPART_TRISIBL
(16,23),(16,27),(16,29),-0.0587926 # DEPENDENCYPART_TRISIBL
(16,23),(16,27),(16,30),-0.0941537 # DEPENDENCYPART_TRISIBL
(16,23),(16,27),(16,31),-0.142731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,28),(16,29),-0.0508397 # DEPENDENCYPART_TRISIBL
(16,23),(16,28),(16,30),-0.0826727 # DEPENDENCYPART_TRISIBL
(16,23),(16,28),(16,31),-0.125958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,29),(16,30),-0.0974138 # DEPENDENCYPART_TRISIBL
(16,23),(16,29),(16,31),-0.0978008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,30),(16,31),-0.109325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,25),(16,26),-0.0459165 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,27),-0.0811136 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,28),-0.04646 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,29),-0.0459173 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,30),-0.0889771 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,31),-0.133068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,26),(16,27),-0.0816806 # DEPENDENCYPART_TRISIBL
(16,24),(16,26),(16,28),-0.0546214 # DEPENDENCYPART_TRISIBL
(16,24),(16,26),(16,29),-0.053308 # DEPENDENCYPART_TRISIBL
(16,24),(16,26),(16,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(16,24),(16,26),(16,31),-0.0167515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,27),(16,28),-0.0533936 # DEPENDENCYPART_TRISIBL
(16,24),(16,27),(16,29),-0.0558277 # DEPENDENCYPART_TRISIBL
(16,24),(16,27),(16,30),-0.100996 # DEPENDENCYPART_TRISIBL
(16,24),(16,27),(16,31),-0.0921294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,28),(16,29),-0.0512622 # DEPENDENCYPART_TRISIBL
(16,24),(16,28),(16,30),-0.0928617 # DEPENDENCYPART_TRISIBL
(16,24),(16,28),(16,31),-0.0694675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,29),(16,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(16,24),(16,29),(16,31),-0.0167673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,30),(16,31),-0.0655041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,26),(16,27),-0.0728598 # DEPENDENCYPART_TRISIBL
(16,25),(16,26),(16,28),-0.0620559 # DEPENDENCYPART_TRISIBL
(16,25),(16,26),(16,29),-0.0746381 # DEPENDENCYPART_TRISIBL
(16,25),(16,26),(16,30),-0.0342034 # DEPENDENCYPART_TRISIBL
(16,25),(16,26),(16,31),-0.117274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,27),(16,28),-0.0617539 # DEPENDENCYPART_TRISIBL
(16,25),(16,27),(16,29),-0.0676208 # DEPENDENCYPART_TRISIBL
