# _root_ `` This week was uneventful for the CD market , '' said Norberto Mehl , chairman of Banxquote .
#goldHeads=12,3,4,12,4,4,9,9,6,12,12,0,14,12,14,14,16,17,12,
#predictedHeads=12,3,4,12,4,5,9,9,6,12,12,0,14,12,14,14,16,17,12,
(17,16),(16,8),(16,2),-0.0205794 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,8),(16,-1),-0.0753124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,7),(16,6),-0.0230566 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,7),(16,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,7),(16,2),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,7),(16,-1),0.00443007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,6),(16,5),-0.0202121 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,6),(16,2),-0.0199861 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,6),(16,-1),-0.0579266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,5),(16,2),-0.0215493 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,5),(16,-1),-0.0343752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,2),(16,-1),0.00945629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,19),-0.0455796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,20),0.267745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,20),-0.0440198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,16),-0.151026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,-1),-0.128787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,16),(18,-1),-0.119431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),-0.0823498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,19),(19,17),0.105607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),-0.198108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,17),(19,-1),-0.147823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,17),0.196694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,20),-0.0111032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.145255 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,20),-0.0857896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,19),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,20),-0.171212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,19),(16,20),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,15),0.131002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,14),-0.133684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,13),-0.133684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,12),0.0472158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,10),0.131002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,9),-0.136558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,8),-0.133684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,7),-0.0080529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,6),-0.00169286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,5),-0.0415639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,2),-0.0250772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),0.140464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,15),(16,14),0.133372 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,13),0.133372 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,12),-0.0691014 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,10),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,9),0.133368 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,8),0.133372 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,7),-0.0232994 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,6),0.000242259 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,5),-0.031048 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,2),-0.0231883 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,-1),-0.020179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,14),(16,13),-0.00157958 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,12),-0.0208484 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,10),0.00442975 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,9),-0.0017432 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,8),-0.00157958 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,7),-0.00901936 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,6),-0.0206287 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,5),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,2),-0.0183864 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),0.0212996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,13),(16,12),-0.0208484 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,10),0.00442975 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,9),-0.0017432 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,8),-0.00157958 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,7),-0.00901936 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,6),-0.0206287 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,5),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,2),-0.0183864 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,-1),0.0212996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,12),(16,10),-0.0273015 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,9),-0.0235165 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,8),-0.0235165 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,7),-0.0196995 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,6),-0.0239411 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,5),-0.0198767 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,2),-0.0185299 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,-1),0.000308989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,10),(16,9),0.133368 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,8),0.133372 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,7),-0.0232994 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,6),0.000242259 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,5),-0.031048 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,2),-0.0231883 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,-1),-0.020179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,9),(16,8),-0.00157997 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,9),(16,7),-0.009953 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,9),(16,6),-0.0206307 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,9),(16,5),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,9),(16,2),-0.0193201 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,9),(16,-1),0.0191924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,8),(16,7),-0.00901936 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,8),(16,6),-0.0206287 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,8),(16,5),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,8),(16,2),-0.0183864 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,8),(16,-1),0.0212996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,7),(16,6),-0.0221655 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,7),(16,5),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,7),(16,2),-0.0200744 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,7),(16,-1),-0.00947304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,6),(16,5),-0.018492 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,6),(16,2),-0.0194457 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,6),(16,-1),-0.024201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,5),(16,2),-0.0250303 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,5),(16,-1),-0.0294728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,2),(16,-1),-0.0286033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,20),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,17),(19,-1),-0.145167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,18),0.111996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,20),-0.177824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,18),(17,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,20),-0.142249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,19),(17,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,17),(17,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,-1),-0.043752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,16),(17,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,15),(17,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,3),(0,4),-0.17344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,12),-0.196116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,20),0.290622 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,12),-0.283202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,20),0.770053 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,12),(0,20),0.804097 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,3),(0,4),(0,12),-0.103517 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,20),-0.135008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,12),(0,20),-0.130842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,12),(0,20),-0.258605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.0661149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.0953035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,20),-0.167598 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,6),-0.0865989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,20),-0.13854 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,20),-0.142927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,6),-0.0820733 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,20),-0.0963629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,20),-0.0770287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,20),-0.0799516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.0953848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.117669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.158312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.0430917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.136223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.102494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.149381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.0430917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.0519241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,20),-0.0987635 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.127967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.201875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.132972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.160503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.102977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.189678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),-0.132972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.13938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,20),-0.0849445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,9),-0.176209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.0381399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.232591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.139186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.158331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.0381399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.140105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,20),-0.131925 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.118469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,11),-0.167278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.119473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.126508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.118469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),-0.11769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,20),-0.135276 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.0878824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,12),-0.162643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,14),-0.0686514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,15),-0.204668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,19),-0.196203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,20),-0.683998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.125442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,14),-0.18779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,15),-0.081925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),-0.136491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,20),-0.159853 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,14),-0.148855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,15),-0.0377806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),-0.0266627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,20),-0.101623 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,15),-0.11695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),-0.111709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,20),-0.120313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,19),-0.196203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,20),-0.683998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,20),-0.220116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0223744 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0640012 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.082303 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.00751395 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.102925 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0639891 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.082303 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.0630722 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,20),-0.103933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,9),-0.0712989 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.060132 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.00879395 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.112934 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.0712868 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.060132 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),0.00530636 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,20),-0.0832943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0874487 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,11),-0.0164148 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.108231 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.0727553 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.0874487 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.0407066 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,20),-0.111362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),0.0936608 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,12),-0.0813893 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,14),-0.0841521 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,15),-0.093285 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.0854155 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,20),-0.0207941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.106914 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),-0.0463365 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,15),-0.0828746 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),-0.0701696 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,20),-0.0837442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,14),-0.0714606 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,15),-0.0861445 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.113928 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,20),-0.107041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,15),-0.0874466 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),-0.0407012 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,20),-0.113458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,19),-0.0854155 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,20),-0.0207941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,20),-0.0761579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,9),-0.0834341 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.048231 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0812527 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0663739 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0834064 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.048231 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0303213 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.109236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0665187 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,11),-0.0905806 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.0541048 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0650495 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.0665187 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0891613 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,20),-0.0928212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),-0.0752595 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),0.0511265 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,14),-0.0730187 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.0606753 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0761114 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,20),-0.0261817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0446131 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.0775106 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,15),-0.0577075 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.066965 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,20),-0.0683949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,14),-0.0700316 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,15),-0.0249226 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.0942412 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,20),-0.0879637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.0660944 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.0890566 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,20),-0.0919732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,19),-0.0761114 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,20),-0.0261817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,20),-0.0859545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0740265 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,11),-0.0948444 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.10341 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.0487415 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.0740265 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.100342 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,20),-0.035719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.132796 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.0590149 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),0.0995899 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),-0.0820154 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.0887602 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,20),-0.264145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.114564 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.0392564 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),-0.064173 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.103247 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,20),-0.122884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
