# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,19,19,19,15,19,20,21,21,25,23,25,29,29,26,19,21,34,34,31,3,
(19,20),(20,18),-0.335512 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.708452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.684719 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.127011 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.160595 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.142194 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.22854 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.264253 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.159226 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),0.391853 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.244398 # DEPENDENCYPART_GRANDPAR
(19,20),(20,35),-0.507557 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.452719 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.204399 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.40352 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),0.062981 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.344972 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.147215 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0650701 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.160247 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.400457 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.282315 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.117338 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),0.11008 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.244145 # DEPENDENCYPART_GRANDPAR
(19,21),(21,34),-0.361361 # DEPENDENCYPART_GRANDPAR
(19,21),(21,35),-0.5183 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),0.0458677 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.039505 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.530966 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.0630951 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.177719 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.396856 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.190077 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.121367 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),0.0315587 # DEPENDENCYPART_GRANDPAR
(19,23),(23,34),-0.243832 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.213688 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.661342 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.356536 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.213125 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.506336 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.3125 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.221001 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.0412154 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),-0.314811 # DEPENDENCYPART_GRANDPAR
(19,25),(25,34),-0.397458 # DEPENDENCYPART_GRANDPAR
(19,25),(25,35),-0.690051 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.0998192 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.444263 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.364062 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.0924038 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),-0.31196 # DEPENDENCYPART_GRANDPAR
(19,26),(26,34),-0.416959 # DEPENDENCYPART_GRANDPAR
(19,29),(29,11),-0.58688 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.660247 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.062292 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.30437 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.44421 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.229093 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.0493247 # DEPENDENCYPART_GRANDPAR
(19,29),(29,32),-0.322887 # DEPENDENCYPART_GRANDPAR
(19,29),(29,33),-0.544732 # DEPENDENCYPART_GRANDPAR
(19,29),(29,34),-0.40429 # DEPENDENCYPART_GRANDPAR
(19,29),(29,35),-0.698191 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.351072 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),0.0975356 # DEPENDENCYPART_GRANDPAR
(19,35),(35,34),-0.468383 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.452159 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),0.189877 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),0.218602 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),0.228732 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.466392 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.0605646 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.437568 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),0.196957 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),0.247768 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.257897 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.456196 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.0578026 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.242415 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.457841 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.510787 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),0.0933281 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.0178943 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.496308 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.545492 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.23028 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.336314 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.576641 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.246511 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.219704 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.0496976 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.37609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,22),-0.869887 # DEPENDENCYPART_GRANDPAR
(20,3),(3,35),-1.22183 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.571025 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.633547 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.166299 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.00936836 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.549744 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.38894 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.200549 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.378729 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.254748 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-0.480911 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.0200444 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.574074 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.637368 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.166518 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.0440275 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.552163 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.38531 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.196696 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.378893 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.0788569 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.251119 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.489113 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.0152752 # DEPENDENCYPART_GRANDPAR
(20,5),(5,16),-0.301227 # DEPENDENCYPART_GRANDPAR
(20,5),(5,22),-0.933277 # DEPENDENCYPART_GRANDPAR
(20,5),(5,23),-0.380328 # DEPENDENCYPART_GRANDPAR
(20,5),(5,35),-1.21719 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.409874 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.18405 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.387053 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),0.00703876 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.270144 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.158471 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.155501 # DEPENDENCYPART_GRANDPAR
(20,6),(6,35),-1.23704 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.195704 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.0700488 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.280653 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.0431452 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.258426 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.309503 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.135924 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.166189 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),0.324133 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.2887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,1),-0.507908 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.558802 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.170661 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.150499 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.592296 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.513656 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.166277 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.0388853 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.0708047 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.412639 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.168381 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.0386532 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.209689 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.119198 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.14212 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.37041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,23),-0.366798 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.460421 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.289498 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.00258985 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.408974 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.45929 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.189983 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.378918 # DEPENDENCYPART_GRANDPAR
(20,9),(9,21),-0.366835 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.507455 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.561818 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.333701 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.149419 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.202614 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.152652 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.30502 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.2887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.942515 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.536246 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.476815 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.192286 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.402288 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.162207 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.35914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.362652 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.558202 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.367997 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.151433 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0299382 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.182225 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.307342 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.2887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.284827 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.942515 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.173737 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.685539 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.603948 # DEPENDENCYPART_GRANDPAR
(20,15),(15,30),-0.703889 # DEPENDENCYPART_GRANDPAR
(20,15),(15,34),-0.935296 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.309042 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.00625815 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.19186 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.320051 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.170328 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.32847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.334512 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.325489 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.714416 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.70274 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0843546 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.405799 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),0.0772967 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),0.0433179 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.0261558 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.434374 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.428287 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.239679 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.317151 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.40023 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.254918 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.352625 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.213253 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.258202 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0216595 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.114876 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.33072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.32656 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.868029 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.365442 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.680513 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.765609 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.797745 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.727395 # DEPENDENCYPART_GRANDPAR
(20,19),(19,35),-1.1122 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.313727 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.701942 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.567798 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.155835 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.429941 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.204764 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.295118 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0576906 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.188753 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.174947 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.117566 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),0.259246 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.424864 # DEPENDENCYPART_GRANDPAR
(20,21),(21,34),-0.332332 # DEPENDENCYPART_GRANDPAR
(20,21),(21,35),-0.62784 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.346891 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.443896 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.44512 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.268269 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.337238 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.479827 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.390439 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.335828 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.0685434 # DEPENDENCYPART_GRANDPAR
(20,23),(23,34),-0.516865 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.0718909 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.350314 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.332959 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.39529 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.489946 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.407593 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.347189 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.0217324 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.674988 # DEPENDENCYPART_GRANDPAR
(20,25),(25,34),-0.5557 # DEPENDENCYPART_GRANDPAR
(20,25),(25,35),-0.886857 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.225984 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.419269 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.384565 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.0883631 # DEPENDENCYPART_GRANDPAR
(20,26),(26,32),-0.616514 # DEPENDENCYPART_GRANDPAR
(20,26),(26,34),-0.510134 # DEPENDENCYPART_GRANDPAR
(20,29),(29,11),-0.825749 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.353161 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.177491 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),-0.27762 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.328697 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.347208 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.0217679 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),-0.67499 # DEPENDENCYPART_GRANDPAR
(20,29),(29,33),-0.582372 # DEPENDENCYPART_GRANDPAR
(20,29),(29,34),-0.554458 # DEPENDENCYPART_GRANDPAR
(20,29),(29,35),-0.886922 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.404918 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),0.0668407 # DEPENDENCYPART_GRANDPAR
(20,31),(31,2),-0.619712 # DEPENDENCYPART_GRANDPAR
(20,31),(31,3),-0.341042 # DEPENDENCYPART_GRANDPAR
(20,31),(31,17),-0.197256 # DEPENDENCYPART_GRANDPAR
(20,31),(31,22),-0.749443 # DEPENDENCYPART_GRANDPAR
(20,31),(31,23),-0.247257 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),-0.444422 # DEPENDENCYPART_GRANDPAR
(20,31),(31,26),-0.54799 # DEPENDENCYPART_GRANDPAR
(20,31),(31,27),-0.650829 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.70717 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),-0.560936 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.466929 # DEPENDENCYPART_GRANDPAR
(20,31),(31,32),-0.506525 # DEPENDENCYPART_GRANDPAR
(20,31),(31,33),-0.302156 # DEPENDENCYPART_GRANDPAR
(20,31),(31,34),-0.373231 # DEPENDENCYPART_GRANDPAR
(20,31),(31,35),-0.654345 # DEPENDENCYPART_GRANDPAR
(20,32),(32,29),-0.337169 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),-0.0416742 # DEPENDENCYPART_GRANDPAR
(20,32),(32,33),-0.565716 # DEPENDENCYPART_GRANDPAR
(20,32),(32,34),-0.617088 # DEPENDENCYPART_GRANDPAR
(20,35),(35,34),-0.571416 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.221389 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.354124 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.135346 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.122153 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.0844917 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.136697 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.166985 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.112607 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.570016 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.0770012 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),-0.281943 # DEPENDENCYPART_GRANDPAR
(21,3),(3,19),-0.31338 # DEPENDENCYPART_GRANDPAR
(21,3),(3,20),-0.300952 # DEPENDENCYPART_GRANDPAR
(21,3),(3,22),-0.294408 # DEPENDENCYPART_GRANDPAR
(21,3),(3,35),-1.14881 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.130308 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.252639 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.272043 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.168973 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.198021 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.0840375 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),-0.304606 # DEPENDENCYPART_GRANDPAR
(21,6),(6,35),-1.12113 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.373641 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.158157 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.281975 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.290413 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.472017 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.255258 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.285155 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.33287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.46882 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.226266 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.589683 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.420298 # DEPENDENCYPART_GRANDPAR
(21,15),(15,30),-0.653412 # DEPENDENCYPART_GRANDPAR
(21,15),(15,34),-0.844899 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.0749138 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.438406 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.349547 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.30535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,23),-0.263693 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.532065 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-0.403309 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.34775 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),0.0651633 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),-0.00452825 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.425114 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.138764 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.0819467 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.295059 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.0979574 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.0300373 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),0.339667 # DEPENDENCYPART_GRANDPAR
(21,23),(23,34),-0.0733799 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.109912 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.423221 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0285931 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.27031 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.46207 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.292681 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.148537 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),0.285058 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.137117 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-0.296816 # DEPENDENCYPART_GRANDPAR
(21,25),(25,35),-0.770627 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.228799 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.370939 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.259805 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),0.164501 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.0948039 # DEPENDENCYPART_GRANDPAR
(21,26),(26,34),-0.234369 # DEPENDENCYPART_GRANDPAR
