# _root_ Here , wedged between shifting dunes and pounding waves at the world 's most inhospitable diamond dig , lies the earth 's most precious jewel box .
#goldHeads=19,19,19,3,6,7,4,9,7,3,12,17,12,15,17,17,10,19,0,21,26,21,26,26,26,19,19,
#predictedHeads=19,19,19,3,7,5,4,7,8,8,12,10,12,15,17,17,13,19,0,21,22,19,24,26,26,22,19,
(22,7),(7,8),(7,9),0.0899759 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,10),0.117408 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,11),0.0960399 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,12),0.0897149 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,13),0.0620267 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,15),0.0956085 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,16),0.0899759 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,17),0.0899759 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,18),0.113763 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,19),0.0625637 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,21),0.0899759 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,22),-0.135722 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,26),-0.149936 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,28),-0.147837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,9),(7,10),0.0623108 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,11),0.144041 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,12),0.0821029 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,13),0.11262 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,15),0.136831 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,16),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,17),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,18),0.225415 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,19),0.113443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,21),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,22),-0.146889 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,26),-0.147103 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,28),-0.164858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,10),(7,11),0.1011 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,12),0.107443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,13),0.0944398 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,15),0.105606 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,16),0.107443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,17),0.107443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,18),0.0763895 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,19),0.0943553 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,21),0.107443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,22),-0.144802 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,26),-0.144766 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,28),-0.0662332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,11),(7,12),0.115142 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,13),0.105876 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,15),0.108749 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,16),0.115142 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,17),0.115142 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,18),0.103386 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,19),0.105876 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,21),0.115142 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,22),-0.144704 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,26),-0.144746 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,28),-0.135954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,12),(7,13),0.11262 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,15),0.136831 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,16),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,17),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,18),0.224864 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,19),0.113443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,21),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,22),-0.146889 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,26),-0.147103 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,28),-0.166182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,13),(7,15),0.0956084 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,16),0.0897118 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,17),0.0897118 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,18),0.111 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,19),0.0619758 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,21),0.0897118 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,22),-0.135722 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,26),-0.149936 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,13),(7,28),-0.136131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,15),(7,16),0.13917 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,17),0.13917 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,18),0.115055 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,19),0.104062 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,21),0.13917 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,22),-0.144723 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,26),-0.144751 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,15),(7,28),-0.135526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,16),(7,17),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,16),(7,18),0.225415 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,16),(7,19),0.113443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,16),(7,21),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,16),(7,22),-0.146889 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,16),(7,26),-0.147103 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,16),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,16),(7,28),-0.164853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,17),(7,18),0.225415 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,17),(7,19),0.113443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,17),(7,21),0.0823721 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,17),(7,22),-0.146889 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,17),(7,26),-0.147103 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,17),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,17),(7,28),-0.164853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,18),(7,19),0.129257 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,18),(7,21),0.226944 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,18),(7,22),-0.162971 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,18),(7,26),-0.151597 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,18),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,18),(7,28),-0.169165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,19),(7,21),0.089317 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,19),(7,22),-0.135722 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,19),(7,26),-0.149936 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,19),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,19),(7,28),-0.147837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,21),(7,22),-0.146889 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,21),(7,26),-0.147103 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,21),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,21),(7,28),-0.164853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,22),(7,26),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,22),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,22),(7,28),-0.136131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,7),(7,26),(7,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,26),(7,28),-0.164853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,27),(7,28),-0.152151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,7),(7,6),-0.0185285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,5),-0.0618729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,4),0.0568994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,3),-0.0618729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,2),0.0090649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,1),0.0286208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,-1),-0.156242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,7),(7,6),(7,5),-0.0383397 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,6),(7,4),-0.0287246 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,6),(7,3),-0.0383397 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,6),(7,2),-0.114625 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,6),(7,1),-0.0284631 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,6),(7,-1),0.0159818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,5),(7,4),-0.0057181 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,5),(7,3),-0.0333869 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,5),(7,2),-0.00890033 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,5),(7,1),-0.0347792 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,5),(7,-1),-0.0924514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,4),(7,3),-0.0352031 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,4),(7,2),0.0107339 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,4),(7,1),0.000152342 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,4),(7,-1),-0.00484072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,3),(7,2),-0.00890033 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,3),(7,1),-0.0347792 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,3),(7,-1),-0.0924514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,2),(7,1),-0.0556883 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,2),(7,-1),-1.55325e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,1),(7,-1),0.00924837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,8),(8,9),0.145172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,10),-0.0372361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,11),0.0766656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,12),0.142163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,13),0.139542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,17),0.145172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,18),0.117673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,19),0.137091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,22),-0.13529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,28),-0.285999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,8),(8,9),(8,10),0.21274 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,11),0.13937 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,12),0.0979336 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,13),0.105609 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,17),0.0979336 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,18),0.099345 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,19),0.104392 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,22),-0.143994 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,9),(8,28),-0.178521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,10),(8,11),0.113705 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,12),0.112007 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,13),0.111257 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,17),0.11201 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,18),0.0639416 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,19),0.111273 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,22),-0.146462 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,10),(8,28),-0.121842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,11),(8,12),0.107614 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,11),(8,13),0.107363 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,11),(8,17),0.107614 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,11),(8,18),0.107072 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,11),(8,19),0.107363 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,11),(8,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,11),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,11),(8,28),-0.137947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,12),(8,13),0.105609 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,12),(8,17),0.0979336 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,12),(8,18),0.0993448 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,12),(8,19),0.104392 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,12),(8,22),-0.143994 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,12),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,12),(8,28),-0.181149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,13),(8,17),0.0894639 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,13),(8,18),0.196775 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,13),(8,19),0.100089 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,13),(8,22),-0.145083 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,13),(8,27),-0.144704 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,13),(8,28),-0.13921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,17),(8,18),0.099345 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,17),(8,19),0.104392 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,17),(8,22),-0.143994 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,17),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,17),(8,28),-0.178521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,18),(8,19),0.137647 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,18),(8,22),-0.160214 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,18),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,18),(8,28),-0.110888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,19),(8,22),-0.145083 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,19),(8,27),-0.144704 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,19),(8,28),-0.146259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,22),(8,27),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,22),(8,28),-0.13921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,8),(8,27),(8,28),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,8),(8,6),0.063353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,4),-0.0650055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,3),-0.0769415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,8),(8,8),(8,-1),0.0682874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,8),(8,6),(8,4),-0.00451309 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,6),(8,3),-0.0523753 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,6),(8,-1),-0.0182812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,4),(8,3),-0.0279043 # DEPENDENCYPART_GRANDSIBL
(22,8),(8,4),(8,-1),0.0574759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,8),(8,3),(8,-1),-0.04636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,9),(9,10),0.159685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,11),0.102659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,12),0.0306234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,13),0.121699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,15),0.110679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,17),0.0288278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,18),0.0493919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,28),-0.199691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,9),(9,10),(9,11),0.1059 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,10),(9,12),0.115699 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,10),(9,13),0.10815 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,10),(9,15),0.0879486 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,10),(9,17),0.115699 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,10),(9,18),0.0832346 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,10),(9,27),-0.144742 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,10),(9,28),-0.0579066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,11),(9,12),0.122009 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,11),(9,13),0.119882 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,11),(9,15),0.113961 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,11),(9,17),0.122009 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,11),(9,18),0.105045 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,11),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,11),(9,28),-0.209313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,12),(9,13),0.131429 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,12),(9,15),0.107011 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,12),(9,17),0.103044 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,12),(9,18),0.139131 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,12),(9,27),-0.144958 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,12),(9,28),-0.115395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,13),(9,15),0.111893 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,13),(9,17),0.117668 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,13),(9,18),0.163153 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,13),(9,27),-0.144708 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,13),(9,28),-0.158786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,15),(9,17),0.0715912 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,15),(9,18),0.144754 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,15),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,15),(9,28),-0.10302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,17),(9,18),0.139953 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,17),(9,27),-0.144958 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,17),(9,28),-0.114447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,18),(9,27),-0.144938 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,18),(9,28),-0.13783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,27),(9,28),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,9),(9,8),-0.0184881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,7),-0.00555196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,6),0.0334114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,5),-0.0184881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,4),-0.0728407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,3),-0.0184881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,2),0.0546683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,1),-0.0202636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,9),(9,9),(9,-1),0.0248583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,9),(9,8),(9,7),-0.0256168 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,8),(9,6),-0.0299767 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,8),(9,5),-0.00671471 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,8),(9,4),-0.001897 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,8),(9,3),-0.00671471 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,8),(9,2),-0.0526049 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,8),(9,1),-0.0222264 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,8),(9,-1),-0.0180149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,7),(9,6),-0.159815 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,7),(9,5),-0.128759 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,7),(9,4),-0.0672065 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,7),(9,3),-0.13242 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,7),(9,2),-0.0459613 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,7),(9,1),-0.00714282 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,7),(9,-1),-0.0248467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,6),(9,5),-0.00551653 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,6),(9,4),-0.0321634 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,6),(9,3),-0.00551653 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,6),(9,2),-0.060202 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,6),(9,1),-0.0207048 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,6),(9,-1),-0.00640363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,5),(9,4),-0.001897 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,5),(9,3),-0.00671471 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,5),(9,2),-0.0526049 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,5),(9,1),-0.0222264 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,5),(9,-1),-0.0180149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,4),(9,3),-0.0311625 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,4),(9,2),0.0174068 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,4),(9,1),-0.030454 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,4),(9,-1),-0.0387714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,3),(9,2),-0.0526049 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,3),(9,1),-0.0222264 # DEPENDENCYPART_GRANDSIBL
