# _root_ The unpopular Mr. Sarney , whose task was to bring about a smooth transition to democracy after 21 years of military rule , is n't seeking re-election .
#goldHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,14,15,10,19,17,19,22,20,4,0,24,24,26,24,
#predictedHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,10,15,10,19,17,19,22,20,4,0,24,24,26,24,
(26,8),(8,24),(8,28),-0.144704 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,24),(8,29),-0.134147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,25),(8,26),-0.145132 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,25),(8,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,25),(8,29),-0.179496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,26),(8,28),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,8),(8,26),(8,29),-0.133942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,8),(8,28),(8,29),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,8),(8,7),0.0387664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,8),(8,8),(8,5),-0.106809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,8),(8,8),(8,4),0.038426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,8),(8,8),(8,3),0.0361985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,8),(8,8),(8,2),0.0329777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,8),(8,8),(8,1),-0.0339827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,8),(8,8),(8,-1),0.0701561 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,8),(8,7),(8,5),-0.0512758 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,7),(8,4),-0.00545997 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,7),(8,3),-0.00561042 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,7),(8,2),-0.0154416 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,7),(8,1),-0.0222425 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,7),(8,-1),-0.0290252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,5),(8,4),-0.0543607 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,5),(8,3),-0.0543614 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,5),(8,2),-0.0297513 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,5),(8,1),-0.0196221 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,5),(8,-1),0.101645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,4),(8,3),-0.00561042 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,4),(8,2),-0.0154416 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,4),(8,1),-0.0222425 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,4),(8,-1),-0.0282377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,3),(8,2),-0.0154416 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,3),(8,1),-0.0222425 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,3),(8,-1),-0.0298011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,2),(8,1),-0.0211119 # DEPENDENCYPART_GRANDSIBL
(26,8),(8,2),(8,-1),0.00622054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,8),(8,1),(8,-1),-0.0333262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,26),-0.13889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,27),-0.149668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,29),-0.0281607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,26),(25,27),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,29),-0.164322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,27),(25,29),-0.143595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,-1),0.134449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,28),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,29),0.0573006 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,28),(27,29),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,26),0.128497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,25),-0.145932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,23),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,22),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,21),-0.155976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,18),-0.142201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,12),-0.149664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,-1),-0.184442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,26),(27,25),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,23),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,22),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,21),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,18),-0.145423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,12),-0.148975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,-1),-0.141422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,25),(27,23),-0.144746 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,25),(27,22),-0.144866 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,25),(27,21),-0.144753 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,25),(27,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,25),(27,12),-0.144781 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,25),(27,-1),-0.122625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,23),(27,22),-0.16103 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,23),(27,21),-0.146717 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,23),(27,18),-0.144706 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,23),(27,12),-0.14517 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,23),(27,-1),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,22),(27,21),-0.145686 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,22),(27,18),-0.145154 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,22),(27,12),-0.141238 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,22),(27,-1),-0.112361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,21),(27,18),-0.145001 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,21),(27,12),-0.149808 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,21),(27,-1),-0.0813105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,18),(27,12),-0.145157 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,18),(27,-1),-0.0907071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,12),(27,-1),-0.171522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,29),-0.00774811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,28),(28,27),0.0732956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,-1),0.0186224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,27),(28,-1),-0.177564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,12),(12,12),(12,13),0.0985281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,12),(12,12),(12,29),0.0737968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,12),(12,13),(12,29),-0.155707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,12),(12,12),(12,-1),0.192474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,18),(18,18),(18,20),0.0684288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,18),(18,18),(18,21),0.0976946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,18),(18,18),(18,22),0.172119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,18),(18,18),(18,24),0.106089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,18),(18,18),(18,27),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,18),(18,18),(18,29),-0.0393823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,18),(18,20),(18,21),0.109523 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,20),(18,22),0.109126 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,20),(18,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,20),(18,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,20),(18,29),-0.184136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,18),(18,21),(18,22),0.112611 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,21),(18,24),0.1095 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,21),(18,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,21),(18,29),-0.155178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,18),(18,22),(18,24),0.109536 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,22),(18,27),-0.144703 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,22),(18,29),-0.0825542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,18),(18,24),(18,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,24),(18,29),-0.149082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,18),(18,27),(18,29),-0.0825542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,18),(18,18),(18,17),-0.00823108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,18),(18,18),(18,16),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,18),(18,18),(18,-1),0.163195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,18),(18,17),(18,16),-0.0187631 # DEPENDENCYPART_GRANDSIBL
(27,18),(18,17),(18,-1),-0.0190693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,18),(18,16),(18,-1),-0.0461498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,21),(21,29),-0.00991593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,21),(21,21),(21,-1),0.0414228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,22),(22,22),(22,23),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,24),0.0918412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,25),0.10324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,26),0.0931858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,27),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,29),-0.0204647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,22),(22,23),(22,24),0.106093 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,25),0.106071 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,26),0.106116 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,27),-0.14942 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,29),-0.0334287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,24),(22,25),0.121008 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,26),0.109246 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,27),-0.14472 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,29),-0.198821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,25),(22,26),0.108699 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,25),(22,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,25),(22,29),-0.126536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,26),(22,27),-0.14472 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,26),(22,29),-0.19651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,27),(22,29),-0.173848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,22),(22,22),(22,21),-0.0419878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,20),0.00756921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,19),-0.13198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,18),-0.097405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,17),-0.00509681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,13),-0.0415639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,12),-0.0498833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,-1),0.132776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,22),(22,21),(22,20),-0.0238524 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,19),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,18),-0.0187754 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,17),-0.0239631 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,13),-0.0312175 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,12),-0.0434408 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,20),(22,19),-0.0174283 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,18),-0.019489 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,17),-0.0279981 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,13),-0.0162515 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,12),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,-1),-0.00944111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,19),(22,18),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,17),-0.0196547 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,13),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,12),-0.0260996 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,-1),0.0254047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,18),(22,17),-0.0219778 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,18),(22,13),-0.0232396 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,18),(22,12),-0.0124197 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,18),(22,-1),-0.0954507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,17),(22,13),-0.0184824 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,17),(22,12),-0.0194458 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,17),(22,-1),-0.0163188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,13),(22,12),-0.043429 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,13),(22,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,12),(22,-1),-0.0727579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,23),(23,29),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,23),(23,23),(23,-1),-0.0464173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,25),(25,26),0.147401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,27),-0.145509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,29),-0.250217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,26),(25,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,29),-0.10895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,27),(25,29),-0.167542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,25),(25,-1),0.00357773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,26),(26,27),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,29),-0.0162971 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,27),(26,28),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,29),-0.0844921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,28),(26,29),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,26),(26,25),0.00716437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,8),-0.0503848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,-1),0.0514546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,25),(26,8),-0.0287306 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,-1),0.0266534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,8),(26,-1),-0.0322067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,28),(28,28),(28,29),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,28),(28,28),(28,27),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,28),(28,28),(28,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,28),(28,27),(28,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,27),(27,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,29),-0.226117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,28),(27,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,27),(27,26),-0.0209994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,25),-0.0220732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,22),-0.0312489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,21),-0.0345681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,18),-0.021159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,12),-0.0320347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,-1),-0.0378867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,26),(27,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,26),(27,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,26),(27,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,26),(27,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,26),(27,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,26),(27,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,26),(27,-1),-0.0209993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,25),(27,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,25),(27,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,25),(27,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,25),(27,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,25),(27,12),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,25),(27,-1),-0.0220732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,23),(27,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,23),(27,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,23),(27,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,23),(27,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,23),(27,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,22),(27,21),-0.0194851 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,22),(27,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,22),(27,12),-0.0194848 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,22),(27,-1),-0.0311565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,21),(27,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,21),(27,12),-0.0226257 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,21),(27,-1),-0.0305036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,18),(27,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,18),(27,-1),-0.0211575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,12),(27,-1),-0.0363794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,4),(0,7),-0.157777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,8),-0.165784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,10),-0.170684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,24),-0.182296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,26),-0.18378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,29),0.279267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,7),(0,8),-0.166201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,10),-0.171101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,24),-0.182713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,26),-0.184197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,29),0.277883 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,8),(0,10),-0.263177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,8),(0,24),-0.282415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,8),(0,26),-0.270023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,8),(0,29),0.770053 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,10),(0,24),-0.287675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,26),-0.275283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,29),0.730478 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,24),(0,26),-0.280537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,24),(0,29),0.793058 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,26),(0,29),0.740867 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,4),(0,7),(0,8),-0.0688788 # DEPENDENCYPART_TRISIBL
(0,4),(0,7),(0,10),-0.0771945 # DEPENDENCYPART_TRISIBL
(0,4),(0,7),(0,24),-0.0917507 # DEPENDENCYPART_TRISIBL
(0,4),(0,7),(0,26),-0.0715233 # DEPENDENCYPART_TRISIBL
(0,4),(0,7),(0,29),-0.126934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,8),(0,10),-0.0934634 # DEPENDENCYPART_TRISIBL
(0,4),(0,8),(0,24),-0.106043 # DEPENDENCYPART_TRISIBL
(0,4),(0,8),(0,26),-0.0875501 # DEPENDENCYPART_TRISIBL
(0,4),(0,8),(0,29),-0.126897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,10),(0,24),-0.10563 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,26),-0.0871372 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,29),-0.116826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,24),(0,26),-0.08744 # DEPENDENCYPART_TRISIBL
(0,4),(0,24),(0,29),-0.115812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,26),(0,29),-0.121388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,8),(0,10),-0.0933349 # DEPENDENCYPART_TRISIBL
(0,7),(0,8),(0,24),-0.105914 # DEPENDENCYPART_TRISIBL
(0,7),(0,8),(0,26),-0.0874217 # DEPENDENCYPART_TRISIBL
(0,7),(0,8),(0,29),-0.128072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,10),(0,24),-0.105501 # DEPENDENCYPART_TRISIBL
(0,7),(0,10),(0,26),-0.0870087 # DEPENDENCYPART_TRISIBL
(0,7),(0,10),(0,29),-0.118001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,24),(0,26),-0.0873115 # DEPENDENCYPART_TRISIBL
(0,7),(0,24),(0,29),-0.116987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,26),(0,29),-0.122564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,8),(0,10),(0,24),-0.154933 # DEPENDENCYPART_TRISIBL
(0,8),(0,10),(0,26),-0.158183 # DEPENDENCYPART_TRISIBL
(0,8),(0,10),(0,29),-0.253358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,8),(0,24),(0,26),-0.15975 # DEPENDENCYPART_TRISIBL
