# _root_ Ten minutes later , the Dow hit bottom - down 63.52 points , another 2.5 % .
#goldHeads=2,3,7,7,6,7,0,7,7,7,12,10,12,16,14,12,7,
#predictedHeads=2,3,7,7,6,7,0,7,8,7,12,10,12,16,16,10,7,
(3,12),(12,2),-0.530028 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.595704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.201028 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.298156 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0216685 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.113017 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.00558511 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.182462 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0883149 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0932283 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.342865 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.188604 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.168033 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0341424 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.0242736 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.488893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),0.143534 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.0972207 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.178955 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.013549 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.0920596 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.182915 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.190371 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.00695986 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.219224 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.123977 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.227763 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.198094 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.2815 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.79704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.62171 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.685227 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.698411 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.857972 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.827251 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.829608 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.01444 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.876442 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.04467 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.965495 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.304224 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.202278 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.24402 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.70548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.174159 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.837439 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.76909 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.714057 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.853859 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.02492 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.04694 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.0171 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.14287 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.46902 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.393861 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.215929 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.32439 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.56884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.13948 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.821069 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.730839 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.695162 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.856176 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.992104 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.945067 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.09748 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.46684 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.235475 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.86812 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.750743 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.658253 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.839063 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.946473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.427488 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.29027 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.217217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.535881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.977665 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.87499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.734601 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.661431 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.803582 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.08084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.387741 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.264272 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.151376 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.452663 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.429779 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.40395 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.350003 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.356433 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.56043 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.591279 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.910219 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.386127 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.252573 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.32197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.746512 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.626166 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.571688 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.424895 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.184539 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.230497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.275386 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.35616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.765018 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.802185 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.642292 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.58777 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.770893 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.005 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.828956 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.03578 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.10223 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.557955 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.422567 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.31967 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.403614 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.31779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.745211 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.758009 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.619636 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.586669 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.734539 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.899672 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.983893 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.09665 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.322862 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.437627 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.261094 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.180516 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.31921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.76044 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.977052 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.853155 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.675982 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.699978 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.948423 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.883326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0698765 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.127222 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0351383 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.102321 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.143277 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.371914 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.189485 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.265897 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.689774 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.01885 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.891854 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.708827 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.850358 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.13251 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.718332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0774409 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0197078 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.145333 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.238154 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.224134 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.405449 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.280619 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.329975 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.477901 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.437697 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.869386 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.720256 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.899942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.270756 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.189312 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.280663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.345952 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.167178 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.179002 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.310783 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.158157 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.408637 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.33351 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.402356 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.399953 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.620932 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.607564 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.070535 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0946428 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0283071 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.11803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.397483 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.150882 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.152639 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0989328 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0686211 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.732511 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.066703 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.1215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.0749032 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.395093 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.152549 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.234647 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.466581 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.689331 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.353353 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.868254 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0783377 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.111342 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.135549 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.622571 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0254859 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.11897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.0739326 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.393434 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.168053 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.20787 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.361096 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.34588 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.884117 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0411412 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0256926 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0484541 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.208814 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.00688792 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),0.0789263 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.00885507 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.017222 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0337103 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.254178 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.643328 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.20327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.071031 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.477785 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.247331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.941702 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.659314 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.483242 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.450452 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.845219 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.175698 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.692993 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.416811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.028761 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.189374 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.200208 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.246669 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.151816 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0262705 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.220911 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.00886355 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.628104 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.47098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.688582 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.576394 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.481093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.209843 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.224091 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.207267 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.743822 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.255079 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.141061 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.654009 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.18536 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0546028 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.161516 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.362827 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.610967 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.629171 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.471148 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.43235 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.0314665 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.578848 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.750329 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.194527 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.316321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.293178 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.180793 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0751859 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.657243 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.495539 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.418959 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.795413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.135596 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.589838 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.407108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.6491 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.214581 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.130261 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0336953 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0869117 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0357188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.232881 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),8.24351e-06 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.727693 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.292234 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.26232 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.247129 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.063294 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.639221 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.445315 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.172842 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.692479 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.108861 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.116538 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0436763 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.154886 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.381209 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0286627 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0293071 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.740822 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0964432 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.401797 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.652936 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.379857 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.0135876 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.509529 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.414165 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.762814 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.00967976 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.814779 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.352906 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.420197 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.052524 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.38981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.549473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.453154 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.432138 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.558837 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.592428 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.908462 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.903549 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.880489 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.434343 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.814507 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.421613 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.453957 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.102859 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.30772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.493196 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.418885 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.358929 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.419528 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.819176 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.864502 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.154443 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.489409 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.119763 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.695352 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.489761 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.35805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.746583 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.472077 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.132205 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.60113 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.499157 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.00690587 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.39319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.536199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.45164 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.890185 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.749846 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.34437 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0639273 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.681401 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.469828 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.19409 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.28641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.511998 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.398209 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.450417 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.352349 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.41988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.458658 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.800869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.794673 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.941957 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.28205 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.884009 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.872893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.00194516 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0148081 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0843768 # DEPENDENCYPART_GRANDPAR
