# _root_ `` Demand from Japan is expected to continue strong , but not from other areas of the world into the first quarter of next year , '' he said .
#goldHeads=29,5,2,3,29,5,8,6,8,6,13,13,6,15,13,15,18,16,13,22,22,19,22,25,23,29,29,29,0,29,
#predictedHeads=29,5,2,3,29,5,8,6,11,11,8,11,12,15,13,15,18,16,8,22,22,19,22,25,23,29,29,29,0,29,
(29,2),(2,8),(2,16),0.107041 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,8),(2,26),0.173033 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,8),(2,30),-0.124895 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,8),(2,31),-0.10813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,9),(2,10),0.152701 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,9),(2,11),0.122184 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,9),(2,12),0.119036 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,9),(2,13),0.124811 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,9),(2,16),0.130263 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,9),(2,26),0.152701 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,9),(2,30),-0.130349 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,9),(2,31),-0.0562876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,10),(2,11),0.186865 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,10),(2,12),0.0949674 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,10),(2,13),0.0598186 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,10),(2,16),0.055074 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,10),(2,26),0.0847307 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,10),(2,30),-0.125335 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,10),(2,31),-0.106454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,11),(2,12),0.0105301 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,11),(2,13),-0.0883115 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,11),(2,16),-0.0553914 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,11),(2,26),0.386605 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,11),(2,30),0.117654 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,11),(2,31),-0.0914234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,12),(2,13),0.121962 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,12),(2,16),0.126399 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,12),(2,26),0.0729979 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,12),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,12),(2,31),-0.0789938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,13),(2,16),0.0448441 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,13),(2,26),0.0920794 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,13),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,13),(2,31),0.00332815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,16),(2,26),0.0939478 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,16),(2,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,16),(2,31),-0.0438207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,26),(2,30),-0.125335 # DEPENDENCYPART_GRANDSIBL
(29,2),(2,26),(2,31),-0.106454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,30),(2,31),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,2),(2,2),(2,1),-0.0773588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,2),(2,2),(2,-1),-0.00675332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,2),(2,1),(2,-1),-0.0946162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,4),(4,4),(4,5),0.134199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,4),(4,4),(4,6),0.139882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,4),(4,4),(4,31),-0.157641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,4),(4,5),(4,6),0.127939 # DEPENDENCYPART_GRANDSIBL
(29,4),(4,5),(4,31),-0.127612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,4),(4,6),(4,31),-0.121507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,4),(4,4),(4,3),-0.12236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,4),(4,4),(4,2),0.00918581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,4),(4,4),(4,1),-0.0769447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,4),(4,4),(4,-1),-0.0196718 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,4),(4,3),(4,2),-0.0742793 # DEPENDENCYPART_GRANDSIBL
(29,4),(4,3),(4,1),-0.0446244 # DEPENDENCYPART_GRANDSIBL
(29,4),(4,3),(4,-1),-0.0744895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,4),(4,2),(4,1),-0.0583816 # DEPENDENCYPART_GRANDSIBL
(29,4),(4,2),(4,-1),-0.028981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,4),(4,1),(4,-1),-0.0936728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,5),(5,6),0.169524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,7),0.179576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,8),0.173816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,9),0.128709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,10),0.0640595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,11),0.0875021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,12),0.0261676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,27),0.110387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,31),-0.379433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,5),(5,6),(5,7),0.107038 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,8),0.0916828 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,9),0.11259 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,10),0.251785 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,11),0.121805 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,12),0.122939 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,27),0.0992554 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,6),(5,31),-0.120165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,7),(5,8),0.126998 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,7),(5,9),0.105688 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,7),(5,10),0.0293755 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,7),(5,11),0.135973 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,7),(5,12),0.110193 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,7),(5,27),0.122049 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,7),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,7),(5,31),-0.231558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,8),(5,9),0.112589 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,8),(5,10),0.246933 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,8),(5,11),0.121792 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,8),(5,12),0.122939 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,8),(5,27),0.0992554 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,8),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,8),(5,31),-0.119138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,9),(5,10),0.124287 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,9),(5,11),0.11058 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,9),(5,12),0.104676 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,9),(5,27),0.116599 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,9),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,9),(5,31),-0.0959038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,10),(5,11),0.134582 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,10),(5,12),0.160503 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,10),(5,27),0.220228 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,10),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,10),(5,31),-0.18093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,11),(5,12),0.00396777 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,11),(5,27),0.246108 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,11),(5,30),0.117654 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,11),(5,31),-0.15904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,12),(5,27),0.106423 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,12),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,12),(5,31),-0.106951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,27),(5,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,27),(5,31),-0.0744634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,30),(5,31),-0.147772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,5),(5,4),0.00782411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,3),-0.0677099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,2),0.0107088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,1),-0.0524518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,5),(5,5),(5,-1),-0.0501416 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,5),(5,4),(5,3),-0.0543587 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,4),(5,2),0.0012547 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,4),(5,1),0.0066874 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,4),(5,-1),0.0034939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,3),(5,2),-0.00694952 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,3),(5,1),-0.0353865 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,3),(5,-1),-0.00202507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,2),(5,1),0.00527103 # DEPENDENCYPART_GRANDSIBL
(29,5),(5,2),(5,-1),0.00315793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,5),(5,1),(5,-1),-0.0954153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,6),(6,7),0.185835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,8),0.144789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,9),0.126193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,10),0.0697019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,11),0.0932572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,12),0.0388519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,13),0.00636944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,19),-0.0137468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,26),0.0697019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,29),-0.108455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,6),(6,6),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,31),-0.308719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,6),(6,7),(6,8),0.127126 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,9),0.105791 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,10),0.0296647 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,11),0.136127 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,12),0.110803 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,13),0.096538 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,19),0.0940251 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,26),0.0296647 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,29),-0.115069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,7),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,7),(6,31),-0.229131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,8),(6,9),0.113488 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,10),0.234549 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,11),0.11763 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,12),0.115849 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,13),0.137625 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,19),0.137214 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,26),0.234549 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,29),-0.125135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,8),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,8),(6,31),-0.0983556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,9),(6,10),0.133563 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,9),(6,11),0.112111 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,9),(6,12),0.104176 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,9),(6,13),0.113452 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,9),(6,19),0.110768 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,9),(6,26),0.133563 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,9),(6,29),-0.125626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,9),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,9),(6,31),-0.113413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,10),(6,11),0.139382 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,10),(6,12),0.15363 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,10),(6,13),0.0817917 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,10),(6,19),0.0847593 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,10),(6,26),0.120131 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,10),(6,29),-0.151816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,10),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,10),(6,31),-0.158771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,11),(6,12),0.00404679 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,11),(6,13),-0.0651589 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,11),(6,19),0.0795678 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,11),(6,26),0.318858 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,11),(6,29),0.119558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,11),(6,30),0.117654 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,11),(6,31),-0.155151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,12),(6,13),0.0731532 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,12),(6,19),0.0743194 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,12),(6,26),0.123452 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,12),(6,29),-0.128363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,12),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,12),(6,31),-0.115504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,13),(6,19),0.138852 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,13),(6,26),0.097964 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,13),(6,29),-0.127474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,13),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,13),(6,31),-0.162388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,19),(6,26),0.0994732 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,19),(6,29),-0.127082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,19),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,19),(6,31),-0.174657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,26),(6,29),-0.151816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,26),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,26),(6,31),-0.158771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,29),(6,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,29),(6,31),-0.107573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,6),(6,30),(6,31),-0.145444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,6),(6,5),-0.0245705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,4),-0.010707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,3),-0.0807383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,2),-0.00782229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,1),-0.0487758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,6),(6,6),(6,-1),-0.00864735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,6),(6,5),(6,4),-0.0759542 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,5),(6,3),-0.0236073 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,5),(6,2),-0.0759542 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,5),(6,1),-0.082537 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,5),(6,-1),-0.0395145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,4),(6,3),-0.0542151 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,4),(6,2),0.00276754 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,4),(6,1),0.0117826 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,4),(6,-1),-0.0324034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,3),(6,2),-0.00941893 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,3),(6,1),-0.0365068 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,3),(6,-1),-0.0217796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,2),(6,1),0.0103663 # DEPENDENCYPART_GRANDSIBL
(29,6),(6,2),(6,-1),-0.0327394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,6),(6,1),(6,-1),-0.0919876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,8),(8,9),0.127435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,10),0.0741791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,11),0.0878713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,12),0.040476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,13),0.00156953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,15),0.18998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,16),-0.0322839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,18),0.186081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,19),-0.0185468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,22),0.189094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,25),0.196238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,26),0.0741791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,27),0.111241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,31),-0.332218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,8),(8,9),(8,10),0.133563 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,11),0.112111 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,12),0.104311 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,13),0.113452 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,15),0.125616 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,16),0.10984 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,18),0.125616 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,19),0.110768 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,22),0.125616 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,25),0.129904 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,26),0.133563 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,27),0.116655 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,9),(8,31),-0.112034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,10),(8,11),0.139375 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,12),0.153369 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,13),0.0812381 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,15),0.124337 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,16),0.0860668 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,18),0.124337 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,19),0.0842056 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,22),0.12433 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,25),0.125081 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,26),0.120131 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,27),0.217012 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,10),(8,31),-0.155262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,11),(8,12),0.00404679 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,13),-0.0658026 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,15),-0.12733 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,16),-0.0319473 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,18),-0.0229608 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,19),0.0789241 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,22),0.114689 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,25),0.199315 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,26),0.317503 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,27),0.24627 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,30),0.117654 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,11),(8,31),-0.158281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,12),(8,13),0.0731559 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,15),0.143659 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,16),0.0776758 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,18),0.143602 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,19),0.0743221 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,22),0.143652 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,25),0.140635 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,26),0.123524 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,27),0.10643 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,12),(8,31),-0.115044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,13),(8,15),0.131898 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,16),0.141168 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,18),0.131816 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,19),0.139089 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,22),0.131632 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,25),0.129667 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,26),0.0916531 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,27),0.113582 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,13),(8,31),-0.156627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,15),(8,16),0.166817 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,15),(8,18),0.0936597 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,15),(8,19),0.1677 # DEPENDENCYPART_GRANDSIBL
