# _root_ Asked what he would do differently on the morrow , Craig allowed that he might play his outfielders deeper , `` maybe on the other side of the fence . ''
#goldHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,16,16,26,26,23,26,29,27,12,12,
#predictedHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,23,16,26,26,23,26,29,27,12,12,
(23,22),(22,22),(22,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,25),-0.126783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,26),-0.132309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,27),-0.127637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,29),-0.132309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,32),-0.188735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,26),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,29),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,32),-0.133504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,32),-0.141758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,25),(22,26),-0.124904 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,29),-0.124904 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,32),-0.135329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,26),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,26),(22,29),-0.125216 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,26),(22,32),-0.0534899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,27),(22,29),-0.124897 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,27),(22,32),-0.133818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,29),(22,32),-0.0534899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,20),-0.0235435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,18),-0.0380006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,13),0.00362513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,9),-0.0380006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),-0.0432789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,20),(22,18),-0.0455916 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,13),-0.042349 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,9),-0.0455916 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,-1),-0.0354265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,18),(22,13),-0.0470442 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,18),(22,9),-0.0425467 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,18),(22,-1),0.0325393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,13),(22,9),-0.0109164 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,13),(22,-1),-0.115267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,9),(22,-1),0.0325393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,25),-0.0491083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,27),-0.0151176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,32),-0.0795499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,27),-0.0421926 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,25),(24,32),-0.0386033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,27),(24,32),-0.0117048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,-1),-0.166314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,27),-0.0291759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,29),-0.035836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,32),0.0314029 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,27),(25,29),-0.0357676 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,27),(25,32),-0.0686439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,29),(25,32),-0.000557902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,24),0.163609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,22),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,-1),-0.203921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,24),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,-1),-0.0773818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,22),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,-1),-0.128235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,21),(25,-1),-0.129966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.129452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),-0.0128301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,29),-0.187789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,30),-0.0706656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,31),-0.0451528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,32),0.144433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),-0.0479922 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,29),-0.0819046 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,30),-0.0445062 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,31),-0.0301322 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,32),-0.0306472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,28),(26,29),-0.0428523 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,32),-0.0386705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,29),(26,30),-0.0462624 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,29),(26,31),-0.0509663 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,29),(26,32),-0.134159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,30),(26,31),-0.0481474 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,30),(26,32),-0.0658218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,31),(26,32),-0.0230367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,25),0.199967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,24),0.082809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,22),-0.125147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,21),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,20),-0.1257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,18),-0.133279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,17),-0.125077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,-1),-0.129781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,25),(26,24),0.158368 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,22),-0.126243 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,20),-0.1249 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,18),-0.126121 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,17),-0.125257 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,-1),-0.0948743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,24),(26,22),-0.126367 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,18),-0.125424 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,17),-0.126925 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,-1),-0.0226382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,22),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,22),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,22),(26,18),-0.124892 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,22),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,22),(26,-1),-0.17421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,21),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,21),(26,18),-0.12675 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,21),(26,17),-0.125206 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,21),(26,-1),-0.13046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,20),(26,18),-0.124948 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,20),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,20),(26,-1),-0.141225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,18),(26,17),-0.125806 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,18),(26,-1),-0.0956617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,17),(26,-1),-0.116565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,28),-0.0414174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,29),-0.138336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,31),-0.0437817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,32),0.0926017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,28),(27,29),-0.0379765 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,32),-0.0446965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,29),(27,31),-0.0458991 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,32),-0.0927884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,31),(27,32),-0.0509225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,25),0.138503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,-1),-0.00797002 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,25),(27,-1),-0.126677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,29),(29,30),-0.0706656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,31),-0.0451528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,32),0.139977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,30),(29,31),-0.0481474 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,32),-0.0658218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,31),(29,32),-0.0230367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,29),(29,28),0.0828088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,25),0.198813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,24),0.0828088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,21),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,-1),-0.129781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,28),(29,25),0.133558 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,24),0.119216 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,-1),-0.024202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,25),(29,24),0.158326 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,-1),-0.0948234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,24),(29,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,24),(29,-1),-0.024202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,21),(29,-1),-0.13046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,30),(30,32),-0.0822991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,30),(30,29),0.113927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,27),0.116344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,-1),-0.148097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,29),(30,27),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,29),(30,-1),-0.130122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,27),(30,-1),-0.127001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,31),(31,32),-0.0307115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,31),(31,31),(31,-1),-0.113097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,27),-0.0323922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,29),-0.043702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,32),-0.141145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,27),(25,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,27),(25,32),-0.0332164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,29),(25,32),-0.0436164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,24),0.117875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,-1),-0.18613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,24),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,24),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,24),(25,-1),-0.126826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,22),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,22),(25,-1),-0.135082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,21),(25,-1),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,27),(27,28),-0.0215286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,29),0.0281333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,32),-0.148251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,28),(27,29),-0.0421237 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,32),-0.0212145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,29),(27,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,29),(27,32),0.0256145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,31),(27,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,27),(27,25),0.120944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,-1),-0.119905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,25),(27,-1),-0.12287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,32),-0.145296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,21),(21,-1),-0.056832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,23),0.112913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,24),0.114795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,26),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,27),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,29),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,32),-0.0389647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,23),(22,24),0.119117 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,23),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,27),-0.125084 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,32),-0.139273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,32),-0.127176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,26),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,29),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,32),-0.128177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,26),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,26),(22,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,26),(22,32),-0.128493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,27),(22,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,27),(22,32),-0.140142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,29),(22,32),-0.128493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,21),-0.0432967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,20),-0.0203115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,18),-0.0534176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,13),-0.0514317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,9),-0.0534176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),0.00173678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,21),(22,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,18),-0.0422918 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,9),-0.0422918 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,-1),-0.0428572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,20),(22,18),-0.0421483 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,13),-0.0422562 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,9),-0.0421483 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,-1),-0.0141106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,18),(22,13),-0.0420054 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,9),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,18),(22,-1),-0.0543309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,13),(22,9),-0.0425466 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,13),(22,-1),-0.0477334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,9),(22,-1),-0.0543309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,27),-0.125447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,32),-0.0252014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,25),(24,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,32),-0.125295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,27),(24,32),-0.114541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,-1),0.0529325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,27),(27,28),-0.0281943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,29),-0.00720439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,31),-0.0420698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,27),(27,27),(27,32),-0.169549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,28),(27,29),-0.0452094 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,28),(27,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,28),(27,32),-0.0122557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,29),(27,31),-0.0316022 # DEPENDENCYPART_GRANDSIBL
(25,27),(27,29),(27,32),0.0384849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,31),(27,32),-0.0290147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,27),(27,25),0.12972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,27),(27,-1),-0.0163169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,25),(27,-1),-0.13334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,29),(29,30),-0.0431687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,31),-0.0448517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,32),-0.0899554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,30),(29,31),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,30),(29,32),-0.0432854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,31),(29,32),-0.047382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,29),(29,28),0.0811484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,25),0.0993291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,29),(29,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,-1),-0.0743225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,28),(29,25),0.119141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,28),(29,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,28),(29,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
