# _root_ FAST-FOOD chicken chains , faced with a worsening business slump , are struggling to hatch some new marketing strategies .
#goldHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
#predictedHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
(5,10),(10,12),-0.0695152 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0770605 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0709359 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.459466 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.250875 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.378942 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.33235 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.531028 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.301593 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.621113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.244099 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.428181 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0302803 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.473005 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.169271 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.156865 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.112967 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.378346 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.533268 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.576581 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.355226 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.601776 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.551932 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.542028 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.5857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.23144 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0846474 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.126869 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0522799 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0435022 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.327082 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.393167 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.350771 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.628494 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.3769 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.413013 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.576926 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.199704 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0433478 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.163348 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.182841 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.361295 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.372452 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.402465 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.61391 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.410482 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.331846 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.579958 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0665161 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.30022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),0.126302 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.43579 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.859321 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.803742 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.550624 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.26258 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.46462 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.369115 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.542295 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.345814 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.06318 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.24331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.930444 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.447413 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.589206 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0644379 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.144148 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.219417 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.357454 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.466897 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.989055 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.98574 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.231213 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0322277 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.17471 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.46602 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.957193 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.696976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.01173 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),1.07384 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.345084 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0647423 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.147828 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0935834 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.301522 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.435723 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.787029 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.13094 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.03858 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.03545 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.21941 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.860607 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.07701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.438511 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.647953 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0356841 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.242114 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.517154 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.00427593 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.110604 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.532576 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0429178 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.953095 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.642823 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-1.18568 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.06364 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.818533 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.456804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),1.26102 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),1.18896 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.247276 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.369583 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.182898 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.238026 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.89075 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.495968 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.472653 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.893602 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.09256 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.729521 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.188215 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.210856 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.245569 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.103578 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.651205 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-1.12788 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-1.23869 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-1.49258 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-1.0075 # DEPENDENCYPART_GRANDPAR
(6,19),(19,7),0.580167 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),1.03083 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.34095 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.590679 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.34689 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0958994 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.735006 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.495755 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.951248 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.393258 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.945253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.999595 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.25969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.00037537 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.377386 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.284517 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.529146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.276175 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.179867 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.342549 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.04218 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.02267 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.881862 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.938999 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.879745 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.766738 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.15699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.11079 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0807075 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.433787 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.551877 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.128842 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.277945 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.759071 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.407896 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.424545 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.299724 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-1.08577 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.452089 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.448881 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.591774 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0590327 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.283208 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.16364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.341446 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.737381 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.722804 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.665433 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.811211 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.08868 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.285643 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.19395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,12),-0.702344 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.29531 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.786004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,12),-0.208259 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.121544 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.05318 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.30277 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.893735 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.876934 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.29514 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.77323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.1445 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.203554 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.228099 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.114248 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.240646 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.21235 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.588507 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.0395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.03808 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.950737 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.09131 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.832931 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.895922 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.02758 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.826443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0266849 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.122243 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.377268 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0667581 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.365776 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.548663 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.13646 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.373064 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.243302 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.746639 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.00386 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.815608 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.879453 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.857097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.191474 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.249106 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.140186 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.355397 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.00283193 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.37296 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.344195 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.0605761 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.624875 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.968701 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.115546 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.139394 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.403873 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.327414 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0204351 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.124023 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.698773 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-1.03803 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-1.25376 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.860605 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-1.15375 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.777002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.225019 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.284805 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.283466 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0466613 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.280952 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.458377 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.66424 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.687262 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.905257 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.656196 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.681722 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.608486 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.98408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.764088 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.34123 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.893834 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.8845 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.0573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.16259 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.32201 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.35579 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.18877 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.2289 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.894631 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.39506 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.00449 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.0366 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.36634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.146627 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.886858 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.251357 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.40211 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.508004 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.610281 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.281026 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.54581 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-1.09388 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.30963 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.943395 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.48438 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.09656 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.153395 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.370161 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.21404 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.457905 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.576805 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.408007 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.793281 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.498045 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-1.08397 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.58482 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.587698 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.823793 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0186381 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.356913 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.228964 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.24156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.926416 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.83693 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.628708 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-1.15211 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-1.15044 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.167782 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.587607 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.587573 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.456689 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.787094 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.338643 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.33455 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.339529 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.283954 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.20003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.851502 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.838813 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.673492 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.852187 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-1.15895 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.296521 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.700169 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.210701 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.161533 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.450634 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.26321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.812731 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.872415 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.68026 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.872943 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-1.16432 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.13244 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.436447 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.858729 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.407765 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.719801 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.409128 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.328499 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.28447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.87206 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.846743 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.72943 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.990673 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.17655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.484088 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.293226 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.894445 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.735587 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.2102 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.21264 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.97514 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.25721 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.618867 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.08773 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.824282 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.78621 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.842934 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.698693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.471833 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.118532 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.383962 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.430547 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.38264 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.152579 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.559019 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.834532 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.09544 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.667068 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.17593 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.845604 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.682735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.324818 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.153948 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.352277 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.321002 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.252482 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.362935 # DEPENDENCYPART_GRANDPAR
