# _root_ While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' he says .
#goldHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,6,6,22,0,22,
#predictedHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,22,22,22,0,22,
(10,15),(15,20),-0.275728 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.125638 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.0510969 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.933395 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.164115 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.295744 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.334417 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.366311 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.268281 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0978514 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.110425 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0289025 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.179174 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.154776 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0423336 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0547874 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.079475 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),0.0949714 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.864196 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.08192 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),-0.161863 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.271041 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.133494 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.102632 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.191001 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0719537 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.155579 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.292699 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.293893 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.143324 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),0.0451961 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.417606 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.20575 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.876881 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.259071 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.263369 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-1.21274 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.946839 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-1.36481 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-1.15414 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.822549 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.807559 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-1.02836 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.67891 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.902469 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.573854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),-0.131411 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.0243564 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),0.0149535 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.433093 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.443919 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.308891 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.428162 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.385884 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.112689 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-1.08763 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.67253 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.01997 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.877368 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.899294 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.797134 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.86861 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.715194 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.774044 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.14805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.23111 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.255538 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.197311 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.201616 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.106874 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.563984 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.356663 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.442783 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.490516 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.484875 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.845748 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.05041 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.06666 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.987273 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.830158 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.864735 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.22304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.34051 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0418905 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.327691 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.242801 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.218465 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.665665 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.45956 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.525541 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.604528 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.470993 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.783713 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.281476 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.178695 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.528205 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.375095 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.352657 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.490349 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.463263 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.419485 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.695218 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.374323 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.431763 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.108227 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.365387 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.361483 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.0480947 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.140744 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.87535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,19),-0.540281 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-0.894712 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.555321 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.74823 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.432406 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.476525 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.315734 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.472226 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.415596 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.0746173 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.348251 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.874319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,1),-0.59082 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.373266 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.622538 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.448201 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.308285 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.366236 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.383516 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.258286 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.340803 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.491854 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.133701 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.669735 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.212732 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.477039 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.518222 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.371844 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.176654 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.355546 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.48803 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.871741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.158254 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),0.0329486 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.17423 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.413745 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.586736 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.505759 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.597649 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.675214 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.246108 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-0.772507 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.578769 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.590361 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.338085 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.553674 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.448713 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0341435 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.302308 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.35045 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.269796 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.10998 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.408625 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.120973 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.334386 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.212863 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.254581 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.139048 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.342228 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.343097 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.902398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,15),-0.117294 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.197135 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.446288 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.736954 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.577761 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.675534 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.693268 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.259695 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.923658 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.334933 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.714249 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.3372 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.496069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.89204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.0967199 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.442282 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.269615 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.491854 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.133701 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.669735 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.212732 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.477039 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.397018 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.241589 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.125093 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.199353 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.48803 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.871741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.158254 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.0329486 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.17423 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.413745 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.586736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.505759 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.597649 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.675214 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.246108 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.772507 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.900408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,15),-0.0824057 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.144929 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.795224 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.560117 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.291776 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.025231 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.922505 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.26202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.05919 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.948259 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.807465 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.918067 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.456426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.06202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.385324 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.427469 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.05271 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.13093 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.103947 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.12837 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.205378 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.292569 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.427102 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.407856 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0382929 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0428417 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0771203 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0736821 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.173615 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.172913 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.357637 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.282208 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.237084 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0926568 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.197645 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.237343 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.115534 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.556995 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.05769 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.916639 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.458019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),1.00951 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.378872 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.490011 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.365648 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.247641 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0982288 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.108881 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.185395 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.324175 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.312266 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.257363 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.747607 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.232428 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.275905 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-1.05078 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.801155 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-1.0474 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.806026 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.869708 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.781911 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.799708 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.744997 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.592852 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.814428 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.769516 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.559135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,15),0.360582 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.194729 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.0469228 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.273422 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.255302 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.384113 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.101127 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.545402 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.575577 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.360095 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.583037 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.140518 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.176159 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.285621 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.347514 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.287351 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.402653 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.583558 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.16344 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0136361 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.37428 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.282197 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.325224 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.402954 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.592862 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.59424 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.542648 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.705709 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.135896 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.506886 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.341534 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.136091 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.315908 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.0535934 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.110671 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.192524 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.67133 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.2406 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.157294 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.626283 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.173019 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.689292 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.221648 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.420144 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.602597 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.586608 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.140206 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.421106 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.321949 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.201546 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.0197489 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.16072 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.561783 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0296354 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.610499 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.120276 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.340184 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.423018 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0591623 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.39372 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.214438 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0334128 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.312845 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.12693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.551772 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.595874 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.461176 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.785804 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.659217 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.884116 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.462678 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-1.01495 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.206503 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.03796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.426649 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.559589 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0551575 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.119987 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.423971 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.112021 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.319272 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.421771 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.193107 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0600442 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.209247 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0438183 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.12765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.555386 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.596615 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.461904 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.786551 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.659952 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.884853 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.463414 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-1.01569 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0472084 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.209938 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.487771 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.570864 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.548682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0548367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.437661 # DEPENDENCYPART_GRANDPAR
