# _root_ Perhaps the shock would have been less if they 'd fixed to another low-tax , deregulated , supply-side economy .
#goldHeads=4,3,4,0,4,5,6,10,10,6,10,11,19,19,19,19,19,19,12,4,
#predictedHeads=4,3,4,0,4,5,6,10,10,7,10,11,14,12,6,19,19,19,6,4,
(4,3),(4,2),(4,-1),-0.0350743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.0477809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.1718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.103695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.071517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.079104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.0392815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.0359237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.0524812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,15),0.0376696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.0293551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,17),0.0376696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,19),-0.0248258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,20),0.0218847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,21),0.0559855 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0826323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.0774111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.0253309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.0226403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),0.00218127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,15),-0.00824249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.0160748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,17),-0.00824249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,19),-0.0492462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,20),-0.00919299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,21),-0.0138017 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.125176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.0888765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.0886031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.0469778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),-0.0857475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),-0.0819487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,17),-0.0857475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,19),-0.0713641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,20),-0.119126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,21),-0.149902 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.0547693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.0513969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.0643922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.10588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.0445625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,17),-0.10588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,19),-0.0678187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,20),-0.118741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,21),-0.118918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.0276042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,12),-0.0524497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,15),0.0101495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.0210356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,17),0.0101495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,19),-0.034815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,20),0.0314976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,21),0.0870288 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),-0.0524496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,15),0.00951218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,16),-0.0207334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,17),0.00951218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,19),-0.0347341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,20),0.039054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,21),0.067715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,15),-0.0677772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,16),-0.124672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,17),-0.0677772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,19),-0.0563019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,20),-0.112552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,21),-0.0191075 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,16),-0.164276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,17),-0.141255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,19),-0.278964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,20),-0.0749301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,21),-0.150795 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,17),0.0104127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,19),-0.0346519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,20),0.0302721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,21),0.0925799 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,17),(5,19),-0.278964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,20),-0.0749301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,17),(5,21),-0.150795 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,19),(5,20),-0.000918439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,21),0.0408086 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,20),(5,21),-0.130194 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0369996 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0618564 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0897929 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0877899 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.0701336 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,15),-0.0858632 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.0877627 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,17),-0.0858632 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,19),-0.0609326 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,20),-0.0156813 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,21),-0.0802885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0618574 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.0512414 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0492385 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.0742829 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),-0.0664895 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),-0.0492112 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,17),-0.0664895 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,19),-0.0582337 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,20),0.0529322 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,21),-0.0383482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0926116 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.0906087 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.0706977 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),-0.0721672 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),-0.0905814 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,17),-0.0721672 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,19),-0.0597233 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,20),-0.0294427 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,21),-0.0592755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.134457 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,12),-0.0705825 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,15),-0.0888522 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),-0.134416 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,17),-0.0888522 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,19),-0.0689175 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,20),-0.0688387 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,21),-0.0568269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,12),-0.0705826 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,15),-0.0888522 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,16),-0.134412 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,17),-0.0888522 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,19),-0.0689182 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,20),-0.0691875 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,21),-0.0562188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,15),-0.0618186 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,16),-0.0917367 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,17),-0.0618186 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,19),-0.0655259 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,20),-0.0402624 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,21),-0.0798011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,16),-0.0754104 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,17),-0.0947384 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,19),-8.96001e-05 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,20),-0.0387429 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,21),-0.0407258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,17),-0.0888522 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,19),-0.0689175 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,20),-0.0688387 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,21),-0.0561499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,17),(5,19),-8.96001e-05 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,20),-0.0387429 # DEPENDENCYPART_TRISIBL
(5,6),(5,17),(5,21),-0.0407258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,19),(5,20),0.0346424 # DEPENDENCYPART_TRISIBL
(5,6),(5,19),(5,21),-0.0522843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,20),(5,21),0.0548791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0618132 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.102603 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.102625 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.0183618 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,15),0.0386955 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.102603 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,17),0.0386955 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,19),-0.120209 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,20),0.00138615 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,21),-0.00478385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0775869 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.0776089 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.0165008 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.00578124 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.0775869 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,17),-0.00578124 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,19),-0.0950224 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,20),-0.067745 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,21),-0.0669694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.0698257 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,12),-0.0165541 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,15),0.0612226 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0698038 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,17),0.0612226 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,19),-0.0850941 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,20),-0.0983645 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,21),-0.089849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,12),-0.0165541 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,15),0.0612226 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,16),-0.0698034 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,17),0.0612226 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,19),-0.0850941 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,20),-0.0983645 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,21),-0.0898364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,15),0.00591957 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,16),-0.0903474 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,17),0.00591957 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,19),-0.112651 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,20),-0.0171767 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,21),-0.104187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,16),-0.0169624 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,17),0.02016 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,19),-0.133921 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,20),-0.094997 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,21),-0.113336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,17),0.0612226 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,19),-0.0850941 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,20),-0.0983645 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,21),-0.0898364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,17),(5,19),-0.133921 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,20),-0.094997 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,21),-0.113336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,19),(5,20),-0.0957934 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,21),-0.0440043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,20),(5,21),-0.0234487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0858052 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),-0.0878955 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.0412916 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.0719397 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,16),-0.0878794 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,17),-0.0719397 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,19),-0.0386524 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,20),-0.0706881 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,21),-0.136661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0768006 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,12),-0.0483637 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,15),-0.0400138 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,16),-0.0767845 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,17),-0.0400138 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,19),-0.00256209 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,20),-0.0807003 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,21),-0.0868794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,12),-0.0483637 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,15),-0.0400138 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,16),-0.0766137 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,17),-0.0400138 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,19),-0.00256209 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,20),-0.0806938 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,21),-0.0887503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,15),-0.0074694 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,16),-0.0695307 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,17),-0.0074694 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,19),-0.0232731 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,20),-0.0897273 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,21),-0.107932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,15),(5,16),-0.100028 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,17),-0.0685033 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,19),0.0971132 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,20),-0.0761331 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,21),-0.206662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,16),(5,17),-0.0400138 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,19),-0.00256209 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,20),-0.0806936 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,21),-0.0886544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,17),(5,19),0.0971132 # DEPENDENCYPART_TRISIBL
(5,8),(5,17),(5,20),-0.0761331 # DEPENDENCYPART_TRISIBL
(5,8),(5,17),(5,21),-0.206662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,19),(5,20),-0.0479808 # DEPENDENCYPART_TRISIBL
(5,8),(5,19),(5,21),-0.0523962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,20),(5,21),-0.0635484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.0765566 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,12),-0.0720832 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,15),-0.0496703 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,16),-0.0765566 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,17),-0.0496703 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,19),-0.0793325 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,20),-0.0312374 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,21),-0.0483794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,12),-0.0720832 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.0496703 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,16),-0.0765148 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,17),-0.0496703 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,19),-0.0793325 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,20),-0.0288162 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,21),-0.0495146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,15),-0.0493935 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,16),-0.0890948 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,17),-0.0493935 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,19),-0.107229 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,20),-0.0626064 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,21),-0.0797247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,16),-0.117999 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,17),-0.0311342 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,19),-0.0925658 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,20),-0.0631404 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,21),-0.0706763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,17),-0.0496703 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,19),-0.0793325 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,20),-0.0288162 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,21),-0.0492457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,17),(5,19),-0.0925658 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,20),-0.0631404 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,21),-0.0706763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,19),(5,20),-0.0888134 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,21),-0.0152615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,20),(5,21),-0.11521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,12),-0.0705779 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,15),-0.0884172 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,16),-0.141305 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,17),-0.0884172 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,19),-0.0680567 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,20),-0.0851441 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,21),-0.0513961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,15),-0.0613894 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,16),-0.0986917 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,17),-0.0613894 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,19),-0.0646649 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,20),-0.0594777 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,21),-0.0795927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,15),(5,16),-0.0787216 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,17),-0.0943296 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,19),0.0014742 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,20),-0.0553897 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,21),-0.054865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,16),(5,17),-0.0884172 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,19),-0.068056 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,20),-0.0847952 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,21),-0.0513273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,17),(5,19),0.0014742 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,20),-0.0553897 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,21),-0.054865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,19),(5,20),-0.000147981 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,21),-0.048452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
