# _root_ Like Lebanon , and however unfairly , Israel is regarded by the Arab world as a colonial aberration .
#goldHeads=4,1,4,0,4,5,4,4,4,9,10,14,14,11,10,18,18,15,4,
#predictedHeads=9,4,4,1,4,5,9,9,0,9,10,14,14,11,10,18,18,15,9,
(11,11),(11,12),(11,14),-0.0619959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.120923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.0857926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.0524471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,19),-0.135263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,20),-0.0789455 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.0831552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.131286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.0540013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.0736222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,19),-0.146371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,20),0.0353672 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),0.0595686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,17),-0.0380785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.112625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,19),-0.162646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,20),0.239971 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,17),-0.0822737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,18),0.0133715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.190728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,20),-0.0801803 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.0736222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,19),-0.146371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,20),0.0343988 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,19),-0.162398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,20),0.247777 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,20),-0.0885227 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0782021 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0753757 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0720678 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.0781973 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),-0.0603375 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,20),-0.0726672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.044745 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.0719629 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.0828497 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.0457775 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,20),-0.0531781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,17),-0.071474 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.0791645 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.0548209 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,20),-0.0856907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.0781973 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,19),-0.0603375 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.0726672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,19),-0.0457775 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,20),-0.0531609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,20),-0.0976062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0478362 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.080168 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0683409 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.0855038 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.0900162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,17),-0.0782745 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.0840909 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.0569211 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.0735308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0702931 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,19),-0.0718489 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,20),-0.106031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,19),-0.0855038 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,20),-0.0900162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,20),-0.0965849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,17),-0.0834695 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.137637 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.0600011 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),0.00921976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.118383 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,19),-0.0890098 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.0217345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,19),-0.0906123 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,20),-0.0726803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,20),-0.0821328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0621489 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,19),-0.080121 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,20),-0.0992232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,19),-0.0676447 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,20),-0.0141428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,20),-0.0991884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,19),-0.0855038 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,20),-0.0900162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,20),-0.0965849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,19),(11,20),-0.0825196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,15),-0.138456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,20),-0.271417 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,20),-0.156419 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,15),(12,20),-0.0809222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,15),(13,18),-0.109286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.111973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,20),-0.139829 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,15),(13,18),(13,20),-0.0544012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,-1),-0.0997017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.132751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.102118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.161691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.174846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.103088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.0560789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.181053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.136111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.194291 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.182806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,19),-0.143938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.0791555 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.116267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,20),-0.1138 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),-0.214664 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.0415487 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),-0.0629029 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0925376 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.107884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),-0.06943 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,19),-0.10383 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.0796334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0912326 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,20),-0.0532772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),-0.0720243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.0769539 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,19),-0.0636375 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.0786624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0500638 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,20),-0.111528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.134962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,19),-0.0890569 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,20),-0.0923261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,20),-0.0863073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,20),-0.0378968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,12),-0.100216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,11),-0.141828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.112378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.115352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.121179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.182935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,8),-0.186288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),0.00247395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.0857074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,8),-0.0288233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.0886005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.114135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.177209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.192164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,-1),-0.405842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,12),(14,11),-0.00684319 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,8),-0.0292582 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,7),-0.0492877 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),0.034037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,8),-0.0626519 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),-0.0458249 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.0948604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,7),-0.0568138 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.106542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,-1),-0.241961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,8),-0.143468 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),-0.0751124 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),-0.0696133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,7),-0.066187 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,-1),-0.107708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,-1),-0.119915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.0704565 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.108014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,-1),-0.0593884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,-1),-0.235951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.0913423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.000462218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.137386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,20),-0.122926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.0630894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,19),-0.147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,20),-0.0284959 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.162707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,20),0.0961516 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,20),-0.18261 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0724649 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.0636597 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0539733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.0491284 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,20),0.00594009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,20),-0.0708696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.0855038 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,20),-0.0897226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,20),-0.0954181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,20),-0.10171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.10192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,11),-0.155972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.187181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,11),-0.159667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,-1),-0.232221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,-1),-0.186807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,11),-0.0467542 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,-1),-0.127321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,-1),-0.121052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,11),(15,-1),-0.0935009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,20),-0.25635 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.205132 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,16),(17,14),-0.0829002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.167047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,-1),-0.10659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,-1),-0.10046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,16),-0.118528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.110982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.0936029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,13),-0.131846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,12),-0.0983188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,11),-0.14271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,7),-0.115189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.108977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.136571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,14),-0.155175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,13),-0.133345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,12),-0.116871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,11),-0.16568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,7),-0.00728229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.167555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,14),-0.0265918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,13),-0.163822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,12),-0.0858127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,11),-0.20276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,7),-0.0866114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.0785319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,13),-0.0829888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,12),-0.033948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,11),-0.152612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,7),-0.178742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,-1),-0.169544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,12),-0.0983188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,11),-0.141745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,7),-0.115189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),-0.110909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,12),(18,11),-0.182849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,7),0.00291371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,-1),-0.0811943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,11),(18,7),-0.0881668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,-1),-0.106935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,7),(18,-1),-0.399755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.0334884 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,14),-0.0164588 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,13),-0.0358353 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,12),-0.0157111 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,11),-0.0232449 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,7),-0.047562 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),0.0469732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,14),-0.0537736 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,13),-0.0525937 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,12),0.00812458 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,11),-0.0679369 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,7),-0.0460912 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.0853631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,13),-0.0300778 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,12),0.0418443 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,11),-0.0801374 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,7),-0.057784 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,-1),-0.0808456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,13),(18,12),0.0419321 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,11),-0.0717311 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,7),0.0211126 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,-1),-0.0794713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,12),(18,11),-0.00684263 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,7),-0.0492877 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,-1),0.0326655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,11),(18,7),-0.0458249 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,-1),-0.0988256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,7),(18,-1),-0.244962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,14),-0.114206 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,13),-0.0963578 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,12),-0.218865 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,11),-0.0599903 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,7),-0.0880051 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.0915592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,13),-0.142974 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,12),-0.242357 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,11),-0.0236689 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,7),-0.0752146 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,-1),-0.0839756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,13),(18,12),-0.256611 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,11),-0.0624346 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,7),-0.0735698 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,-1),-0.0750071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,12),(18,11),-0.0568339 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,7),-0.0737475 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,-1),-0.1753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,7),-0.085125 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.0856359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,7),(18,-1),-0.146769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,13),-0.0840141 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,12),-0.0565513 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,11),-0.110475 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,7),-0.0664299 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.116405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.0992015 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,11),-0.0935224 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,7),-0.0792724 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.136365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,11),-0.0943397 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,7),-0.0805911 # DEPENDENCYPART_TRISIBL
