# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(15,16),(16,19),-0.366736 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.19781 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.03721 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.07809 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.35924 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.19474 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.965958 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.26283 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.0886 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.04666 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.765316 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.28459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.338593 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.431511 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.503042 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.546788 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.273068 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.448634 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.497735 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.659386 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.5124 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.387462 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.241792 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-0.75197 # DEPENDENCYPART_GRANDPAR
(15,17),(17,29),-0.281488 # DEPENDENCYPART_GRANDPAR
(15,17),(17,30),-0.694843 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.15836 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.17092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.29952 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0606291 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.557142 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.512672 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.089397 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.387015 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.387713 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.6261 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.459624 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.287952 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.175184 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.689204 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.251412 # DEPENDENCYPART_GRANDPAR
(15,19),(19,30),-0.832547 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.36409 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.26768 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-1.09599 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.05153 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.746181 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.17518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.241887 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.124877 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.527895 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.501696 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.71127 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.451859 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.470415 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.567341 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.497304 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.376283 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.41463 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.740962 # DEPENDENCYPART_GRANDPAR
(15,21),(21,29),-0.369202 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.485399 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.86462 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.318732 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.593009 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.788663 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.288576 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.57431 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.487477 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.542613 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.38375 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.478473 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.531481 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.455147 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.346986 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.572807 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.751268 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.401974 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.509389 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.68789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.466097 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-1.07293 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.87842 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.983007 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.911422 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.870834 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-1.12968 # DEPENDENCYPART_GRANDPAR
(16,12),(12,27),-0.649079 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.456845 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.567121 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.391557 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.372255 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.519644 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.447188 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.567198 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.6898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.451026 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-1.06887 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.889768 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.895791 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.866767 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.45915 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.515736 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.590501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.71992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.568501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.1018 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.931542 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.02424 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.899703 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.919615 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-1.16118 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-0.613554 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.350154 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.235548 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.68988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.45142 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.06893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.889824 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.896017 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.988473 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.03218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.34881 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.1503 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.944703 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.26076 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.07342 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.18365 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.790845 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.944182 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.33728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.583858 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.439005 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.41633 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.399356 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.381758 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.448003 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.562169 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.531156 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.363149 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.144161 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),-0.750587 # DEPENDENCYPART_GRANDPAR
(16,17),(17,29),-0.288395 # DEPENDENCYPART_GRANDPAR
(16,17),(17,30),-0.647686 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.11392 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.921994 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.29782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0579632 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.708981 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.377853 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.206462 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.315954 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.333591 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.524521 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.469155 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.248856 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.0731379 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.683406 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.253904 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),-0.780975 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.35367 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.26561 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.08081 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.18851 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.77171 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.949038 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.24137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.00790108 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.68131 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.440277 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.570902 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.385619 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.421328 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.470698 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.516858 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.352769 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.317554 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.740133 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.376664 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.0211206 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.107158 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.0941934 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.116194 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.708473 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.186447 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.193854 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.247763 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.107223 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.194894 # DEPENDENCYPART_GRANDPAR
(17,4),(4,30),-1.22258 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.0629614 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.145176 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.315616 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.351975 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.0136248 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.09708 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.0838813 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.188557 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.295056 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.429668 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.177598 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.238849 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.207591 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.0523015 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.110114 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.204688 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.0348994 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.55498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.960711 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.741732 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-1.01946 # DEPENDENCYPART_GRANDPAR
(17,8),(8,23),-0.666443 # DEPENDENCYPART_GRANDPAR
(17,8),(8,26),-1.00076 # DEPENDENCYPART_GRANDPAR
(17,8),(8,27),-0.951068 # DEPENDENCYPART_GRANDPAR
(17,8),(8,28),-0.926843 # DEPENDENCYPART_GRANDPAR
(17,8),(8,30),-1.30149 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.129624 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.504194 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.209889 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.0861656 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.561018 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.216052 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.48671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,6),-0.10841 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.208693 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.280167 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.106121 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.238529 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0291578 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.174316 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.127035 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.289064 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.141192 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.321019 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.341527 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.44081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.825208 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.692004 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.638295 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.831823 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.883961 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.75944 # DEPENDENCYPART_GRANDPAR
(17,12),(12,27),-0.941716 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.0203912 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.181109 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.229434 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.00127353 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0213178 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0330494 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.406911 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.370464 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.39237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.784083 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.67018 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.782915 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.842836 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.164149 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.103811 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.154054 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.164598 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.793096 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.686717 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.879279 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.851849 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.573436 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.729227 # DEPENDENCYPART_GRANDPAR
(17,14),(14,27),-0.827668 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.213757 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.139053 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.333204 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.39252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.784059 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.670152 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.782976 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.189792 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.00990551 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.0435944 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0928492 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.219118 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.544129 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.39236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.784062 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.670317 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.782896 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.85499 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.236031 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.227758 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.89415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.319923 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.100706 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.031028 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.249441 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0371482 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.221003 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.0920036 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.157409 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.116248 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.337182 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.212451 # DEPENDENCYPART_GRANDPAR
(17,19),(19,30),-0.893848 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.631858 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.186939 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.17892 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.353946 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.252793 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0217274 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.107605 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.829145 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.837376 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.557007 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.888109 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.700143 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.285062 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.277558 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.673201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.200855 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.0846457 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0925872 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0336141 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.0358675 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.0066895 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.0218658 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.103975 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.171056 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.250531 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.267968 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.227366 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.0392759 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.0264585 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.135009 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.315508 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.194768 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.826707 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.0665728 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.086323 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.262458 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.337742 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.0502244 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.029378 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.170046 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.212243 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.457983 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),-0.394179 # DEPENDENCYPART_GRANDPAR
(17,26),(26,10),-0.827267 # DEPENDENCYPART_GRANDPAR
(17,26),(26,12),-0.545255 # DEPENDENCYPART_GRANDPAR
(17,26),(26,13),-0.877992 # DEPENDENCYPART_GRANDPAR
(17,26),(26,15),-0.274946 # DEPENDENCYPART_GRANDPAR
(17,26),(26,16),-0.26745 # DEPENDENCYPART_GRANDPAR
(17,26),(26,19),-0.144019 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.0778331 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.0283628 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.363534 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.0771718 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.197651 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.221957 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.150147 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.407469 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.34235 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.731761 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.316619 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.340825 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.1246 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.193229 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.18434 # DEPENDENCYPART_GRANDPAR
(17,29),(29,24),-0.119016 # DEPENDENCYPART_GRANDPAR
(17,29),(29,25),-0.320452 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-0.332266 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),0.102719 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.693901 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.433196 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.200868 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.129417 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.133005 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.18266 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-1.00057 # DEPENDENCYPART_GRANDPAR
