# _root_ `` We did n't trade much today , as our policy now is to wait and see , '' said a fund manager at Taisho Life Insurance Co .
#goldHeads=20,3,20,3,3,5,5,5,5,11,13,11,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
#predictedHeads=20,3,20,3,3,7,5,5,5,11,13,13,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
(13,3),(3,1),-0.521848 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.316985 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.346529 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.202063 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.300672 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.249707 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.4099 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.068895 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.0833015 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.0629355 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.173663 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.860664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),0.233336 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.0771804 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.189614 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.408576 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.555181 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.390095 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.238461 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.663397 # DEPENDENCYPART_GRANDPAR
(13,3),(3,29),-0.931533 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0964045 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.21118 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.188231 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.251833 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.626077 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.222718 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.241336 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.23322 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.335997 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.296153 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.387456 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0919563 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.0994728 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0103786 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.154862 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.920724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.18532 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.148877 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.303636 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.480341 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.637672 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.556962 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.342022 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.747983 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),-0.478758 # DEPENDENCYPART_GRANDPAR
(13,5),(5,29),-1.10109 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.600568 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.228748 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.244351 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.230458 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.137529 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.33703 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.277008 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.176508 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.82975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),0.399728 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.59645 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0883057 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.131886 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.424689 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.249158 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.294379 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.277277 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0840314 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0192549 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.138966 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0413799 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.815914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),0.285097 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.365734 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.526103 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.14281 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.334643 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0846059 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.179045 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.123835 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0715113 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.306928 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.12043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.0362331 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.263839 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.460827 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.595238 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.746495 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.66315 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.498028 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.516391 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.255439 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.030081 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.171115 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.088998 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.31236 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0201964 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.315076 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0985128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.819902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.277291 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.369761 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.755806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.530129 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.321309 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.300547 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0486758 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0019291 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.192852 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.870455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.295017 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.491992 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.247446 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.522319 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.00669023 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.178551 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0426302 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.820208 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.246329 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.627963 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.664577 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.718256 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.863912 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.268102 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.363047 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.428009 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.14465 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.375951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.640485 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0405347 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0182315 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0161729 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.187888 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.106632 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.554619 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.339904 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.356718 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.617603 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.519281 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.428488 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-0.283104 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-0.850963 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0109714 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0430616 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.40045 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.480322 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.257734 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.159704 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.222168 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0798104 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.202726 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.0829718 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.567843 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.353128 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.399391 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.545597 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.45435 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.308967 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-0.884229 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0647241 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.675811 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.277715 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.162533 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.534505 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.55366 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.673195 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.631977 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.774241 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.200476 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.283552 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.341402 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.0775944 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.565841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.414603 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.206336 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0331158 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.104991 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.33755 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.360044 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.773436 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.647875 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.434855 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.312566 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.775383 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.672843 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.61394 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.423099 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-1.02419 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-0.221823 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-0.345578 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.0173279 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.0364313 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.214407 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.301783 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.332419 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.251899 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.574057 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.476593 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.42422 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-0.231193 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.0229815 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.332151 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.223487 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.166284 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.0765767 # DEPENDENCYPART_GRANDPAR
(13,27),(27,22),-0.208145 # DEPENDENCYPART_GRANDPAR
(13,27),(27,23),0.0285991 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.329457 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.269806 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),0.00802417 # DEPENDENCYPART_GRANDPAR
(13,28),(28,6),-0.857532 # DEPENDENCYPART_GRANDPAR
(13,28),(28,22),-0.254443 # DEPENDENCYPART_GRANDPAR
(13,28),(28,23),-0.0177155 # DEPENDENCYPART_GRANDPAR
(13,28),(28,25),-0.651138 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.594415 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.513162 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.725716 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),-0.401687 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.109354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0541616 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.470741 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0783229 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0955935 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.16181 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.193298 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.920025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.42274 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.732677 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.696599 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.637707 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.733734 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0314611 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.239572 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.217013 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.137149 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.870641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,1),-0.771324 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.650742 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.273807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),0.137114 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.459698 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.689547 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.0429262 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.348946 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.399956 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.268045 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.357637 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.612223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.246644 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.148389 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0283457 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.137647 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.132237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.256486 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.0532624 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.013501 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.493195 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.521986 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.497733 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.139028 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.664881 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.188291 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.112079 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.261189 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.399105 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.340115 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.260616 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.202453 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0315693 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.143884 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.135813 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.266564 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0431849 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.108223 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.533987 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.508828 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),-0.150123 # DEPENDENCYPART_GRANDPAR
(14,17),(17,29),-0.676826 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.644349 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.35338 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.503123 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.497219 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.434977 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.343107 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.320042 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.29554 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.728265 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.0209832 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.301721 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.278176 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.228014 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.492809 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.310369 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.3353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),0.0643207 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),0.0919949 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.621418 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.458082 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.546931 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.699387 # DEPENDENCYPART_GRANDPAR
(15,3),(3,29),-1.11746 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.516158 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.534289 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.372679 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.357208 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.452312 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.457314 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.789612 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.0734398 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.371681 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.444956 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.210467 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.498977 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.420263 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.33468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),0.0413984 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),0.0925559 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.641081 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.517788 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.567068 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-0.724432 # DEPENDENCYPART_GRANDPAR
(15,5),(5,24),-0.558909 # DEPENDENCYPART_GRANDPAR
(15,5),(5,29),-1.20319 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.433147 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.266056 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.211454 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0894322 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.166722 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.490022 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.27207 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.146803 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.34331 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.38228 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.512448 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.566556 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.344855 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.3987 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.127476 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.372388 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.562874 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.0155814 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.277475 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.472864 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.162027 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.326234 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.401302 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),-0.0421015 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.521249 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.101762 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.381838 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0720561 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.398466 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.312582 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.373676 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0442591 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.259588 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.329287 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.3115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),0.0304192 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),0.115785 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.611681 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.478579 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.57813 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.462473 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.216641 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.107633 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.395889 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.201798 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.497922 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.214724 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.265193 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.155666 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.313436 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.370886 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.0421001 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.74207 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.521248 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.575433 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.493472 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0317719 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.270384 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.154306 # DEPENDENCYPART_GRANDPAR
