# _root_ But most of them , led by Morgan Stanley & Co. , moved back in earlier this year .
#goldHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
#predictedHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
(7,14),(7,16),(7,20),-0.135712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,16),(7,20),-0.16924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.103662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.187499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.219369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,3),-0.270315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.200987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,-1),-0.182474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,3),-0.0230479 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.238596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,-1),-0.125704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,-1),-0.236375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,12),-0.11851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.0993705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.0503612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,20),-0.109052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.171368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.0250806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,20),-0.729551 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,18),-0.098287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,20),-0.107268 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,20),-0.104509 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,12),(8,13),-0.119433 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.0788871 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,20),-0.0361743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,18),-0.088261 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,20),-0.12435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,20),-0.117451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,18),-0.0190937 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,20),-0.0492979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,18),(8,20),-0.0605265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,18),(8,20),-0.11021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.169318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.123403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,-1),-0.231581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,-1),-0.166637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,11),(9,12),-0.114177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.1032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.0586428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,20),-0.0832496 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.171371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.0276391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,20),-0.725771 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,18),-0.0995144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,20),-0.103488 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,20),-0.0998432 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,11),(9,12),(9,13),-0.119076 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.0529133 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,20),-0.0426972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,18),-0.0784341 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,20),-0.130519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,20),-0.126445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,18),-0.0190923 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,20),-0.0563514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,20),-0.0704406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,20),-0.110203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.188512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.166847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.12846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.136411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.169309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.161159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.1144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,4),-0.152909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.222565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,-1),-0.147578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.132684 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.0832503 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.1679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,4),-0.0336879 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.245582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,-1),-0.0989352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,4),-0.0889646 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.166637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,-1),-0.162173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,-1),-0.110989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),0.0699981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.0399265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0411004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.0422549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.0588268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.134175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.0978937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,20),0.0895708 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.0183769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.12255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.126808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.127611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.209379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.0934042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,20),-0.300473 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.0728896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.038493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.0729105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),0.0514583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),0.132849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,20),0.00292955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.0866233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.102563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),0.00164623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.201724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,20),-0.070259 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.102783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),-0.00337677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.210396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,20),-0.0606389 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,18),-0.0277827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.200439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,20),-0.0840394 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),-0.103894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,20),0.0321872 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,20),-0.110156 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0420541 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),0.0211967 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),0.0305383 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),0.0498234 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),0.0187025 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.111703 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,20),-0.143116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0510121 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0398216 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0297502 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.0554693 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0663374 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,20),-0.0604037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0286334 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.0372162 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0720812 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0845504 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,20),-0.0102902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0358117 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.0769354 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0866265 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,20),0.0105995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,18),-0.0729595 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,19),-0.086846 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,20),-0.0250896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,19),-0.130999 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,20),-0.0949407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,20),-0.133215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0605582 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.0589062 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.0607849 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.075283 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),0.0632929 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,20),-0.0353391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0437649 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,16),-0.0521395 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,18),-0.0494653 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.0269602 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,20),-0.0204066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0530362 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,18),-0.0513831 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0271391 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,20),-0.0306347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,18),-0.0492767 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,19),-0.0273609 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,20),-0.0163965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,19),-0.0415162 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,20),0.00294499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,20),-0.102894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0524078 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.0612114 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),-0.0633453 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),0.0251047 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,20),-0.0433105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0632332 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),-0.0535561 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),0.0367285 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,20),-0.0142037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,18),-0.0633404 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,19),0.0251413 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,20),-0.0399208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,19),0.0765754 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,20),-0.0483469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,20),0.107361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.106809 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,18),0.0427204 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.0798507 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,20),-0.152663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,18),0.0388989 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,19),-0.0986899 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,20),-0.146527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,18),(10,19),-0.107302 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,20),0.0125769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,20),-0.254893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,18),0.0351148 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,19),-0.0666826 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,20),-0.150821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,19),-0.0790351 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,20),0.0176322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,20),-0.25697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,18),(10,19),-0.0814014 # DEPENDENCYPART_TRISIBL
(10,16),(10,18),(10,20),-0.0419757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,20),-0.284087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,19),(10,20),-0.134167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.159907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.29127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.123917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.0973034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.116504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.336703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,1),-0.00973513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),0.0784606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.291249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.123917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),-0.108711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,4),-0.118954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,3),-0.336682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,1),-0.0096874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),0.0865907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.168859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,5),-0.0501486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.118788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,3),-0.234137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,1),-0.145507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.0405917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,5),0.0162397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,4),0.0414068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,3),-0.0513358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,1),0.0744169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),0.00787525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.140634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,3),-0.227051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,1),-0.156777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.303294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,3),-0.25925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,1),-0.0543623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,-1),-0.101615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,1),-0.139519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,-1),-0.0520179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,1),(10,-1),-0.102533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.175831 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.17249 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,5),-0.231255 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,4),-0.0618163 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,3),-0.203324 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,1),-0.139549 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.17191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.202158 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,5),-0.139199 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,4),-0.104135 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,3),-0.139737 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,1),-0.111809 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.130171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,5),-0.11511 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,4),-0.111292 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,3),-0.12409 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,1),-0.117435 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.172929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,4),-0.110843 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,3),-0.0939124 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,1),-0.0750782 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.326901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,3),-0.143021 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,1),-0.113223 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,-1),-0.0527609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,1),-0.113076 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,-1),-0.13308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,1),(10,-1),-0.146461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.20192 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,5),-0.140518 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,4),-0.104136 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,3),-0.139026 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,1),-0.110375 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.115373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,5),-0.116429 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,4),-0.111292 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,3),-0.12338 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,1),-0.116002 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),-0.157538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,4),-0.110844 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,3),-0.093962 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,1),-0.0736243 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),-0.311439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,4),(10,3),-0.142311 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,1),-0.11179 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,-1),-0.0398209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,3),(10,1),-0.111642 # DEPENDENCYPART_TRISIBL
(10,8),(10,3),(10,-1),-0.118281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,1),(10,-1),-0.131918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,5),-0.134892 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,4),-0.0955591 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,3),-0.123751 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,1),-0.103643 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,-1),-0.0995436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,5),(10,4),-0.076731 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,3),-0.00223755 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,1),-0.0934081 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,-1),-0.147369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,4),(10,3),-0.111848 # DEPENDENCYPART_TRISIBL
(10,7),(10,4),(10,1),-0.102274 # DEPENDENCYPART_TRISIBL
(10,7),(10,4),(10,-1),-0.0900878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,3),(10,1),-0.105999 # DEPENDENCYPART_TRISIBL
(10,7),(10,3),(10,-1),-0.0714368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,1),(10,-1),-0.0596907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,5),(10,4),-0.129707 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,3),0.0229505 # DEPENDENCYPART_TRISIBL
(10,6),(10,5),(10,1),-0.0885613 # DEPENDENCYPART_TRISIBL
