# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(13,15),(15,24),-0.0694233 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.114888 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.0265045 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.453417 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.523044 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.838863 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.382267 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.366923 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.131923 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.0984612 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.714769 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.205488 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.448296 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.00472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.453535 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.272722 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.178496 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.164255 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0447077 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.407395 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.395776 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.107011 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.259082 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),0.0124267 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.630552 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0435862 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.547787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.488243 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.220105 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.22143 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.128881 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.115082 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.312581 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.338882 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.173892 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.100245 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.518556 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.0376508 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.594493 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.954838 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.272249 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0209603 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.262563 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.250166 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.394198 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.468397 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.1897 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.136381 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.147805 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.0859335 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.235891 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.29207 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.145998 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.503034 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.173584 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.137755 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.217943 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.06887 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),0.000713647 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.340441 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.115411 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.202147 # DEPENDENCYPART_GRANDPAR
(13,25),(25,1),-0.126592 # DEPENDENCYPART_GRANDPAR
(13,25),(25,3),-0.603036 # DEPENDENCYPART_GRANDPAR
(13,25),(25,6),-0.479314 # DEPENDENCYPART_GRANDPAR
(13,25),(25,7),-0.47046 # DEPENDENCYPART_GRANDPAR
(13,25),(25,8),-0.222723 # DEPENDENCYPART_GRANDPAR
(13,25),(25,9),-0.201332 # DEPENDENCYPART_GRANDPAR
(13,25),(25,11),-0.315109 # DEPENDENCYPART_GRANDPAR
(13,25),(25,12),-0.537032 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-1.02108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,14),-0.502351 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),0.134876 # DEPENDENCYPART_GRANDPAR
(13,25),(25,16),0.0814435 # DEPENDENCYPART_GRANDPAR
(13,25),(25,17),-0.210882 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.453326 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.321085 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.586502 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.629232 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.462283 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.230676 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),0.0529213 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.0401267 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.391625 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.00626105 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.105325 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.214763 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.20835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.602571 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.715381 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.715996 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.649245 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.596041 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-0.857903 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.554382 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.155013 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.056454 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0397828 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.353174 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.460889 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0581057 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.16161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,1),-0.045298 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.548944 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.0726962 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.702243 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.0152409 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.531014 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.0343673 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.101904 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.455451 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0036228 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0471552 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.10127 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.11702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.542903 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.647992 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.591809 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.623925 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.535101 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.716854 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.523859 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.803746 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-0.918188 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.570177 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.9948 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.730743 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.33566 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.500251 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.974893 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.504205 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.05846 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.901306 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.614741 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.520105 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.500388 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.273347 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.664863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.211978 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.00396168 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.139782 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.151526 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.340664 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.0434855 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.530396 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.700258 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.189487 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.185237 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.179256 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.115302 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.0198381 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.291153 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.589219 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.04507 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.652409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.023027 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0354511 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0620452 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.128296 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.560339 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.774036 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-1.06833 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.644376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.121273 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0786894 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.00077624 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.132937 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0431623 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0584532 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.0607373 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.186836 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.0252639 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0301685 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.166338 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.735078 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.259229 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.217918 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.112806 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.402107 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.174032 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.155819 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.00553749 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.0946011 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.0159003 # DEPENDENCYPART_GRANDPAR
(15,25),(25,1),-0.554351 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-0.704586 # DEPENDENCYPART_GRANDPAR
(15,25),(25,6),-0.481131 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-0.960971 # DEPENDENCYPART_GRANDPAR
(15,25),(25,8),-0.483735 # DEPENDENCYPART_GRANDPAR
(15,25),(25,9),-1.05733 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-0.603275 # DEPENDENCYPART_GRANDPAR
(15,25),(25,12),-0.498319 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.478242 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-0.257151 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.776881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),-0.0722859 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),-0.261777 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.110915 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.297389 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.120903 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.352126 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.220787 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.00796009 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.61943 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0373987 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.202217 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.276239 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.135935 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.154412 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.106421 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.0857136 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.324754 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.271353 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.100276 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),0.337434 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-0.108534 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.160728 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0429499 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.1351 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.153914 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.192365 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.321337 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.132217 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.127169 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.122743 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.157985 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.270146 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.366186 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.299026 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.37562 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.0770793 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.442359 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.134279 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.370027 # DEPENDENCYPART_GRANDPAR
(16,3),(3,25),-0.114246 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.152659 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.272875 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.185913 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.123656 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.122469 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.132983 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.101513 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.0622429 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.226941 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0625996 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.314345 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.12853 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.279831 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.335247 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.116464 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.21123 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.135453 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.52104 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.256398 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.0438276 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.730088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,22),-0.524351 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.475738 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.289485 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0746819 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.205559 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.145122 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.608782 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.100296 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.75154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,25),-0.185298 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.0142209 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.114481 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.150146 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0840882 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.421982 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.281534 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.293991 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.258204 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.10541 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.100565 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.593495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.340667 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.283278 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.278073 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.207388 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.326738 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.207001 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.512081 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.051214 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.121504 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.801097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,8),0.337768 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0348736 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.1268 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.652468 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.234855 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.205031 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.672756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.326977 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.172107 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.190199 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.321924 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-0.0960659 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),0.098854 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.181082 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.184988 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.206903 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0901577 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.283505 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.225047 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.132855 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.166413 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.178573 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.0326165 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.0605835 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.0403789 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0878892 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.299485 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.27358 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.203786 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.454906 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.243673 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.11278 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0682028 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.711524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.290268 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.465026 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.149889 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.202629 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.337115 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.372232 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.141075 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.905519 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0587799 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.436318 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.137741 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.365573 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.199938 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.696596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.303834 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.487928 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.195851 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.215004 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.34508 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.119907 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.346237 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.428894 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.12979 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.122755 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.0223451 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),0.255356 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.25385 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),0.0107184 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.413136 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.084861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.90475 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.361487 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.138593 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.125979 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.563924 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.93211 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.407431 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.792302 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.22962 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.177134 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.371935 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.270707 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.0948027 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.242729 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.451413 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.782008 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.0789956 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.1378 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.00564642 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.00735066 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.096151 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.034321 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.219498 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.345387 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.131178 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.278114 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.272668 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.0167866 # DEPENDENCYPART_GRANDPAR
