# _root_ Laboring in blue and gray overalls , they are supposed to concentrate on cleaning out crevices , and not strain their eyes looking for diamonds .
#goldHeads=9,1,4,6,4,2,9,9,0,9,12,18,12,13,14,14,18,10,18,18,22,20,20,23,24,9,
#predictedHeads=18,1,4,6,4,2,9,9,18,9,12,10,12,13,14,14,18,0,20,18,22,20,20,23,24,18,
(14,14),(14,13),(14,8),-0.0371911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.137065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,-1),-0.0105972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,-1),-0.0572914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,27),-0.238351 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,14),(15,13),-0.109187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.24008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,-1),-0.184085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,-1),-0.0537316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.0180331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.170614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.149314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.0559622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.232127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,25),-0.0543681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,27),-0.680489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.087147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.0728122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.160875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.06358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,25),-0.159774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,27),-0.0709948 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.11683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.146539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.0948018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,25),-0.145464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,27),-0.139873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,22),-0.140634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.108612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,25),-0.139558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,27),-0.0999844 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,24),-0.109005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,25),-0.115675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,27),-0.123068 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,25),-0.151181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,24),(16,27),-0.116021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,25),(16,27),-0.115574 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0750138 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0493429 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.0220631 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.0442041 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,25),-0.0220557 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,27),-0.10297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0226124 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),0.157747 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.0545837 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),0.157754 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,27),-0.186488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,22),-0.020038 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.00174052 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,25),-0.0200306 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,27),-0.061289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,24),-0.00758571 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,25),-0.0825822 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,27),-0.0999402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,25),0.0113031 # DEPENDENCYPART_TRISIBL
(16,17),(16,24),(16,27),-0.0553001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,25),(16,27),-0.0989002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0595166 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.0915247 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.020256 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,25),-0.0915247 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,27),-0.0897577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,22),-0.0921121 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.0268941 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,25),-0.0921121 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,27),-0.10168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,24),-0.0343673 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,25),-0.0955507 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,27),-0.149207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,25),-0.084491 # DEPENDENCYPART_TRISIBL
(16,18),(16,24),(16,27),-0.0855808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,25),(16,27),-0.149207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,22),-0.079093 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.0774064 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,25),-0.079093 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,27),-0.0919193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,24),-0.0615382 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.0757843 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,27),-0.0615722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,25),-0.0632469 # DEPENDENCYPART_TRISIBL
(16,19),(16,24),(16,27),-0.0962375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,25),(16,27),-0.061573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,24),-0.0127434 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,25),-0.0711483 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,27),-0.121766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,25),-0.0696671 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,27),-0.0888062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,25),(16,27),-0.121766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,25),-0.0823173 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,27),-0.122984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,25),(16,27),-0.127215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,25),(16,27),-0.0277946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.151771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.136077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.133355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,10),-0.137693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,2),-0.193617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.205854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.129258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),-0.165704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,10),-0.130875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,2),-0.239703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.104383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.133355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,10),-0.137693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,2),-0.193614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.205367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,10),-0.107289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,2),-0.183535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.135744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,10),(16,2),-0.193614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,10),(16,-1),-0.205902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,2),(16,-1),-0.0838005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.113947 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,11),-0.0674778 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,10),-0.113947 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,2),-0.0620996 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.145311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,11),-0.0703914 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,10),-0.118458 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,2),-0.0713763 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.161234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,10),-0.131179 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,2),-0.0612561 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),-0.163419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,10),(16,2),-0.0713763 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,-1),-0.161234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,2),(16,-1),-0.146165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.0759921 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,10),-0.104123 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,2),-0.0992485 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.121786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,10),-0.0984719 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,2),-0.0952401 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.104333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,10),(16,2),-0.0992485 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,-1),-0.121786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,2),(16,-1),-0.0934899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,10),-0.131179 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,2),-0.0612561 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.163416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,10),(16,2),-0.0713763 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,-1),-0.161231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,2),(16,-1),-0.14616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,10),(16,2),-0.0535355 # DEPENDENCYPART_TRISIBL
(16,11),(16,10),(16,-1),-0.149016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,2),(16,-1),-0.141678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,10),(16,2),(16,-1),-0.146782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),0.0237716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,22),-0.0359034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),0.0398028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.0834172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,25),-0.0353445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,26),-0.14557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,27),-0.133801 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,22),0.0503656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),-0.0691283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),0.0348199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,25),0.0509253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,26),0.175578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,27),0.0202703 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,22),(18,23),-0.0021218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,24),-0.0663387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,25),-0.11728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,26),-0.169218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,27),0.0212793 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,24),0.0309088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,25),0.0507603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,26),0.173848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,27),0.0144917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,25),-0.0662118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,26),-0.170812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,27),-0.0852742 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,25),(18,26),-0.16863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,27),0.0317055 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,26),(18,27),-0.118045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,22),-0.0626135 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.076567 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.0861037 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,25),-0.0626136 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,26),0.0396697 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,27),-0.0972331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,23),-0.0498896 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,24),-0.0900023 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,25),-0.0414795 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,26),-0.0946532 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,27),-0.0619679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.0861096 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,25),-0.0626136 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,26),0.0398976 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,27),-0.0927645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,25),-0.0125247 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,26),-0.0835066 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,27),-0.109191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,25),(18,26),-0.0946532 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,27),-0.0619695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,26),(18,27),-0.283726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,23),-0.132078 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,24),0.0220574 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,25),-0.0990354 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,26),0.106133 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,27),-0.120244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.0384662 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,25),-0.0765456 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,26),-0.0907653 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,27),-0.0739937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,25),-0.0788329 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,26),0.125809 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,27),-0.0703688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,25),(18,26),0.106133 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,27),-0.120244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,26),(18,27),0.0568121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,23),(18,24),-0.0606467 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,25),-0.0935262 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,26),-0.0733989 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,27),-0.0431723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,24),(18,25),-0.136418 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,26),-0.137334 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,27),-0.025447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,25),(18,26),-0.14411 # DEPENDENCYPART_TRISIBL
(18,22),(18,25),(18,27),-0.0342626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,26),(18,27),-0.123746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,24),(18,25),-0.0763556 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,26),0.125782 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,27),-0.0772774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,25),(18,26),0.106118 # DEPENDENCYPART_TRISIBL
(18,23),(18,25),(18,27),-0.123885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,26),(18,27),0.0473659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,25),(18,26),-0.0168644 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,27),-0.0399577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,26),(18,27),-0.095335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,25),(18,26),(18,27),-0.122302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.0549779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),0.0305587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,13),-0.109732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,12),0.0305587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,11),-0.0932339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,10),0.0257232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,9),0.0542407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,8),-0.0431651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,7),-0.0613113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,6),-0.0549779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,5),-0.116428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,4),-0.0783957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,3),-0.115611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,2),-0.173521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,1),0.0305583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.221113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,14),-0.0877555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,13),-0.231552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,12),-0.0877555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,11),-0.174476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,10),-0.0909825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,9),-0.0687145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,8),-0.0479745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,7),-0.000449586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,6),-0.0772261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,5),0.032652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,4),-0.0187392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,3),0.0342856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,2),-0.316828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,1),-0.0877559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),0.0666416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,13),0.0631792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,12),-0.147569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,11),0.183069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,10),-0.150794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,9),-0.134585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,8),0.1835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,7),0.125082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,6),0.170276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,5),-0.102416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,4),0.0660232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,3),-0.101597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,2),0.0271412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,1),-0.147569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,-1),0.0769481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,12),-0.130006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,11),-0.0864418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,10),-0.13323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,9),-0.116602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,8),-0.0285535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,7),-0.00476705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,6),-0.0829183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,5),-0.104304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,4),-0.117795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,3),-0.103484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,2),-0.182899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,1),-0.130006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),0.00618693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,12),(18,11),0.183069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,10),-0.150794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
