# _root_ `` I do n't think anyone is now immune from takeover , '' said Robert Schneider of Duff & Phelps Inc. , Chicago .
#goldHeads=14,3,14,3,3,7,5,7,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
#predictedHeads=14,3,14,3,3,7,5,9,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
(14,10),(14,8),(14,4),-0.0551836 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,3),-0.113717 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,2),-0.0395235 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,1),-0.0677408 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.0174871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,6),-0.136932 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,5),-0.120386 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,4),-0.0634929 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,3),-0.121728 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,2),-0.0444934 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,1),-0.0783352 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,-1),-0.130487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,6),(14,5),-0.122385 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,4),-0.0707787 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,3),-0.123417 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,2),-0.0369609 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,1),-0.0383227 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,-1),-0.0788126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,5),(14,4),-0.0634929 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,3),-0.121196 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,2),-0.0446767 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,1),-0.0776189 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,-1),-0.129447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,4),(14,3),-0.113735 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,2),-0.0395184 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,1),-0.0676672 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,-1),-0.00931513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,3),(14,2),-0.0443568 # DEPENDENCYPART_TRISIBL
(14,10),(14,3),(14,1),-0.0780379 # DEPENDENCYPART_TRISIBL
(14,10),(14,3),(14,-1),-0.129128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,2),(14,1),-0.064156 # DEPENDENCYPART_TRISIBL
(14,10),(14,2),(14,-1),-0.0734393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,1),(14,-1),-0.129902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,8),(14,7),-0.0973619 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,6),-0.0797439 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,5),-0.0949162 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,4),-0.0536648 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,3),-0.0942448 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,2),-0.0543012 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,1),-0.076374 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,-1),-0.048605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,7),(14,6),-0.0629698 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,5),-0.0961726 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,4),-0.0486113 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,3),-0.0955033 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,2),-0.0534546 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,1),-0.0784429 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,-1),-0.10452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,6),(14,5),-0.0873252 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,4),-0.0470834 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,3),-0.0866504 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,2),-0.0501991 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,1),-0.0777245 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,-1),-0.0987124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,5),(14,4),-0.0486019 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,3),-0.0954705 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,2),-0.0535191 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,1),-0.0784429 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,-1),-0.102817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,4),(14,3),-0.0942484 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,2),-0.0543012 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,1),-0.076374 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,-1),-0.0470448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,3),(14,2),-0.0534547 # DEPENDENCYPART_TRISIBL
(14,9),(14,3),(14,1),-0.0784429 # DEPENDENCYPART_TRISIBL
(14,9),(14,3),(14,-1),-0.102811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,2),(14,1),-0.0740155 # DEPENDENCYPART_TRISIBL
(14,9),(14,2),(14,-1),0.0876989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,1),(14,-1),-0.107854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,6),-0.0297598 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,5),-0.0809628 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,4),-0.0884296 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,3),-0.0848517 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,2),-0.0931778 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,1),-0.0774508 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.0915994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,6),(14,5),-0.113345 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,4),-0.116318 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,3),-0.11713 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,2),-0.0805726 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,1),-0.0367583 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,-1),-0.0330787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,5),(14,4),-0.0883162 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,3),-0.0841004 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,2),-0.0931755 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,1),-0.0786771 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,-1),-0.090138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,4),(14,3),-0.0789714 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,2),-0.0787016 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,1),-0.0736553 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,-1),-0.0781684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,3),(14,2),-0.0975661 # DEPENDENCYPART_TRISIBL
(14,8),(14,3),(14,1),-0.0786461 # DEPENDENCYPART_TRISIBL
(14,8),(14,3),(14,-1),-0.090087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,2),(14,1),-0.0414339 # DEPENDENCYPART_TRISIBL
(14,8),(14,2),(14,-1),-0.00608398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,1),(14,-1),-0.0640314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,6),(14,5),-0.155773 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,4),-0.0287195 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,3),-0.156636 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,2),-0.0868084 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,1),0.0338456 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,-1),-0.110472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,4),-0.0444051 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,3),-0.161133 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,2),-0.0858472 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,1),-0.000329643 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,-1),-0.174635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,3),-0.154531 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,2),-0.0893146 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,1),-0.0187086 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,-1),-0.0371133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,3),(14,2),-0.085827 # DEPENDENCYPART_TRISIBL
(14,7),(14,3),(14,1),-0.000259623 # DEPENDENCYPART_TRISIBL
(14,7),(14,3),(14,-1),-0.172147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,2),(14,1),0.00135011 # DEPENDENCYPART_TRISIBL
(14,7),(14,2),(14,-1),-0.177067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,1),(14,-1),-0.0862951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,5),(14,4),-0.0221375 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,3),-0.0807802 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,2),-0.0861869 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,1),-0.120679 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,-1),-0.0520006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,4),(14,3),-0.0882967 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,2),-0.0818637 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,1),-0.0673189 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,-1),0.00665461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,3),(14,2),-0.0857687 # DEPENDENCYPART_TRISIBL
(14,6),(14,3),(14,1),-0.120682 # DEPENDENCYPART_TRISIBL
(14,6),(14,3),(14,-1),-0.0531888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,2),(14,1),-0.0953915 # DEPENDENCYPART_TRISIBL
(14,6),(14,2),(14,-1),-0.03404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,1),(14,-1),-0.051839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,4),(14,3),-0.143011 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,2),-0.0880241 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,1),-0.0181026 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,-1),-0.0160368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,3),(14,2),-0.0862451 # DEPENDENCYPART_TRISIBL
(14,5),(14,3),(14,1),0.00152255 # DEPENDENCYPART_TRISIBL
(14,5),(14,3),(14,-1),-0.149751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,2),(14,1),0.00167263 # DEPENDENCYPART_TRISIBL
(14,5),(14,2),(14,-1),-0.153978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,1),(14,-1),-0.0637891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,3),(14,2),-0.106424 # DEPENDENCYPART_TRISIBL
(14,4),(14,3),(14,1),-0.0790222 # DEPENDENCYPART_TRISIBL
(14,4),(14,3),(14,-1),-0.113328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,2),(14,1),-0.0470454 # DEPENDENCYPART_TRISIBL
(14,4),(14,2),(14,-1),-0.0278668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,1),(14,-1),-0.088927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,3),(14,2),(14,1),-0.00131998 # DEPENDENCYPART_TRISIBL
(14,3),(14,2),(14,-1),-0.181306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,3),(14,1),(14,-1),-0.118417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,2),(14,1),(14,-1),-0.116321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.0750753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),-0.113762 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,23),-0.108595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,25),-0.117957 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,21),-0.143996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,23),-0.137665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,25),-0.062131 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,21),(15,23),-0.109738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,25),-0.118164 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,23),(15,25),-0.115099 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,21),-0.0845489 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,23),-0.0850891 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,25),-0.100339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,21),(15,23),-0.0738816 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,25),-0.128068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,23),(15,25),-0.129689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,21),(15,23),-0.0552601 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,25),-0.0076348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,23),(15,25),-0.00558253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,23),(15,25),-0.130622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,-1),-0.323968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.143239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.187457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.143239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.143983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.0434787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.137652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,25),-0.0605404 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.168116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.115674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.113744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.119071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.108577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,25),-0.113435 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.158268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.156897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.102388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,23),-0.151172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.0682736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,25),-0.113445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.113744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,22),-0.119113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,23),-0.108577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,25),-0.115463 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.117001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,23),-0.109721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,24),-0.118595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,25),-0.115807 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,23),-0.0428352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,24),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,25),-0.680378 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,24),-0.117579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,25),-0.112742 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,25),-0.216402 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0632817 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0612487 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0613176 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.0639974 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),-0.0551161 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.107875 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,25),-0.00384391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0462393 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0463078 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),-0.0713805 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,23),-0.0401067 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.126115 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),-0.108252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0613176 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,22),-0.0639974 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,23),-0.0551161 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.107875 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,25),-0.00384391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),-0.0640034 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,23),-0.055271 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,24),-0.107894 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,25),-0.00766866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,23),0.118216 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,24),-0.0985902 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,25),-0.272947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,24),-0.107877 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,25),-0.00561638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,25),-0.0734978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0772565 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0805642 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.045542 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,23),-0.0812349 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.0895522 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,25),-0.171711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.0731591 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.0454916 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,23),-0.0731763 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),-0.0869641 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,25),-0.131349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.0456613 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,23),-0.0738816 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,24),-0.0871079 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,25),-0.129765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,23),-0.0904156 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,24),-0.123537 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,25),-0.0374465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,24),-0.0869641 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,25),-0.131386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,25),-0.040478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.0907197 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),-0.075812 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,23),-0.0907195 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),-0.0816042 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,25),-0.171112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.0758127 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.0907205 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.0816042 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,25),-0.171112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.113889 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.0781846 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.0529896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.0816042 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,25),-0.171112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,25),-0.115289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0456613 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.0738818 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.0871079 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,25),-0.127056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0904157 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,24),-0.123537 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,25),-0.0347789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,24),-0.0869641 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,25),-0.128676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,25),-0.0377686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.0854259 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.122014 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,25),-0.0358855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.0854403 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,25),-0.129573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,25),-0.0391636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.240184 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,25),-0.0986513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,25),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,24),(16,25),-0.0380707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.125584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.125164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.178101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.180323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.148601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.111767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.0289098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.0176409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.224574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.153835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),0.0480314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.321711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.0729958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
