# _root_ Further , under the agreement , First Tennesse would continue to develop the software that creates customer products and sevices .
#goldHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,19,19,16,19,9,
#predictedHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,18,19,16,19,9,
(1,2),(1,5),(1,6),0.244758 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,9),-0.0486224 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,22),-0.184839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,9),-0.0474286 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,22),-0.208674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,22),-0.152678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.0406035 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,9),-0.0707387 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,22),-0.0343155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,9),0.000943852 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,22),-0.167022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,22),-0.100357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,9),-0.113239 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,22),-0.0201046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,9),(1,22),-0.0787646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,9),(1,22),-0.152678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,22),-0.460472 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,1),(2,-1),-0.482565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.00472039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0317806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),0.00512274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.00152882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0902058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.10968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,22),-0.112916 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),0.0948943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.00841414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.029446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.0437087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.175432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,22),0.298577 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.105109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.11556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.142341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.0873433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,22),-0.314464 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.0329388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.0437009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.176468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,22),0.306333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.0437008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.174885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,22),0.287709 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,19),-0.115009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,22),-0.0694942 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,22),0.148187 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0720689 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0812203 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.0812191 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0668273 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.078472 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,22),-0.0454107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0773554 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0773542 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0667046 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.0659325 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,22),-0.0551082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0811903 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0668273 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.078472 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,22),-0.0463001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0668273 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.078472 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,22),-0.04541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,19),-0.0723303 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,22),-0.0756699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,22),-0.0813269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.185046 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.187433 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.114179 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.16108 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,22),0.0238837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.155596 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.111917 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.197296 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,22),-0.0208579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.111917 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.197296 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,22),-0.0288217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,19),-0.153621 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,22),-0.0357957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,22),-0.171994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.086716 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0500126 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0913248 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,22),-0.11115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0500126 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0913244 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,22),-0.112027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,19),-0.079289 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,22),-0.0876929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,22),-0.126863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.111938 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.196905 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,22),-0.0416718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,19),-0.153265 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,22),-0.0449618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,22),-0.181834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,19),-0.15304 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,22),-0.0378696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,19),(3,22),-0.173567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,22),-0.066614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.204988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.191527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.161304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.214828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,22),-0.207412 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,3),(4,2),-0.0363106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.420234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,-1),-0.542766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,-1),-0.0648639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.0630713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.0763375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.204345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.165915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.169059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.0777699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,16),-0.170358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,19),-0.0519792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,21),-0.227672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,22),-0.716226 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0970464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.0683454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.0980327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.105298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.0989401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,16),-0.10107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,19),-0.126767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,21),-0.109806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,22),-0.0919491 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.0683452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.0950877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,12),-0.102353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.0976778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,16),-0.0981255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,19),-0.124999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,21),-0.113241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,22),-0.0949321 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.103654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.105977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.121237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,16),-0.107146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,19),-0.108045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,21),-0.0886781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,22),-0.0438257 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,12),-0.063643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.146648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,16),-0.0695763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,19),-0.113332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,21),-0.0800443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,22),-0.0763953 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,14),-0.145397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,16),-0.0681929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,19),-0.112613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,21),-0.0872804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,22),-0.0791255 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,16),-0.0985945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,19),-0.124999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,21),-0.111019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,22),-0.0993401 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,16),(5,19),-0.112609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,21),-0.0891061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,16),(5,22),-0.0729088 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,19),(5,21),-0.0114538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,22),-0.0680431 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,21),(5,22),-0.183478 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0679128 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0553149 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0327792 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.0327431 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0679145 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,16),-0.0328166 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,19),-0.0758682 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,21),-0.185987 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,22),-0.0854015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0553149 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.0326906 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.0326545 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.067907 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,16),-0.032728 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,19),-0.0758672 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,21),-0.189095 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,22),-0.0879084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0352522 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.0352251 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),0.00135451 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,16),-0.0352986 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,19),-0.0503787 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,21),-0.156036 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,22),-0.189386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,12),-0.0694213 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0246444 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,16),-0.0694948 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,19),-0.0600183 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,21),-0.100974 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,22),-0.0589787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,14),-0.0246444 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,16),-0.0694948 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,19),-0.0600183 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,21),-0.100971 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,22),-0.060358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,16),-0.0327291 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,19),-0.0758672 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,21),-0.189095 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,22),-0.0879417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,16),(5,19),-0.0600183 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,21),-0.100971 # DEPENDENCYPART_TRISIBL
(5,6),(5,16),(5,22),-0.0605821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,19),(5,21),-0.103767 # DEPENDENCYPART_TRISIBL
(5,6),(5,19),(5,22),-0.0821829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,21),(5,22),-0.310942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.11644 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.104165 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.100106 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.0741634 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.0982326 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,19),-0.150384 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,21),-0.0722769 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,22),-0.116411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0984179 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.096678 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.0661359 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.0948045 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,19),-0.126788 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,21),-0.0999981 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,22),-0.109957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,12),-0.099424 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.074412 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0975505 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,19),-0.135122 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,21),-0.0689626 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,22),-0.13574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,14),-0.0743315 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,16),-0.0970651 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,19),-0.135014 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,21),-0.0681785 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,22),-0.140215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,16),-0.0982339 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,19),-0.150384 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,21),-0.0725966 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,22),-0.116623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,19),-0.135014 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,21),-0.0681755 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,22),-0.13488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,19),(5,21),-0.0816582 # DEPENDENCYPART_TRISIBL
(5,7),(5,19),(5,22),-0.185571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,21),(5,22),-0.00969185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0972945 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.0955546 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.073981 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,16),-0.0936812 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,19),-0.126562 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,21),-0.103746 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,22),-0.10735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,12),-0.0981876 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.0822185 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,16),-0.0963141 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,19),-0.134882 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,21),-0.0774681 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,22),-0.124724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,14),-0.082138 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,16),-0.0958288 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,19),-0.134774 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,21),-0.076684 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,22),-0.129199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,16),-0.0969547 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,19),-0.150159 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,21),-0.0762852 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,22),-0.113364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,16),(5,19),-0.134774 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,21),-0.076681 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,22),-0.123864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,19),(5,21),-0.0854022 # DEPENDENCYPART_TRISIBL
(5,8),(5,19),(5,22),-0.181613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,21),(5,22),-0.0152986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,12),-0.0645701 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.0530896 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,16),-0.0645485 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,19),-0.0844952 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,21),-0.0347054 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,22),-0.0822923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,14),-0.0530896 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,16),-0.0644056 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,19),-0.0844938 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,21),-0.0347054 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,22),-0.0820765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,16),-0.0595677 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,19),-0.0834252 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,21),-0.0656656 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,22),-0.0607576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,19),-0.0844938 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,21),-0.0347054 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,22),-0.0820745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,19),(5,21),-0.0761543 # DEPENDENCYPART_TRISIBL
(5,9),(5,19),(5,22),-0.079132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,21),(5,22),-0.0144548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,14),-0.068318 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,16),-0.125905 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,19),-0.123969 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,21),-0.085025 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,22),-0.116329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,16),-0.109798 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,19),-0.107453 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,21),-0.0503611 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,22),-0.115847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
