# _root_ In New York Stock Exchange composite trading , Boeing closed yesterday at $ 54.50 a share , off a scant 12.5 cents .
#goldHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
#predictedHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
(16,19),(16,21),(16,24),-0.0966534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.0447086 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.105149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.111847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0539143 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.0779347 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.103979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0957513 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,24),-0.0848019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,24),-0.0951671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.0385072 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.118788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.112005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.0231235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.237217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.245844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.186925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.243517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.194707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.287077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.144665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.196293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.129145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.201354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),-0.120918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.26316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.0393639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.0578286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,-1),-0.201586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.128552 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,12),-0.0910533 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),-0.167024 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.203567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.0900362 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,11),-0.167603 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.189155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,11),-0.174492 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.121731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,-1),-0.0847006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.116806 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,11),-0.106348 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.183702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,11),-0.113021 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.153849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,-1),-0.162658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.0707058 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.0998337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,-1),-0.0445031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,-1),-0.178261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.114081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.104678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,22),-0.156917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.1497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.158513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.092947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,22),-0.161839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),-0.170459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.178973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,22),-0.188325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,23),-0.152717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,24),-0.0711814 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,22),(18,23),-0.113373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,24),-0.0588795 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,24),-0.255429 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0562052 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,22),-0.0696353 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.0551321 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.0295888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,22),-0.0648263 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,23),-0.0523965 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,24),-0.0390867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,23),-0.041695 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,24),-0.0244435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.0422977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,22),-0.0669272 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,23),-0.0739195 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,24),-0.105748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,23),-0.0894804 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,24),-0.0993787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.109504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,22),(18,23),-0.0461458 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,24),-0.0602815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,23),(18,24),-0.0875373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,23),(18,24),-0.0902898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.155367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.142958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,13),-0.0855045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,12),-0.263223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,11),-0.157316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,9),-0.142336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,7),-0.15623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.265088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.131489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,13),-0.102216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,12),-0.244268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,11),-0.155746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,9),-0.144433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,7),-0.165829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.0651315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,13),-0.15207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,12),-0.194046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,11),-0.166738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,9),-0.152294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,7),-0.163378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.116504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,12),-0.22633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,11),-0.138934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,9),-0.125905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,7),-0.136988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),-0.141241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,12),(18,11),-0.0862359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,9),-0.0727424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,7),-0.0847014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,-1),-0.017522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,11),(18,9),-0.138011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,7),-0.159407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,-1),-0.0767218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,9),(18,7),-0.169315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,-1),-0.0461505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,7),(18,-1),-0.0356303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.071966 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,13),-0.0811669 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,12),-0.0676098 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,11),-0.0138672 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,9),-0.00877912 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,7),-0.0134466 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.0171299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,13),-0.0943617 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,12),-0.0814358 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,11),-0.0857537 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,9),-0.082872 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,7),-0.0853863 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.115096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,13),(18,12),-0.0773289 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,11),-0.0827491 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,9),-0.0798523 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,7),-0.0823666 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,-1),-0.0387701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,12),(18,11),-0.0720663 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,9),-0.0690119 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,7),-0.071554 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,-1),-0.175912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,11),(18,9),-0.00859599 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,7),-0.0132634 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,-1),-0.0142055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,9),(18,7),-0.0123565 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,-1),-0.0177281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,7),(18,-1),-0.0210923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,13),-0.114695 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,12),-0.0865574 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,11),-0.137609 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,9),-0.164506 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,7),-0.167566 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.119648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,13),(18,12),-0.090507 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,11),-0.093382 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,9),-0.12028 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,7),-0.123341 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,-1),-0.190768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,12),(18,11),-0.12195 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,9),-0.147954 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,7),-0.151015 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,-1),-0.186666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,9),-0.149318 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,7),-0.153999 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.142625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,7),-0.151781 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,-1),-0.141457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,7),(18,-1),-0.151156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.0893743 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,11),-0.137575 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,9),-0.1372 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,7),-0.137212 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.139619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,11),-0.141058 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,9),-0.140683 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,7),-0.140697 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,-1),-0.114778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,9),-0.137672 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,7),-0.137684 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.110136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,9),(18,7),-0.137684 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,-1),-0.108896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,7),(18,-1),-0.108898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,11),-0.0795137 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,9),-0.0795137 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,7),-0.0795144 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),-0.124528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,11),(18,9),-0.0669635 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,7),-0.0669649 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,-1),-0.117715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,9),(18,7),-0.0669592 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,-1),-0.117692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,7),(18,-1),-0.117692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,9),-0.126264 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,7),-0.126283 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.0731429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,9),(18,7),-0.125995 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,-1),-0.0719845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,7),(18,-1),-0.0727034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,9),(18,7),-0.157 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,-1),-0.117798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,7),(18,-1),-0.127496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,7),(18,-1),-0.145211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.069086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.305354 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,24),-0.206081 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,24),-0.0912932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,-1),-0.458994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.176345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.114523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.0658103 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.0850695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.0869177 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.19181 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.0445696 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),-0.0980911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-0.133901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.0949398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.0843573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,16),-0.131556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,7),-0.130652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.213972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,16),-0.0720313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,7),-0.0675899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.234038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,16),(20,7),-0.121754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,16),(20,-1),-0.102573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,7),(20,-1),-0.0673524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,16),-0.137348 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,7),-0.137355 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.0275527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,16),(20,7),-0.136637 # DEPENDENCYPART_TRISIBL
(20,19),(20,16),(20,-1),-0.106533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,7),(20,-1),-0.106392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,16),(20,7),-0.106161 # DEPENDENCYPART_TRISIBL
(20,18),(20,16),(20,-1),-0.125618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,7),(20,-1),-0.124526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,7),(20,-1),-0.089819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,24),-0.104273 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,20),(21,19),-0.0674806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.176381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,16),-0.0969402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.327428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.170087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,16),-0.107955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.294516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,16),-0.0748009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.332723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,-1),-0.345597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.0511212 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,16),-0.0838286 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),0.00787534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,16),-0.100742 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.0842733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,16),(21,-1),-0.109847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,16),-0.138298 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.120004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,16),(21,-1),-0.110709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,-1),-0.124074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.166112 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,21),(22,20),-0.129719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.161931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,18),-0.215281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,17),-0.145503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,16),-0.216479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,15),-0.161931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,14),-0.18094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,12),-0.147486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.0310943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.184229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,18),-0.204606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,17),-0.187772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,16),-0.160851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,15),-0.184229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,14),-0.175823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,12),-0.139861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.124026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,19),(22,18),-0.217207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,17),-0.0459441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,16),-0.267182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,15),-0.237391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,14),-0.215085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,12),-0.191342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,-1),-0.172649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,18),(22,17),-0.15662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,16),-0.177321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,15),-0.0784927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,14),-0.0873942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,12),-0.12284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,-1),-0.145664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,17),(22,16),-0.164958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,15),-0.160041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
