# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(20,17),(20,22),-0.039179 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0698943 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0404021 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0178104 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.059002 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0911508 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.102887 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.13352 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.104085 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0130385 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00314506 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0475624 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.548325 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.04842 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0193865 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0531856 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.168117 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0577235 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0541993 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.13331 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0750576 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0933423 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.050982 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.264763 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0980196 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0216757 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0715664 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0576497 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0720956 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0439084 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.108865 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.263765 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.109053 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0250305 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.355796 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.816008 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.971917 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.305814 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.604353 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.973706 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.275946 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0464206 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.506867 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0186167 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0220883 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.231681 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.045709 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0124441 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.00523523 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.181837 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0952583 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.00655938 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0208785 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.230271 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.066795 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.275124 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.124983 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.075458 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0216562 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.1133 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.065291 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0005387 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0366794 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.047855 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0555664 # DEPENDENCYPART_SIBL
(25,1),(25,15),0.0266763 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.0938427 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0248416 # DEPENDENCYPART_SIBL
(25,1),(25,20),0.140457 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.00486476 # DEPENDENCYPART_SIBL
(25,1),(25,22),0.111082 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.137346 # DEPENDENCYPART_SIBL
(25,1),(25,24),0.10972 # DEPENDENCYPART_SIBL
(25,15),(25,18),0.105518 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.596818 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.212679 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0401796 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.146916 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.0710855 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.149828 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.175382 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.115352 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.201595 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.125642 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.00266441 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.131214 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.226653 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0926099 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.158783 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.00912189 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.163857 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.00721929 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.123711 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.051071 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.126865 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0823119 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.00458462 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0904392 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0294203 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.029582 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0642821 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.61216 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0652185 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.263162 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.24194 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-1.12681 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.632044 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.37719 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.468197 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.154626 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.289719 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.712874 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.225317 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.102427 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0861942 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.135837 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.0573961 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),0.43601 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),1.27406 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.86179 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0688846 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.0610815 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.622677 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.208252 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-1.38806 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.750549 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.449004 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.917603 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.834334 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.398371 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.448125 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0906265 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.398255 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.285728 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.401439 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.433548 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-1.18969 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),1.52095 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.19556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.43973 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.320472 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.551629 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.350277 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.317986 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.317166 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.402872 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.778781 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.406497 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.460208 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.20849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.258958 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.289976 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.522983 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.299843 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.412252 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.28531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.119846 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.412397 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.377425 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.712416 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.647374 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.266443 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.375016 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.373391 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.597456 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.702373 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.463528 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.377507 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.726231 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.835635 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.762815 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-0.432694 # DEPENDENCYPART_GRANDPAR
(1,4),(4,26),-0.993295 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.18766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.303573 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.668908 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.795109 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.713366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.145841 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.126908 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.250255 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0277569 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.736519 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.603657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.221812 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.00753328 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0846145 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.260502 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0741294 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.345486 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.259061 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.222604 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.293437 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.545211 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.26318 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.33823 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.455313 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.291465 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.218395 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-0.530934 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.805941 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.810114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.24941 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.206125 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.053895 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.277452 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0170561 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.293152 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.126435 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.202777 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.190999 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.492878 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.213685 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.832054 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.741174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.365379 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0717574 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.245098 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.161936 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.28617 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.14734 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.0840141 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.282952 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.30797 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.485895 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.270469 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.415325 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.414575 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-0.222993 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.199106 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.198412 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.16001 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.218685 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.351285 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.748833 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.632184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.233648 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.231982 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.116614 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0227648 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.341163 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.130503 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.399418 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.238098 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.370858 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.395876 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.444203 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.332199 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.420513 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.558484 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.38744 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.493446 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.425629 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.803674 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.655273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.290019 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.118 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.321242 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.128445 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0338896 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.135229 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0839792 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.00702981 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.103985 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.418889 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.161546 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.244554 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.288795 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.435311 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.00862334 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.410023 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.417934 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.59013 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.24882 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.832114 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.741174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.356827 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.0717785 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.236614 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.15315 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.116241 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.198941 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.223842 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.340494 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.285052 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.121826 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.435714 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),0.0281146 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.411549 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.492336 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.502554 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.650179 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.224839 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.442267 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.46069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.622024 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.717628 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.46043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.612318 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.669724 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.924632 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.913685 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.00985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.01533 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.01047 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.09959 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.09238 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.04419 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.926384 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.02056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.021322 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.376966 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.2109 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.381005 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.478528 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.65293 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.684616 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.527941 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.66443 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.54989 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.486432 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.848659 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.534659 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.693848 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-1.67452 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.10555 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.938351 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.979975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.175298 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.445144 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.31013 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.459971 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.613786 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.603877 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.797905 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.506147 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.799687 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.670546 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.0564 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.926329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.997912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.200948 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.334475 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.543116 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.390367 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.41128 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.704307 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.650292 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.699129 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.648709 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.583408 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.636537 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.587737 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.97016 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.649985 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-1.10132 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-1.58569 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0423777 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.178945 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.34959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.648392 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.431079 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.35077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0476766 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.480034 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.03363 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.489504 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.364264 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.819143 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.18439 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.886301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.440534 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.415176 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.36197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0575832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.017 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.376413 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.70987 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.312716 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.158828 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.812595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.311275 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.266979 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.230237 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.510242 # DEPENDENCYPART_GRANDPAR
