# _root_ The new generation of plants will possess the flourishing , high-production trait known as `` hybrid vigor , '' similar to that now seen in hybrid corn .
#goldHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,14,17,14,12,12,12,20,21,24,22,24,27,25,6,
#predictedHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,17,17,14,17,17,17,20,21,24,20,24,27,25,6,
(3,3),(3,13),(3,14),-0.0921793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,17),-0.139616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,18),-0.0530794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,20),-0.089433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,22),-0.159727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,24),-0.0948105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,25),-0.0713257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,28),-0.0630398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,29),-0.082244 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,17),-0.161433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),-0.0716834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,20),-0.0971284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,22),-0.181258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,24),-0.127774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,25),-0.0379134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,28),-0.174844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,29),-0.105394 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,18),-0.119003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,20),-0.0697611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,22),-0.138524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,24),-0.108517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,25),-0.0362894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,28),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,29),-0.120937 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,18),(3,20),-0.108936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,22),-0.147861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,24),-0.150737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,25),-0.200361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,28),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,29),-0.685803 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,20),(3,22),-0.136882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,20),(3,24),-0.104424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,20),(3,25),-0.0857124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,20),(3,28),-0.144071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,20),(3,29),-0.0825552 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,22),(3,24),-0.158777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,22),(3,25),-0.139794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,22),(3,28),-0.135579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,22),(3,29),-0.204333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,24),(3,25),-0.0712285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,24),(3,28),-0.0615853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,24),(3,29),-0.0938613 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,25),(3,28),-0.162409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,25),(3,29),-0.11213 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,28),(3,29),-0.221827 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0968235 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0848668 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.0909753 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0353911 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0639988 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.0353911 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.0612378 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,13),-0.0860338 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.100345 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.0612378 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),-0.0639988 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,20),-0.0322718 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,22),-0.0918452 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,24),-0.0850443 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,25),-0.0963229 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,28),-0.107875 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,29),-0.0042774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0926954 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0909424 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.027026 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.062609 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.027026 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.0443072 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,13),-0.0938151 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.0670279 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.0443072 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,18),-0.062609 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,20),-0.0239068 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,22),-0.0914489 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,24),-0.092873 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,25),-0.0646762 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,28),-0.129647 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,29),-0.109577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.099759 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.0289345 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0767202 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.0289345 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0421774 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,13),-0.106888 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.0338583 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.0421774 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),-0.0767202 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,20),-0.0258152 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,22),-0.10171 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,24),-0.106043 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,25),-0.0341176 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,28),-0.121337 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,29),-0.0706157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0280254 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.0559054 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.0280254 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0439995 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,13),-0.0892834 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.0677968 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,17),-0.0439995 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,18),-0.0559054 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,20),-0.0249061 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,22),-0.0914106 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,24),-0.0883412 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,25),-0.0654391 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,28),-0.10626 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,29),-0.0977023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0205694 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,11),-0.0298939 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.0522407 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),-0.0973536 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.081901 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,17),-0.0522407 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.0205694 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,20),-0.0267746 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,22),-0.0915081 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,24),-0.0962848 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,25),-0.0794093 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,28),-0.116729 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,29),-0.071062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,11),0.0612612 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,12),0.109027 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),0.0489376 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,14),-0.0104716 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,17),0.109027 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,18),-0.0727221 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,20),0.0631196 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,22),-0.116053 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,24),0.0496663 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,25),-0.00590725 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,28),-0.0985902 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,29),-0.273016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.0522407 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,13),-0.0973536 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),-0.081901 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,17),-0.0522407 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,18),-0.0205694 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,20),-0.0267746 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,22),-0.0915081 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,24),-0.0962848 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,25),-0.0794093 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,28),-0.116729 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,29),-0.071062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,13),-0.086033 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,14),-0.100345 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,17),-0.0612378 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,18),-0.0639945 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,20),-0.0322718 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,22),-0.0918452 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,24),-0.0850435 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,25),-0.0963229 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,28),-0.107875 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,29),-0.00395494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,14),-0.0338583 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,17),-0.0422071 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,18),-0.0767204 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,20),-0.025823 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,22),-0.10171 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,24),-0.106101 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,25),-0.0341176 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,28),-0.121343 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,29),-0.0668679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,17),-0.0376707 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,18),-9.92718e-05 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,20),-0.00552631 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,22),-0.0915206 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,24),-0.169124 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,25),-0.0451711 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,28),-0.0994176 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,29),-0.0650287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,17),(3,18),-0.0639945 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,20),-0.0322718 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,22),-0.0918452 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,24),-0.0850435 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,25),-0.0963229 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,28),-0.107875 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,29),-0.00395494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,20),0.0631196 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,22),-0.116053 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,24),0.0496663 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,25),-0.00590725 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,28),-0.0985902 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,29),-0.273016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,20),(3,22),-0.0915081 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,24),-0.0962848 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,25),-0.0794155 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,28),-0.116729 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,29),-0.071084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,22),(3,24),-0.0883059 # DEPENDENCYPART_TRISIBL
(3,4),(3,22),(3,25),-0.0653537 # DEPENDENCYPART_TRISIBL
(3,4),(3,22),(3,28),-0.106304 # DEPENDENCYPART_TRISIBL
(3,4),(3,22),(3,29),-0.101488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,24),(3,25),-0.0341176 # DEPENDENCYPART_TRISIBL
(3,4),(3,24),(3,28),-0.121337 # DEPENDENCYPART_TRISIBL
(3,4),(3,24),(3,29),-0.0707156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,25),(3,28),-0.112557 # DEPENDENCYPART_TRISIBL
(3,4),(3,25),(3,29),-0.0622933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,28),(3,29),-0.0736089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0853469 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0665209 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0755917 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0323539 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0755917 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0662258 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.0878721 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0852195 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,17),-0.0662258 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.0323539 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.0767214 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,22),-0.0663029 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,24),-0.0853535 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,25),-0.0609305 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,28),-0.113397 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,29),-0.11362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0667289 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0767499 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0151335 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.0767499 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.06903 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.0924572 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0934788 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,17),-0.06903 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.0151335 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,20),-0.0778797 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,22),-0.0665159 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,24),-0.0899432 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,25),-0.0762996 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,28),-0.0876214 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,29),-0.125586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0741306 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0387377 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),-0.0741306 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0663795 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.0832468 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.0852878 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,17),-0.0663795 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0387377 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,20),-0.0752604 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,22),-0.0662929 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,24),-0.0807282 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,25),-0.0608834 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,28),-0.0939433 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,29),-0.0777141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0457711 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,11),-0.074635 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.0711695 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,13),-0.0834818 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0860601 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,17),-0.0711695 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),-0.0457711 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,20),-0.0757647 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,22),-0.0662887 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,24),-0.0809632 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,25),-0.0631002 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,28),-0.0923768 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,29),-0.0770076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),-0.029327 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),-0.0825018 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,13),-0.0995314 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,14),-0.0755383 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,17),-0.0825018 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,18),-0.0421304 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,20),-0.0312078 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,22),-0.0556378 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,24),-0.0952923 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,25),-0.0572465 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,28),-0.119694 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,29),-0.029357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0711695 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,13),-0.0834818 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.0860601 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,17),-0.0711695 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.0457711 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,20),-0.0757647 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,22),-0.0662887 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,24),-0.0809632 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,25),-0.0631002 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,28),-0.0923768 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,29),-0.0770076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.0869344 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,14),-0.0911674 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,17),-0.069162 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.0454828 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,20),-0.0772412 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,22),-0.066997 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,24),-0.0841474 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,25),-0.0537017 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,28),-0.0831205 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,29),-0.12357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,14),-0.0934994 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,17),-0.06903 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,18),-0.0151335 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,20),-0.0778797 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,22),-0.0665159 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,24),-0.0899432 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,25),-0.0763202 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,28),-0.0878822 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,29),-0.126829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,17),-0.0865565 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,18),-0.0268412 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,20),-0.0811246 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,22),-0.0672261 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,24),-0.0648648 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,25),-0.0759017 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,28),-0.0660299 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,29),-0.127441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,17),(3,18),-0.0454828 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,20),-0.0772412 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,22),-0.066997 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,24),-0.0841474 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,25),-0.0537017 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,28),-0.0831205 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,29),-0.12357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,20),-0.0312078 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,22),-0.0556378 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,24),-0.0952923 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,25),-0.0572465 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,28),-0.119694 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,29),-0.029357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,20),(3,22),-0.0662887 # DEPENDENCYPART_TRISIBL
(3,5),(3,20),(3,24),-0.0809632 # DEPENDENCYPART_TRISIBL
(3,5),(3,20),(3,25),-0.0631002 # DEPENDENCYPART_TRISIBL
