# _root_ Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,10,23,24,27,25,27,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,13,23,24,27,25,27,9,
(27,25),(27,20),(27,9),-0.0736577 # DEPENDENCYPART_TRISIBL
(27,25),(27,20),(27,8),-0.129373 # DEPENDENCYPART_TRISIBL
(27,25),(27,20),(27,7),-0.0707981 # DEPENDENCYPART_TRISIBL
(27,25),(27,20),(27,5),-0.0936687 # DEPENDENCYPART_TRISIBL
(27,25),(27,20),(27,4),-0.129063 # DEPENDENCYPART_TRISIBL
(27,25),(27,20),(27,1),-0.129064 # DEPENDENCYPART_TRISIBL
(27,25),(27,20),(27,-1),-0.0406184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,19),(27,18),-0.0867 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,17),-0.120986 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,16),-0.0759919 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,15),-0.118385 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,14),-0.108802 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,13),-0.142832 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,12),-0.130829 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,11),-0.108802 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,10),-0.142642 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,9),-0.142505 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,8),-0.13061 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,7),-0.0760186 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,5),-0.119168 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,4),-0.130301 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,1),-0.130302 # DEPENDENCYPART_TRISIBL
(27,25),(27,19),(27,-1),-0.01587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,18),(27,17),-0.0879708 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,16),-0.0706751 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,15),-0.0863102 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,14),-0.10356 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,13),-0.119909 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,12),-0.113172 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,11),-0.10356 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,10),-0.119719 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,9),-0.119582 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,8),-0.113116 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,7),-0.0707008 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,5),-0.0872142 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,4),-0.112807 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,1),-0.112808 # DEPENDENCYPART_TRISIBL
(27,25),(27,18),(27,-1),-0.0704017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,17),(27,16),-0.0700501 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,15),-0.0963248 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,14),-0.110856 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,13),-0.0729454 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,12),-0.129158 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,11),-0.110856 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,10),-0.0727561 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,9),-0.0732116 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,8),-0.128916 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,7),-0.0700758 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,5),-0.0968234 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,4),-0.128607 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,1),-0.128607 # DEPENDENCYPART_TRISIBL
(27,25),(27,17),(27,-1),-0.0388023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,16),(27,15),-0.0853652 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,14),-0.104178 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,13),-0.12618 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,12),-0.103208 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,11),-0.104178 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,10),-0.12599 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,9),-0.125887 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,8),-0.103152 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,7),-0.070158 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,5),-0.085811 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,4),-0.102843 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,1),-0.102844 # DEPENDENCYPART_TRISIBL
(27,25),(27,16),(27,-1),-0.0529115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,15),(27,14),-0.110916 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,13),-0.0747947 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,12),-0.129962 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,11),-0.110916 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,10),-0.0746055 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,9),-0.075061 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,8),-0.12972 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,7),-0.0696984 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,5),-0.0983478 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,4),-0.129411 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,1),-0.129412 # DEPENDENCYPART_TRISIBL
(27,25),(27,15),(27,-1),-0.0402766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,14),(27,13),-0.172563 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,12),-0.0907818 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,11),-0.104142 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,10),-0.172185 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,9),-0.171027 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,8),-0.0908043 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,7),-0.0639132 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,5),-0.0102289 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,4),-0.0904169 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,1),-0.0904186 # DEPENDENCYPART_TRISIBL
(27,25),(27,14),(27,-1),-0.0827615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,13),(27,12),-0.130491 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,11),-0.119397 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,10),-0.149283 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,9),-0.149176 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,8),-0.13042 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,7),-0.0703123 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,5),-0.098097 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,4),-0.130111 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,1),-0.130112 # DEPENDENCYPART_TRISIBL
(27,25),(27,13),(27,-1),-0.0680114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,12),(27,11),-0.108699 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,10),-0.142614 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,9),-0.142478 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,8),-0.130579 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,7),-0.0760186 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,5),-0.116967 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,4),-0.130269 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,1),-0.13027 # DEPENDENCYPART_TRISIBL
(27,25),(27,12),(27,-1),-0.0120517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,11),(27,10),-0.172185 # DEPENDENCYPART_TRISIBL
(27,25),(27,11),(27,9),-0.171027 # DEPENDENCYPART_TRISIBL
(27,25),(27,11),(27,8),-0.0908043 # DEPENDENCYPART_TRISIBL
(27,25),(27,11),(27,7),-0.0639132 # DEPENDENCYPART_TRISIBL
(27,25),(27,11),(27,5),-0.0102289 # DEPENDENCYPART_TRISIBL
(27,25),(27,11),(27,4),-0.0904169 # DEPENDENCYPART_TRISIBL
(27,25),(27,11),(27,1),-0.0904186 # DEPENDENCYPART_TRISIBL
(27,25),(27,11),(27,-1),-0.0827615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,10),(27,9),-0.149176 # DEPENDENCYPART_TRISIBL
(27,25),(27,10),(27,8),-0.13042 # DEPENDENCYPART_TRISIBL
(27,25),(27,10),(27,7),-0.0703123 # DEPENDENCYPART_TRISIBL
(27,25),(27,10),(27,5),-0.098097 # DEPENDENCYPART_TRISIBL
(27,25),(27,10),(27,4),-0.130111 # DEPENDENCYPART_TRISIBL
(27,25),(27,10),(27,1),-0.130112 # DEPENDENCYPART_TRISIBL
(27,25),(27,10),(27,-1),-0.0680114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,9),(27,8),-0.130483 # DEPENDENCYPART_TRISIBL
(27,25),(27,9),(27,7),-0.0703123 # DEPENDENCYPART_TRISIBL
(27,25),(27,9),(27,5),-0.098125 # DEPENDENCYPART_TRISIBL
(27,25),(27,9),(27,4),-0.130173 # DEPENDENCYPART_TRISIBL
(27,25),(27,9),(27,1),-0.130174 # DEPENDENCYPART_TRISIBL
(27,25),(27,9),(27,-1),-0.0692303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,8),(27,7),-0.0760187 # DEPENDENCYPART_TRISIBL
(27,25),(27,8),(27,5),-0.116966 # DEPENDENCYPART_TRISIBL
(27,25),(27,8),(27,4),-0.130269 # DEPENDENCYPART_TRISIBL
(27,25),(27,8),(27,1),-0.13027 # DEPENDENCYPART_TRISIBL
(27,25),(27,8),(27,-1),-0.0122965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,7),(27,5),-0.085811 # DEPENDENCYPART_TRISIBL
(27,25),(27,7),(27,4),-0.102843 # DEPENDENCYPART_TRISIBL
(27,25),(27,7),(27,1),-0.102844 # DEPENDENCYPART_TRISIBL
(27,25),(27,7),(27,-1),-0.0529117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,5),(27,4),-0.128588 # DEPENDENCYPART_TRISIBL
(27,25),(27,5),(27,1),-0.128589 # DEPENDENCYPART_TRISIBL
(27,25),(27,5),(27,-1),-0.0378357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,4),(27,1),-0.130262 # DEPENDENCYPART_TRISIBL
(27,25),(27,4),(27,-1),-0.011986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,1),(27,-1),-0.0119883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,23),(27,22),-0.0827517 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,21),-0.0983653 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,20),-0.0585172 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,19),-0.0739754 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,18),-0.0690725 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,17),-0.0687466 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,16),-0.0268407 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,15),-0.0177811 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,14),-0.0433858 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,13),-0.183595 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,12),-0.0826915 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,11),-0.0433858 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,10),-0.183072 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,9),-0.203383 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,8),-0.0778663 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,7),-0.026907 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,5),-0.0589143 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,4),-0.0818655 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,1),-0.0818658 # DEPENDENCYPART_TRISIBL
(27,24),(27,23),(27,-1),-0.102841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,22),(27,21),-0.0903761 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,20),0.0735156 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,19),-0.0415018 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,18),-0.0707565 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,17),0.0591528 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,16),-0.0301579 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,15),0.125422 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,14),0.0443838 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,13),-0.201635 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,12),-0.0519718 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,11),0.0443838 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,10),-0.201112 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,9),-0.223046 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,8),-0.0469262 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,7),-0.0302574 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,5),0.0708626 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,4),-0.0509253 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,1),-0.0509256 # DEPENDENCYPART_TRISIBL
(27,24),(27,22),(27,-1),-0.0463936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,21),(27,20),-0.000628229 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,19),-0.0265299 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,18),-0.0668515 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,17),-0.0110598 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,16),-0.0312155 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,15),0.0516106 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,14),0.0977563 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,13),-0.160965 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,12),-0.0354617 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,11),0.0977563 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,10),-0.160445 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,9),-0.180411 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,8),-0.030638 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,7),-0.0312818 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,5),-0.00122267 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,4),-0.0346372 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,1),-0.0346375 # DEPENDENCYPART_TRISIBL
(27,24),(27,21),(27,-1),-0.0110572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,20),(27,19),0.00989213 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,18),-0.0669636 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,17),-0.0334282 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,16),-0.0112942 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,15),0.0180603 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,14),-0.0219377 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,13),-0.168231 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,12),0.000934353 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,11),-0.0219377 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,10),-0.167711 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,9),-0.187704 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,8),0.00578871 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,7),-0.0113605 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,5),-0.0235958 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,4),0.00178955 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,1),0.00178924 # DEPENDENCYPART_TRISIBL
(27,24),(27,20),(27,-1),-0.00856505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,19),(27,18),-0.0713696 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,17),0.0575156 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,16),-0.0302152 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,15),0.123785 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,14),0.0400886 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,13),-0.201635 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,12),-0.0521628 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,11),0.0400886 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,10),-0.201112 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,9),-0.223046 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,8),-0.0471171 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,7),-0.0303147 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,5),0.0692255 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,4),-0.0511163 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,1),-0.0511166 # DEPENDENCYPART_TRISIBL
(27,24),(27,19),(27,-1),-0.0445864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,18),(27,17),-0.0305667 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,16),-0.0249609 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,15),0.0210643 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,14),-0.0146617 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,13),-0.147311 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,12),-0.027696 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,11),-0.0146617 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,10),-0.146791 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,9),-0.166669 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,8),-0.0228724 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,7),-0.0250272 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,5),-0.0207352 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,4),-0.0268716 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,1),-0.0268719 # DEPENDENCYPART_TRISIBL
(27,24),(27,18),(27,-1),-0.0289439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,17),(27,16),-0.0114241 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,15),0.0184265 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,14),-0.0215184 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,13),-0.168461 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,12),0.00255927 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,11),-0.0215184 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,10),-0.167941 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,9),-0.187934 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,8),0.00741363 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,7),-0.0114904 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,5),-0.0232297 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,4),0.00341447 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,1),0.00341416 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,-1),-0.00498847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,16),(27,15),0.0157585 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,14),-0.00664429 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,13),-0.149587 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,12),-0.0259745 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,11),-0.00664429 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,10),-0.149066 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,9),-0.169266 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,8),-0.0211509 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,7),-0.0259431 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,5),-0.0259881 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,4),-0.02515 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,1),-0.0251503 # DEPENDENCYPART_TRISIBL
(27,24),(27,16),(27,-1),-0.0387183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,15),(27,14),-0.0219602 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,13),-0.168139 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,12),0.00252777 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,11),-0.0219602 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,10),-0.167619 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,9),-0.187612 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,8),0.00738213 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,7),-0.0113238 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,5),-0.0238664 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,4),0.00338297 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,1),0.00338266 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,-1),0.0254163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,14),(27,13),-0.0328047 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,12),-0.0812668 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,11),-0.0332862 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,10),-0.0317699 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,9),-0.0546301 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,8),-0.0764151 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,7),0.0100265 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,5),0.0591757 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,4),-0.0803388 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,1),-0.0803394 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,-1),-0.15072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,13),(27,12),-0.082437 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,11),-0.0430435 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,10),-0.182446 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,9),-0.202756 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,8),-0.0776119 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,7),-0.026896 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,5),-0.0581923 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,4),-0.081611 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,1),-0.0816113 # DEPENDENCYPART_TRISIBL
(27,24),(27,13),(27,-1),-0.109013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,12),(27,11),0.0391854 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,10),-0.201112 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,9),-0.223046 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,8),-0.0468054 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,7),-0.0302574 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,5),0.07007 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,4),-0.0508045 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,1),-0.0508048 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,-1),-0.0502828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,11),(27,10),-0.0317699 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,9),-0.0546301 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,8),-0.0764151 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,7),0.0100265 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,5),0.0591757 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,4),-0.0803388 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,1),-0.0803394 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,-1),-0.15072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,10),(27,9),-0.202756 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,8),-0.0776119 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,7),-0.026896 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,5),-0.058192 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,4),-0.081611 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,1),-0.0816113 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,-1),-0.10899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,9),(27,8),-0.0778663 # DEPENDENCYPART_TRISIBL
