# _root_ Today , with business activity in Hong Kong staggering along at an uneven pace , the economy itself seems locked in a struggle between hope and fear .
#goldHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
#predictedHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
(14,16),(14,17),(14,28),-0.0458587 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,29),-0.129733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.0933308 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,21),-0.084395 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,23),-0.0717974 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,24),-0.0805508 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,26),-0.0736436 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,28),-0.0420518 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,29),-0.129893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,21),-0.084395 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,23),-0.0717974 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,24),-0.0805508 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,26),-0.0736436 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,28),-0.0420518 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,29),-0.129893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,21),(14,23),-0.0717941 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,24),-0.0846863 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,26),-0.0712876 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,28),-0.0699595 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,29),-0.138744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,24),-0.0775008 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,26),-0.0738772 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,28),-0.0458583 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,29),-0.129733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,24),(14,26),-0.0710458 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,28),-0.062395 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,29),-0.126338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,26),(14,28),-0.0524677 # DEPENDENCYPART_TRISIBL
(14,16),(14,26),(14,29),-0.127165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,28),(14,29),-0.121914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,20),-0.0976553 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,21),-0.0718281 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,23),-0.082126 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,24),-0.0788494 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,26),-0.13502 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,28),-0.0702897 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,29),-0.12992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,21),-0.0718291 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,23),-0.082126 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,24),-0.0788505 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,26),-0.135172 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,28),-0.0702896 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,29),-0.133729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,21),(14,23),-0.107983 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,24),-0.0510869 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,26),-0.133801 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,28),-0.0730762 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,29),-0.0898112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,24),-0.0765926 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,26),-0.150406 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,28),-0.0691644 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,29),-0.119024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,24),(14,26),-0.131028 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,28),-0.0771189 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,29),-0.0996078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,26),(14,28),-0.0810055 # DEPENDENCYPART_TRISIBL
(14,17),(14,26),(14,29),-0.188092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,28),(14,29),-0.0252642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,21),-0.01911 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,23),-0.06685 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,24),-0.0138147 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,26),-0.123108 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,28),-0.0852986 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,29),-0.135386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,21),(14,23),-0.0688612 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,24),-0.0597936 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,26),-0.113474 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,28),0.00700216 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,29),-0.045197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,23),(14,24),-0.0112703 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,26),-0.10659 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,28),-0.0510495 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,29),-0.126124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,24),(14,26),-0.113872 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,28),-0.00137774 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,29),-0.0766438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,26),(14,28),-0.0953882 # DEPENDENCYPART_TRISIBL
(14,19),(14,26),(14,29),-0.161763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,28),(14,29),-0.0806389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,21),(14,23),-0.0690334 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,24),-0.0594594 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,26),-0.113472 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,28),0.00816362 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,29),-0.0381896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,23),(14,24),-0.010936 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,26),-0.106587 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,28),-0.0498662 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,29),-0.119051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,24),(14,26),-0.11387 # DEPENDENCYPART_TRISIBL
(14,20),(14,24),(14,28),-0.000216274 # DEPENDENCYPART_TRISIBL
(14,20),(14,24),(14,29),-0.0696364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,26),(14,28),-0.0942029 # DEPENDENCYPART_TRISIBL
(14,20),(14,26),(14,29),-0.154454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,28),(14,29),-0.0768015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,23),(14,24),-0.0800123 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,26),-0.0816806 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,28),-0.0803039 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,29),-0.0200918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,24),(14,26),-0.10128 # DEPENDENCYPART_TRISIBL
(14,21),(14,24),(14,28),-0.0869154 # DEPENDENCYPART_TRISIBL
(14,21),(14,24),(14,29),-0.0439032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,26),(14,28),-0.101469 # DEPENDENCYPART_TRISIBL
(14,21),(14,26),(14,29),-0.0941655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,28),(14,29),-0.0675406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,24),(14,26),-0.130534 # DEPENDENCYPART_TRISIBL
(14,23),(14,24),(14,28),-0.0815275 # DEPENDENCYPART_TRISIBL
(14,23),(14,24),(14,29),-0.105034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,26),(14,28),-0.0854088 # DEPENDENCYPART_TRISIBL
(14,23),(14,26),(14,29),-0.1851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,28),(14,29),-0.0187899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,24),(14,26),(14,28),-0.108482 # DEPENDENCYPART_TRISIBL
(14,24),(14,26),(14,29),-0.115812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,24),(14,28),(14,29),-0.0710824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,26),(14,28),(14,29),-0.0698248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,12),-0.184566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,11),-0.144868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,10),-0.1928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.176984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.175809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.179269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,10),-0.199251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.300403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.156285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,10),-0.228979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.0779441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.0796296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,7),-0.191034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,-1),-0.183756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,-1),-0.157069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,12),(14,11),-0.0995912 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,10),0.0237564 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,7),-0.0283872 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),-0.0276966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,10),-0.0825798 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),-0.0766983 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.110269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,7),-0.0756709 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,-1),-0.119435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,-1),-0.157562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,10),-0.0356963 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),-0.163492 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),-0.0907028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,7),-0.147986 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,-1),-0.0334815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,-1),-0.117252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,7),-0.139173 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.124588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,-1),-0.177058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,-1),-0.0993063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,19),(16,20),-0.127411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,29),-0.198877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,29),-0.21105 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,19),(16,20),(16,29),-0.12947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.176467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.164709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0661496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.133277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.0943631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),-0.0904891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,28),-0.162249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,29),-0.14725 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0688429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.0728012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.144335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.144501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),-0.112932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,28),-0.09082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,29),-0.121077 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.0728316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.144378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.144532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),-0.112932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,28),-0.091822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,29),-0.136504 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,23),-0.118222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.120412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,26),-0.149752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,28),-0.163287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,29),-0.143606 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.0751874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,26),-0.125449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,28),-0.113237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,29),-0.119382 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,26),-0.155044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,28),-0.15482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,29),-0.0976199 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,26),(17,28),-0.0114404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,29),-0.0969498 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,28),(17,29),-0.213595 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0522647 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0743932 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0792781 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.062622 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),-0.0467186 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,28),-0.0740387 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,29),-0.116841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0743932 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0792781 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.062622 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,26),-0.046371 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,28),-0.0740387 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,29),-0.119324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,23),-0.0895398 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),-0.0509739 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,26),-0.0515293 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,28),-0.0725534 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,29),-0.070956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0541715 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,26),-0.0509918 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,28),-0.0740919 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,29),-0.0795334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,26),-0.051395 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,28),-0.0677633 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,29),-0.0677338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,26),(17,28),-0.0470758 # DEPENDENCYPART_TRISIBL
(17,18),(17,26),(17,29),-0.0856613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,28),(17,29),-0.10825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.0191189 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.0668657 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.0138236 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.123108 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,28),-0.0852986 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,29),-0.135201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,23),-0.0688718 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.0598009 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,26),-0.113474 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,28),0.00700216 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,29),-0.0451985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.0112835 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,26),-0.10659 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,28),-0.0510495 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,29),-0.126124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,26),-0.113872 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,28),-0.00137774 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,29),-0.0766454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,26),(17,28),-0.0953882 # DEPENDENCYPART_TRISIBL
(17,19),(17,26),(17,29),-0.161764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,28),(17,29),-0.0806407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,23),-0.069044 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.0594666 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,26),-0.113472 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,28),0.00816362 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,29),-0.0381911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0109493 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,26),-0.106587 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,28),-0.0498662 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,29),-0.119052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,26),-0.11387 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,28),-0.000216274 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,29),-0.0696379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,26),(17,28),-0.0942029 # DEPENDENCYPART_TRISIBL
(17,20),(17,26),(17,29),-0.154454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,28),(17,29),-0.0768034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),-0.078428 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,26),-0.0816819 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,28),-0.0798309 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,29),-0.01754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,26),-0.101281 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,28),-0.086442 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,29),-0.0423524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,26),(17,28),-0.100996 # DEPENDENCYPART_TRISIBL
(17,21),(17,26),(17,29),-0.0925625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,28),(17,29),-0.0659372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,26),-0.130534 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,28),-0.0815275 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,29),-0.10351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,26),(17,28),-0.0854088 # DEPENDENCYPART_TRISIBL
(17,23),(17,26),(17,29),-0.183539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,28),(17,29),-0.0175096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,26),(17,28),-0.108009 # DEPENDENCYPART_TRISIBL
(17,24),(17,26),(17,29),-0.114209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,28),(17,29),-0.069479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,26),(17,28),(17,29),-0.0711966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,14),-0.266542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.142395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,12),-0.265714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.15038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.0969577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,12),-0.0763485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.191932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,12),-0.17127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.170881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,12),(17,-1),-0.145998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),-0.211725 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,12),-0.302178 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.164606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,12),-0.34042 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.145425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,12),(17,-1),-0.225879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,12),-0.0640646 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),-0.114917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,12),(17,-1),-0.0827822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,12),(17,-1),-0.0144797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,21),(18,23),-0.0829095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,29),-0.261616 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,29),-0.129684 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,21),(18,23),(18,29),-0.0417974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),0.018372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.0236315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.0384309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),-0.0679592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),0.00820524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,29),0.0039737 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,23),-0.032673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
