# _root_ The plan had been to make one of Shearson 's easy-to-film , black-and-white `` Where We Stand '' commercials , which have been running occasionally in response to news events since 1985 .
#goldHeads=2,3,0,3,4,5,6,7,19,9,19,19,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,19,9,19,6,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
(13,15),(15,18),-0.190385 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.260988 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.2675 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.509 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.334741 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.844973 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.791113 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.708917 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.681541 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.749223 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.679202 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.784738 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.97038 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.80385 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.623206 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.78134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0142234 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.239139 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0566817 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.232359 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.150662 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.272674 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.207589 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.512542 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.300766 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.203568 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.433343 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.194551 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.597175 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.353284 # DEPENDENCYPART_GRANDPAR
(13,17),(17,31),-0.256858 # DEPENDENCYPART_GRANDPAR
(13,17),(17,33),-0.711575 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.872945 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.809075 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.730107 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.808912 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.815799 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.882163 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.783791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.000995311 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.482784 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.264168 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.212121 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.265211 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.143143 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.092001 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.422702 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.248089 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.15112 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.362308 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.22711 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.580236 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.371678 # DEPENDENCYPART_GRANDPAR
(13,19),(19,30),-0.425192 # DEPENDENCYPART_GRANDPAR
(13,19),(19,33),-0.532337 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.838586 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.791468 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.596896 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.0329483 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.241838 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.161918 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.215667 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.167073 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.445688 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.308913 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.0726609 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.215982 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.422674 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.185756 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.553777 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-0.398915 # DEPENDENCYPART_GRANDPAR
(13,22),(22,31),-0.239785 # DEPENDENCYPART_GRANDPAR
(13,22),(22,33),-0.657677 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-0.760485 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.318197 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),0.0265389 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.160344 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.417935 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.178985 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.739394 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-0.486345 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),-0.583009 # DEPENDENCYPART_GRANDPAR
(13,23),(23,31),-0.210076 # DEPENDENCYPART_GRANDPAR
(13,23),(23,32),-0.525573 # DEPENDENCYPART_GRANDPAR
(13,23),(23,33),-0.615483 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-0.779646 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.374466 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.0106685 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.302 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.407196 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.258308 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.623474 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.339415 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.531964 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-0.501147 # DEPENDENCYPART_GRANDPAR
(13,24),(24,31),-0.307117 # DEPENDENCYPART_GRANDPAR
(13,24),(24,32),-0.553804 # DEPENDENCYPART_GRANDPAR
(13,24),(24,33),-0.696111 # DEPENDENCYPART_GRANDPAR
(13,28),(28,25),-0.503846 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.227974 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.85201 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.453657 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-0.340199 # DEPENDENCYPART_GRANDPAR
(13,28),(28,31),-0.339946 # DEPENDENCYPART_GRANDPAR
(13,28),(28,32),-0.444985 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.307306 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.276875 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.214874 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.194055 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.23056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.275211 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.479043 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.368869 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.271448 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.546278 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.348371 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.445243 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.575359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.545957 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-0.684726 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.413274 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.321257 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.334114 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.391759 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.38884 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.17124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.399673 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.564054 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.479519 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.605371 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.556483 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.460214 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.575073 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.629549 # DEPENDENCYPART_GRANDPAR
(15,13),(13,28),-0.729059 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.331618 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.695834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,2),-0.929102 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.864623 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.816902 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.972482 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.881145 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.905033 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.864169 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.816905 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.851268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0617416 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0304624 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0529635 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.103463 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.303665 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.0404838 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.15998 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.215828 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.25397 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.219928 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.274472 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.367961 # DEPENDENCYPART_GRANDPAR
(15,19),(19,30),-0.393913 # DEPENDENCYPART_GRANDPAR
(15,19),(19,33),-0.356353 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.899602 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.850808 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.821936 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.653281 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.649671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.262358 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0625789 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0904753 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.213688 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0383269 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.0821657 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.201978 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.198779 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.118095 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.140899 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.308144 # DEPENDENCYPART_GRANDPAR
(15,22),(22,31),-0.179345 # DEPENDENCYPART_GRANDPAR
(15,22),(22,33),-0.3928 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.42483 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.43692 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.22115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.695382 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.388352 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.735284 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.591233 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.217169 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.0738686 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.0713933 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.474867 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.454165 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0194736 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.50311 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.225978 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.207944 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.0342672 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.388568 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.231686 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.461494 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.220655 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.158824 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.787929 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.354573 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.491815 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.324828 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.32535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.273064 # DEPENDENCYPART_GRANDPAR
(17,3),(3,19),-0.185579 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.610168 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-0.577227 # DEPENDENCYPART_GRANDPAR
(17,3),(3,23),-0.583748 # DEPENDENCYPART_GRANDPAR
(17,3),(3,24),-0.47851 # DEPENDENCYPART_GRANDPAR
(17,3),(3,33),-0.700617 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.397577 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.106166 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.54072 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.284111 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.665792 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.199317 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.335896 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.873179 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.447105 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.56774 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.414352 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.332152 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.377494 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-0.318525 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),-0.756963 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-0.679194 # DEPENDENCYPART_GRANDPAR
(17,4),(4,23),-0.651895 # DEPENDENCYPART_GRANDPAR
(17,4),(4,24),-0.489521 # DEPENDENCYPART_GRANDPAR
(17,4),(4,33),-0.861599 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.263178 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.124273 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.124081 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.63263 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.177418 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.425602 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.477993 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),-0.31547 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.234019 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.136531 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0498987 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.297924 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.852035 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.220196 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.359897 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.187444 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.306684 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.0905714 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.44358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.392862 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.284366 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.767001 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.706417 # DEPENDENCYPART_GRANDPAR
(17,7),(7,23),-0.669473 # DEPENDENCYPART_GRANDPAR
(17,7),(7,24),-0.553922 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.481727 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.333283 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.805709 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.436538 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.403786 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.5333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.425322 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.386961 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.991216 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.462624 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.287879 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.421162 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.126797 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.187835 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0940452 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.45941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,8),-0.250608 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.293934 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.332047 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0314892 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.650367 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.209544 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.210175 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.886116 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.44304 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.364434 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.317007 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.0775454 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.41817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,20),-0.74114 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.680202 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.0314892 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.210175 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.199653 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.45262 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.317007 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0775454 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0922658 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.41817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.369637 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.241907 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.74114 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.680202 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.651084 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.515141 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-0.82057 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.230968 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.326268 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.459501 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.088682 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.400564 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.290557 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.764703 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.710138 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0349815 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.801021 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.500384 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.574025 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.02476 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.738988 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.828686 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.795933 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.780924 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),0.0635023 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.440995 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.731693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0929077 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.381079 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.978807 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.290714 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.283003 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.142681 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.390589 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.567426 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.455288 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.526397 # DEPENDENCYPART_GRANDPAR
(17,19),(19,30),-0.433913 # DEPENDENCYPART_GRANDPAR
(17,19),(19,33),-0.74476 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.215113 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.760062 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.479966 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.791374 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.625271 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.16913 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.450195 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),-0.0203739 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.157153 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.453989 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.585245 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.132568 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0492906 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.17611 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.329299 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.193852 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.391908 # DEPENDENCYPART_GRANDPAR
(17,22),(22,31),-0.111396 # DEPENDENCYPART_GRANDPAR
(17,22),(22,33),-0.697073 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.440114 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),0.0712383 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.814993 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.0394417 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.301195 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.445397 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.485401 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.559317 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.405879 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),-0.130358 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.714546 # DEPENDENCYPART_GRANDPAR
(17,23),(23,33),-0.694217 # DEPENDENCYPART_GRANDPAR
(17,24),(24,3),-0.415242 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),0.130206 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.861962 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.306524 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.132896 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.278374 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.269858 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.31078 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.341655 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),-0.302782 # DEPENDENCYPART_GRANDPAR
(17,24),(24,31),-0.0734948 # DEPENDENCYPART_GRANDPAR
